queue_id,activity_id,post_url,capture_status,final_url,rendered_text_path,html_path,screenshot_path,body_text_chars,comment_blocks,comment_link_count,expand_clicks,error
LI-LOGIN-058,7226833197983006722,https://www.linkedin.com/feed/update/urn:li:activity:7226833197983006722/,logged_in_rendered_capture_complete,https://www.linkedin.com/feed/update/urn:li:activity:7226833197983006722/,rendered_text\7226833197983006722.txt,rendered_html\7226833197983006722.html,,3440,6,48,0,
LI-LOGIN-059,7224433718059274241,https://www.linkedin.com/feed/update/urn:li:activity:7224433718059274241/,logged_in_rendered_capture_complete,https://www.linkedin.com/feed/update/urn:li:activity:7224433718059274241/,rendered_text\7224433718059274241.txt,rendered_html\7224433718059274241.html,,2865,1,39,0,
LI-LOGIN-060,7140373482889961472,https://www.linkedin.com/posts/denisburakov_woe-estimators-for-pd-models-activity-7140373482889961472-zRus?utm_source=share&utm_medium=member_desktop,logged_in_rendered_capture_complete,https://www.linkedin.com/posts/denisburakov_woe-estimators-for-pd-models-activity-7140373482889961472-zRus/?utm_source=share&utm_medium=member_desktop,rendered_text\7140373482889961472.txt,rendered_html\7140373482889961472.html,,17620,30,159,100,
LI-LOGIN-061,7186249596044496897,https://www.linkedin.com/posts/denisburakov_weighted-logistic-regression-activity-7186249596044496897-By5E?utm_source=share&utm_medium=member_desktop,logged_in_rendered_capture_complete,https://www.linkedin.com/posts/denisburakov_weighted-logistic-regression-activity-7186249596044496897-By5E/?utm_source=share&utm_medium=member_desktop,rendered_text\7186249596044496897.txt,rendered_html\7186249596044496897.html,,4080,5,54,55,
LI-LOGIN-062,7196388918437548033,https://www.linkedin.com/posts/denisburakov_explainable-boosted-scoring-xbooster-activity-7196388918437548033-jmxE?utm_source=share&utm_medium=member_desktop,logged_in_rendered_capture_complete,https://www.linkedin.com/posts/denisburakov_explainable-boosted-scoring-xbooster-activity-7196388918437548033-jmxE/?utm_source=share&utm_medium=member_desktop,rendered_text\7196388918437548033.txt,rendered_html\7196388918437548033.html,,3911,3,53,55,
LI-LOGIN-063,7168870006380740608,https://www.linkedin.com/posts/denisburakov_log-loss-activity-7168870006380740608-Qgbq?utm_source=share&utm_medium=member_desktop,logged_in_rendered_capture_complete,https://www.linkedin.com/posts/denisburakov_log-loss-activity-7168870006380740608-Qgbq/?utm_source=share&utm_medium=member_desktop,rendered_text\7168870006380740608.txt,rendered_html\7168870006380740608.html,,2579,0,39,0,
LI-LOGIN-064,7165608521160421379,https://www.linkedin.com/posts/denisburakov_creditrisk-creditriskmodeling-lending-activity-7165608521160421379-hzLO?utm_source=share&utm_medium=member_desktop,logged_in_rendered_capture_complete,https://www.linkedin.com/posts/denisburakov_creditrisk-creditriskmodeling-lending-activity-7165608521160421379-hzLO/?utm_source=share&utm_medium=member_desktop,rendered_text\7165608521160421379.txt,rendered_html\7165608521160421379.html,,3980,5,54,0,
LI-LOGIN-065,7173218699191926784,https://www.linkedin.com/posts/denisburakov_gradient-boosting-activity-7173218699191926784-892W?utm_source=share&utm_medium=member_desktop,logged_in_rendered_capture_complete,https://www.linkedin.com/posts/denisburakov_gradient-boosting-activity-7173218699191926784-892W/?utm_source=share&utm_medium=member_desktop,rendered_text\7173218699191926784.txt,rendered_html\7173218699191926784.html,,2265,0,41,0,
LI-LOGIN-066,7171406844500946944,https://www.linkedin.com/posts/denisburakov_logistic-regression-activity-7171406844500946944-GU_v?utm_source=share&utm_medium=member_desktop,logged_in_rendered_capture_complete,https://www.linkedin.com/posts/denisburakov_logistic-regression-activity-7171406844500946944-GU_v/?utm_source=share&utm_medium=member_desktop,rendered_text\7171406844500946944.txt,rendered_html\7171406844500946944.html,,2939,1,43,0,
LI-LOGIN-067,7152948849597132801,https://www.linkedin.com/posts/denisburakov_logistic-regression-the-two-cultures-activity-7152948849597132801-P7P_?utm_source=share&utm_medium=member_desktop,logged_in_rendered_capture_complete,https://www.linkedin.com/posts/denisburakov_logistic-regression-the-two-cultures-activity-7152948849597132801-P7P_/?utm_source=share&utm_medium=member_desktop,rendered_text\7152948849597132801.txt,rendered_html\7152948849597132801.html,,15289,13,93,100,
