link_id,activity_id,queue_id,source_kind,original_url,canonical_url,domain,source_type,http_status,access_status,priority,anchor_text,context_excerpt,resolve_error
LI-EXT-011,7342064984069173248,ANDRIJA-LOGIN-015,anchor,https://www.crc.business-school.ed.ac.uk/sites/crc/files/2024-06/model-shift-prospectus_0.pdf,https://www.crc.business-school.ed.ac.uk/sites/crc/files/2024-06/model-shift-prospectus_0.pdf,crc.business-school.ed.ac.uk,pdf,not_resolved,unresolved,low,https://www.crc.business-school.ed.ac.uk/sites/crc/files/2024-06/model-shift-prospectus_0.pdf,"Good call out, many thanks, Andrija. I look forward greatly to present our paper at the CRC conference this year. This talk shows how data drift is harnessed as a tool for validation and quantification of model specification risks. Whether you enjoy interesting maths applied in a new context, or look for a tool to create model risk monitoring and to aggregate your scorecard validations systematically, you'll get something out of this talk. For information about the conference please follow the link in Andrija's comment. For background on the model risk programme that Andrija and I are advancin",
LI-EXT-012,7342064984069173248,ANDRIJA-LOGIN-015,anchor,https://www.crc.business-school.ed.ac.uk/conference-2025/fees,https://www.crc.business-school.ed.ac.uk/conference-2025/fees,crc.business-school.ed.ac.uk,web_source,not_resolved,unresolved,low,https://www.crc.business-school.ed.ac.uk/conference-2025/fees,We look forward to your presentation! You can listen to the presentation by registering for the conference here: https://www.crc.business-school.ed.ac.uk/conference-2025/fees,
LI-EXT-013,7342064984069173248,ANDRIJA-LOGIN-015,anchor,https://crc.business-school.ed.ac.uk/conference-2025,https://crc.business-school.ed.ac.uk/conference-2025,crc.business-school.ed.ac.uk,web_source,not_resolved,unresolved,low,https://crc.business-school.ed.ac.uk/conference-2025,"We look forward to learning more about this paper in August, Andrija! 🔎 https://crc.business-school.ed.ac.uk/conference-2025",
LI-EXT-014,7342064984069173248,ANDRIJA-LOGIN-015,anchor,https://www.crc.business-school.ed.ac.uk/conference-2025,https://www.crc.business-school.ed.ac.uk/conference-2025,crc.business-school.ed.ac.uk,web_source,not_resolved,unresolved,low,,"We look forward to learning more about this paper in August, Andrija! 🔎 https://crc.business-school.ed.ac.uk/conference-2025 Credit Scoring and Credit Control Conference XIX The 19th iteration of the Credit Scoring and Credit Control conference is set to be held in person in Edinburgh from Wednesday 27 August to Friday 29 August 2025.",
LI-EXT-015,7342064984069173248,ANDRIJA-LOGIN-015,comment_block,https://abbey.eventsair.com/cscc-conference-2025,https://abbey.eventsair.com/cscc-conference-2025,abbey.eventsair.com,web_source,200,resolved,low,https://abbey.eventsair.com/cscc-conference-2025?utm_source=organic%20social&utm_medium=Linkedin&utm_campaign=CRC%20conference%20LinkedIn&utm_content=Instagram%20bio%20link,Conference programme: https://abbey.eventsair.com/cscc-conference-2025?utm_source=organic%20social&utm_medium=Linkedin&utm_campaign=CRC%20conference%20LinkedIn&utm_content=Instagram%20bio%20link Presentation: https://github.com/andrija-djurovic/adsfcr/blob/main/mrm%2Fms_mrm.pdf,
LI-EXT-016,7342064984069173248,ANDRIJA-LOGIN-015,comment_block,https://github.com/andrija-djurovic/adsfcr/blob/main/mrm%2Fms_mrm.pdf,https://github.com/andrija-djurovic/adsfcr/blob/main/mrm%2Fms_mrm.pdf,github.com,code_or_tool,429,blocked_or_error,high,https://github.com/andrija-djurovic/adsfcr/blob/main/mrm%2Fms_mrm.pdf,Conference programme: https://abbey.eventsair.com/cscc-conference-2025?utm_source=organic%20social&utm_medium=Linkedin&utm_campaign=CRC%20conference%20LinkedIn&utm_content=Instagram%20bio%20link Presentation: https://github.com/andrija-djurovic/adsfcr/blob/main/mrm%2Fms_mrm.pdf,Too Many Requests
LI-EXT-017,7342064984069173248,ANDRIJA-LOGIN-015,comment_block,https://www.crc.business-school.ed.ac.uk/sites/crc/files/2024-06/model-shift-prospectus_0.pdf,https://www.crc.business-school.ed.ac.uk/sites/crc/files/2024-06/model-shift-prospectus_0.pdf,crc.business-school.ed.ac.uk,pdf,200,resolved,high,https://www.crc.business-school.ed.ac.uk/sites/crc/files/2024-06/model-shift-prospectus_0.pdf,"Good call out, many thanks, Andrija. I look forward greatly to present our paper at the CRC conference this year. This talk shows how data drift is harnessed as a tool for validation and quantification of model specification risks. Whether you enjoy interesting maths applied in a new context, or look for a tool to create model risk monitoring and to aggregate your scorecard validations systematically, you'll get something out of this talk. For information about the conference please follow the link in Andrija's comment. For background on the model risk programme that Andrija and I are advancin",
LI-EXT-018,7342064984069173248,ANDRIJA-LOGIN-015,comment_block,https://www.crc.business-school.ed.ac.uk/conference-2025/fees,https://www.crc.business-school.ed.ac.uk/conference-2025/fees,crc.business-school.ed.ac.uk,web_source,200,resolved,low,https://www.crc.business-school.ed.ac.uk/conference-2025/fees,We look forward to your presentation! You can listen to the presentation by registering for the conference here: https://www.crc.business-school.ed.ac.uk/conference-2025/fees,
LI-EXT-019,7342064984069173248,ANDRIJA-LOGIN-015,comment_block,https://crc.business-school.ed.ac.uk/conference-2025,https://crc.business-school.ed.ac.uk/conference-2025,crc.business-school.ed.ac.uk,web_source,403,blocked_or_error,high,https://crc.business-school.ed.ac.uk/conference-2025,"We look forward to learning more about this paper in August, Andrija! 🔎 https://crc.business-school.ed.ac.uk/conference-2025",Forbidden
LI-EXT-020,7455503720936693760,ANDRIJA-LOGIN-016,anchor,https://lnkd.in/dm2p5UNv,https://lnkd.in/dm2p5UNv,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/dm2p5UNv,"𝗖𝗿𝗲𝗱𝗶𝘁 𝗥𝗶𝘀𝗸 𝗠𝗼𝗱𝗲𝗹𝗶𝗻𝗴 𝗪𝗼𝗿𝗸𝗶𝗻𝗴 𝗡𝗼𝘁𝗲𝘀 – 𝗧𝗵𝗲 𝗧𝗵𝗶𝗿𝗱 𝗨𝗽𝗱𝗮𝘁𝗲 The 📕 Credit Risk Modeling Working Notes continue to grow and have been updated for a third time. The download link can be found in the comments section, while the list of documents included in this update is provided below. A few more updates are planned for this year, but those interested can also access the dedicated GitHub page directly (https://lnkd.in/dm2p5UNv) and review the individual materials there. ✅ IFRS9 Forward-Looking Modeling - Supervised Macroeconomic Index (https://lnkd.in/dhufwehR) ✅smi: An R Package for IFRS9 Forward-Loo",
LI-EXT-021,7455503720936693760,ANDRIJA-LOGIN-016,anchor,https://lnkd.in/dhufwehR,https://lnkd.in/dhufwehR,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/dhufwehR,"𝗖𝗿𝗲𝗱𝗶𝘁 𝗥𝗶𝘀𝗸 𝗠𝗼𝗱𝗲𝗹𝗶𝗻𝗴 𝗪𝗼𝗿𝗸𝗶𝗻𝗴 𝗡𝗼𝘁𝗲𝘀 – 𝗧𝗵𝗲 𝗧𝗵𝗶𝗿𝗱 𝗨𝗽𝗱𝗮𝘁𝗲 The 📕 Credit Risk Modeling Working Notes continue to grow and have been updated for a third time. The download link can be found in the comments section, while the list of documents included in this update is provided below. A few more updates are planned for this year, but those interested can also access the dedicated GitHub page directly (https://lnkd.in/dm2p5UNv) and review the individual materials there. ✅ IFRS9 Forward-Looking Modeling - Supervised Macroeconomic Index (https://lnkd.in/dhufwehR) ✅smi: An R Package for IFRS9 Forward-Loo",
LI-EXT-022,7455503720936693760,ANDRIJA-LOGIN-016,anchor,https://lnkd.in/drTegZXJ,https://lnkd.in/drTegZXJ,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/drTegZXJ,"𝗖𝗿𝗲𝗱𝗶𝘁 𝗥𝗶𝘀𝗸 𝗠𝗼𝗱𝗲𝗹𝗶𝗻𝗴 𝗪𝗼𝗿𝗸𝗶𝗻𝗴 𝗡𝗼𝘁𝗲𝘀 – 𝗧𝗵𝗲 𝗧𝗵𝗶𝗿𝗱 𝗨𝗽𝗱𝗮𝘁𝗲 The 📕 Credit Risk Modeling Working Notes continue to grow and have been updated for a third time. The download link can be found in the comments section, while the list of documents included in this update is provided below. A few more updates are planned for this year, but those interested can also access the dedicated GitHub page directly (https://lnkd.in/dm2p5UNv) and review the individual materials there. ✅ IFRS9 Forward-Looking Modeling - Supervised Macroeconomic Index (https://lnkd.in/dhufwehR) ✅smi: An R Package for IFRS9 Forward-Loo",
LI-EXT-023,7455503720936693760,ANDRIJA-LOGIN-016,anchor,https://lnkd.in/dqcHHr4N,https://lnkd.in/dqcHHr4N,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/dqcHHr4N,"𝗖𝗿𝗲𝗱𝗶𝘁 𝗥𝗶𝘀𝗸 𝗠𝗼𝗱𝗲𝗹𝗶𝗻𝗴 𝗪𝗼𝗿𝗸𝗶𝗻𝗴 𝗡𝗼𝘁𝗲𝘀 – 𝗧𝗵𝗲 𝗧𝗵𝗶𝗿𝗱 𝗨𝗽𝗱𝗮𝘁𝗲 The 📕 Credit Risk Modeling Working Notes continue to grow and have been updated for a third time. The download link can be found in the comments section, while the list of documents included in this update is provided below. A few more updates are planned for this year, but those interested can also access the dedicated GitHub page directly (https://lnkd.in/dm2p5UNv) and review the individual materials there. ✅ IFRS9 Forward-Looking Modeling - Supervised Macroeconomic Index (https://lnkd.in/dhufwehR) ✅smi: An R Package for IFRS9 Forward-Loo",
LI-EXT-024,7455503720936693760,ANDRIJA-LOGIN-016,anchor,https://lnkd.in/dRhegAMV,https://lnkd.in/dRhegAMV,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/dRhegAMV,"𝗖𝗿𝗲𝗱𝗶𝘁 𝗥𝗶𝘀𝗸 𝗠𝗼𝗱𝗲𝗹𝗶𝗻𝗴 𝗪𝗼𝗿𝗸𝗶𝗻𝗴 𝗡𝗼𝘁𝗲𝘀 – 𝗧𝗵𝗲 𝗧𝗵𝗶𝗿𝗱 𝗨𝗽𝗱𝗮𝘁𝗲 The 📕 Credit Risk Modeling Working Notes continue to grow and have been updated for a third time. The download link can be found in the comments section, while the list of documents included in this update is provided below. A few more updates are planned for this year, but those interested can also access the dedicated GitHub page directly (https://lnkd.in/dm2p5UNv) and review the individual materials there. ✅ IFRS9 Forward-Looking Modeling - Supervised Macroeconomic Index (https://lnkd.in/dhufwehR) ✅smi: An R Package for IFRS9 Forward-Loo",
LI-EXT-025,7455503720936693760,ANDRIJA-LOGIN-016,anchor,https://lnkd.in/dJegGCfS,https://lnkd.in/dJegGCfS,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/dJegGCfS,"𝗖𝗿𝗲𝗱𝗶𝘁 𝗥𝗶𝘀𝗸 𝗠𝗼𝗱𝗲𝗹𝗶𝗻𝗴 𝗪𝗼𝗿𝗸𝗶𝗻𝗴 𝗡𝗼𝘁𝗲𝘀 – 𝗧𝗵𝗲 𝗧𝗵𝗶𝗿𝗱 𝗨𝗽𝗱𝗮𝘁𝗲 The 📕 Credit Risk Modeling Working Notes continue to grow and have been updated for a third time. The download link can be found in the comments section, while the list of documents included in this update is provided below. A few more updates are planned for this year, but those interested can also access the dedicated GitHub page directly (https://lnkd.in/dm2p5UNv) and review the individual materials there. ✅ IFRS9 Forward-Looking Modeling - Supervised Macroeconomic Index (https://lnkd.in/dhufwehR) ✅smi: An R Package for IFRS9 Forward-Loo",
LI-EXT-026,7455503720936693760,ANDRIJA-LOGIN-016,anchor,https://lnkd.in/d3A3QYYa,https://lnkd.in/d3A3QYYa,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/d3A3QYYa,"𝗖𝗿𝗲𝗱𝗶𝘁 𝗥𝗶𝘀𝗸 𝗠𝗼𝗱𝗲𝗹𝗶𝗻𝗴 𝗪𝗼𝗿𝗸𝗶𝗻𝗴 𝗡𝗼𝘁𝗲𝘀 – 𝗧𝗵𝗲 𝗧𝗵𝗶𝗿𝗱 𝗨𝗽𝗱𝗮𝘁𝗲 The 📕 Credit Risk Modeling Working Notes continue to grow and have been updated for a third time. The download link can be found in the comments section, while the list of documents included in this update is provided below. A few more updates are planned for this year, but those interested can also access the dedicated GitHub page directly (https://lnkd.in/dm2p5UNv) and review the individual materials there. ✅ IFRS9 Forward-Looking Modeling - Supervised Macroeconomic Index (https://lnkd.in/dhufwehR) ✅smi: An R Package for IFRS9 Forward-Loo",
LI-EXT-027,7455503720936693760,ANDRIJA-LOGIN-016,anchor,https://lnkd.in/dv4yCu2k,https://lnkd.in/dv4yCu2k,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/dv4yCu2k,"𝗖𝗿𝗲𝗱𝗶𝘁 𝗥𝗶𝘀𝗸 𝗠𝗼𝗱𝗲𝗹𝗶𝗻𝗴 𝗪𝗼𝗿𝗸𝗶𝗻𝗴 𝗡𝗼𝘁𝗲𝘀 – 𝗧𝗵𝗲 𝗧𝗵𝗶𝗿𝗱 𝗨𝗽𝗱𝗮𝘁𝗲 The 📕 Credit Risk Modeling Working Notes continue to grow and have been updated for a third time. The download link can be found in the comments section, while the list of documents included in this update is provided below. A few more updates are planned for this year, but those interested can also access the dedicated GitHub page directly (https://lnkd.in/dm2p5UNv) and review the individual materials there. ✅ IFRS9 Forward-Looking Modeling - Supervised Macroeconomic Index (https://lnkd.in/dhufwehR) ✅smi: An R Package for IFRS9 Forward-Loo",
LI-EXT-028,7455503720936693760,ANDRIJA-LOGIN-016,anchor,https://lnkd.in/ddr-yi5Q,https://lnkd.in/ddr-yi5Q,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/ddr-yi5Q,"𝗖𝗿𝗲𝗱𝗶𝘁 𝗥𝗶𝘀𝗸 𝗠𝗼𝗱𝗲𝗹𝗶𝗻𝗴 𝗪𝗼𝗿𝗸𝗶𝗻𝗴 𝗡𝗼𝘁𝗲𝘀 – 𝗧𝗵𝗲 𝗧𝗵𝗶𝗿𝗱 𝗨𝗽𝗱𝗮𝘁𝗲 The 📕 Credit Risk Modeling Working Notes continue to grow and have been updated for a third time. The download link can be found in the comments section, while the list of documents included in this update is provided below. A few more updates are planned for this year, but those interested can also access the dedicated GitHub page directly (https://lnkd.in/dm2p5UNv) and review the individual materials there. ✅ IFRS9 Forward-Looking Modeling - Supervised Macroeconomic Index (https://lnkd.in/dhufwehR) ✅smi: An R Package for IFRS9 Forward-Loo",
LI-EXT-029,7455503720936693760,ANDRIJA-LOGIN-016,anchor,https://lnkd.in/d_CcHWXx,https://lnkd.in/d_CcHWXx,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/d_CcHWXx,"𝗖𝗿𝗲𝗱𝗶𝘁 𝗥𝗶𝘀𝗸 𝗠𝗼𝗱𝗲𝗹𝗶𝗻𝗴 𝗪𝗼𝗿𝗸𝗶𝗻𝗴 𝗡𝗼𝘁𝗲𝘀 – 𝗧𝗵𝗲 𝗧𝗵𝗶𝗿𝗱 𝗨𝗽𝗱𝗮𝘁𝗲 The 📕 Credit Risk Modeling Working Notes continue to grow and have been updated for a third time. The download link can be found in the comments section, while the list of documents included in this update is provided below. A few more updates are planned for this year, but those interested can also access the dedicated GitHub page directly (https://lnkd.in/dm2p5UNv) and review the individual materials there. ✅ IFRS9 Forward-Looking Modeling - Supervised Macroeconomic Index (https://lnkd.in/dhufwehR) ✅smi: An R Package for IFRS9 Forward-Loo",
LI-EXT-030,7455503720936693760,ANDRIJA-LOGIN-016,anchor,https://lnkd.in/dZTdymZa,https://lnkd.in/dZTdymZa,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/dZTdymZa,"𝗖𝗿𝗲𝗱𝗶𝘁 𝗥𝗶𝘀𝗸 𝗠𝗼𝗱𝗲𝗹𝗶𝗻𝗴 𝗪𝗼𝗿𝗸𝗶𝗻𝗴 𝗡𝗼𝘁𝗲𝘀 – 𝗧𝗵𝗲 𝗧𝗵𝗶𝗿𝗱 𝗨𝗽𝗱𝗮𝘁𝗲 The 📕 Credit Risk Modeling Working Notes continue to grow and have been updated for a third time. The download link can be found in the comments section, while the list of documents included in this update is provided below. A few more updates are planned for this year, but those interested can also access the dedicated GitHub page directly (https://lnkd.in/dm2p5UNv) and review the individual materials there. ✅ IFRS9 Forward-Looking Modeling - Supervised Macroeconomic Index (https://lnkd.in/dhufwehR) ✅smi: An R Package for IFRS9 Forward-Loo",
LI-EXT-031,7455503720936693760,ANDRIJA-LOGIN-016,anchor,https://leanpub.com/crmwn,https://leanpub.com/crmwn,leanpub.com,web_source,not_resolved,unresolved,low,https://leanpub.com/crmwn,https://leanpub.com/crmwn,
LI-EXT-032,7455503720936693760,ANDRIJA-LOGIN-016,comment_block,https://leanpub.com/crmwn,https://leanpub.com/crmwn,leanpub.com,web_source,200,resolved,low,https://leanpub.com/crmwn,https://leanpub.com/crmwn,
LI-EXT-033,7443560044412968960,ANDRIJA-LOGIN-017,anchor,https://lnkd.in/dm2p5UNv,https://lnkd.in/dm2p5UNv,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/dm2p5UNv,"𝗔𝗽𝗽𝗹𝗶𝗲𝗱 𝗗𝗮𝘁𝗮 𝗦𝗰𝗶𝗲𝗻𝗰𝗲 𝗳𝗼𝗿 𝗖𝗿𝗲𝗱𝗶𝘁 𝗥𝗶𝘀𝗸 When I created my GitHub repository Applied Data Science for Credit Risk (https://lnkd.in/dm2p5UNv), I intended it to be a personal space where I could summarize some of my work related to various credit risk modeling topics. However, over the last two years, it has grown rapidly and now contains hundreds of pages of presentations and working papers, thousands of lines of R and Python code, and has also attracted the interest of other practitioners in the field. It now serves as a supporting repository for my books, with the main goal of extending their sco",
LI-EXT-034,7443560044412968960,ANDRIJA-LOGIN-017,anchor,https://lnkd.in/drTegZXJ,https://lnkd.in/drTegZXJ,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/drTegZXJ,"𝗔𝗽𝗽𝗹𝗶𝗲𝗱 𝗗𝗮𝘁𝗮 𝗦𝗰𝗶𝗲𝗻𝗰𝗲 𝗳𝗼𝗿 𝗖𝗿𝗲𝗱𝗶𝘁 𝗥𝗶𝘀𝗸 When I created my GitHub repository Applied Data Science for Credit Risk (https://lnkd.in/dm2p5UNv), I intended it to be a personal space where I could summarize some of my work related to various credit risk modeling topics. However, over the last two years, it has grown rapidly and now contains hundreds of pages of presentations and working papers, thousands of lines of R and Python code, and has also attracted the interest of other practitioners in the field. It now serves as a supporting repository for my books, with the main goal of extending their sco",
LI-EXT-035,7443560044412968960,ANDRIJA-LOGIN-017,anchor,https://lnkd.in/djtuMbjY,https://lnkd.in/djtuMbjY,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/djtuMbjY,"𝗔𝗽𝗽𝗹𝗶𝗲𝗱 𝗗𝗮𝘁𝗮 𝗦𝗰𝗶𝗲𝗻𝗰𝗲 𝗳𝗼𝗿 𝗖𝗿𝗲𝗱𝗶𝘁 𝗥𝗶𝘀𝗸 When I created my GitHub repository Applied Data Science for Credit Risk (https://lnkd.in/dm2p5UNv), I intended it to be a personal space where I could summarize some of my work related to various credit risk modeling topics. However, over the last two years, it has grown rapidly and now contains hundreds of pages of presentations and working papers, thousands of lines of R and Python code, and has also attracted the interest of other practitioners in the field. It now serves as a supporting repository for my books, with the main goal of extending their sco",
LI-EXT-036,7443560044412968960,ANDRIJA-LOGIN-017,anchor,https://lnkd.in/ddr-yi5Q,https://lnkd.in/ddr-yi5Q,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/ddr-yi5Q,"𝗔𝗽𝗽𝗹𝗶𝗲𝗱 𝗗𝗮𝘁𝗮 𝗦𝗰𝗶𝗲𝗻𝗰𝗲 𝗳𝗼𝗿 𝗖𝗿𝗲𝗱𝗶𝘁 𝗥𝗶𝘀𝗸 When I created my GitHub repository Applied Data Science for Credit Risk (https://lnkd.in/dm2p5UNv), I intended it to be a personal space where I could summarize some of my work related to various credit risk modeling topics. However, over the last two years, it has grown rapidly and now contains hundreds of pages of presentations and working papers, thousands of lines of R and Python code, and has also attracted the interest of other practitioners in the field. It now serves as a supporting repository for my books, with the main goal of extending their sco",
LI-EXT-037,7443560044412968960,ANDRIJA-LOGIN-017,anchor,https://lnkd.in/d_CcHWXx,https://lnkd.in/d_CcHWXx,lnkd.in,shortlink_or_link_hub,200,resolved,medium,https://lnkd.in/d_CcHWXx,"𝗔𝗽𝗽𝗹𝗶𝗲𝗱 𝗗𝗮𝘁𝗮 𝗦𝗰𝗶𝗲𝗻𝗰𝗲 𝗳𝗼𝗿 𝗖𝗿𝗲𝗱𝗶𝘁 𝗥𝗶𝘀𝗸 When I created my GitHub repository Applied Data Science for Credit Risk (https://lnkd.in/dm2p5UNv), I intended it to be a personal space where I could summarize some of my work related to various credit risk modeling topics. However, over the last two years, it has grown rapidly and now contains hundreds of pages of presentations and working papers, thousands of lines of R and Python code, and has also attracted the interest of other practitioners in the field. It now serves as a supporting repository for my books, with the main goal of extending their sco",
