online_method_v7,method_family,deployable_without_current_outcomes,min_effective_sample_size,coverage_policy_month_raw_min,coverage_policy_month_defended_min,coverage_source_month_raw_min,coverage_source_month_defended_min,avg_width_loan,avg_width_policy_month,share_rows_widened,small_policy_month_cells_pooled,small_source_month_cells_pooled,gate_pass_80_defended,gate_pass_90_defended,efficiency_gate_width_95,efficiency_gate_width_98,promotion_eligible,parameters_json
v7_targeted_dti_score_or_gradeD_d0.076_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.9,0.0,0.8,0.9563949351857884,0.9458807818816618,0.5065049484596634,892,51939,True,False,False,True,False,"{""delta"": 0.076, ""mask_name"": ""targeted_dti_score_or_gradeD"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_score_or_gradeD_d0.077_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.9,0.0,0.8,0.9564680607914975,0.9459567348930915,0.5065049484596634,892,51939,True,False,False,True,False,"{""delta"": 0.077, ""mask_name"": ""targeted_dti_score_or_gradeD"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_score_or_gradeD_d0.078_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.9,0.0,0.8,0.9565350258117404,0.9460279953265082,0.5065049484596634,892,51939,True,False,False,True,False,"{""delta"": 0.078, ""mask_name"": ""targeted_dti_score_or_gradeD"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_score_or_gradeD_d0.079_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.9,0.0,0.8,0.9565964043321951,0.9460950004685696,0.5065049484596634,892,51939,True,False,False,True,False,"{""delta"": 0.079, ""mask_name"": ""targeted_dti_score_or_gradeD"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_score_or_gradeD_d0.080_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.9,0.0,0.8,0.9566577828526496,0.9461620056106312,0.5065049484596634,892,51939,True,False,False,True,False,"{""delta"": 0.08, ""mask_name"": ""targeted_dti_score_or_gradeD"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_gradeD_score_or_dti_d0.076_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.8,0.0,0.8,0.9567324590742555,0.9463334903585848,0.4616898182138557,892,51939,True,False,False,True,False,"{""delta"": 0.076, ""mask_name"": ""targeted_gradeD_score_or_dti"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_gradeD_score_or_dti_d0.077_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.8,0.0,0.8,0.9568143362584792,0.9464204327658021,0.4616898182138557,892,51939,True,False,False,True,False,"{""delta"": 0.077, ""mask_name"": ""targeted_gradeD_score_or_dti"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_gradeD_score_or_dti_d0.078_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.8,0.0,0.8,0.9568900528572366,0.9465026825950065,0.4616898182138557,892,51939,True,False,False,True,False,"{""delta"": 0.078, ""mask_name"": ""targeted_gradeD_score_or_dti"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_score_or_gradeD_d0.085_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.9,0.0,0.8,0.9569409537533341,0.9464761876712475,0.5065049484596634,892,51939,True,False,False,True,False,"{""delta"": 0.085, ""mask_name"": ""targeted_dti_score_or_gradeD"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_gradeD_score_or_dti_d0.079_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.8,0.0,0.8,0.9569601829562059,0.9465806771328555,0.4616898182138557,892,51939,True,False,False,True,False,"{""delta"": 0.079, ""mask_name"": ""targeted_gradeD_score_or_dti"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_gradeD_score_or_dti_d0.080_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.8,0.0,0.8,0.957030313055175,0.9466586716707049,0.4616898182138557,892,51939,True,False,False,True,False,"{""delta"": 0.08, ""mask_name"": ""targeted_gradeD_score_or_dti"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_score_or_gradeD_d0.090_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.9,0.0,0.8,0.9571744270727668,0.9467467017441243,0.5065049484596634,892,51939,True,False,False,True,False,"{""delta"": 0.09, ""mask_name"": ""targeted_dti_score_or_gradeD"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_gradeD_score_or_dti_d0.085_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.8,0.0,0.8,0.9573572418484324,0.9470278007102594,0.4616898182138557,892,51939,True,False,False,True,False,"{""delta"": 0.085, ""mask_name"": ""targeted_gradeD_score_or_dti"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_gradeD_d0.076_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.9,0.0,0.8,0.9574049004651937,0.9468958347432864,0.5290887198613844,892,51939,True,False,False,True,False,"{""delta"": 0.076, ""mask_name"": ""targeted_dti_gradeD"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_gradeD_d0.077_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.9,0.0,0.8,0.9574867776494173,0.9469827771505038,0.5290887198613844,892,51939,True,False,False,True,False,"{""delta"": 0.077, ""mask_name"": ""targeted_dti_gradeD"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_gradeD_d0.078_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.9,0.0,0.8,0.9575624942481747,0.9470650269797081,0.5290887198613844,892,51939,True,False,False,True,False,"{""delta"": 0.078, ""mask_name"": ""targeted_dti_gradeD"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_gradeD_d0.079_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.9,0.0,0.8,0.957632624347144,0.9471430215175574,0.5290887198613844,892,51939,True,False,False,True,False,"{""delta"": 0.079, ""mask_name"": ""targeted_dti_gradeD"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_gradeD_score_or_dti_d0.090_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.8,0.0,0.8,0.9576344730604379,0.9473532617620744,0.4616898182138557,892,51939,True,False,False,True,False,"{""delta"": 0.09, ""mask_name"": ""targeted_gradeD_score_or_dti"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_gradeD_d0.080_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.9,0.0,0.8,0.9577027544461132,0.9472210160554067,0.5290887198613844,892,51939,True,False,False,True,False,"{""delta"": 0.08, ""mask_name"": ""targeted_dti_gradeD"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_gradeD_d0.085_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.9,0.0,0.8,0.9580296832393705,0.9475901450949611,0.5290887198613844,892,51939,True,False,False,True,False,"{""delta"": 0.085, ""mask_name"": ""targeted_dti_gradeD"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_dti_gradeD_d0.090_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.9,0.0,0.8,0.9583069144513761,0.9479156061467762,0.5290887198613844,892,51939,True,False,False,True,False,"{""delta"": 0.09, ""mask_name"": ""targeted_dti_gradeD"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
v7_targeted_score_income_or_dti_d0.074_m1.000,deployable_targeted_structural_weak_source_rule,True,5,0.6666666666666666,0.8,0.0,0.8,0.9593938546262818,0.9485679598523039,0.4924965492937065,892,51939,True,False,False,True,False,"{""delta"": 0.074, ""mask_name"": ""targeted_score_income_or_dti"", ""multiplier"": 1.0, ""weak_rule"": ""targeted boolean masks from DTI, score decile, grade, income and period""}"
