policy_id,macro_regime_v15,n_paths,final_wealth_mean,final_wealth_p05,cumulative_losses_mean,cumulative_losses_p95,defaults_mean,claim_scope
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,mild_stress_internal,64,1150428.296026935,1119685.3509094813,62587.10790856662,85441.88645586153,92.953125,path_family_sensitivity_internal_not_forecast
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,vintage_stress_internal,64,1147460.0087925992,1116170.6039195368,66139.63121610745,91834.94058434137,95.765625,path_family_sensitivity_internal_not_forecast
v13_fvi_bellman_rollout,baseline_internal,64,1099970.7084947831,1091252.2828860949,23223.176751891788,31769.36106455393,71.828125,path_family_sensitivity_internal_not_forecast
v13_fvi_bellman_rollout,macro_stress_internal,64,1082060.3096505932,1062421.0832949274,40886.456898709104,57945.026068455874,102.9375,path_family_sensitivity_internal_not_forecast
v13_fvi_bellman_rollout,mild_stress_internal,64,1093945.4224732793,1082909.7824318781,29087.24638152323,39536.06148756934,84.375,path_family_sensitivity_internal_not_forecast
v13_fvi_bellman_rollout,vintage_stress_internal,64,1091060.2990954707,1078422.869655283,32535.859203776516,44428.170129890605,88.9375,path_family_sensitivity_internal_not_forecast
v13_fvi_capital_guarded,baseline_internal,64,1098404.57937341,1089783.6491421526,23203.089683305956,31992.364739902278,72.375,path_family_sensitivity_internal_not_forecast
v13_fvi_capital_guarded,macro_stress_internal,64,1080007.7383077943,1061207.343045875,41373.678402822414,57886.05172532537,104.28125,path_family_sensitivity_internal_not_forecast
v13_fvi_capital_guarded,mild_stress_internal,64,1092503.168102388,1081223.1007016418,29007.63549326414,40751.066353498114,85.09375,path_family_sensitivity_internal_not_forecast
v13_fvi_capital_guarded,vintage_stress_internal,64,1089098.0151370403,1076959.250015942,32861.13364886094,43634.093799020164,89.9375,path_family_sensitivity_internal_not_forecast
v13_fvi_return_recovery,baseline_internal,64,1106437.9292371678,1096144.2533064247,24501.632833236097,33594.014857215676,72.4375,path_family_sensitivity_internal_not_forecast
v13_fvi_return_recovery,macro_stress_internal,64,1088285.0096650417,1067867.590041321,42282.67588635635,59517.9816017451,102.796875,path_family_sensitivity_internal_not_forecast
v13_fvi_return_recovery,mild_stress_internal,64,1100478.8706153566,1088122.8474041664,30344.987381787207,41216.492971381485,84.671875,path_family_sensitivity_internal_not_forecast
v13_fvi_return_recovery,vintage_stress_internal,64,1097716.7092188848,1082106.7155203882,33353.18672132911,45682.18949867923,88.3125,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_base,baseline_internal,64,1113739.754252711,1092399.5169719353,44347.48570631869,59563.83607906748,67.671875,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_base,macro_stress_internal,64,1084910.3412899044,1056080.2719398371,70127.71459983414,90666.36461768567,88.21875,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_base,mild_stress_internal,64,1104195.3394461619,1077362.2076612632,52776.45676618181,70409.58160438595,76.28125,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_base,vintage_stress_internal,64,1094234.4770809168,1065272.0499210688,60627.02760251598,80696.01624814396,80.640625,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_return_recovery,baseline_internal,64,1142951.798767051,1117143.2113346297,46235.6785662035,62214.200993056955,68.015625,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_return_recovery,macro_stress_internal,64,1110105.2375370273,1074320.4557381158,74736.47154610945,100260.91288772266,90.53125,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_return_recovery,mild_stress_internal,64,1130139.8181229176,1096988.306364941,56320.707976260295,81715.28143990575,77.609375,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_return_recovery,vintage_stress_internal,64,1121278.927194558,1081922.790524154,63289.17651903898,91249.57908873644,80.34375,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_tight,baseline_internal,64,1075355.3053764403,1047986.3847065964,37230.89570953574,55488.47929630013,60.625,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_tight,macro_stress_internal,64,1052628.042753162,1032159.3949648187,57450.09902892584,76104.61626545165,77.625,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_tight,mild_stress_internal,64,1067642.0178787021,1042637.0767801454,43828.00596574134,62207.025298610955,68.453125,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_tight,vintage_stress_internal,64,1059632.6895973631,1035452.6312827944,50451.20340334695,67342.77788707952,72.515625,path_family_sensitivity_internal_not_forecast
v13_spo_regret_audit_guarded,baseline_internal,64,1136940.496706796,1113955.6729210613,42575.8908640985,61966.66853235819,69.828125,path_family_sensitivity_internal_not_forecast
v13_spo_regret_audit_guarded,macro_stress_internal,64,1103794.0336229298,1067157.103162673,72818.57014253575,104258.12124763086,99.5625,path_family_sensitivity_internal_not_forecast
v13_spo_regret_audit_guarded,mild_stress_internal,64,1128359.1761823108,1096963.2753947654,50757.6005333685,74362.42997281476,79.515625,path_family_sensitivity_internal_not_forecast
v13_spo_regret_audit_guarded,vintage_stress_internal,64,1121295.1608937867,1097760.590164257,57239.93694539127,79865.61011302676,84.515625,path_family_sensitivity_internal_not_forecast
v13_spo_regret_balanced,baseline_internal,64,1145110.365950229,1119528.532752846,43707.286267470554,62828.44171480263,70.3125,path_family_sensitivity_internal_not_forecast
v13_spo_regret_balanced,macro_stress_internal,64,1112168.4703956626,1076215.6331912125,74152.89532228917,103773.8552202437,99.6875,path_family_sensitivity_internal_not_forecast
v13_spo_regret_balanced,mild_stress_internal,64,1137806.0800618604,1107614.3015106483,50500.213259535834,76576.40975494971,77.78125,path_family_sensitivity_internal_not_forecast
v13_spo_regret_balanced,vintage_stress_internal,64,1129646.7239499236,1098733.3773611842,58512.54688684365,86497.46565645252,83.90625,path_family_sensitivity_internal_not_forecast
v13_spo_regret_return_recovery,baseline_internal,64,1147585.1397731109,1125301.790764364,46355.5760416809,65079.153232412515,76.25,path_family_sensitivity_internal_not_forecast
v13_spo_regret_return_recovery,macro_stress_internal,64,1110861.910817083,1071332.4424705887,79558.97547405449,111629.10025189692,107.25,path_family_sensitivity_internal_not_forecast
v13_spo_regret_return_recovery,mild_stress_internal,64,1138498.8829305158,1104868.0924529242,54431.680680229096,83051.26132808608,85.296875,path_family_sensitivity_internal_not_forecast
v13_spo_regret_return_recovery,vintage_stress_internal,64,1131442.8577443701,1101996.1336237742,61537.98005510403,87878.2538085055,90.6875,path_family_sensitivity_internal_not_forecast
v13_static_reference,baseline_internal,64,1103693.5983047157,992714.6262384801,233373.41260501454,286535.60652361263,26.3125,path_family_sensitivity_internal_not_forecast
v13_static_reference,macro_stress_internal,64,1010051.2788161831,904554.8445705895,311265.2642350982,366885.5844353029,29.46875,path_family_sensitivity_internal_not_forecast
v13_static_reference,mild_stress_internal,64,1057746.157145116,926985.8733752599,267970.48175594746,326974.47620982496,28.234375,path_family_sensitivity_internal_not_forecast
v13_static_reference,vintage_stress_internal,64,1030745.3943651704,952949.0224421213,289869.3884700825,326294.2852842587,28.703125,path_family_sensitivity_internal_not_forecast
