policy_id,scenario,n_funded,funded_exposure,cashflow_ecl_v3,realized_return_proxy_lgd45,stage1_share,stage2_share,stage3_share,expected_default_prob_mean,expected_prepay_prob_mean,expected_life_months,net_return_after_cashflow_ecl_v3
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,adverse,338,1000000.0,200073.59672417422,173167.29097774794,0.0,0.9437869822485208,0.05621301775147929,0.6191423219246454,0.10504056331599759,13.422147112415562,-26906.305746426282
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,baseline,338,1000000.0,136128.55486509763,173167.29097774794,0.0,0.9437869822485208,0.05621301775147929,0.5243914765749423,0.17692193015261873,13.748688625395245,37038.73611265031
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,severe,338,1000000.0,298517.9733160502,173167.29097774794,0.0,0.9437869822485208,0.05621301775147929,0.7252195704723229,0.054631159044306724,12.09838102252777,-125350.68233830226
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,adverse,336,1000000.0,194708.56133369627,165867.5409080903,0.0,0.9434523809523809,0.05654761904761905,0.6069208196852496,0.1075533582475024,13.65781507393081,-28841.020425605966
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,baseline,336,1000000.0,132759.5255735477,165867.5409080903,0.0,0.9434523809523809,0.05654761904761905,0.5113385047666739,0.18033984424997943,13.918718685445592,33108.01533454261
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,severe,336,1000000.0,290375.6529909996,165867.5409080903,0.0,0.9434523809523809,0.05654761904761905,0.7151784920342278,0.05629088963909919,12.404025173108735,-124508.11208290927
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,adverse,335,1000000.0,192671.32864603866,168381.4209540687,0.0,0.9432835820895522,0.056716417910447764,0.6025752927399354,0.10830796181819559,13.713406277469666,-24289.907691969973
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,baseline,335,1000000.0,131069.57126161404,168381.4209540687,0.0,0.9432835820895522,0.056716417910447764,0.5069503078158745,0.18135100369597174,13.959202583969027,37311.84969245465
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,severe,335,1000000.0,287805.9775268505,168381.4209540687,0.0,0.9432835820895522,0.056716417910447764,0.7117480542700626,0.05686206345153546,12.506558613366222,-119424.55657278179
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,adverse,338,1000000.0,191434.13046263694,170034.72155780336,0.0,0.9467455621301775,0.05325443786982249,0.6018497476742032,0.10882483432097456,13.790183091359623,-21399.408904833574
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,baseline,338,1000000.0,129958.77317583153,170034.72155780336,0.0,0.9467455621301775,0.05325443786982249,0.505097062218161,0.18223077942830793,14.027071107100005,40075.94838197183
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,severe,338,1000000.0,286617.6489494704,170034.72155780336,0.0,0.9467455621301775,0.05325443786982249,0.7124692772481197,0.05710647623661333,12.587576703605876,-116582.927391667
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,adverse,336,1000000.0,189748.45385736722,159301.51328728814,0.0,0.9404761904761905,0.05952380952380952,0.6006763386729023,0.10857880580727522,13.742820855887977,-30446.94057007908
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,baseline,336,1000000.0,129475.61395595677,159301.51328728814,0.0,0.9404761904761905,0.05952380952380952,0.5055078092397567,0.1816093722089056,13.979329381311365,29825.89933133137
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,severe,336,1000000.0,282967.3431582123,159301.51328728814,0.0,0.9404761904761905,0.05952380952380952,0.7095412415804839,0.057101630637757785,12.550314121491391,-123665.82987092418
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,adverse,337,1000000.0,188813.38218726337,160858.51906735598,0.0,0.9436201780415431,0.05637982195845697,0.5993374779672671,0.10926187738655661,13.83502558145614,-27954.863119907386
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,baseline,337,1000000.0,128613.21523646741,160858.51906735598,0.0,0.9436201780415431,0.05637982195845697,0.5028708504745694,0.18273229212101533,14.055474331311638,32245.303830888573
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,severe,337,1000000.0,282123.4101163841,160858.51906735598,0.0,0.9436201780415431,0.05637982195845697,0.7098641974273079,0.057441411872594994,12.651245984507442,-121264.89104902811
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,adverse,345,1000000.0,183315.01383313196,170546.9707702814,0.0,0.9478260869565217,0.05217391304347826,0.5970406737107103,0.10990287272292612,13.893497070180103,-12768.043062850571
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,baseline,345,1000000.0,123674.48016732094,170546.9707702814,0.0,0.9478260869565217,0.05217391304347826,0.49965253047979635,0.1837719265904123,14.103912504571003,46872.490602960446
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,severe,345,1000000.0,276635.1975553157,170546.9707702814,0.0,0.9478260869565217,0.05217391304347826,0.7088630735614337,0.05779347096401787,12.720800456262884,-106088.22678503429
paper1_economic_champion,adverse,335,1000000.0,199769.07899206778,173329.66341584513,0.0,0.9432835820895522,0.056716417910447764,0.6163823007997199,0.10553322157889494,13.457954739277529,-26439.415576222644
paper1_economic_champion,baseline,335,1000000.0,135890.45070309486,173329.66341584513,0.0,0.9432835820895522,0.056716417910447764,0.5215089635475417,0.17757661202845798,13.773323073661492,37439.212712750275
paper1_economic_champion,severe,335,1000000.0,297927.88014793454,173329.66341584513,0.0,0.9432835820895522,0.056716417910447764,0.7233822972416313,0.055018231787325345,12.1747454118264,-124598.21673208941
