policy_id,risk_tolerance,gamma,alpha,confidence,policy_mode,uncertainty_aversion,shortlist_bucket,n_funded_x,total_allocated,realized_total_return,price_of_robustness_pct,weighted_miscoverage_V,gamma_cp,violation,weighted_pd_true,weighted_pd_high,weighted_pd_point,all_bounds_hold,ab_pass_all,is_paper1_champion,source_artifact,paper4_status,scenario,sicr_rule,n_funded_y,funded_exposure,realized_return_proxy_lgd45,ecl_v2,provision_v2,weighted_pd_scenario,stage2_lifetime_share,stage3_observed_share,net_return_after_ecl_v2,worst_source_coverage_alpha01,max_abs_representation_gap,fairness_proxy_pass,robust_satisficing_decision,mean_loss_rate_v2,cvar_95_loss_rate_v2,entropic_oce_theta5_v2,score_net_ecl_v2,score_ecl_v2,score_tail_v2,score_mdcp,score_fairness,score_auditability,selector_v2_score,selector_v2_gate_pass,selector_v2_rank,selector_v2_decision,mean_loss_rate_v2_tail,cvar_95_loss_rate_v2_tail,entropic_oce_theta5_v2_tail,tail_selector_rank
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.16,0.5,0.01,0.99,blended_uncertainty,0.0,forced_incumbent_neighbors,337,1000000.0,163748.62808782174,-9.320870450275091,0.041975,0.152638,0.0,0.041975,0.236319,0.083681,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,337,890500.0,143335.095,245751.903613349,245751.903613349,0.2298566397192248,0.9376854599406528,0.06231454005934718,-102416.80861334899,0.5,0.2551054876199206,False,park,0.018495227400336888,0.4499999999999999,0.08491092824104092,0.7458031743978543,0.8869465595407834,2.220446049250313e-16,0.5,0.9826422703324075,0.49406305450359933,0.6167436274539673,False,8,park,0.018495227400336888,0.4499999999999999,0.08491092824104092,11
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.165,0.55,0.01,0.99,blended_uncertainty,0.0,forced_incumbent_neighbors,340,1000000.0,163116.36710524172,-7.684131386756691,0.042975,0.148401,0.0,0.042975,0.23178,0.083379,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,340,918825.0,150680.58,253225.22826771287,253225.22826771287,0.22540940850685406,0.9470588235294117,0.052941176470588235,-102544.64826771288,0.6666666666666667,0.2556247590761094,False,park,0.01595379968982124,0.44999999999999996,0.07422313547108184,0.7344552845226531,0.7143148245521302,1.1102230246251565e-16,0.6666666666666667,0.9754493691037442,0.5057072482307774,0.6123222349992004,False,10,park,0.01595379968982124,0.44999999999999996,0.07422313547108184,12
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,0.16,0.5,0.01,0.99,blended_uncertainty,0.1,incumbent_region,341,1000000.0,166244.65010111933,-9.304754025010658,0.042975,0.150881,0.0,0.042975,0.23544,0.08456,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,341,911725.0,148784.2,251576.767880171,251576.767880171,0.22834510817588816,0.9413489736070382,0.05865102639296188,-102792.567880171,0.5,0.2538523947059369,False,park,0.0177068194905262,0.4499999999999999,0.08080139825509604,0.7124483065307611,0.752393804112485,2.220446049250313e-16,0.5,1.0,0.48275915902933403,0.5854918938055726,False,15,park,0.0177068194905262,0.4499999999999999,0.08080139825509604,13
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.16,0.55,0.01,0.99,blended_uncertainty,0.0,forced_incumbent_neighbors,340,1000000.0,163847.98926196393,-8.037690915078946,0.041975,0.141562,0.0,0.041975,0.223703,0.082141,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,340,944425.0,151529.88,254490.66915256786,254490.66915256786,0.2151305186778201,0.9470588235294117,0.052941176470588235,-102960.78915256786,0.8695652173913043,0.2730585880484091,False,park,0.015783413187918576,0.44999999999999996,0.07422313547108184,0.697515878221843,0.6850834896936169,1.1102230246251565e-16,0.8695652173913043,0.7339575475514253,0.596552181921014,0.6103788363876271,False,11,park,0.015783413187918576,0.44999999999999996,0.07422313547108184,14
crpto_rt0p170_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.17,0.45,0.01,0.99,blended_uncertainty,0.0,forced_incumbent_neighbors,332,1000000.0,169262.37545367464,-10.4965827080401,0.04425,0.180169,0.0,0.04425,0.269093,0.088924,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,332,842325.0,139165.3225,242665.69578851084,242665.69578851084,0.2604000594987787,0.927710843373494,0.07228915662650602,-103500.37328851083,0.5,0.2785091784593836,False,keep,0.020928679547680528,0.45,0.09568997993304486,0.6496188357622555,0.9582371077208711,0.0,0.5,0.6584564623352496,0.17660823574370954,0.529608628482816,False,21,park,0.020928679547680528,0.45,0.09568997993304486,15
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,0.16,0.5,0.01,0.99,blended_uncertainty,0.05,incumbent_region,338,1000000.0,165517.85855195278,-9.309136114636303,0.042975,0.152083,0.0,0.042975,0.236042,0.083958,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,338,914475.0,148277.06,251925.5040869111,251925.5040869111,0.22909800296997435,0.9437869822485208,0.05621301775147929,-103648.4440869111,0.0,0.2555471029225217,False,park,0.017161486098581154,0.44999999999999996,0.07801901780706176,0.6364750962681203,0.7443380940761564,1.1102230246251565e-16,0.0,0.9765250551170941,0.47163673837605363,0.47923317715458025,False,28,park,0.017161486098581154,0.44999999999999996,0.07801901780706176,16
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,0.175,0.55,0.01,0.99,blended_uncertainty,0.0,conservative_proxy,336,1000000.0,165375.90860423315,-7.598733026252392,0.047375,0.161873,0.0,0.047375,0.247843,0.08597,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,336,886600.0,145917.92,249833.6188982235,249833.6188982235,0.24186578739655848,0.9345238095238095,0.06547619047619048,-103915.69889822349,0.75,0.2584151047746048,False,park,0.018944563501015112,0.44999999999999984,0.08839085576454919,0.6127517986537674,0.7926600640456175,4.440892098500626e-16,0.75,0.9367977529521236,0.2597750493857973,0.5655194193694534,False,17,park,0.018944563501015112,0.44999999999999984,0.08839085576454919,17
crpto_rt0p170_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.17,0.55,0.01,0.99,blended_uncertainty,0.0,forced_incumbent_neighbors,338,1000000.0,163897.7680059752,-7.560050337636374,0.042975,0.155326,0.0,0.042975,0.239897,0.084571,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,338,889025.0,143785.81,247922.13433754782,247922.13433754782,0.2340890067203461,0.9349112426035503,0.0650887573964497,-104136.32433754782,0.6666666666666667,0.2550775406078974,False,park,0.019399060768819774,0.44999999999999984,0.08796766162911537,0.593167631271761,0.8368148293441893,4.440892098500626e-16,0.6666666666666667,0.9830293898143725,0.44162841044045636,0.5755966753722277,False,16,park,0.019399060768819774,0.44999999999999984,0.08796766162911537,18
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.16,0.45,0.01,0.99,blended_uncertainty,0.0,forced_incumbent_neighbors,339,1000000.0,165590.76458837948,-10.828838792361978,0.048175,0.165085,0.0,0.048175,0.250797,0.085712,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,339,878700.0,142080.2425,246278.6188982235,246278.6188982235,0.23951108414334313,0.9292035398230089,0.07079646017699115,-104198.37639822351,0.6,0.2582934189515346,False,park,0.02031836804370092,0.45,0.09411340062062276,0.5876594815933157,0.8747795819667749,0.0,0.6,0.9384833339634434,0.2080040714351809,0.541546496392539,False,19,park,0.02031836804370092,0.45,0.09411340062062276,19
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.155,0.45,0.01,0.99,blended_uncertainty,0.0,forced_incumbent_neighbors,340,1000000.0,166621.64409318674,-11.236008305378432,0.041775,0.157534,0.0,0.041775,0.241643,0.08411,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,340,896375.0,144231.39,248456.11458252615,248456.11458252615,0.23097052134741894,0.9411764705882353,0.058823529411764705,-104224.72458252613,0.8636363636363636,0.25521588924616,False,keep,0.01913959001533956,0.4499999999999999,0.08099680896439818,0.5853206431838611,0.8244800331987484,2.220446049250313e-16,0.8636363636363636,0.9811129969946192,0.4542714601368071,0.6016181303527609,False,13,park,0.01913959001533956,0.4499999999999999,0.08099680896439818,20
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,0.155,0.45,0.01,0.99,blended_uncertainty,0.05,incumbent_region,339,1000000.0,164022.0917987445,-11.22533577071618,0.042975,0.156642,0.0,0.042975,0.241153,0.084511,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,339,894425.0,144367.94,248670.2389919796,248670.2389919796,0.23239730813415094,0.9351032448377581,0.06489675516224189,-104302.2989919796,0.5,0.255179406106537,False,park,0.019181317606283367,0.44999999999999984,0.08775760478868,0.5784346275731974,0.8195338184928498,4.440892098500626e-16,0.5,0.9816183581437682,0.4294511179448516,0.5414891400334085,False,20,park,0.019181317606283367,0.44999999999999984,0.08775760478868,21
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,0.17,0.55,0.01,0.99,blended_uncertainty,0.05,incumbent_region,340,1000000.0,166969.46159398026,-7.556090578185354,0.042975,0.154754,0.0,0.042975,0.239639,0.084885,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,340,911150.0,149076.425,253454.64013960207,253454.64013960207,0.23313005980952567,0.9470588235294117,0.052941176470588235,-104378.21513960208,0.6666666666666667,0.255487245061718,False,keep,0.017964934423530702,0.44999999999999996,0.07422313547108184,0.5716958102065826,0.7090154736871707,1.1102230246251565e-16,0.6666666666666667,0.977354200789148,0.44692127617562794,0.5488734023218571,False,18,park,0.017964934423530702,0.44999999999999996,0.07422313547108184,22
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,0.175,0.5,0.01,0.99,blended_uncertainty,0.1,conservative_proxy,338,1000000.0,168128.1097153701,-8.98427284549303,0.03545,0.171845,0.0,0.03545,0.260922,0.089078,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,338,903800.0,154135.67,258841.30593091503,258841.30593091503,0.256650671940998,0.9437869822485208,0.05621301775147929,-104705.63593091501,0.5,0.255353364852726,False,keep,0.017115235671608765,0.44999999999999996,0.07801901780706176,0.5426317838592165,0.5845849819895589,1.1102230246251565e-16,0.5,0.9792086973309381,0.49617689918734786,0.5001474313009883,False,26,park,0.017115235671608765,0.44999999999999996,0.07801901780706176,23
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,0.155,0.45,0.01,0.99,blended_uncertainty,0.1,incumbent_region,342,1000000.0,167067.29591823329,-11.206245171857809,0.042975,0.155394,0.0,0.042975,0.240467,0.085073,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,342,913825.0,147740.63,252521.76788017104,252521.76788017104,0.23092907899185325,0.9385964912280702,0.06140350877192982,-104781.13788017104,0.5,0.253893983501229,False,keep,0.018897217738626106,0.4499999999999999,0.08389684415593535,0.5359297334681732,0.7305645651714172,2.220446049250313e-16,0.5,0.9994239157704706,0.44099918863977156,0.5162024019305974,False,23,park,0.018897217738626106,0.4499999999999999,0.08389684415593535,24
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,0.165,0.5,0.01,0.99,blended_uncertainty,0.0,forced_incumbent_neighbors,341,1000000.0,165401.62753483138,-9.021051961785737,0.042975,0.159886,0.0,0.042975,0.244943,0.085057,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,341,896700.0,146443.9825,251375.88433754782,251375.88433754782,0.23808349294500694,0.9413489736070382,0.05865102639296188,-104931.9018375478,0.5,0.255221954342654,False,park,0.018505352960856473,0.4499999999999999,0.08080139825509604,0.5225469314418854,0.7570341584524319,2.220446049250313e-16,0.5,0.9810289838267403,0.39943353674747956,0.5094928018299467,False,24,park,0.018505352960856473,0.4499999999999999,0.08080139825509604,25
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,0.16,0.55,0.01,0.99,blended_uncertainty,0.05,incumbent_region,343,1000000.0,164273.35080211036,-8.028853465888645,0.041975,0.140719,0.0,0.041975,0.223324,0.082604,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,343,1000000.0,157485.99601203212,262633.1601027457,262633.1601027457,0.2233236567285602,0.9446064139941691,0.05539358600583091,-105147.16409071357,0.5,0.2699192537058875,False,park,0.01888875,0.44999999999999996,0.07707508092818219,0.5034388357937268,0.4969941981307505,1.1102230246251565e-16,0.5,0.7774433228244227,0.6043526815971496,0.4639323226895742,False,31,park,0.01888875,0.44999999999999996,0.07707508092818219,26
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,0.16,0.55,0.01,0.99,blended_uncertainty,0.1,incumbent_region,344,1000000.0,162351.17715355012,-8.015977935424146,0.041975,0.139696,0.0,0.041975,0.222863,0.083167,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,344,985225.0,159937.31,265231.9951790865,265231.9951790865,0.21438004879787464,0.9476744186046512,0.05232558139534884,-105294.68517908652,0.6666666666666667,0.2768784997267131,False,park,0.014787231343094218,0.44999999999999996,0.0735008190215167,0.490343892182875,0.4369618258028455,1.1102230246251565e-16,0.6666666666666667,0.6810444766002126,0.6138187683927454,0.4666509606337289,False,30,park,0.014787231343094218,0.44999999999999996,0.0735008190215167,27
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,0.155,0.5,0.01,0.99,blended_uncertainty,0.05,incumbent_region,343,1000000.0,163947.7110439952,-9.766431050953388,0.042975,0.144086,0.0,0.042975,0.227043,0.082957,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,343,966250.0,156238.1825,261652.685899023,261652.685899023,0.21911053029804156,0.9446064139941691,0.05539358600583091,-105414.503399023,0.5,0.2765489436009314,False,park,0.01554333764553687,0.44999999999999996,0.07707508092818219,0.4797080376692865,0.5196428813779626,1.1102230246251565e-16,0.5,0.6856094582370746,0.5456350727889343,0.44396869849354553,False,35,park,0.01554333764553687,0.44999999999999996,0.07707508092818219,28
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,0.175,0.5,0.01,0.99,blended_uncertainty,0.05,conservative_proxy,335,1000000.0,168801.31532762162,-8.995325359539232,0.038067,0.172713,0.0,0.038067,0.261356,0.088644,True,True,False,data/processed/portfolio_bound_aware/rank1_alpha01_bound_aware_276k_full_2026-04-05-1734/portfolio_bound_aware_bound_eval.parquet,frozen_policy_universe,baseline,hybrid_pd_grade,335,877925.0,146043.5875,251528.20940513976,251528.20940513976,0.2559100372327602,0.9313432835820895,0.06865671641791045,-105484.62190513976,0.75,0.2631162914311237,False,keep,0.019593074579263604,0.44999999999999984,0.09183151360298213,0.4734838571551425,0.7535154914712905,4.440892098500626e-16,0.75,0.8716773407383718,0.41601563739520936,0.5200159715383517,False,22,park,0.019593074579263604,0.44999999999999984,0.09183151360298213,29
