source_family,method_v64,min_support_v64,global_delta_v64,small_cell_bonus_v64,evaluated_splits_v64,split_gate_pass_rows_v64,worst_source_month_coverage_v64,worst_policy_month_coverage_v64,worst_stress_slice_coverage_v64,max_avg_width_loan_v64,avg_width_loan_mean_v64,all_splits_gate_pass_v64,source_margin_to_0p80_v64,policy_margin_to_0p90_v64,width_margin_to_0p95_v64,strict_live_deployability_claim_allowed,claim_boundary_v64,ranking_score_v64
term,train_support_hierarchical_qhat_bonus,3,0.0,0.0,4,3,0.872057318321392,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,0.07205731832139195,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",300.5790561205875
term,train_support_hierarchical_qhat_bonus,3,0.0,0.04,4,3,0.872057318321392,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,0.07205731832139195,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",300.5790561205875
term,train_support_hierarchical_qhat_bonus,3,0.0,0.08,4,3,0.872057318321392,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,0.07205731832139195,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",300.5790561205875
term,train_support_hierarchical_qhat_bonus,10,0.0,0.0,4,3,0.872057318321392,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,0.07205731832139195,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",300.5790561205875
term,train_support_hierarchical_qhat_bonus,10,0.0,0.04,4,3,0.872057318321392,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,0.07205731832139195,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",300.5790561205875
term,train_support_hierarchical_qhat_bonus,10,0.0,0.08,4,3,0.872057318321392,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,0.07205731832139195,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",300.5790561205875
grade,train_support_hierarchical_qhat_bonus,3,0.02,0.0,4,3,0.7619047619047619,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.03809523809523818,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",299.6008990772895
grade,train_support_hierarchical_qhat_bonus,10,0.02,0.0,4,3,0.7619047619047619,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.03809523809523818,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",299.6008990772895
grade,train_support_hierarchical_qhat_bonus,3,0.02,0.04,4,3,0.7619047619047619,0.9,0.9809050983387435,0.952349511422322,0.9403927664538339,False,-0.03809523809523818,0.0,-0.0023495114223220925,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",299.59555250482435
grade,train_support_hierarchical_qhat_bonus,10,0.02,0.04,4,3,0.7619047619047619,0.9,0.9809050983387435,0.952349511422322,0.9403927664538339,False,-0.03809523809523818,0.0,-0.0023495114223220925,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",299.59555250482435
grade,train_support_hierarchical_qhat_bonus,3,0.02,0.08,4,3,0.7619047619047619,0.9,0.9809050983387435,0.9528841686688372,0.9417139469529787,False,-0.03809523809523818,0.0,-0.002884168668837228,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",299.5902059323592
grade,train_support_hierarchical_qhat_bonus,10,0.02,0.08,4,3,0.7619047619047619,0.9,0.9809050983387435,0.9528841686688372,0.9417139469529787,False,-0.03809523809523818,0.0,-0.002884168668837228,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",299.5902059323592
dti_band,train_support_hierarchical_qhat_bonus,3,0.02,0.0,4,3,0.7549019607843137,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.045098039215686336,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",299.53087106608507
dti_band,train_support_hierarchical_qhat_bonus,3,0.02,0.04,4,3,0.7549019607843137,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.045098039215686336,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",299.53087106608507
dti_band,train_support_hierarchical_qhat_bonus,3,0.02,0.08,4,3,0.7549019607843137,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.045098039215686336,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",299.53087106608507
dti_band,train_support_hierarchical_qhat_bonus,10,0.02,0.0,4,3,0.7549019607843137,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.045098039215686336,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",299.53087106608507
dti_band,train_support_hierarchical_qhat_bonus,10,0.02,0.04,4,3,0.7549019607843137,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.045098039215686336,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",299.53087106608507
dti_band,train_support_hierarchical_qhat_bonus,10,0.02,0.08,4,3,0.7549019607843137,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.045098039215686336,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",299.53087106608507
grade,train_support_hierarchical_qhat_bonus,3,0.0,0.0,4,3,0.7619047619047619,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.03809523809523818,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",299.4775305564212
grade,train_support_hierarchical_qhat_bonus,10,0.0,0.0,4,3,0.7619047619047619,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.03809523809523818,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",299.4775305564212
grade,train_support_hierarchical_qhat_bonus,3,0.0,0.04,4,3,0.7619047619047619,0.875,0.9761313729234294,0.9396863635091565,0.925193593851139,False,-0.03809523809523818,-0.025000000000000022,0.010313636490843492,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",299.47218398395603
grade,train_support_hierarchical_qhat_bonus,10,0.0,0.04,4,3,0.7619047619047619,0.875,0.9761313729234294,0.9396863635091565,0.925193593851139,False,-0.03809523809523818,-0.025000000000000022,0.010313636490843492,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",299.47218398395603
grade,train_support_hierarchical_qhat_bonus,3,0.0,0.08,4,3,0.7619047619047619,0.875,0.9761313729234294,0.9402210207556715,0.926514774350284,False,-0.03809523809523818,-0.025000000000000022,0.009778979244328467,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",299.46683741149087
grade,train_support_hierarchical_qhat_bonus,10,0.0,0.08,4,3,0.7619047619047619,0.875,0.9761313729234294,0.9402210207556715,0.926514774350284,False,-0.03809523809523818,-0.025000000000000022,0.009778979244328467,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",299.46683741149087
dti_band,train_support_hierarchical_qhat_bonus,3,0.0,0.0,4,3,0.7549019607843137,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.045098039215686336,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",299.40750254521674
dti_band,train_support_hierarchical_qhat_bonus,3,0.0,0.04,4,3,0.7549019607843137,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.045098039215686336,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",299.40750254521674
dti_band,train_support_hierarchical_qhat_bonus,3,0.0,0.08,4,3,0.7549019607843137,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.045098039215686336,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",299.40750254521674
dti_band,train_support_hierarchical_qhat_bonus,10,0.0,0.0,4,3,0.7549019607843137,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.045098039215686336,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",299.40750254521674
dti_band,train_support_hierarchical_qhat_bonus,10,0.0,0.04,4,3,0.7549019607843137,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.045098039215686336,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",299.40750254521674
dti_band,train_support_hierarchical_qhat_bonus,10,0.0,0.08,4,3,0.7549019607843137,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.045098039215686336,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",299.40750254521674
score_decile,train_support_hierarchical_qhat_bonus,3,0.02,0.0,4,3,0.6875,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.11250000000000004,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",298.8568514582419
score_decile,train_support_hierarchical_qhat_bonus,3,0.02,0.04,4,3,0.6875,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.11250000000000004,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",298.8568514582419
score_decile,train_support_hierarchical_qhat_bonus,3,0.02,0.08,4,3,0.6875,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.11250000000000004,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",298.8568514582419
score_decile,train_support_hierarchical_qhat_bonus,10,0.02,0.0,4,3,0.6875,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.11250000000000004,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",298.8568514582419
score_decile,train_support_hierarchical_qhat_bonus,10,0.02,0.04,4,3,0.6875,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.11250000000000004,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",298.8568514582419
score_decile,train_support_hierarchical_qhat_bonus,10,0.02,0.08,4,3,0.6875,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.11250000000000004,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",298.8568514582419
score_decile,train_support_hierarchical_qhat_bonus,3,0.0,0.0,4,3,0.6875,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.11250000000000004,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",298.7334829373736
score_decile,train_support_hierarchical_qhat_bonus,3,0.0,0.04,4,3,0.6875,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.11250000000000004,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",298.7334829373736
score_decile,train_support_hierarchical_qhat_bonus,3,0.0,0.08,4,3,0.6875,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.11250000000000004,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",298.7334829373736
score_decile,train_support_hierarchical_qhat_bonus,10,0.0,0.0,4,3,0.6875,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.11250000000000004,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",298.7334829373736
score_decile,train_support_hierarchical_qhat_bonus,10,0.0,0.04,4,3,0.6875,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.11250000000000004,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",298.7334829373736
score_decile,train_support_hierarchical_qhat_bonus,10,0.0,0.08,4,3,0.6875,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.11250000000000004,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",298.7334829373736
state_top20,train_support_hierarchical_qhat_bonus,3,0.02,0.0,4,3,0.6666666666666666,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.13333333333333341,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",298.6485181249086
state_top20,train_support_hierarchical_qhat_bonus,3,0.02,0.04,4,3,0.6666666666666666,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.13333333333333341,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",298.6485181249086
state_top20,train_support_hierarchical_qhat_bonus,3,0.02,0.08,4,3,0.6666666666666666,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.13333333333333341,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",298.6485181249086
state_top20,train_support_hierarchical_qhat_bonus,10,0.02,0.0,4,3,0.6666666666666666,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.13333333333333341,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",298.6485181249086
state_top20,train_support_hierarchical_qhat_bonus,10,0.02,0.04,4,3,0.6666666666666666,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.13333333333333341,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",298.6485181249086
state_top20,train_support_hierarchical_qhat_bonus,10,0.02,0.08,4,3,0.6666666666666666,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.13333333333333341,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",298.6485181249086
state_top20,train_support_hierarchical_qhat_bonus,3,0.0,0.0,4,3,0.6666666666666666,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.13333333333333341,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",298.5251496040403
state_top20,train_support_hierarchical_qhat_bonus,3,0.0,0.04,4,3,0.6666666666666666,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.13333333333333341,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",298.5251496040403
state_top20,train_support_hierarchical_qhat_bonus,3,0.0,0.08,4,3,0.6666666666666666,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.13333333333333341,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",298.5251496040403
state_top20,train_support_hierarchical_qhat_bonus,10,0.0,0.0,4,3,0.6666666666666666,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.13333333333333341,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",298.5251496040403
state_top20,train_support_hierarchical_qhat_bonus,10,0.0,0.04,4,3,0.6666666666666666,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.13333333333333341,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",298.5251496040403
state_top20,train_support_hierarchical_qhat_bonus,10,0.0,0.08,4,3,0.6666666666666666,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.13333333333333341,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",298.5251496040403
income_band,train_support_hierarchical_qhat_bonus,3,0.02,0.0,4,3,0.0,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.8,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",291.9818514582419
income_band,train_support_hierarchical_qhat_bonus,3,0.02,0.04,4,3,0.0,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.8,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",291.9818514582419
income_band,train_support_hierarchical_qhat_bonus,3,0.02,0.08,4,3,0.0,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.8,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",291.9818514582419
income_band,train_support_hierarchical_qhat_bonus,10,0.02,0.0,4,3,0.0,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.8,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",291.9818514582419
income_band,train_support_hierarchical_qhat_bonus,10,0.02,0.04,4,3,0.0,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.8,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",291.9818514582419
income_band,train_support_hierarchical_qhat_bonus,10,0.02,0.08,4,3,0.0,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.8,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",291.9818514582419
income_band,train_support_hierarchical_qhat_bonus,3,0.0,0.0,4,3,0.0,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.8,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",291.8584829373736
income_band,train_support_hierarchical_qhat_bonus,3,0.0,0.04,4,3,0.0,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.8,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",291.8584829373736
income_band,train_support_hierarchical_qhat_bonus,3,0.0,0.08,4,3,0.0,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.8,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",291.8584829373736
income_band,train_support_hierarchical_qhat_bonus,10,0.0,0.0,4,3,0.0,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.8,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",291.8584829373736
income_band,train_support_hierarchical_qhat_bonus,10,0.0,0.04,4,3,0.0,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.8,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",291.8584829373736
income_band,train_support_hierarchical_qhat_bonus,10,0.0,0.08,4,3,0.0,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.8,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",291.8584829373736
period,train_support_hierarchical_qhat_bonus,20,0.02,0.0,4,2,0.9076638965835642,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,0.10766389658356412,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",201.05849042407755
term,train_support_hierarchical_qhat_bonus,20,0.02,0.0,4,2,0.8976458546571137,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,0.09764585465711362,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",200.95831000481306
term,train_support_hierarchical_qhat_bonus,20,0.02,0.04,4,2,0.8976458546571137,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,0.09764585465711362,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",200.95831000481306
term,train_support_hierarchical_qhat_bonus,20,0.02,0.08,4,2,0.8976458546571137,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,0.09764585465711362,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",200.95831000481306
period,train_support_hierarchical_qhat_bonus,20,0.0,0.0,4,2,0.8845798707294552,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,0.08457987072945516,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",200.70428164466816
term,train_support_hierarchical_qhat_bonus,20,0.0,0.0,4,2,0.872057318321392,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,0.07205731832139195,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",200.57905612058752
term,train_support_hierarchical_qhat_bonus,20,0.0,0.04,4,2,0.872057318321392,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,0.07205731832139195,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",200.57905612058752
term,train_support_hierarchical_qhat_bonus,20,0.0,0.08,4,2,0.872057318321392,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,0.07205731832139195,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",200.57905612058752
grade,train_support_hierarchical_qhat_bonus,20,0.02,0.0,4,2,0.7619047619047619,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.03809523809523818,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",199.60089907728954
grade,train_support_hierarchical_qhat_bonus,20,0.02,0.04,4,2,0.7619047619047619,0.9,0.9809050983387435,0.952349511422322,0.9403927664538339,False,-0.03809523809523818,0.0,-0.0023495114223220925,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",199.5955525048244
grade,train_support_hierarchical_qhat_bonus,20,0.02,0.08,4,2,0.7619047619047619,0.9,0.9809050983387435,0.9528841686688372,0.9417139469529787,False,-0.03809523809523818,0.0,-0.002884168668837228,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",199.59020593235925
dti_band,train_support_hierarchical_qhat_bonus,20,0.02,0.0,4,2,0.7549019607843137,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.045098039215686336,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",199.53087106608507
dti_band,train_support_hierarchical_qhat_bonus,20,0.02,0.04,4,2,0.7549019607843137,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.045098039215686336,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",199.53087106608507
dti_band,train_support_hierarchical_qhat_bonus,20,0.02,0.08,4,2,0.7549019607843137,0.9,0.9809050983387435,0.9518148541758069,0.9390715859546888,False,-0.045098039215686336,0.0,-0.001814854175806957,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",199.53087106608507
grade,train_support_hierarchical_qhat_bonus,20,0.0,0.0,4,2,0.7619047619047619,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.03809523809523818,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",199.47753055642121
grade,train_support_hierarchical_qhat_bonus,20,0.0,0.04,4,2,0.7619047619047619,0.875,0.9761313729234294,0.9396863635091565,0.925193593851139,False,-0.03809523809523818,-0.025000000000000022,0.010313636490843492,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",199.47218398395606
grade,train_support_hierarchical_qhat_bonus,20,0.0,0.08,4,2,0.7619047619047619,0.875,0.9761313729234294,0.9402210207556715,0.926514774350284,False,-0.03809523809523818,-0.025000000000000022,0.009778979244328467,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",199.4668374114909
dti_band,train_support_hierarchical_qhat_bonus,20,0.0,0.0,4,2,0.7549019607843137,0.875,0.9761313729234294,0.9391517062626414,0.923872413351994,False,-0.045098039215686336,-0.025000000000000022,0.010848293737358516,False,"all-split pseudo-unseen gate is still a historical stress diagnostic, not live validation",199.40750254521674
