month,original_grade,observed_default_rate,observed_lgd_proxy,observed_prepayment_proxy,loans,avg_pd_high,avg_width,calibration_scope_v23,version_v23
2019-03-01,E,0.0,0.06923076923076923,0.0,2,0.4446234154027801,0.7556668124180148,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-03-01,F,1.0,0.5854638666666666,0.0,1,0.7405696466836013,0.7387071855414663,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-04-01,A,0.0,0.0,0.0,3,0.03379457389713125,0.8436816790555313,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-04-01,B,0.10526315789473684,0.28421052631578947,0.0,14,0.13254191924795242,0.8199676662140704,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-04-01,C,0.16326530612244897,0.350335306122449,0.0,27,0.19669104090654155,0.7877360056396848,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-04-01,D,0.34782608695652173,0.34045405797101447,0.0,7,0.46705501219534673,0.8164770631737039,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-05-01,A,0.0,0.0,0.0,8,0.02963125156737507,0.8436816790555313,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-05-01,B,0.17777777777777778,0.34022,0.0,12,0.10715124330015073,0.790355633289608,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-05-01,C,0.0,0.29634146341463413,0.0,12,0.17074243771955253,0.7928833171584887,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-05-01,D,0.021739130434782608,0.0782608695652174,0.0,9,0.4458218755216523,0.8547833691374689,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-06-01,A,0.0,0.0,0.0,1,0.03672906242751414,0.8436816790555314,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-06-01,B,0.0,0.44999999999999996,0.0,7,0.15080990534646427,0.8436816790555313,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-06-01,C,0.13043478260869565,0.3218090069779925,0.0,16,0.17805889076554873,0.7865977833121043,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-06-01,D,0.0,0.1265625,0.0,11,0.38995786960240664,0.8057732564494972,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-07-01,A,0.25,0.25,0.0,2,0.029313703361175232,0.8436816790555313,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-07-01,B,0.0,0.45000000000000007,0.0,14,0.15255375740403315,0.8436816790555313,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-07-01,C,0.08064516129032258,0.26129032258064516,0.0,12,0.17808413880145427,0.7804878908839584,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-07-01,D,0.08620689655172414,0.19310344827586207,0.0,17,0.34064992435415964,0.8227657826093512,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-08-01,A,0.0,0.0,0.0,6,0.032524506878104015,0.8436816790555313,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-08-01,B,0.0,0.33157894736842103,0.0,9,0.12635032757194306,0.8069106851080478,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-08-01,C,0.0,0.3030612244897959,0.0,12,0.18570406019001123,0.7797886010547638,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-08-01,D,0.0,0.11612903225806452,0.0,8,0.32428237505730706,0.8380773516509866,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-09-01,A,0.0,0.0,0.0,3,0.05344652582668296,0.8436816790555313,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-09-01,B,0.0,0.45,0.0,11,0.1501839689897394,0.8436816790555313,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-09-01,C,0.0,0.36000000000000004,0.0,6,0.24169265246688112,0.7952808628479814,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-09-01,D,0.03333333333333333,0.1220711111111111,0.0,8,0.28844410076353694,0.8544900160326482,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-10-01,A,0.0,0.0,0.0,1,0.03672906242751414,0.8436816790555314,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-10-01,B,0.0,0.391304347826087,0.0,10,0.1456992554130143,0.7983359631946161,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-10-01,C,0.0,0.29250000000000004,0.0,6,0.21038433443082583,0.7814099256668123,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-10-01,D,0.0,0.09,0.0,7,0.30891542427252433,0.8385728027984258,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-11-01,A,0.0,0.0,0.0,1,0.03672906242751414,0.8436816790555314,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-11-01,B,0.0,0.32142857142857145,0.0,6,0.11745359102013249,0.8436816790555313,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-11-01,C,0.21875,0.353125,0.0,6,0.1861703985568567,0.7686350841714036,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-11-01,D,0.22580645161290322,0.11787096774193548,0.0,8,0.6031730503127393,0.8350303962085842,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-12-01,B,0.0,0.2571428571428572,0.0,3,0.10310586199790926,0.7800324817290274,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-12-01,C,0.0,0.30000000000000004,0.0,9,0.2090032435664955,0.7778241752902881,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2019-12-01,D,0.0,0.08181818181818182,0.0,5,0.5572268518123689,0.8593506777437692,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2020-01-01,B,0.0,0.3,0.0,6,0.11975062638057454,0.7981161638245154,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2020-01-01,C,0.0,0.31764705882352945,0.0,4,0.17579822365675352,0.7763761928033128,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2020-01-01,D,0.0,0.07758620689655173,0.0,7,0.3795180971376387,0.8577697028180269,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2020-02-01,A,0.0,0.0,0.0,1,0.03424581537164655,0.8311503416856492,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2020-02-01,B,0.4,0.45,0.0,4,0.13788243025604568,0.8311503416856493,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2020-02-01,C,0.0,0.24545454545454545,0.0,5,0.1773430099745269,0.7865805549803272,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2020-02-01,D,0.0,0.0,0.0,1,0.6638629128366242,0.8311503416856492,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2020-03-01,C,0.0,0.45,0.0,1,0.1839309243202601,0.8212813211845102,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2020-03-01,D,0.0,0.0,0.0,1,0.7014222158442932,0.8311503416856492,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2020-04-01,A,0.0,0.15,0.0,3,0.08457957984279489,0.8311503416856492,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2020-04-01,B,0.0,0.18,0.0,1,0.1888440017299619,0.7350250569476081,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2020-04-01,C,0.0,0.16071428571428573,0.0,2,0.18556701002631232,0.7482411324438659,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2020-05-01,B,0.0,0.2571428571428572,0.0,1,0.17807977699282082,0.7482411324438659,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2020-06-01,B,0.0,0.225,0.0,2,0.1882635530532684,0.7631400911161731,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2020-07-01,A,0.0,0.15,0.0,1,0.07561385486472834,0.7041875474563403,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2020-07-01,B,0.0,0.3375,0.0,3,0.17829547685948177,0.796006548974943,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2020-07-01,C,0.0,0.1285714285714286,0.0,1,0.1888440017299619,0.7482411324438659,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2020-08-01,B,0.0,0.45,0.0,2,0.1857326419049679,0.8311503416856492,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2020-08-01,C,0.0,0.3,0.0,3,0.2012129006023649,0.7443583902809415,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2020-09-01,A,0.0,0.225,0.0,2,0.0952845299485176,0.8311503416856492,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
2020-09-01,C,0.0,0.09,0.0,1,0.22223875096108178,0.7670250569476081,"observed static book calibration proxy, not servicing panel",observed_static_book_calibration
