policy_id,scenario,stage2_share_v47,ecl_proxy_total_v47,sicr_rule_v47,stage2_target_distance_v47,contractual_ifrs9_claim_allowed,claim_boundary_v47,sicr_preference_score_v47
paper1_economic_champion,baseline,0.9671641791044776,9003598.336975545,abs_pd_0.12_or_width_0.08,0.5671641791044776,False,SICR robust calibration proxy; not production IFRS9 staging,0.06333973128598858
v13_spo_regret_balanced,baseline,0.9705627705627705,5350915.553779272,abs_pd_0.12_or_width_0.08,0.5705627705627705,False,SICR robust calibration proxy; not production IFRS9 staging,0.05678390707181513
v13_spo_regret_return_recovery,baseline,0.9746835443037974,5662760.495122231,abs_pd_0.12_or_width_0.08,0.5746835443037974,False,SICR robust calibration proxy; not production IFRS9 staging,0.04883500570956545
v13_static_reference,baseline,1.0,31338183.517026216,abs_pd_0.12_or_width_0.08,0.6,False,SICR robust calibration proxy; not production IFRS9 staging,0.0
paper1_economic_champion,baseline,0.9671641791044776,9003598.336975545,abs_pd_0.12_or_width_0.12,0.5671641791044776,False,SICR robust calibration proxy; not production IFRS9 staging,0.06333973128598858
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,baseline,0.9380952380952381,6305526.59432477,abs_pd_0.12_or_width_0.12,0.5380952380952381,False,SICR robust calibration proxy; not production IFRS9 staging,0.11941321634219915
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,baseline,0.9380952380952381,6305526.59432477,abs_pd_0.12_or_width_0.12,0.5380952380952381,False,SICR robust calibration proxy; not production IFRS9 staging,0.11941321634219915
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,baseline,0.845771144278607,6329163.399298771,abs_pd_0.12_or_width_0.12,0.445771144278607,False,SICR robust calibration proxy; not production IFRS9 staging,0.2975047984644914
v13_fvi_bellman_rollout,baseline,0.9937106918238994,2976010.589884301,abs_pd_0.12_or_width_0.12,0.5937106918238994,False,SICR robust calibration proxy; not production IFRS9 staging,0.012131966827219065
v13_fvi_capital_guarded,baseline,0.9952107279693486,2979446.206105185,abs_pd_0.12_or_width_0.12,0.5952107279693486,False,SICR robust calibration proxy; not production IFRS9 staging,0.009238423014980346
v13_fvi_return_recovery,baseline,0.9935897435897436,3083234.0755405906,abs_pd_0.12_or_width_0.12,0.5935897435897436,False,SICR robust calibration proxy; not production IFRS9 staging,0.01236527388158859
v13_mdcp_empirical_base,baseline,0.6554307116104869,5694960.032434116,abs_pd_0.12_or_width_0.12,0.2554307116104869,False,SICR robust calibration proxy; not production IFRS9 staging,0.6646682050507882
v13_mdcp_empirical_return_recovery,baseline,0.7588168373151308,5868724.17713465,abs_pd_0.12_or_width_0.12,0.3588168373151308,False,SICR robust calibration proxy; not production IFRS9 staging,0.46523815450728123
v13_mdcp_empirical_tight,baseline,0.6632653061224489,4821590.434810493,abs_pd_0.12_or_width_0.12,0.2632653061224489,False,SICR robust calibration proxy; not production IFRS9 staging,0.6495554075756984
v13_spo_regret_audit_guarded,baseline,0.9604377104377104,5289715.38494485,abs_pd_0.12_or_width_0.12,0.5604377104377104,False,SICR robust calibration proxy; not production IFRS9 staging,0.07631497314798674
v13_spo_regret_balanced,baseline,0.9705627705627705,5350915.553779272,abs_pd_0.12_or_width_0.12,0.5705627705627705,False,SICR robust calibration proxy; not production IFRS9 staging,0.05678390707181513
v13_spo_regret_return_recovery,baseline,0.9746835443037974,5662760.495122231,abs_pd_0.12_or_width_0.12,0.5746835443037974,False,SICR robust calibration proxy; not production IFRS9 staging,0.04883500570956545
v13_static_reference,baseline,1.0,31338183.517026216,abs_pd_0.12_or_width_0.12,0.6,False,SICR robust calibration proxy; not production IFRS9 staging,0.0
paper1_economic_champion,baseline,0.9671641791044776,9003598.336975545,abs_pd_0.12_or_width_0.16,0.5671641791044776,False,SICR robust calibration proxy; not production IFRS9 staging,0.06333973128598858
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,baseline,0.9380952380952381,6305526.59432477,abs_pd_0.12_or_width_0.16,0.5380952380952381,False,SICR robust calibration proxy; not production IFRS9 staging,0.11941321634219915
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,baseline,0.9380952380952381,6305526.59432477,abs_pd_0.12_or_width_0.16,0.5380952380952381,False,SICR robust calibration proxy; not production IFRS9 staging,0.11941321634219915
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,baseline,0.845771144278607,6329163.399298771,abs_pd_0.12_or_width_0.16,0.445771144278607,False,SICR robust calibration proxy; not production IFRS9 staging,0.2975047984644914
v13_fvi_bellman_rollout,baseline,0.9937106918238994,2976010.589884301,abs_pd_0.12_or_width_0.16,0.5937106918238994,False,SICR robust calibration proxy; not production IFRS9 staging,0.012131966827219065
v13_fvi_capital_guarded,baseline,0.9952107279693486,2979446.206105185,abs_pd_0.12_or_width_0.16,0.5952107279693486,False,SICR robust calibration proxy; not production IFRS9 staging,0.009238423014980346
v13_fvi_return_recovery,baseline,0.9935897435897436,3083234.0755405906,abs_pd_0.12_or_width_0.16,0.5935897435897436,False,SICR robust calibration proxy; not production IFRS9 staging,0.01236527388158859
v13_mdcp_empirical_base,baseline,0.6554307116104869,5694960.032434116,abs_pd_0.12_or_width_0.16,0.2554307116104869,False,SICR robust calibration proxy; not production IFRS9 staging,0.6646682050507882
v13_mdcp_empirical_return_recovery,baseline,0.7588168373151308,5868724.17713465,abs_pd_0.12_or_width_0.16,0.3588168373151308,False,SICR robust calibration proxy; not production IFRS9 staging,0.46523815450728123
v13_mdcp_empirical_tight,baseline,0.6632653061224489,4821590.434810493,abs_pd_0.12_or_width_0.16,0.2632653061224489,False,SICR robust calibration proxy; not production IFRS9 staging,0.6495554075756984
v13_spo_regret_audit_guarded,baseline,0.9604377104377104,5289715.38494485,abs_pd_0.12_or_width_0.16,0.5604377104377104,False,SICR robust calibration proxy; not production IFRS9 staging,0.07631497314798674
v13_spo_regret_balanced,baseline,0.9705627705627705,5350915.553779272,abs_pd_0.12_or_width_0.16,0.5705627705627705,False,SICR robust calibration proxy; not production IFRS9 staging,0.05678390707181513
v13_spo_regret_return_recovery,baseline,0.9746835443037974,5662760.495122231,abs_pd_0.12_or_width_0.16,0.5746835443037974,False,SICR robust calibration proxy; not production IFRS9 staging,0.04883500570956545
v13_static_reference,baseline,1.0,31338183.517026216,abs_pd_0.12_or_width_0.16,0.6,False,SICR robust calibration proxy; not production IFRS9 staging,0.0
paper1_economic_champion,baseline,0.9233830845771144,9003598.336975545,abs_pd_0.15_or_width_0.08,0.5233830845771144,False,SICR robust calibration proxy; not production IFRS9 staging,0.14779270633397334
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,baseline,0.8914285714285715,6305526.59432477,abs_pd_0.15_or_width_0.08,0.49142857142857144,False,SICR robust calibration proxy; not production IFRS9 staging,0.20943241020016456
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,baseline,0.8914285714285715,6305526.59432477,abs_pd_0.15_or_width_0.08,0.49142857142857144,False,SICR robust calibration proxy; not production IFRS9 staging,0.20943241020016456
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,baseline,0.7970149253731343,6329163.399298771,abs_pd_0.15_or_width_0.08,0.3970149253731343,False,SICR robust calibration proxy; not production IFRS9 staging,0.3915547024952015
v13_fvi_bellman_rollout,baseline,0.988388969521045,2976010.589884301,abs_pd_0.15_or_width_0.08,0.588388969521045,False,SICR robust calibration proxy; not production IFRS9 staging,0.022397477219481265
v13_fvi_capital_guarded,baseline,0.9899425287356322,2979446.206105185,abs_pd_0.15_or_width_0.08,0.5899425287356321,False,SICR robust calibration proxy; not production IFRS9 staging,0.01940068833145836
v13_fvi_return_recovery,baseline,0.9881656804733728,3083234.0755405906,abs_pd_0.15_or_width_0.08,0.5881656804733728,False,SICR robust calibration proxy; not production IFRS9 staging,0.022828197935240713
v13_mdcp_empirical_base,baseline,0.6217228464419475,5694960.032434116,abs_pd_0.15_or_width_0.08,0.2217228464419475,False,SICR robust calibration proxy; not production IFRS9 staging,0.729690094675322
v13_mdcp_empirical_return_recovery,baseline,0.714448236632537,5868724.17713465,abs_pd_0.15_or_width_0.08,0.31444823663253696,False,SICR robust calibration proxy; not production IFRS9 staging,0.5508244187798471
v13_mdcp_empirical_tight,baseline,0.6632653061224489,4821590.434810493,abs_pd_0.15_or_width_0.08,0.2632653061224489,False,SICR robust calibration proxy; not production IFRS9 staging,0.6495554075756984
v13_spo_regret_audit_guarded,baseline,0.9158249158249159,5289715.38494485,abs_pd_0.15_or_width_0.08,0.5158249158249159,False,SICR robust calibration proxy; not production IFRS9 staging,0.16237228329358844
v13_spo_regret_balanced,baseline,0.9341991341991343,5350915.553779272,abs_pd_0.15_or_width_0.08,0.5341991341991342,False,SICR robust calibration proxy; not production IFRS9 staging,0.12692873345464517
v13_spo_regret_return_recovery,baseline,0.9426160337552743,5662760.495122231,abs_pd_0.15_or_width_0.08,0.5426160337552742,False,SICR robust calibration proxy; not production IFRS9 staging,0.11069267960834828
v13_static_reference,baseline,1.0,31338183.517026216,abs_pd_0.15_or_width_0.08,0.6,False,SICR robust calibration proxy; not production IFRS9 staging,0.0
paper1_economic_champion,baseline,0.9233830845771144,9003598.336975545,abs_pd_0.15_or_width_0.12,0.5233830845771144,False,SICR robust calibration proxy; not production IFRS9 staging,0.14779270633397334
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,baseline,0.8914285714285715,6305526.59432477,abs_pd_0.15_or_width_0.12,0.49142857142857144,False,SICR robust calibration proxy; not production IFRS9 staging,0.20943241020016456
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,baseline,0.8914285714285715,6305526.59432477,abs_pd_0.15_or_width_0.12,0.49142857142857144,False,SICR robust calibration proxy; not production IFRS9 staging,0.20943241020016456
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,baseline,0.7970149253731343,6329163.399298771,abs_pd_0.15_or_width_0.12,0.3970149253731343,False,SICR robust calibration proxy; not production IFRS9 staging,0.3915547024952015
v13_fvi_bellman_rollout,baseline,0.988388969521045,2976010.589884301,abs_pd_0.15_or_width_0.12,0.588388969521045,False,SICR robust calibration proxy; not production IFRS9 staging,0.022397477219481265
v13_fvi_capital_guarded,baseline,0.9899425287356322,2979446.206105185,abs_pd_0.15_or_width_0.12,0.5899425287356321,False,SICR robust calibration proxy; not production IFRS9 staging,0.01940068833145836
v13_fvi_return_recovery,baseline,0.9881656804733728,3083234.0755405906,abs_pd_0.15_or_width_0.12,0.5881656804733728,False,SICR robust calibration proxy; not production IFRS9 staging,0.022828197935240713
v13_mdcp_empirical_base,baseline,0.6217228464419475,5694960.032434116,abs_pd_0.15_or_width_0.12,0.2217228464419475,False,SICR robust calibration proxy; not production IFRS9 staging,0.729690094675322
v13_mdcp_empirical_return_recovery,baseline,0.714448236632537,5868724.17713465,abs_pd_0.15_or_width_0.12,0.31444823663253696,False,SICR robust calibration proxy; not production IFRS9 staging,0.5508244187798471
v13_mdcp_empirical_tight,baseline,0.6632653061224489,4821590.434810493,abs_pd_0.15_or_width_0.12,0.2632653061224489,False,SICR robust calibration proxy; not production IFRS9 staging,0.6495554075756984
v13_spo_regret_audit_guarded,baseline,0.9158249158249159,5289715.38494485,abs_pd_0.15_or_width_0.12,0.5158249158249159,False,SICR robust calibration proxy; not production IFRS9 staging,0.16237228329358844
v13_spo_regret_balanced,baseline,0.9341991341991343,5350915.553779272,abs_pd_0.15_or_width_0.12,0.5341991341991342,False,SICR robust calibration proxy; not production IFRS9 staging,0.12692873345464517
v13_spo_regret_return_recovery,baseline,0.9426160337552743,5662760.495122231,abs_pd_0.15_or_width_0.12,0.5426160337552742,False,SICR robust calibration proxy; not production IFRS9 staging,0.11069267960834828
v13_static_reference,baseline,1.0,31338183.517026216,abs_pd_0.15_or_width_0.12,0.6,False,SICR robust calibration proxy; not production IFRS9 staging,0.0
paper1_economic_champion,baseline,0.9233830845771144,9003598.336975545,abs_pd_0.15_or_width_0.16,0.5233830845771144,False,SICR robust calibration proxy; not production IFRS9 staging,0.14779270633397334
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,baseline,0.8914285714285715,6305526.59432477,abs_pd_0.15_or_width_0.16,0.49142857142857144,False,SICR robust calibration proxy; not production IFRS9 staging,0.20943241020016456
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,baseline,0.8914285714285715,6305526.59432477,abs_pd_0.15_or_width_0.16,0.49142857142857144,False,SICR robust calibration proxy; not production IFRS9 staging,0.20943241020016456
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,baseline,0.7970149253731343,6329163.399298771,abs_pd_0.15_or_width_0.16,0.3970149253731343,False,SICR robust calibration proxy; not production IFRS9 staging,0.3915547024952015
v13_fvi_bellman_rollout,baseline,0.988388969521045,2976010.589884301,abs_pd_0.15_or_width_0.16,0.588388969521045,False,SICR robust calibration proxy; not production IFRS9 staging,0.022397477219481265
v13_fvi_capital_guarded,baseline,0.9899425287356322,2979446.206105185,abs_pd_0.15_or_width_0.16,0.5899425287356321,False,SICR robust calibration proxy; not production IFRS9 staging,0.01940068833145836
v13_fvi_return_recovery,baseline,0.9881656804733728,3083234.0755405906,abs_pd_0.15_or_width_0.16,0.5881656804733728,False,SICR robust calibration proxy; not production IFRS9 staging,0.022828197935240713
v13_mdcp_empirical_base,baseline,0.6217228464419475,5694960.032434116,abs_pd_0.15_or_width_0.16,0.2217228464419475,False,SICR robust calibration proxy; not production IFRS9 staging,0.729690094675322
v13_mdcp_empirical_return_recovery,baseline,0.714448236632537,5868724.17713465,abs_pd_0.15_or_width_0.16,0.31444823663253696,False,SICR robust calibration proxy; not production IFRS9 staging,0.5508244187798471
v13_mdcp_empirical_tight,baseline,0.6632653061224489,4821590.434810493,abs_pd_0.15_or_width_0.16,0.2632653061224489,False,SICR robust calibration proxy; not production IFRS9 staging,0.6495554075756984
v13_spo_regret_audit_guarded,baseline,0.9158249158249159,5289715.38494485,abs_pd_0.15_or_width_0.16,0.5158249158249159,False,SICR robust calibration proxy; not production IFRS9 staging,0.16237228329358844
v13_spo_regret_balanced,baseline,0.9341991341991343,5350915.553779272,abs_pd_0.15_or_width_0.16,0.5341991341991342,False,SICR robust calibration proxy; not production IFRS9 staging,0.12692873345464517
v13_spo_regret_return_recovery,baseline,0.9426160337552743,5662760.495122231,abs_pd_0.15_or_width_0.16,0.5426160337552742,False,SICR robust calibration proxy; not production IFRS9 staging,0.11069267960834828
v13_static_reference,baseline,1.0,31338183.517026216,abs_pd_0.15_or_width_0.16,0.6,False,SICR robust calibration proxy; not production IFRS9 staging,0.0
paper1_economic_champion,baseline,0.7064676616915423,9003598.336975545,abs_pd_0.20_or_width_0.08,0.30646766169154227,False,SICR robust calibration proxy; not production IFRS9 staging,0.5662188099808061
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,baseline,0.7533333333333333,6305526.59432477,abs_pd_0.20_or_width_0.08,0.3533333333333333,False,SICR robust calibration proxy; not production IFRS9 staging,0.4758157389635318
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,baseline,0.7533333333333333,6305526.59432477,abs_pd_0.20_or_width_0.08,0.3533333333333333,False,SICR robust calibration proxy; not production IFRS9 staging,0.4758157389635318
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,baseline,0.6656716417910448,6329163.399298771,abs_pd_0.20_or_width_0.08,0.26567164179104474,False,SICR robust calibration proxy; not production IFRS9 staging,0.6449136276391555
v13_fvi_bellman_rollout,baseline,0.9738751814223512,2976010.589884301,abs_pd_0.20_or_width_0.08,0.5738751814223512,False,SICR robust calibration proxy; not production IFRS9 staging,0.050394323743833236
v13_fvi_capital_guarded,baseline,0.9765325670498084,2979446.206105185,abs_pd_0.20_or_width_0.08,0.5765325670498084,False,SICR robust calibration proxy; not production IFRS9 staging,0.045268272773402285
v13_fvi_return_recovery,baseline,0.9714003944773175,3083234.0755405906,abs_pd_0.20_or_width_0.08,0.5714003944773175,False,SICR robust calibration proxy; not production IFRS9 staging,0.05516814501016498
v13_mdcp_empirical_base,baseline,0.5580524344569289,5694960.032434116,abs_pd_0.20_or_width_0.08,0.15805243445692885,False,SICR robust calibration proxy; not production IFRS9 staging,0.8525092195216631
v13_mdcp_empirical_return_recovery,baseline,0.6120591581342435,5868724.17713465,abs_pd_0.20_or_width_0.08,0.21205915813424348,False,SICR robust calibration proxy; not production IFRS9 staging,0.7483311824857684
v13_mdcp_empirical_tight,baseline,0.6632653061224489,4821590.434810493,abs_pd_0.20_or_width_0.08,0.2632653061224489,False,SICR robust calibration proxy; not production IFRS9 staging,0.6495554075756984
v13_spo_regret_audit_guarded,baseline,0.7912457912457912,5289715.38494485,abs_pd_0.20_or_width_0.08,0.3912457912457912,False,SICR robust calibration proxy; not production IFRS9 staging,0.4026832625680996
v13_spo_regret_balanced,baseline,0.8216450216450216,5350915.553779272,abs_pd_0.20_or_width_0.08,0.4216450216450216,False,SICR robust calibration proxy; not production IFRS9 staging,0.34404367225864363
v13_spo_regret_return_recovery,baseline,0.8253164556962025,5662760.495122231,abs_pd_0.20_or_width_0.08,0.42531645569620247,False,SICR robust calibration proxy; not production IFRS9 staging,0.33696153939600104
v13_static_reference,baseline,1.0,31338183.517026216,abs_pd_0.20_or_width_0.08,0.6,False,SICR robust calibration proxy; not production IFRS9 staging,0.0
paper1_economic_champion,baseline,0.7064676616915423,9003598.336975545,abs_pd_0.20_or_width_0.12,0.30646766169154227,False,SICR robust calibration proxy; not production IFRS9 staging,0.5662188099808061
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,baseline,0.7533333333333333,6305526.59432477,abs_pd_0.20_or_width_0.12,0.3533333333333333,False,SICR robust calibration proxy; not production IFRS9 staging,0.4758157389635318
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,baseline,0.7533333333333333,6305526.59432477,abs_pd_0.20_or_width_0.12,0.3533333333333333,False,SICR robust calibration proxy; not production IFRS9 staging,0.4758157389635318
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,baseline,0.6656716417910448,6329163.399298771,abs_pd_0.20_or_width_0.12,0.26567164179104474,False,SICR robust calibration proxy; not production IFRS9 staging,0.6449136276391555
v13_fvi_bellman_rollout,baseline,0.9738751814223512,2976010.589884301,abs_pd_0.20_or_width_0.12,0.5738751814223512,False,SICR robust calibration proxy; not production IFRS9 staging,0.050394323743833236
v13_fvi_capital_guarded,baseline,0.9765325670498084,2979446.206105185,abs_pd_0.20_or_width_0.12,0.5765325670498084,False,SICR robust calibration proxy; not production IFRS9 staging,0.045268272773402285
v13_fvi_return_recovery,baseline,0.9714003944773175,3083234.0755405906,abs_pd_0.20_or_width_0.12,0.5714003944773175,False,SICR robust calibration proxy; not production IFRS9 staging,0.05516814501016498
v13_mdcp_empirical_base,baseline,0.5580524344569289,5694960.032434116,abs_pd_0.20_or_width_0.12,0.15805243445692885,False,SICR robust calibration proxy; not production IFRS9 staging,0.8525092195216631
v13_mdcp_empirical_return_recovery,baseline,0.6120591581342435,5868724.17713465,abs_pd_0.20_or_width_0.12,0.21205915813424348,False,SICR robust calibration proxy; not production IFRS9 staging,0.7483311824857684
v13_mdcp_empirical_tight,baseline,0.6632653061224489,4821590.434810493,abs_pd_0.20_or_width_0.12,0.2632653061224489,False,SICR robust calibration proxy; not production IFRS9 staging,0.6495554075756984
v13_spo_regret_audit_guarded,baseline,0.7912457912457912,5289715.38494485,abs_pd_0.20_or_width_0.12,0.3912457912457912,False,SICR robust calibration proxy; not production IFRS9 staging,0.4026832625680996
v13_spo_regret_balanced,baseline,0.8216450216450216,5350915.553779272,abs_pd_0.20_or_width_0.12,0.4216450216450216,False,SICR robust calibration proxy; not production IFRS9 staging,0.34404367225864363
v13_spo_regret_return_recovery,baseline,0.8253164556962025,5662760.495122231,abs_pd_0.20_or_width_0.12,0.42531645569620247,False,SICR robust calibration proxy; not production IFRS9 staging,0.33696153939600104
v13_static_reference,baseline,1.0,31338183.517026216,abs_pd_0.20_or_width_0.12,0.6,False,SICR robust calibration proxy; not production IFRS9 staging,0.0
paper1_economic_champion,baseline,0.7064676616915423,9003598.336975545,abs_pd_0.20_or_width_0.16,0.30646766169154227,False,SICR robust calibration proxy; not production IFRS9 staging,0.5662188099808061
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,baseline,0.7533333333333333,6305526.59432477,abs_pd_0.20_or_width_0.16,0.3533333333333333,False,SICR robust calibration proxy; not production IFRS9 staging,0.4758157389635318
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,baseline,0.7533333333333333,6305526.59432477,abs_pd_0.20_or_width_0.16,0.3533333333333333,False,SICR robust calibration proxy; not production IFRS9 staging,0.4758157389635318
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,baseline,0.6656716417910448,6329163.399298771,abs_pd_0.20_or_width_0.16,0.26567164179104474,False,SICR robust calibration proxy; not production IFRS9 staging,0.6449136276391555
v13_fvi_bellman_rollout,baseline,0.9738751814223512,2976010.589884301,abs_pd_0.20_or_width_0.16,0.5738751814223512,False,SICR robust calibration proxy; not production IFRS9 staging,0.050394323743833236
v13_fvi_capital_guarded,baseline,0.9765325670498084,2979446.206105185,abs_pd_0.20_or_width_0.16,0.5765325670498084,False,SICR robust calibration proxy; not production IFRS9 staging,0.045268272773402285
v13_fvi_return_recovery,baseline,0.9714003944773175,3083234.0755405906,abs_pd_0.20_or_width_0.16,0.5714003944773175,False,SICR robust calibration proxy; not production IFRS9 staging,0.05516814501016498
v13_mdcp_empirical_base,baseline,0.5580524344569289,5694960.032434116,abs_pd_0.20_or_width_0.16,0.15805243445692885,False,SICR robust calibration proxy; not production IFRS9 staging,0.8525092195216631
v13_mdcp_empirical_return_recovery,baseline,0.6120591581342435,5868724.17713465,abs_pd_0.20_or_width_0.16,0.21205915813424348,False,SICR robust calibration proxy; not production IFRS9 staging,0.7483311824857684
v13_mdcp_empirical_tight,baseline,0.6632653061224489,4821590.434810493,abs_pd_0.20_or_width_0.16,0.2632653061224489,False,SICR robust calibration proxy; not production IFRS9 staging,0.6495554075756984
v13_spo_regret_audit_guarded,baseline,0.7912457912457912,5289715.38494485,abs_pd_0.20_or_width_0.16,0.3912457912457912,False,SICR robust calibration proxy; not production IFRS9 staging,0.4026832625680996
v13_spo_regret_balanced,baseline,0.8216450216450216,5350915.553779272,abs_pd_0.20_or_width_0.16,0.4216450216450216,False,SICR robust calibration proxy; not production IFRS9 staging,0.34404367225864363
v13_spo_regret_return_recovery,baseline,0.8253164556962025,5662760.495122231,abs_pd_0.20_or_width_0.16,0.42531645569620247,False,SICR robust calibration proxy; not production IFRS9 staging,0.33696153939600104
v13_static_reference,baseline,1.0,31338183.517026216,abs_pd_0.20_or_width_0.16,0.6,False,SICR robust calibration proxy; not production IFRS9 staging,0.0
paper1_economic_champion,baseline,0.481592039800995,9003598.336975545,abs_pd_0.25_or_width_0.08,0.081592039800995,False,SICR robust calibration proxy; not production IFRS9 staging,1.0
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,baseline,0.6409523809523809,6305526.59432477,abs_pd_0.25_or_width_0.08,0.24095238095238092,False,SICR robust calibration proxy; not production IFRS9 staging,0.6925966547847546
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,baseline,0.6409523809523809,6305526.59432477,abs_pd_0.25_or_width_0.08,0.24095238095238092,False,SICR robust calibration proxy; not production IFRS9 staging,0.6925966547847546
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,baseline,0.5651741293532339,6329163.399298771,abs_pd_0.25_or_width_0.08,0.16517412935323383,False,SICR robust calibration proxy; not production IFRS9 staging,0.8387715930902111
v13_fvi_bellman_rollout,baseline,0.9612965650701499,2976010.589884301,abs_pd_0.25_or_width_0.08,0.5612965650701499,False,SICR robust calibration proxy; not production IFRS9 staging,0.07465825739827137
v13_fvi_capital_guarded,baseline,0.9650383141762452,2979446.206105185,abs_pd_0.25_or_width_0.08,0.5650383141762452,False,SICR robust calibration proxy; not production IFRS9 staging,0.06744048800935443
v13_fvi_return_recovery,baseline,0.9566074950690335,3083234.0755405906,abs_pd_0.25_or_width_0.08,0.5566074950690335,False,SICR robust calibration proxy; not production IFRS9 staging,0.08370339242921565
v13_mdcp_empirical_base,baseline,0.5218476903870163,5694960.032434116,abs_pd_0.25_or_width_0.08,0.12184769038701626,False,SICR robust calibration proxy; not production IFRS9 staging,0.9223475454146807
v13_mdcp_empirical_return_recovery,baseline,0.5494880546075085,5868724.17713465,abs_pd_0.25_or_width_0.08,0.14948805460750847,False,SICR robust calibration proxy; not production IFRS9 staging,0.8690297603060537
v13_mdcp_empirical_tight,baseline,0.6632653061224489,4821590.434810493,abs_pd_0.25_or_width_0.08,0.2632653061224489,False,SICR robust calibration proxy; not production IFRS9 staging,0.6495554075756984
v13_spo_regret_audit_guarded,baseline,0.7112794612794613,5289715.38494485,abs_pd_0.25_or_width_0.08,0.31127946127946127,False,SICR robust calibration proxy; not production IFRS9 staging,0.5569369316970085
v13_spo_regret_balanced,baseline,0.7489177489177489,5350915.553779272,abs_pd_0.25_or_width_0.08,0.34891774891774885,False,SICR robust calibration proxy; not production IFRS9 staging,0.48433332502430404
