policy_id,source_id,worst_source_coverage_online_90,sources,mdcp_v2_pass_80
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade,0.7142857142857143,6,False
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,0.5,19,False
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,0.9111111111111111,5,True
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,score_decile,0.8888888888888888,10,True
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade,0.8333333333333334,6,True
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,0.6666666666666666,19,False
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,period,0.9090909090909091,5,True
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,score_decile,0.8709677419354839,10,True
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade,0.8461538461538461,7,True
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,0.5,24,False
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,period,0.8913043478260869,5,True
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,score_decile,0.9166666666666666,9,True
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade,0.8888888888888888,6,True
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,0.6666666666666666,19,False
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,0.9222222222222223,5,True
crpto_rt0p165_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,score_decile,0.9,9,True
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade,0.9090909090909091,6,True
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade_period,0.5,19,False
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,period,0.9166666666666666,5,True
crpto_rt0p165_g0p55_u0p05_alpha0p01_incumbent_region_rs42,score_decile,0.9019607843137255,10,True
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade,0.6666666666666666,6,False
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade_period,0.5,20,False
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,period,0.9148936170212766,5,True
crpto_rt0p165_g0p55_u0p10_alpha0p01_incumbent_region_rs42,score_decile,0.8,10,True
crpto_rt0p170_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade,0.7333333333333333,6,False
crpto_rt0p170_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,0.5,19,False
crpto_rt0p170_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,0.9036144578313253,5,True
crpto_rt0p170_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,score_decile,0.8363636363636363,8,True
crpto_rt0p170_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade,0.8333333333333334,6,True
crpto_rt0p170_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,0.6666666666666666,19,False
crpto_rt0p170_g0p45_u0p05_alpha0p01_incumbent_region_rs42,period,0.9090909090909091,5,True
crpto_rt0p170_g0p45_u0p05_alpha0p01_incumbent_region_rs42,score_decile,0.875,8,True
crpto_rt0p170_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade,0.8,6,True
crpto_rt0p170_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,0.6666666666666666,19,False
crpto_rt0p170_g0p45_u0p10_alpha0p01_incumbent_region_rs42,period,0.9047619047619048,5,True
crpto_rt0p170_g0p45_u0p10_alpha0p01_incumbent_region_rs42,score_decile,0.9069767441860465,8,True
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade,0.8571428571428571,6,True
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,0.6666666666666666,19,False
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,0.9148936170212766,5,True
crpto_rt0p170_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,score_decile,0.8333333333333334,10,True
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade,0.8,6,True
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,0.5,19,False
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,period,0.8974358974358975,5,True
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,score_decile,0.8780487804878049,9,True
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade,0.8125,6,True
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,0.5,19,False
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,period,0.9024390243902439,5,True
crpto_rt0p170_g0p50_u0p10_alpha0p01_incumbent_region_rs42,score_decile,0.8823529411764706,9,True
crpto_rt0p170_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade,0.75,6,False
crpto_rt0p170_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,0.6666666666666666,19,False
crpto_rt0p170_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,period,0.9247311827956989,5,True
crpto_rt0p170_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,score_decile,0.8235294117647058,9,True
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade,0.9090909090909091,6,True
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade_period,0.6666666666666666,19,False
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,period,0.9130434782608695,5,True
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,score_decile,0.9,10,True
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade,0.8461538461538461,7,True
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade_period,0.5,24,False
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,period,0.8913043478260869,5,True
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,score_decile,0.9130434782608695,8,True
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,grade,0.7777777777777778,6,False
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,grade_period,0.6,19,False
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,period,0.9080459770114943,5,True
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,score_decile,0.8833333333333333,10,True
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,grade,0.8235294117647058,6,True
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,grade_period,0.75,19,False
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,period,0.898876404494382,5,True
crpto_rt0p175_g0p45_u0p05_alpha0p01_conservative_proxy_rs42,score_decile,0.8461538461538461,10,True
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,grade,0.75,6,False
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,grade_period,0.6666666666666666,19,False
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,period,0.9247311827956989,5,True
crpto_rt0p175_g0p50_u0p00_alpha0p01_conservative_proxy_rs42,score_decile,0.8679245283018868,8,True
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,grade,0.8125,6,True
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,grade_period,0.75,19,False
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,period,0.9047619047619048,5,True
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,score_decile,0.8333333333333334,8,True
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,grade,0.8,6,True
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,grade_period,0.5,19,False
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,period,0.9024390243902439,5,True
crpto_rt0p175_g0p50_u0p10_alpha0p01_conservative_proxy_rs42,score_decile,0.8888888888888888,9,True
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,grade,0.8,6,True
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,grade_period,0.75,19,False
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,period,0.9148936170212766,5,True
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,score_decile,0.8571428571428571,10,True
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,grade,0.8461538461538461,6,True
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,grade_period,0.6666666666666666,18,False
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,period,0.9069767441860465,5,True
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,score_decile,0.8846153846153846,10,True
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,grade,0.8461538461538461,7,True
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,grade_period,0.5,24,False
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,period,0.8913043478260869,5,True
crpto_rt0p175_g0p55_u0p10_alpha0p01_conservative_proxy_rs42,score_decile,0.92,8,True
paper1_economic_champion,grade,0.8461538461538461,7,True
paper1_economic_champion,grade_period,0.5,24,False
paper1_economic_champion,period,0.8863636363636364,5,True
paper1_economic_champion,score_decile,0.8918918918918919,8,True
