policy_id,horizon_months,start_month,end_month,window_ecl,window_realized_return,window_net_after_ecl,min_coverage_alpha01,mean_stage2_or_3_share,status
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,3,2019-05-01,2019-07-01,11817.038688234312,20665.335,8848.29631176569,0.8571428571428572,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,3,2019-06-01,2019-08-01,14909.11021855702,24951.364999999998,10042.254781442978,0.8571428571428572,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,3,2019-07-01,2019-09-01,13641.116332155842,23734.78,10093.663667844157,0.8571428571428572,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,3,2019-08-01,2019-10-01,10667.25511563486,19976.835,9309.57988436514,0.9375,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,3,2019-09-01,2019-11-01,6279.630510442008,12153.725,5874.094489557992,0.8333333333333334,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,3,2019-10-01,2019-12-01,5464.766030917195,10525.0725,5060.306469082804,0.8333333333333334,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,3,2019-11-01,2020-01-01,2714.3684428999572,5301.8724999999995,2587.5040571000427,0.8333333333333334,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,3,2019-12-01,2020-02-01,2486.3579808300165,5468.4725,2982.1145191699834,1.0,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,3,2020-01-01,2020-03-01,1239.3195083009173,2931.535,1692.2154916990826,1.0,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,3,2020-02-01,2020-04-01,2417.7738872787654,4855.699999999999,2437.926112721234,1.0,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,3,2020-03-01,2020-05-01,2198.7931645890962,4363.499999999999,2164.706835410903,1.0,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,3,2020-04-01,2020-06-01,2249.597971890435,4555.5,2305.9020281095645,1.0,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,3,2020-05-01,2020-07-01,896.277971793053,1835.0,938.7220282069471,1.0,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,3,2020-06-01,2020-08-01,1750.1737287954966,3430.0,1679.8262712045034,1.0,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,3,2020-07-01,2020-09-01,1875.2378613754431,3631.6,1756.3621386245568,1.0,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2018-01-01,2018-03-01,3956.904353966507,6256.9625,2300.058146033492,0.7142857142857143,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2018-02-01,2018-04-01,2481.5664868341228,3998.3899999999994,1516.8235131658766,0.7142857142857143,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2018-03-01,2018-05-01,2680.3216409274655,5282.4425,2602.1208590725346,1.0,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2018-04-01,2018-06-01,5632.172164562152,7696.462500000001,2064.290335437848,0.8571428571428572,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2018-05-01,2018-07-01,9979.388448252903,14384.415,4405.026551747096,0.8571428571428572,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2018-06-01,2018-08-01,11975.994935785724,16137.085,4161.090064214275,0.8571428571428572,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2018-07-01,2018-09-01,12886.75233577313,19786.572500000002,6899.82016422687,0.9411764705882353,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2018-08-01,2018-10-01,14007.257581431659,22877.58,8870.322418568341,0.9230769230769231,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2018-09-01,2018-11-01,18439.35886665217,29922.3275,11482.968633347831,0.9230769230769231,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2018-10-01,2018-12-01,18111.00772348306,29766.89,11655.882276516939,0.9230769230769231,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2018-11-01,2019-01-01,17066.862830363596,28817.0,11750.137169636402,0.96,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2018-12-01,2019-02-01,14223.337804317667,25944.300000000003,11720.962195682336,0.9285714285714286,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2019-01-01,2019-03-01,14220.811695484,23675.22,9454.408304516,0.9285714285714286,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2019-02-01,2019-04-01,15472.491469028017,18078.870000000003,2606.378530971987,0.7619047619047619,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2019-03-01,2019-05-01,12869.936507784098,14241.560000000001,1371.6234922159028,0.7619047619047619,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2019-04-01,2019-06-01,11754.562610735027,13987.815000000002,2233.2523892649733,0.7619047619047619,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2019-05-01,2019-07-01,15501.519364529577,23925.135000000002,8423.615635470425,0.8846153846153846,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2019-06-01,2019-08-01,17809.505869978966,27543.365,9733.859130021034,0.8846153846153846,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2019-07-01,2019-09-01,16541.511983577788,26326.78,9785.268016422213,0.8846153846153846,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2019-08-01,2019-10-01,9195.646081131477,17631.435,8435.788918868522,0.9333333333333333,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2019-09-01,2019-11-01,5490.889172864267,10441.925000000001,4951.0358271357345,0.8571428571428572,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2019-10-01,2019-12-01,5018.126815360024,9158.8725,4140.7456846399755,0.8571428571428572,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2019-11-01,2020-01-01,7115.911388483693,9305.0725,2189.1611115163073,0.8571428571428572,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2019-12-01,2020-02-01,6674.076662156103,9367.872500000001,2693.795837843897,1.0,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2020-01-01,2020-03-01,5084.936067606434,6485.335000000001,1400.3989323935668,1.0,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2020-02-01,2020-04-01,2562.435595952893,5097.499999999999,2535.064404047106,1.0,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2020-03-01,2020-05-01,2198.7931645890962,4363.499999999999,2164.706835410903,1.0,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2020-04-01,2020-06-01,2249.597971890435,4555.5,2305.9020281095645,1.0,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2020-05-01,2020-07-01,896.277971793053,1835.0,938.7220282069471,1.0,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2020-06-01,2020-08-01,1750.1737287954966,3430.0,1679.8262712045034,1.0,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,3,2020-07-01,2020-09-01,1875.2378613754431,3631.6,1756.3621386245568,1.0,1.0,toy_dla_window_summary
paper1_economic_champion,3,2018-01-01,2018-03-01,3645.3324629495364,5748.118506431361,2102.7860434818244,0.75,1.0,toy_dla_window_summary
paper1_economic_champion,3,2018-02-01,2018-04-01,2254.412933322531,2968.9460064313607,714.5330731088296,0.6666666666666667,1.0,toy_dla_window_summary
paper1_economic_champion,3,2018-03-01,2018-05-01,2473.2938988110773,4316.56,1843.2661011889231,0.6666666666666667,1.0,toy_dla_window_summary
paper1_economic_champion,3,2018-04-01,2018-06-01,6164.558272638078,7545.98,1381.421727361922,0.6666666666666667,1.0,toy_dla_window_summary
paper1_economic_champion,3,2018-05-01,2018-07-01,10106.563896974823,14456.3325,4349.768603025176,0.8461538461538461,1.0,toy_dla_window_summary
paper1_economic_champion,3,2018-06-01,2018-08-01,10991.091337904021,16079.195,5088.103662095978,0.8461538461538461,1.0,toy_dla_window_summary
paper1_economic_champion,3,2018-07-01,2018-09-01,9829.27686719892,17852.2975,8023.020632801081,1.0,1.0,toy_dla_window_summary
paper1_economic_champion,3,2018-08-01,2018-10-01,14777.210264601328,26478.872499999998,11701.662235398673,1.0,1.0,toy_dla_window_summary
paper1_economic_champion,3,2018-09-01,2018-11-01,18985.87679042054,32049.71,13063.833209579458,0.9583333333333334,1.0,toy_dla_window_summary
paper1_economic_champion,3,2018-10-01,2018-12-01,20656.70515285847,33802.1575,13145.45234714153,0.9583333333333334,1.0,toy_dla_window_summary
paper1_economic_champion,3,2018-11-01,2019-01-01,20309.53761453294,31317.699999999997,11008.162385467062,0.9583333333333334,1.0,toy_dla_window_summary
paper1_economic_champion,3,2018-12-01,2019-02-01,18017.273357446036,28700.9,10683.626642553963,0.9166666666666666,1.0,toy_dla_window_summary
paper1_economic_champion,3,2019-01-01,2019-03-01,17739.06154118044,26232.32,8493.258458819559,0.9166666666666666,1.0,toy_dla_window_summary
paper1_economic_champion,3,2019-02-01,2019-04-01,16161.944649055087,20398.11,4236.1653509449125,0.75,1.0,toy_dla_window_summary
paper1_economic_champion,3,2019-03-01,2019-05-01,17471.65291268145,15576.36,-1895.2929126814497,0.75,1.0,toy_dla_window_summary
paper1_economic_champion,3,2019-04-01,2019-06-01,17774.455091006555,16212.815000000002,-1561.6400910065558,0.75,1.0,toy_dla_window_summary
paper1_economic_champion,3,2019-05-01,2019-07-01,19525.986303902588,23444.395,3918.4086960974128,0.9166666666666666,1.0,toy_dla_window_summary
paper1_economic_champion,3,2019-06-01,2019-08-01,22766.02304778301,32293.059909413758,9527.03686163075,0.9166666666666666,1.0,toy_dla_window_summary
paper1_economic_champion,3,2019-07-01,2019-09-01,20046.56845121038,30215.674909413763,10169.10645820338,0.9166666666666666,1.0,toy_dla_window_summary
paper1_economic_champion,3,2019-08-01,2019-10-01,15771.303461967465,23068.92990941376,7297.626447446293,1.0,1.0,toy_dla_window_summary
paper1_economic_champion,3,2019-09-01,2019-11-01,18566.62486421027,19737.125,1170.5001357897336,0.8181818181818181,1.0,toy_dla_window_summary
paper1_economic_champion,3,2019-10-01,2019-12-01,19712.871544706228,20709.572500000002,996.7009552937752,0.8181818181818181,1.0,toy_dla_window_summary
paper1_economic_champion,3,2019-11-01,2020-01-01,19523.151310873924,18997.715000000004,-525.4363108739217,0.8181818181818181,1.0,toy_dla_window_summary
paper1_economic_champion,3,2019-12-01,2020-02-01,8282.169903824393,11811.915,3529.7450961756076,1.0,1.0,toy_dla_window_summary
paper1_economic_champion,3,2020-01-01,2020-04-01,6864.23488873773,10272.177500000002,3407.942611262271,1.0,1.0,toy_dla_window_summary
paper1_economic_champion,3,2020-02-01,2020-05-01,2453.892312656128,4935.099999999999,2481.2076873438714,1.0,1.0,toy_dla_window_summary
paper1_economic_champion,3,2020-04-01,2020-06-01,2249.5979718904346,4555.5,2305.9020281095654,1.0,1.0,toy_dla_window_summary
paper1_economic_champion,3,2020-05-01,2020-07-01,1015.369793205,2213.35,1197.980206795,1.0,1.0,toy_dla_window_summary
paper1_economic_champion,3,2020-06-01,2020-08-01,1869.2655502074438,3808.35,1939.0844497925564,1.0,1.0,toy_dla_window_summary
paper1_economic_champion,3,2020-07-01,2020-09-01,1994.32968278739,4009.95,2015.6203172126097,1.0,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2018-01-01,2018-06-01,10918.048327436842,15793.685,4875.636672563159,0.7142857142857143,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2018-02-01,2018-07-01,13234.74421772223,19823.065,6588.320782277771,0.7142857142857143,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2018-03-01,2018-08-01,16666.33380440614,25077.587499999998,8411.25369559386,0.8666666666666667,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2018-04-01,2018-09-01,21149.52602314452,32861.545,11712.018976855476,0.8666666666666667,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2018-05-01,2018-10-01,27804.761700132014,44359.284999999996,16554.523299867986,0.8666666666666667,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2018-06-01,2018-11-01,34925.03507629415,55462.472499999996,20537.43742370585,0.8666666666666667,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2018-07-01,2018-12-01,35495.67259311146,58912.6225,23416.949906888534,0.9411764705882353,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2018-08-01,2019-01-01,36105.45317781063,61371.64,25266.186822189367,0.9411764705882353,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2018-09-01,2019-02-01,37407.02150814028,63379.2875,25972.26599185972,0.8666666666666667,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2018-10-01,2019-03-01,35045.3667001694,58269.920000000006,23224.553299830604,0.8666666666666667,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2018-11-01,2019-04-01,31647.16829030483,49176.9,17529.731709695167,0.8235294117647058,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2018-12-01,2019-05-01,24727.609965552798,39194.76,14467.150034447199,0.8235294117647058,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2019-01-01,2019-06-01,23341.254205746664,36477.135,13135.880794253335,0.8235294117647058,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2019-02-01,2019-07-01,24821.235654652366,37757.205,12935.969345347636,0.8235294117647058,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2019-03-01,2019-08-01,23901.828906638882,37772.725,13870.896093361116,0.8235294117647058,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2019-04-01,2019-09-01,22517.756499360512,36514.795,13997.038500639486,0.8235294117647058,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2019-05-01,2019-10-01,22484.293803869172,40642.17,18157.876196130826,0.8571428571428572,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2019-06-01,2019-11-01,21188.740728999026,37105.09,15916.34927100097,0.8333333333333334,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2019-07-01,2019-12-01,19105.882363073037,34259.8525,15153.970136926962,0.8333333333333334,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2019-08-01,2020-01-01,13381.623558534819,25278.707499999997,11897.083941465182,0.8333333333333334,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2019-09-01,2020-02-01,8765.988491272024,17622.197500000002,8856.209008727976,0.8333333333333334,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2019-10-01,2020-03-01,6704.085539218113,13456.607500000002,6752.521960781887,0.8333333333333334,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2019-11-01,2020-04-01,5132.142330178723,10157.572499999998,5025.430169821277,0.8333333333333334,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2019-12-01,2020-05-01,4685.151145419112,9831.9725,5146.821354580887,1.0,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2020-01-01,2020-06-01,3488.917480191352,7487.035,3998.117519808647,1.0,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2020-02-01,2020-07-01,3314.0518590718184,6690.699999999999,3376.6481409281814,1.0,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2020-03-01,2020-08-01,3948.9668933845933,7793.5,3844.5331066154063,1.0,1.0,toy_dla_window_summary
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,6,2020-04-01,2020-09-01,4124.835833265878,8187.099999999999,4062.2641667341213,1.0,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2018-01-01,2018-06-01,9589.076518528658,13953.425,4364.34848147134,0.7142857142857143,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2018-02-01,2018-07-01,12460.954935087026,18382.805,5921.850064912973,0.7142857142857143,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2018-03-01,2018-08-01,14656.31657671319,21419.5275,6763.21092328681,0.8571428571428572,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2018-04-01,2018-09-01,18518.92450033528,27483.035000000003,8964.11049966472,0.8571428571428572,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2018-05-01,2018-10-01,23986.64602968456,37261.995,13275.348970315437,0.8571428571428572,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2018-06-01,2018-11-01,30415.353802437894,46059.4125,15644.058697562108,0.8571428571428572,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2018-07-01,2018-12-01,30997.760059256194,49553.4625,18555.702440743808,0.9230769230769231,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2018-08-01,2019-01-01,31074.12041179526,51694.58,20620.459588204743,0.9230769230769231,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2018-09-01,2019-02-01,32662.69667096983,55866.627499999995,23203.930829030167,0.9230769230769231,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2018-10-01,2019-03-01,32331.81941896706,53442.11,21110.29058103294,0.9230769230769231,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2018-11-01,2019-04-01,32539.35429939161,46895.869999999995,14356.51570060839,0.7619047619047619,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2018-12-01,2019-05-01,27093.274312101763,40185.86000000001,13092.585687898238,0.7619047619047619,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2019-01-01,2019-06-01,25975.374306219026,37663.035,11687.660693780974,0.7619047619047619,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2019-02-01,2019-07-01,30974.01083355759,42004.005000000005,11029.994166442411,0.7619047619047619,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2019-03-01,2019-08-01,30679.442377763065,41784.925,11105.482622236937,0.7619047619047619,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2019-04-01,2019-09-01,28296.074594312817,40314.59500000001,12018.520405687184,0.7619047619047619,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2019-05-01,2019-10-01,24697.165445661052,41556.57000000001,16859.404554338947,0.8846153846153846,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2019-06-01,2019-11-01,23300.39504284323,37985.28999999999,14684.894957156768,0.8571428571428572,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2019-07-01,2019-12-01,21559.63879893781,35485.6525,13926.013701062187,0.8571428571428572,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2019-08-01,2020-01-01,16311.55746961517,26936.507500000003,10624.950030384829,0.8571428571428572,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2019-09-01,2020-02-01,12164.96583502037,19809.7975,7644.831664979632,0.8571428571428572,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2019-10-01,2020-03-01,10103.062882966458,15644.2075,5541.144617033542,0.8571428571428572,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2019-11-01,2020-04-01,9678.346984436586,14402.5725,4724.225515563414,0.8571428571428572,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2019-12-01,2020-05-01,8872.8698267452,13731.372500000001,4858.5026732548,1.0,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2020-01-01,2020-06-01,7334.534039496869,11040.835000000001,3706.3009605031316,1.0,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2020-02-01,2020-07-01,3458.713567745946,6932.5,3473.7864322540536,1.0,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2020-03-01,2020-08-01,3948.9668933845933,7793.5,3844.5331066154063,1.0,1.0,toy_dla_window_summary
crpto_rt0p170_g0p55_u0p10_alpha0p01_incumbent_region_rs42,6,2020-04-01,2020-09-01,4124.835833265878,8187.099999999999,4062.2641667341213,1.0,1.0,toy_dla_window_summary
