candidate_rank_v286,added_loan_id_v286,added_loan_amount_v286,added_mean_return_v286,pricing_block_ids_v286,relief_milp_success_v286,relief_milp_status_v286,relief_milp_gap_v286,drop_count_v286,drop_exposure_v286,drop_mean_return_v286,return_delta_after_exact_relief_v286,objective_return_after_exact_relief_v286,exposure_after_exact_relief_v286,source_min_slack_after_exact_relief_v286,max_source_share_after_exact_relief_v286,source_cap_violations_after_exact_relief_v286,first_source_block_family_v286,first_source_block_id_v286,cvar90_after_exact_relief_v286,budget_source_cvar_feasible_exact_relief_v286,return_positive_exact_relief_v286,exact_relief_entering_column_v286,cardinality_preserved_v286,cardinality_after_exact_relief_v286,claim_boundary_v286
2,161116709,35000.0,853.4116469305155,grade=A|score_decile=0,True,0,0.0,1,35000.0,858.3018037609215,-4.890156830405999,3097.65225835542,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,99175.90878416863,True,False,False,True,171,top-200 exact joint source-relief diagnostic only; not global pricing
76,152594691,20000.0,435.98484433390905,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-53.494874494359635,3049.0475406914666,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98092.30876945854,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
78,141804011,20000.0,433.05152052145553,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-56.42819830681316,3046.114216879013,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98358.93096728506,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
141,139646464,18000.0,375.8168970734019,grade=A|score_decile=0,True,0,0.0,5,18000.0,442.6130160092182,-66.79611893581631,3035.74629625001,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98227.43139261354,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
114,148571417,19000.0,399.632135414433,grade=A|score_decile=0,True,0,0.0,4,19000.0,466.99508136506154,-67.36294595062856,3035.1794692351973,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,97829.7821598884,True,False,False,False,168,top-200 exact joint source-relief diagnostic only; not global pricing
146,141744618,18000.0,371.40067394591074,grade=A|score_decile=0,True,0,0.0,5,18000.0,442.6130160092182,-71.21234206330746,3031.3300731225186,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,97922.55005233426,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
46,144908663,23175.0,497.6447577837419,grade=A|score_decile=0,True,0,0.0,7,23350.0,570.9433151876788,-73.29855740393685,3029.2438577818893,843450.0,3.154930297077918e-05,0.8999644317979726,0,,,98695.10468901921,True,False,False,False,165,top-200 exact joint source-relief diagnostic only; not global pricing
98,127802286,20000.0,415.54407794099575,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-73.93564088727294,3028.6067742985533,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,97652.61886558775,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
99,151315049,20000.0,414.80069412271126,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-74.67902470555742,3027.8633904802687,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98128.41282075192,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
100,148497641,20000.0,412.0901339820583,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-77.38958484621037,3025.152830339616,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98323.58440475269,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
200,127557558,16800.0,330.83741954586725,grade=A|score_decile=0,True,0,0.0,5,16800.0,410.55508908423417,-79.71766953836692,3022.824745647459,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98002.00306346946,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
113,148384485,19600.0,400.3744795616322,grade=A|score_decile=0,True,0,0.0,7,19750.0,483.72357905439253,-83.34909949276033,3019.193315693066,843475.0,2.7195389862066932e-05,0.8999673967811731,0,,,98417.825223493,True,False,False,False,165,top-200 exact joint source-relief diagnostic only; not global pricing
106,133331218,20000.0,405.5283175863542,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-83.95140124191448,3018.5910139439115,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,97763.3970093859,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
161,126497231,18000.0,354.4686637991435,grade=A|score_decile=0,True,0,0.0,5,18000.0,442.6130160092182,-88.14435221007471,3014.398062975751,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,97814.10129787367,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
111,139668106,20000.0,401.2337874948439,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-88.24593133342478,3014.2964838524013,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98026.84930984801,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
143,135402980,19000.0,372.856758107276,grade=A|score_decile=0,True,0,0.0,4,19000.0,466.99508136506154,-94.13832325778554,3008.4040919280405,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,97488.16853873813,True,False,False,False,168,top-200 exact joint source-relief diagnostic only; not global pricing
39,126636088,25000.0,517.2279567047295,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-96.90457673363278,3005.637838452193,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,97275.72098220464,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
47,149805943,24000.0,492.2978590550398,grade=A|score_decile=0,True,0,0.0,6,24000.0,589.7504680825189,-97.45260902747907,3005.089806158347,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98543.20952049285,True,False,False,False,166,top-200 exact joint source-relief diagnostic only; not global pricing
1,165382274,40000.0,883.9433199290119,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-97.5097134556836,3005.0327017301424,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98447.65198996432,True,False,False,False,170,top-200 exact joint source-relief diagnostic only; not global pricing
40,142172742,25000.0,515.8342693693211,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-98.29826406904124,3004.244151116785,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,97736.7554820347,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
173,145000743,18000.0,341.75487786691724,grade=A|score_decile=0,True,0,0.0,5,18000.0,442.6130160092182,-100.85813814230096,3001.684277043525,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98205.47180098931,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
128,160633253,20000.0,388.4932863956095,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-100.98643243265917,3001.555982753167,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98430.42425145152,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
102,152952228,21050.0,409.8030490016044,grade=A|score_decile=0,True,0,0.0,4,21050.0,516.8330739507236,-107.0300249491192,2995.512390236707,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98274.50486055939,True,False,False,False,168,top-200 exact joint source-relief diagnostic only; not global pricing
138,135678030,20000.0,379.4066653304381,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-110.07305349783059,2992.4693616879954,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98053.32994269795,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
148,157152254,20000.0,370.1228825882637,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-119.35683624000501,2983.185578945821,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98434.9066205579,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
150,136806034,20000.0,368.1235349966187,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-121.35618383165001,2981.186231354176,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98431.40773924977,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
81,136153793,22500.0,426.8324984967431,grade=A|score_decile=0,True,0,0.0,5,22500.0,552.5134716028482,-125.68097310610511,2976.8614420797207,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,97986.4562137829,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
50,139226049,25000.0,483.3468610317574,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-130.78567240660493,2971.756742779221,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98153.10777165028,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
51,138169582,25000.0,483.3468610317574,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-130.78567240660493,2971.756742779221,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98153.10777165028,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
15,149445142,32825.0,673.319884311737,grade=A|score_decile=0,True,0,0.0,7,32875.0,807.3982428335877,-134.07835852185065,2968.4640566639755,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98645.61446933573,True,False,False,False,165,top-200 exact joint source-relief diagnostic only; not global pricing
110,139007736,22000.0,402.465706373397,grade=A|score_decile=0,True,0,0.0,5,22050.0,540.5746166959619,-138.10891032256495,2964.433504863261,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,97889.01743591965,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
164,130650615,20000.0,351.1561971954793,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-138.32352163278938,2964.2188935530367,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98062.74881498984,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
56,137801455,25000.0,473.0727169720871,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-141.0598164662752,2961.482598719551,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,97735.0162962905,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
58,138691038,25000.0,473.0727169720871,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-141.0598164662752,2961.482598719551,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,97735.0162962905,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
57,139123333,25000.0,473.0727169720871,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-141.0598164662752,2961.482598719551,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,97735.0162962905,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
170,143324448,20000.0,345.3749658820525,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-144.1047529462162,2958.43766223961,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98432.54661371805,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
149,130393678,21000.0,368.7140070552533,grade=A|score_decile=0,True,0,0.0,5,21000.0,516.437231044407,-147.72322398915367,2954.8191911966724,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98042.5991789558,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
65,126342852,25000.0,465.08087779180335,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-149.05165564655897,2953.490759539267,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,97625.47224460804,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
4,142544106,40000.0,825.3348309909135,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-156.11820239378198,2946.4242127920443,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98355.68777083715,True,False,False,False,170,top-200 exact joint source-relief diagnostic only; not global pricing
3,141424646,40000.0,825.3348309909135,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-156.11820239378198,2946.4242127920443,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98355.68777083715,True,False,False,False,170,top-200 exact joint source-relief diagnostic only; not global pricing
194,147308854,20000.0,332.54450517511685,grade=A|score_decile=0,True,0,0.0,5,20050.0,489.4797188282687,-156.93521365315183,2945.607201532674,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98440.23331586471,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
5,142971016,40000.0,822.3274723115259,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-159.1255610731696,2943.4168541126564,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98346.54937855972,True,False,False,False,170,top-200 exact joint source-relief diagnostic only; not global pricing
169,145478560,21000.0,347.6569221443787,grade=A|score_decile=0,True,0,0.0,5,21000.0,516.437231044407,-168.78030890002827,2933.762106285798,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98414.76921756881,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
6,133736427,40000.0,793.2732222880768,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-188.17981109661866,2914.3626040892073,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,97864.22229280608,True,False,False,False,170,top-200 exact joint source-relief diagnostic only; not global pricing
7,127802033,40000.0,787.7081417758745,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-193.74489160882092,2908.797523577005,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98114.69053870246,True,False,False,False,170,top-200 exact joint source-relief diagnostic only; not global pricing
129,136516792,24000.0,388.07405326917257,grade=A|score_decile=0,True,0,0.0,6,24000.0,589.7504680825189,-201.6764148133463,2900.86600037248,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98746.7746803042,True,False,False,False,166,top-200 exact joint source-relief diagnostic only; not global pricing
183,144095655,22000.0,333.8135780471333,grade=A|score_decile=0,True,0,0.0,5,22050.0,540.5746166959619,-206.76103864882862,2895.7813765369974,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98543.14745393753,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
104,141150518,25000.0,406.3144006518195,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-207.81813278654283,2894.7242823992833,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98155.43039163685,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
107,136782962,25000.0,404.243805488722,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-209.88872794964033,2892.6536872361858,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98594.88800640068,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
28,136476781,32000.0,576.4767094998782,grade=A|score_decile=0,True,0,0.0,7,32000.0,787.982818023513,-211.5061085236348,2891.0363066621912,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,97865.00781117985,True,False,False,False,165,top-200 exact joint source-relief diagnostic only; not global pricing
42,146849277,29400.0,511.3214883779738,grade=A|score_decile=0,True,0,0.0,6,29450.0,723.8882419640389,-212.5667535860651,2889.9756615997608,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98298.18014127834,True,False,False,False,166,top-200 exact joint source-relief diagnostic only; not global pricing
140,147932942,24150.0,376.9840204370648,grade=A|score_decile=0,True,0,0.0,7,24250.0,593.6240346480226,-216.64001421095782,2885.902400974868,843525.0,1.8488337880206984e-05,0.8999733262203254,0,,,98538.23917438019,True,False,False,False,165,top-200 exact joint source-relief diagnostic only; not global pricing
115,127011767,25000.0,397.4349282484577,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-216.6976051899046,2885.8448099959214,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,97954.27843376894,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
8,137219542,40000.0,758.8133306608761,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-222.63970272381937,2879.9027124620065,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98414.36557702636,True,False,False,False,170,top-200 exact joint source-relief diagnostic only; not global pricing
45,147694317,30000.0,498.8167577626754,grade=A|score_decile=0,True,0,0.0,6,30050.0,737.2837630621364,-238.46700529946094,2864.075409886365,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98279.24753378557,True,False,False,False,166,top-200 exact joint source-relief diagnostic only; not global pricing
9,131524920,40000.0,741.8792481464542,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-239.57378523824127,2862.9686299475848,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,97898.59482442318,True,False,False,False,170,top-200 exact joint source-relief diagnostic only; not global pricing
73,127100448,28000.0,445.12711963827246,grade=A|score_decile=0,True,0,0.0,6,28050.0,687.7120687692627,-242.58494913099025,2859.957466054836,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98112.73570794956,True,False,False,False,166,top-200 exact joint source-relief diagnostic only; not global pricing
21,130473332,35000.0,614.5233450920888,grade=A|score_decile=0,True,0,0.0,1,35000.0,858.3018037609215,-243.77845866883274,2858.7639565169934,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98505.3852404047,True,False,False,True,171,top-200 exact joint source-relief diagnostic only; not global pricing
151,134420760,25000.0,367.94131241765433,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-246.19122102070799,2856.351194165118,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98223.8246066861,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
158,140525561,25000.0,362.3110541219117,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-251.82147931645062,2850.7209358693754,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,97969.96451455713,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
54,126684370,30000.0,476.921913898149,grade=A|score_decile=0,True,0,0.0,6,30050.0,737.2837630621364,-260.36184916398736,2842.180566021839,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,97915.91166147463,True,False,False,False,166,top-200 exact joint source-relief diagnostic only; not global pricing
53,127545027,30000.0,476.921913898149,grade=A|score_decile=0,True,0,0.0,6,30050.0,737.2837630621364,-260.36184916398736,2842.180566021839,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,97915.91166147463,True,False,False,False,166,top-200 exact joint source-relief diagnostic only; not global pricing
72,139082760,28800.0,445.787035317443,grade=A|score_decile=0,True,0,0.0,6,28850.0,708.1971259037638,-262.4100905863208,2840.1323245995054,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98218.9898204489,True,False,False,False,166,top-200 exact joint source-relief diagnostic only; not global pricing
166,138074375,25000.0,348.34686103175727,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-265.78567240660504,2836.756742779221,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98153.10777165028,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
167,137816255,25000.0,348.34686103175727,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-265.78567240660504,2836.756742779221,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98153.10777165028,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
24,137834120,35000.0,588.0712730186237,grade=A|score_decile=0,True,0,0.0,1,35000.0,858.3018037609215,-270.2305307422978,2832.3118844435285,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,99160.40427846771,True,False,False,True,171,top-200 exact joint source-relief diagnostic only; not global pricing
25,131361542,35000.0,587.7491685512903,grade=A|score_decile=0,True,0,0.0,1,35000.0,858.3018037609215,-270.55263520963126,2831.9897799761948,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98565.18251925624,True,False,False,True,171,top-200 exact joint source-relief diagnostic only; not global pricing
160,126813391,25775.0,357.9147584093265,grade=A|score_decile=0,True,0,0.0,7,25800.0,633.9770679622583,-276.06230955293177,2826.4801056328943,843600.0,5.429695151937253e-06,0.8999822190611664,0,,,98683.5821009797,True,False,False,False,165,top-200 exact joint source-relief diagnostic only; not global pricing
22,136506262,36050.0,609.3565616315884,grade=A|score_decile=0,True,0,0.0,7,36050.0,887.3925049020486,-278.03594327046017,2824.506471915366,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98376.3677890985,True,False,False,False,165,top-200 exact joint source-relief diagnostic only; not global pricing
10,129766898,40000.0,702.3123943909586,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-279.14063899373684,2823.401776192089,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98433.20332161014,True,False,False,False,170,top-200 exact joint source-relief diagnostic only; not global pricing
197,144217593,25000.0,332.1141519560182,grade=A|score_decile=0,True,0,0.0,5,25000.0,614.1325334383623,-282.0183814823441,2820.524033703482,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98180.10081697664,True,False,False,False,167,top-200 exact joint source-relief diagnostic only; not global pricing
12,136514162,40000.0,694.4568998234604,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-286.99613356123507,2815.546281624591,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98519.56882954993,True,False,False,False,170,top-200 exact joint source-relief diagnostic only; not global pricing
31,142864364,34500.0,560.7138728995109,grade=A|score_decile=0,True,0,0.0,7,34500.0,849.6018798590272,-288.88800695951636,2813.65440822631,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98129.16332880092,True,False,False,False,165,top-200 exact joint source-relief diagnostic only; not global pricing
13,155090587,40000.0,684.5909039920261,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-296.8621293926693,2805.6802857931566,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,99239.6185503408,True,False,False,False,170,top-200 exact joint source-relief diagnostic only; not global pricing
32,126754841,35000.0,556.4088995478404,grade=A|score_decile=0,True,0,0.0,1,35000.0,858.3018037609215,-301.8929042130811,2800.649510972745,843625.0,1.0773302159261533e-06,0.8999851829900726,0,,,98742.09126590629,True,False,False,True,171,top-200 exact joint source-relief diagnostic only; not global pricing
43,136540082,32925.0,509.6367408967643,grade=A|score_decile=0,True,0,0.0,7,32950.0,812.2201363114029,-302.58339541463863,2799.9590197711873,843600.0,5.429695151937253e-06,0.8999822190611664,0,,,98063.29464802107,True,False,False,False,165,top-200 exact joint source-relief diagnostic only; not global pricing
16,131604271,40000.0,671.7133354871883,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-309.7396978975072,2792.802717288319,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98501.54306886904,True,False,False,False,170,top-200 exact joint source-relief diagnostic only; not global pricing
95,129199147,30000.0,423.4713136192422,grade=A|score_decile=0,True,0,0.0,6,30050.0,737.2837630621364,-313.81244944289415,2788.729965742932,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98126.37607644872,True,False,False,False,166,top-200 exact joint source-relief diagnostic only; not global pricing
108,126689519,30000.0,403.7909814754919,grade=A|score_decile=0,True,0,0.0,6,30050.0,737.2837630621364,-333.49278158664447,2769.0496335991816,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,98021.54017473354,True,False,False,False,166,top-200 exact joint source-relief diagnostic only; not global pricing
17,143009280,40000.0,646.3778789083502,grade=A|score_decile=0,True,0,0.0,2,40050.0,981.4530333846955,-335.07515447634523,2767.467260709481,843575.0,9.782318059370354e-06,0.8999792549565836,0,,,99013.36363210768,True,False,False,False,170,top-200 exact joint source-relief diagnostic only; not global pricing
