policy_id,scenario,stage2_share_v51,ecl_proxy_total_v51,sicr_rule_v51,stage2_target_distance_v51,contractual_ifrs9_claim_allowed,claim_boundary_v51,sicr_score_v51
paper1_economic_champion,baseline,0.8427860696517413,9003598.336975545,abs_0.180_or_within_policy_topq_0.50,0.4927860696517413,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.2443787273606738
v13_fvi_return_recovery,baseline,0.509752355906202,3083234.0755405906,abs_0.210_or_within_policy_topq_0.50,0.15975235590620207,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.7620577584302971
v13_mdcp_empirical_base,baseline,0.50187265917603,5694960.032434116,abs_0.210_or_within_policy_topq_0.50,0.15187265917603,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.7743062293809431
v13_mdcp_empirical_return_recovery,baseline,0.50322335987865,5868724.17713465,abs_0.210_or_within_policy_topq_0.50,0.15322335987865,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.7722066538661
v13_mdcp_empirical_tight,baseline,0.5,4821590.434810493,abs_0.210_or_within_policy_topq_0.50,0.15000000000000002,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.7772171550553075
v13_spo_regret_audit_guarded,baseline,0.501987467265245,5289715.38494485,abs_0.210_or_within_policy_topq_0.50,0.15198746726524504,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.774127767747989
v13_spo_regret_balanced,baseline,0.5047619047619047,5350915.553779272,abs_0.210_or_within_policy_topq_0.50,0.15476190476190477,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.7698150869119237
v13_spo_regret_return_recovery,baseline,0.5518987341772152,5662760.495122231,abs_0.210_or_within_policy_topq_0.50,0.20189873417721527,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.6965439819989337
v13_static_reference,baseline,1.0,31338183.517026216,abs_0.210_or_within_policy_topq_0.50,0.65,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.0
paper1_economic_champion,baseline,0.6955223880597015,9003598.336975545,abs_0.210_or_within_policy_topq_0.60,0.3455223880597015,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.47329044666054554
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,baseline,0.5752380952380952,6305526.59432477,abs_0.210_or_within_policy_topq_0.60,0.22523809523809524,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.6602644783898421
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,baseline,0.5752380952380952,6305526.59432477,abs_0.210_or_within_policy_topq_0.60,0.22523809523809524,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.6602644783898421
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,baseline,0.5084577114427861,6329163.399298771,abs_0.210_or_within_policy_topq_0.60,0.1584577114427861,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.7640701982036258
v13_fvi_bellman_rollout,baseline,0.4162635058861474,2976010.589884301,abs_0.210_or_within_policy_topq_0.60,0.06626350588614743,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.9073800345142555
v13_fvi_capital_guarded,baseline,0.41303480204342274,2979446.206105185,abs_0.210_or_within_policy_topq_0.60,0.06303480204342277,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.9123988425445727
v13_fvi_return_recovery,baseline,0.4045310103002411,3083234.0755405906,abs_0.210_or_within_policy_topq_0.60,0.0545310103002411,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.9256174281962097
v13_mdcp_empirical_base,baseline,0.40324594257178525,5694960.032434116,abs_0.210_or_within_policy_topq_0.60,0.053245942571785276,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.9276149815641374
v13_mdcp_empirical_return_recovery,baseline,0.41751990898748575,5868724.17713465,abs_0.210_or_within_policy_topq_0.60,0.06751990898748578,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.9054270384262059
v13_mdcp_empirical_tight,baseline,0.413265306122449,4821590.434810493,abs_0.210_or_within_policy_topq_0.60,0.06326530612244902,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.9120405390955139
v13_spo_regret_audit_guarded,baseline,0.44191919191919193,5289715.38494485,abs_0.210_or_within_policy_topq_0.60,0.09191919191919196,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.8674999558950655
v13_spo_regret_balanced,baseline,0.5047619047619047,5350915.553779272,abs_0.210_or_within_policy_topq_0.60,0.15476190476190477,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.7698150869119237
v13_spo_regret_return_recovery,baseline,0.5518987341772152,5662760.495122231,abs_0.210_or_within_policy_topq_0.60,0.20189873417721527,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.6965439819989337
v13_static_reference,baseline,1.0,31338183.517026216,abs_0.210_or_within_policy_topq_0.60,0.65,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.0
paper1_economic_champion,baseline,0.6955223880597015,9003598.336975545,abs_0.210_or_within_policy_topq_0.70,0.3455223880597015,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.47329044666054554
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,baseline,0.5752380952380952,6305526.59432477,abs_0.210_or_within_policy_topq_0.70,0.22523809523809524,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.6602644783898421
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,baseline,0.5752380952380952,6305526.59432477,abs_0.210_or_within_policy_topq_0.70,0.22523809523809524,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.6602644783898421
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,baseline,0.5084577114427861,6329163.399298771,abs_0.210_or_within_policy_topq_0.70,0.1584577114427861,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.7640701982036258
v13_fvi_bellman_rollout,baseline,0.30136268343815514,2976010.589884301,abs_0.210_or_within_policy_topq_0.70,0.048637316561844834,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.934778787956457
v13_fvi_capital_guarded,baseline,0.30362654320987653,2979446.206105185,abs_0.210_or_within_policy_topq_0.70,0.046373456790123446,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.9382978092588998
v13_fvi_return_recovery,baseline,0.30703484549638393,3083234.0755405906,abs_0.210_or_within_policy_topq_0.70,0.04296515450361604,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.9435957912722754
v13_mdcp_empirical_base,baseline,0.40324594257178525,5694960.032434116,abs_0.210_or_within_policy_topq_0.70,0.053245942571785276,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.9276149815641374
v13_mdcp_empirical_return_recovery,baseline,0.41751990898748575,5868724.17713465,abs_0.210_or_within_policy_topq_0.70,0.06751990898748578,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.9054270384262059
v13_mdcp_empirical_tight,baseline,0.413265306122449,4821590.434810493,abs_0.210_or_within_policy_topq_0.70,0.06326530612244902,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.9120405390955139
v13_spo_regret_audit_guarded,baseline,0.44191919191919193,5289715.38494485,abs_0.210_or_within_policy_topq_0.70,0.09191919191919196,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.8674999558950655
v13_spo_regret_balanced,baseline,0.5047619047619047,5350915.553779272,abs_0.210_or_within_policy_topq_0.70,0.15476190476190477,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.7698150869119237
v13_spo_regret_return_recovery,baseline,0.5518987341772152,5662760.495122231,abs_0.210_or_within_policy_topq_0.70,0.20189873417721527,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.6965439819989337
v13_static_reference,baseline,1.0,31338183.517026216,abs_0.210_or_within_policy_topq_0.70,0.65,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.0
paper1_economic_champion,baseline,0.6955223880597015,9003598.336975545,abs_0.210_or_within_policy_topq_0.80,0.3455223880597015,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.47329044666054554
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,baseline,0.5752380952380952,6305526.59432477,abs_0.210_or_within_policy_topq_0.80,0.22523809523809524,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.6602644783898421
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,baseline,0.5752380952380952,6305526.59432477,abs_0.210_or_within_policy_topq_0.80,0.22523809523809524,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.6602644783898421
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,baseline,0.5084577114427861,6329163.399298771,abs_0.210_or_within_policy_topq_0.80,0.1584577114427861,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.7640701982036258
v13_fvi_bellman_rollout,baseline,0.20008869537171423,2976010.589884301,abs_0.210_or_within_policy_topq_0.80,0.14991130462828575,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.7773550261842481
v13_fvi_capital_guarded,baseline,0.20278575989782888,2979446.206105185,abs_0.210_or_within_policy_topq_0.80,0.1472142401021711,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.781547435820223
v13_fvi_return_recovery,baseline,0.20093688362919132,3083234.0755405906,abs_0.210_or_within_policy_topq_0.80,0.14906311637080866,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.7786734791131036
v13_mdcp_empirical_base,baseline,0.40324594257178525,5694960.032434116,abs_0.210_or_within_policy_topq_0.80,0.053245942571785276,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.9276149815641374
v13_mdcp_empirical_return_recovery,baseline,0.41751990898748575,5868724.17713465,abs_0.210_or_within_policy_topq_0.80,0.06751990898748578,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.9054270384262059
v13_mdcp_empirical_tight,baseline,0.413265306122449,4821590.434810493,abs_0.210_or_within_policy_topq_0.80,0.06326530612244902,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.9120405390955139
v13_spo_regret_audit_guarded,baseline,0.44191919191919193,5289715.38494485,abs_0.210_or_within_policy_topq_0.80,0.09191919191919196,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.8674999558950655
v13_spo_regret_balanced,baseline,0.5047619047619047,5350915.553779272,abs_0.210_or_within_policy_topq_0.80,0.15476190476190477,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.7698150869119237
v13_spo_regret_return_recovery,baseline,0.5518987341772152,5662760.495122231,abs_0.210_or_within_policy_topq_0.80,0.20189873417721527,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.6965439819989337
v13_static_reference,baseline,1.0,31338183.517026216,abs_0.210_or_within_policy_topq_0.80,0.65,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.0
paper1_economic_champion,baseline,0.5006633499170813,9003598.336975545,abs_0.240_or_within_policy_topq_0.50,0.1506633499170813,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.7761860211845873
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,baseline,0.5036243386243386,6305526.59432477,abs_0.240_or_within_policy_topq_0.50,0.15362433862433866,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.7715833587461765
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,baseline,0.5036243386243386,6305526.59432477,abs_0.240_or_within_policy_topq_0.50,0.15362433862433866,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.7715833587461765
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,baseline,0.5000276395798784,6329163.399298771,abs_0.240_or_within_policy_topq_0.50,0.1500276395798784,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.7771741911440275
v13_fvi_bellman_rollout,baseline,0.5043675751222921,2976010.589884301,abs_0.240_or_within_policy_topq_0.50,0.15436757512229216,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.770428046433231
v13_fvi_capital_guarded,baseline,0.501676245210728,2979446.206105185,abs_0.240_or_within_policy_topq_0.50,0.15167624521072798,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.7746115419875934
v13_fvi_return_recovery,baseline,0.509752355906202,3083234.0755405906,abs_0.240_or_within_policy_topq_0.50,0.15975235590620207,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.7620577584302971
v13_mdcp_empirical_base,baseline,0.50187265917603,5694960.032434116,abs_0.240_or_within_policy_topq_0.50,0.15187265917603,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.7743062293809431
v13_mdcp_empirical_return_recovery,baseline,0.50322335987865,5868724.17713465,abs_0.240_or_within_policy_topq_0.50,0.15322335987865,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.7722066538661
v13_mdcp_empirical_tight,baseline,0.5,4821590.434810493,abs_0.240_or_within_policy_topq_0.50,0.15000000000000002,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.7772171550553075
v13_spo_regret_audit_guarded,baseline,0.501987467265245,5289715.38494485,abs_0.240_or_within_policy_topq_0.50,0.15198746726524504,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.774127767747989
v13_spo_regret_balanced,baseline,0.5033670033670034,5350915.553779272,abs_0.240_or_within_policy_topq_0.50,0.15336700336700337,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.7719833694993795
v13_spo_regret_return_recovery,baseline,0.5061884669479606,5662760.495122231,abs_0.240_or_within_policy_topq_0.50,0.15618846694796062,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.767597589704412
v13_static_reference,baseline,1.0,31338183.517026216,abs_0.240_or_within_policy_topq_0.50,0.65,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.0
paper1_economic_champion,baseline,0.4835820895522388,9003598.336975545,abs_0.240_or_within_policy_topq_0.60,0.13358208955223883,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.802737718355631
v13_cvar_mdcp_colgen_relaxed_k32000_floor105000_cap300000,baseline,0.4070899470899471,6305526.59432477,abs_0.240_or_within_policy_topq_0.60,0.057089947089947135,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.9216397290528864
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,baseline,0.4070899470899471,6305526.59432477,abs_0.240_or_within_policy_topq_0.60,0.057089947089947135,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.9216397290528864
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,baseline,0.4,6329163.399298771,abs_0.240_or_within_policy_topq_0.60,0.050000000000000044,False,targeted SICR proxy calibration; not contractual IFRS9 staging,0.932660586066369
