policy_id,source_id,max_abs_gap,mean_abs_gap,n_source_values,proxy_governance_pass_30,claim_scope
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,term,0.24755138615636932,0.2475513861563693,2,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,home_ownership,0.3326165551858514,0.1663082775929257,4,False,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,state_top20,0.03848000360583234,0.01383099555437098,21,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,income_band,0.27337205870180503,0.13585741027505352,5,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,dti_band,0.15554896499981052,0.06819635141999203,6,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,zip3,0.015736085728364775,0.0012231797792361329,885,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,original_grade,0.2584848078588152,0.11765712918337853,7,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,term,0.2504748493628729,0.2504748493628729,2,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,home_ownership,0.34399435793548705,0.17199717896774352,4,False,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,state_top20,0.038664366150386625,0.01445206305665172,21,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,income_band,0.2658746485565976,0.13554838353370538,5,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,dti_band,0.17143926050663194,0.07274981363152319,6,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,zip3,0.01299682664952058,0.0012283422818875002,885,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,original_grade,0.2584935870276035,0.11860527941251482,7,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,term,0.2505099660380261,0.2505099660380261,2,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,home_ownership,0.33853371494916495,0.16926685747458248,4,False,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,state_top20,0.03873381385309409,0.014284840794017447,21,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,income_band,0.2704134788201482,0.13704084222771623,5,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,dti_band,0.16738328452643775,0.07312731788942005,6,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,zip3,0.012944151636790784,0.0012257193885943487,885,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,original_grade,0.25851961558961223,0.12225423591506933,7,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,term,0.25061408028606097,0.2506140802860609,2,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,home_ownership,0.32820905201904305,0.16410452600952152,4,False,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,state_top20,0.03907218515920733,0.013789058660518192,21,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,income_band,0.26627493746076314,0.13677361565776008,5,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,dti_band,0.1670882941570057,0.07424654605579462,6,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,zip3,0.013004202025352006,0.00121586145665792,885,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,original_grade,0.2585109904386721,0.11628316713565141,7,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,term,0.2505795796823004,0.2505795796823004,2,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,home_ownership,0.342414675617456,0.171207337808728,4,False,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,state_top20,0.039290241955581895,0.01423345929467215,21,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,income_band,0.2764698658720104,0.13882295152113772,5,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,dti_band,0.1769899674362881,0.07583644887909402,6,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,zip3,0.012839731170379367,0.0012232029554150575,885,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,original_grade,0.2585367150142166,0.11909817068809281,7,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,term,0.2506824779844784,0.2506824779844784,2,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,home_ownership,0.33794717433122723,0.16897358716561361,4,False,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,state_top20,0.04048976778200154,0.014018679505205342,21,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,income_band,0.2693870327387571,0.13854169616185116,5,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,dti_band,0.18535902934676657,0.076925455910478,6,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,zip3,0.012685383717112347,0.001213159536558553,885,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,original_grade,0.25854519016507427,0.1225172886912504,7,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,term,0.25071637858790913,0.2507163785879091,2,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,home_ownership,0.33259935414002784,0.16629967707001392,4,False,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,state_top20,0.03940465464021395,0.01330192388981253,21,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,income_band,0.2651155567064837,0.13767384071402416,5,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,dti_band,0.18714728617773818,0.0792222217929107,6,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,zip3,0.012799605421655627,0.0012138729622820225,885,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,original_grade,0.25843101887300657,0.12479569601427234,7,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,term,0.24723854538338444,0.2472385453833844,2,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,home_ownership,0.34119733067343605,0.17059866533671803,4,False,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,state_top20,0.037024380928391554,0.014026787058551978,21,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,income_band,0.28036181540106675,0.13728038887674462,5,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,dti_band,0.14795140337017826,0.06839450508216215,6,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,zip3,0.016111494655946607,0.001225370236232342,885,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,original_grade,0.2584848078588152,0.1269831147704917,7,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,term,0.2475074903124278,0.2475074903124278,2,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,home_ownership,0.33509228078415176,0.16754614039207588,4,False,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,state_top20,0.038664366150386625,0.01373735108729579,21,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,income_band,0.277744084758378,0.13792227077406144,5,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,dti_band,0.15660246525440646,0.06978245458107808,6,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,zip3,0.015788760741094574,0.0012185289241803173,885,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,original_grade,0.2584848078588152,0.1286787485136032,7,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,term,0.2504748493628729,0.2504748493628729,2,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,home_ownership,0.33212492173370667,0.16606246086685333,4,False,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,state_top20,0.038664366150386625,0.01373735108729579,21,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,income_band,0.2718093666574878,0.13554838353370538,5,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,dti_band,0.1536351062039613,0.06780421521411469,6,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,zip3,0.015788760741094574,0.0012223663421280645,885,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,original_grade,0.25851961558961223,0.1214163641094556,7,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,term,0.25061408028606097,0.2506140802860609,2,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,home_ownership,0.33407415465833923,0.16703707732916961,4,False,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,state_top20,0.03907218515920733,0.013829342947259314,21,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,income_band,0.27214004010005943,0.13677361565776014,5,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,dti_band,0.16415574283735762,0.07229151184269589,6,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,zip3,0.01278798026473852,0.001216033415430895,885,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,original_grade,0.2584848078588152,0.12359184728426872,7,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,term,0.2504748493628729,0.2504748493628729,2,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,home_ownership,0.33509228078415176,0.16754614039207588,4,False,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,state_top20,0.038664366150386625,0.013886851808947887,21,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,income_band,0.2747767257079329,0.13792227077406144,5,True,proxy_governance_not_protected_attribute_fairness
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,dti_band,0.15660246525440646,0.0707715742645598,6,True,proxy_governance_not_protected_attribute_fairness
