regime_v59,scenario_row,scenario_loss_v59,scenario_return_v59,eta_v59,excess_loss_v59
tail_first_low_budget,64,13496.082830348654,33820.0892520887,38094.054892901266,0.0
tail_first_low_budget,65,16641.864038514446,31666.44066489332,38094.054892901266,0.0
tail_first_low_budget,66,34957.2471267635,15830.844987472688,38094.054892901266,0.0
tail_first_low_budget,67,19344.020557430045,29680.25835918043,38094.054892901266,0.0
tail_first_low_budget,68,19686.861868655113,29008.463489362355,38094.054892901266,0.0
tail_first_low_budget,69,17890.919281878585,30665.863860829104,38094.054892901266,0.0
tail_first_low_budget,70,41110.40331239151,10092.7968374317,38094.054892901266,3016.348419490241
tail_first_low_budget,71,19502.681699369223,29560.61938516066,38094.054892901266,0.0
tail_first_low_budget,72,21094.81097498634,27775.469035338134,38094.054892901266,0.0
tail_first_low_budget,73,24966.66989910621,24604.900380226416,38094.054892901266,0.0
tail_first_low_budget,74,30573.194867873335,19888.155714731198,38094.054892901266,0.0
tail_first_low_budget,75,30319.66598855178,19960.49896622994,38094.054892901266,0.0
tail_first_low_budget,76,21400.758626279134,27540.486857692264,38094.054892901266,0.0
tail_first_low_budget,77,33933.39704014621,16488.96601770045,38094.054892901266,0.0
tail_first_low_budget,78,33241.959370383636,17409.362537932942,38094.054892901266,0.0
tail_first_low_budget,79,35582.958042267914,15157.412094118046,38094.054892901266,0.0
tail_first_low_budget,80,28522.42166297649,21238.56381359518,38094.054892901266,0.0
tail_first_low_budget,81,20841.848433430274,28183.92792040054,38094.054892901266,0.0
tail_first_low_budget,82,28573.66942807195,21674.85089312242,38094.054892901266,0.0
tail_first_low_budget,83,21902.988189210137,27515.01575060331,38094.054892901266,0.0
tail_first_low_budget,84,24048.424565516332,25216.823752249704,38094.054892901266,0.0
tail_first_low_budget,85,24709.446850481465,24818.051092560883,38094.054892901266,0.0
tail_first_low_budget,86,41202.12089695801,10000.016538915525,38094.054892901266,3108.0660040567454
tail_first_low_budget,87,27034.68263793996,22888.598214624675,38094.054892901266,0.0
tail_first_low_budget,88,17728.830427510533,30622.885754448576,38094.054892901266,0.0
tail_first_low_budget,89,15218.75544248338,32874.09634500216,38094.054892901266,0.0
tail_first_low_budget,90,39761.45602469362,11337.863673380543,38094.054892901266,1667.4011317923578
tail_first_low_budget,91,26774.17991776149,23198.901178268734,38094.054892901266,0.0
tail_first_low_budget,92,15344.654259691357,32542.226985240886,38094.054892901266,0.0
tail_first_low_budget,93,20450.07596285974,28517.735130893536,38094.054892901266,0.0
tail_first_low_budget,94,42759.352439187714,8530.539107030903,38094.054892901266,4665.297546286449
tail_first_low_budget,95,34495.234986931726,16136.065562069718,38094.054892901266,0.0
tail_first_low_budget,96,20917.70275012994,27945.55277773342,38094.054892901266,0.0
tail_first_low_budget,97,19885.416038897067,29012.64513185022,38094.054892901266,0.0
tail_first_low_budget,98,39752.68235998509,11366.24879808595,38094.054892901266,1658.6274670838247
tail_first_low_budget,99,37721.51094768941,13131.59705749569,38094.054892901266,0.0
tail_first_low_budget,100,17880.005243522817,30486.238670348142,38094.054892901266,0.0
tail_first_low_budget,101,19875.747601771425,28978.594687477485,38094.054892901266,0.0
tail_first_low_budget,102,31812.019129514596,18732.531628098553,38094.054892901266,0.0
tail_first_low_budget,103,33184.78661633688,17372.351303670406,38094.054892901266,0.0
tail_first_low_budget,104,14401.772258492902,33276.67542857921,38094.054892901266,0.0
tail_first_low_budget,105,25339.030157171266,24280.187440051002,38094.054892901266,0.0
tail_first_low_budget,106,29370.91552530535,20938.097059143904,38094.054892901266,0.0
tail_first_low_budget,107,30177.687426631852,20101.76884369833,38094.054892901266,0.0
tail_first_low_budget,108,19031.744218065698,29484.126924904234,38094.054892901266,0.0
tail_first_low_budget,109,22800.92158087973,26486.98550371978,38094.054892901266,0.0
tail_first_low_budget,110,30550.60742874915,19896.27094687393,38094.054892901266,0.0
tail_first_low_budget,111,16220.667936915454,32294.552343725907,38094.054892901266,0.0
tail_first_low_budget,112,23551.10124516183,25677.63649743952,38094.054892901266,0.0
tail_first_low_budget,113,27496.939658761326,22279.48865679658,38094.054892901266,0.0
tail_first_low_budget,114,38171.84529305296,12849.71125543006,38094.054892901266,77.79040015169448
tail_first_low_budget,115,21023.79746552324,28260.664420081823,38094.054892901266,0.0
tail_first_low_budget,116,17474.29224773829,30809.846675507244,38094.054892901266,0.0
tail_first_low_budget,117,23107.324083137257,26197.15056548243,38094.054892901266,0.0
tail_first_low_budget,118,26608.065799546952,23479.687511071814,38094.054892901266,0.0
tail_first_low_budget,119,33312.2585851478,17210.985535757263,38094.054892901266,0.0
tail_first_low_budget,120,19233.86673281625,29371.580840964718,38094.054892901266,0.0
tail_first_low_budget,121,23916.179259881927,25535.377654107226,38094.054892901266,0.0
tail_first_low_budget,122,42083.996434256645,9158.017439644711,38094.054892901266,3989.9415413553797
tail_first_low_budget,123,26375.35470711669,23535.897837414228,38094.054892901266,0.0
tail_first_low_budget,124,18298.43960604797,30146.575741063065,38094.054892901266,0.0
tail_first_low_budget,125,18931.59360448304,29802.088815546565,38094.054892901266,0.0
tail_first_low_budget,126,27538.90649713423,22631.980491262362,38094.054892901266,0.0
tail_first_low_budget,127,29202.925779673908,21005.956764891653,38094.054892901266,0.0
