loan_id_v291,loan_amount_v291,mean_return_v291,budget_eligible_v291,return_positive_v291,source_feasible_v291,source_min_slack_after_add_v291,source_cap_violations_after_add_v291,first_source_blocker_v291,cvar90_after_add_v291,cvar_feasible_after_add_v291,claim_boundary_v291
150598120,6000.0,90.67446476375993,True,True,False,-0.0010103324040812156,2,grade=A,,False,single-add cardinality restoration diagnostic only
140107256,5000.0,89.76287198802306,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
141978862,5500.0,89.38916814340035,True,True,False,-0.0009244318812943186,2,grade=A,,False,single-add cardinality restoration diagnostic only
144965472,5000.0,89.30809294941321,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
159964737,6000.0,89.3077346526992,True,True,False,-0.0010103324040812156,2,grade=A,,False,single-add cardinality restoration diagnostic only
142871119,5000.0,89.29883513227057,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
134727665,6000.0,88.30591498023706,True,True,False,-0.0010103324040812156,2,grade=A,,False,single-add cardinality restoration diagnostic only
143088474,6400.0,87.21887601627597,True,True,False,-0.0010789800488130163,2,grade=A,,False,single-add cardinality restoration diagnostic only
133322223,6000.0,87.13213974582303,True,True,False,-0.0010103324040812156,2,grade=A,,False,single-add cardinality restoration diagnostic only
152058389,4200.0,87.10814576576931,True,True,False,-0.0007006162666478577,2,grade=A,,False,single-add cardinality restoration diagnostic only
145920716,5000.0,86.95943679897512,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
130323956,4200.0,86.84641574374062,True,True,False,-0.0007006162666478577,2,grade=A,,False,single-add cardinality restoration diagnostic only
139316161,5400.0,86.61506058600943,True,True,False,-0.0009072396335324528,2,grade=A,,False,single-add cardinality restoration diagnostic only
145093260,4000.0,85.89337782675155,True,True,False,-0.0006661221496996328,2,grade=A,,False,single-add cardinality restoration diagnostic only
153916361,5000.0,85.57386299900327,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
137167613,4500.0,85.36649969934865,True,True,False,-0.0007523269334022142,2,grade=A,,False,single-add cardinality restoration diagnostic only
129911650,6500.0,84.96707366559698,True,True,False,-0.0010961318644572282,2,grade=A,,False,single-add cardinality restoration diagnostic only
129319695,6000.0,84.69426272384841,True,True,False,-0.0010103324040812156,2,grade=A,,False,single-add cardinality restoration diagnostic only
154928367,5200.0,84.53252351887883,True,True,False,-0.0008728429833573248,2,grade=A,,False,single-add cardinality restoration diagnostic only
132184034,5000.0,83.96416693589853,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
131805165,5000.0,83.96416693589853,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
138061583,6000.0,83.60324664762183,True,True,False,-0.0010103324040812156,2,grade=A,,False,single-add cardinality restoration diagnostic only
157784068,3500.0,83.46580640270655,True,True,False,-0.0005798155863887544,2,grade=A,,False,single-add cardinality restoration diagnostic only
157962180,3500.0,83.3235960467994,True,True,False,-0.0005798155863887544,2,grade=A,,False,single-add cardinality restoration diagnostic only
150387870,5500.0,83.11825936677995,True,True,False,-0.0009244318812943186,2,grade=A,,False,single-add cardinality restoration diagnostic only
128750113,4500.0,82.96418373816569,True,True,False,-0.0007523269334022142,2,grade=A,,False,single-add cardinality restoration diagnostic only
158204496,6000.0,82.67426245574552,True,True,False,-0.0010103324040812156,2,grade=A,,False,single-add cardinality restoration diagnostic only
150380889,4000.0,82.64430309453398,True,True,False,-0.0006661221496996328,2,grade=A,,False,single-add cardinality restoration diagnostic only
141210632,4000.0,82.53348309909138,True,True,False,-0.0006661221496996328,2,grade=A,,False,single-add cardinality restoration diagnostic only
142447959,6000.0,82.47972116973547,True,True,False,-0.0010103324040812156,2,grade=A,,False,single-add cardinality restoration diagnostic only
141277482,6500.0,81.96249501816214,True,True,False,-0.0010961318644572282,2,grade=A,,False,single-add cardinality restoration diagnostic only
155845127,5000.0,81.36149706985383,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
162590705,6275.0,81.3309383607341,True,True,False,-0.0010575346023550258,2,grade=A,,False,single-add cardinality restoration diagnostic only
142252982,5000.0,81.2628801303639,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
141568240,5000.0,81.2628801303639,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
141278490,5000.0,81.2628801303639,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
145227653,6000.0,80.31829262230576,True,True,False,-0.0010103324040812156,2,grade=A,,False,single-add cardinality restoration diagnostic only
128782778,4000.0,80.07891260992228,True,True,False,-0.0006661221496996328,2,grade=A,,False,single-add cardinality restoration diagnostic only
167392728,6500.0,79.80057167407178,True,True,False,-0.0010961318644572282,2,grade=A,,False,single-add cardinality restoration diagnostic only
144129613,4200.0,79.74280483561398,True,True,False,-0.0007006162666478577,2,grade=A,,False,single-add cardinality restoration diagnostic only
127804334,5000.0,79.48698564969153,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
127397687,5000.0,79.48698564969153,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
126454941,5000.0,79.48698564969153,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
148037050,3600.0,79.29801093152109,True,True,False,-0.0005970850500706115,2,grade=A,,False,single-add cardinality restoration diagnostic only
155441894,3600.0,79.25733487700369,True,True,False,-0.0005970850500706115,2,grade=A,,False,single-add cardinality restoration diagnostic only
137957061,6000.0,78.78947613423541,True,True,False,-0.0010103324040812156,2,grade=A,,False,single-add cardinality restoration diagnostic only
137859479,6000.0,78.78947613423541,True,True,False,-0.0010103324040812156,2,grade=A,,False,single-add cardinality restoration diagnostic only
126489506,4000.0,78.77081417758748,True,True,False,-0.0006661221496996328,2,grade=A,,False,single-add cardinality restoration diagnostic only
128237819,6000.0,78.43114492208954,True,True,False,-0.0010103324040812156,2,grade=A,,False,single-add cardinality restoration diagnostic only
156761930,6050.0,78.08217198294983,True,True,False,-0.001018916894983013,2,grade=A,,False,single-add cardinality restoration diagnostic only
128412644,5000.0,77.8509659400953,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
132011630,4000.0,77.7838811733643,True,True,False,-0.0006661221496996328,2,grade=A,,False,single-add cardinality restoration diagnostic only
162869698,6000.0,77.76663428914812,True,True,False,-0.0010103324040812156,2,grade=A,,False,single-add cardinality restoration diagnostic only
137363743,4000.0,77.69833363988668,True,True,False,-0.0006661221496996328,2,grade=A,,False,single-add cardinality restoration diagnostic only
138310311,6000.0,77.46772676213236,True,True,False,-0.0010103324040812156,2,grade=A,,False,single-add cardinality restoration diagnostic only
156324060,6000.0,77.43686477647908,True,True,False,-0.0010103324040812156,2,grade=A,,False,single-add cardinality restoration diagnostic only
138260302,5525.0,76.98465628801837,True,True,False,-0.000928729310422427,2,grade=A,,False,single-add cardinality restoration diagnostic only
127674054,5400.0,76.76483645146365,True,True,False,-0.0009072396335324528,2,grade=A,,False,single-add cardinality restoration diagnostic only
136597202,5500.0,76.63630942698664,True,True,False,-0.0009244318812943186,2,grade=A,,False,single-add cardinality restoration diagnostic only
153960084,4175.0,76.55060667336446,True,True,False,-0.0006963053922065532,2,grade=A,,False,single-add cardinality restoration diagnostic only
133718965,4000.0,75.7215122998689,True,True,False,-0.0006661221496996328,2,grade=A,,False,single-add cardinality restoration diagnostic only
136430212,4000.0,75.6916347155339,True,True,False,-0.0006661221496996328,2,grade=A,,False,single-add cardinality restoration diagnostic only
129690943,6500.0,75.42659006372863,True,True,False,-0.0010961318644572282,2,grade=A,,False,single-add cardinality restoration diagnostic only
157181788,3500.0,75.06229707343546,True,True,False,-0.0005798155863887544,2,grade=A,,False,single-add cardinality restoration diagnostic only
165241044,6000.0,74.82911379322465,True,True,False,-0.0010103324040812156,2,grade=A,,False,single-add cardinality restoration diagnostic only
147613038,4500.0,74.82251366440131,True,True,False,-0.0007523269334022142,2,grade=A,,False,single-add cardinality restoration diagnostic only
128261641,6400.0,74.72821255159408,True,True,False,-0.0010789800488130163,2,grade=A,,False,single-add cardinality restoration diagnostic only
140371243,4800.0,74.2978392195738,True,True,False,-0.0008040010242819084,2,grade=A,,False,single-add cardinality restoration diagnostic only
139839122,4800.0,74.2978392195738,True,True,False,-0.0008040010242819084,2,grade=A,,False,single-add cardinality restoration diagnostic only
151882467,5250.0,74.02523830326672,True,True,False,-0.0008814436656801039,2,grade=A,,False,single-add cardinality restoration diagnostic only
137613143,4000.0,73.62470699932375,True,True,False,-0.0006661221496996328,2,grade=A,,False,single-add cardinality restoration diagnostic only
134851610,5000.0,73.58826248353084,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
134608917,5000.0,73.58826248353084,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
134573477,5000.0,73.58826248353084,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
157067970,5000.0,72.92587124951538,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
158810156,3175.0,72.86147838454163,True,True,False,-0.0005236616555055473,2,grade=A,,False,single-add cardinality restoration diagnostic only
140855125,4700.0,72.74996756916603,True,True,False,-0.0007867803889123337,2,grade=A,,False,single-add cardinality restoration diagnostic only
170387634,3000.0,72.71865378192913,True,True,False,-0.0004934070631105181,2,grade=A,,False,single-add cardinality restoration diagnostic only
133903920,5000.0,72.61011645485246,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
150115144,3500.0,71.79343777886,True,True,False,-0.0005798155863887544,2,grade=A,,False,single-add cardinality restoration diagnostic only
156433716,3000.0,71.71843238823955,True,True,False,-0.0004934070631105181,2,grade=A,,False,single-add cardinality restoration diagnostic only
148093852,4300.0,71.49706861265015,True,True,False,-0.0007178572219488366,2,grade=A,,False,single-add cardinality restoration diagnostic only
150282679,4000.0,71.38706006046834,True,True,False,-0.0006661221496996328,2,grade=A,,False,single-add cardinality restoration diagnostic only
134562117,6000.0,71.32075636787201,True,True,False,-0.0010103324040812156,2,grade=A,,False,single-add cardinality restoration diagnostic only
145627846,6000.0,70.75132415877016,True,True,False,-0.0010103324040812156,2,grade=A,,False,single-add cardinality restoration diagnostic only
145268669,6000.0,70.75132415877016,True,True,False,-0.0010103324040812156,2,grade=A,,False,single-add cardinality restoration diagnostic only
160785195,4500.0,70.67940436560171,True,True,False,-0.0007523269334022142,2,grade=A,,False,single-add cardinality restoration diagnostic only
127848014,5000.0,70.58355451103182,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
149354663,6400.0,70.5453884000645,True,True,False,-0.0010789800488130163,2,grade=A,,False,single-add cardinality restoration diagnostic only
131534924,4200.0,70.52990022615485,True,True,False,-0.0007006162666478577,2,grade=A,,False,single-add cardinality restoration diagnostic only
143586038,5000.0,70.29723486354378,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
136430206,5000.0,70.12291704985842,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
131976720,5250.0,69.94062227759504,True,True,False,-0.0008814436656801039,2,grade=A,,False,single-add cardinality restoration diagnostic only
160231820,3600.0,69.92879155120968,True,True,False,-0.0005970850500706115,2,grade=A,,False,single-add cardinality restoration diagnostic only
139195710,5000.0,69.66937220635155,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
138583746,5000.0,69.66937220635155,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
136719409,5000.0,69.66937220635155,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
147048956,4000.0,69.5675494391801,True,True,False,-0.0006661221496996328,2,grade=A,,False,single-add cardinality restoration diagnostic only
145847891,4000.0,69.5675494391801,True,True,False,-0.0006661221496996328,2,grade=A,,False,single-add cardinality restoration diagnostic only
130791260,2900.0,69.4776485933445,True,True,False,-0.00047611310735728996,2,grade=A,,False,single-add cardinality restoration diagnostic only
130027092,5300.0,69.28084468117899,True,True,False,-0.0008900433346974435,2,grade=A,,False,single-add cardinality restoration diagnostic only
141146902,6500.0,69.24174416947315,True,True,False,-0.0010961318644572282,2,grade=A,,False,single-add cardinality restoration diagnostic only
126659969,3500.0,68.92446240538898,True,True,False,-0.0005798155863887544,2,grade=A,,False,single-add cardinality restoration diagnostic only
139362001,3300.0,68.899764463457,True,True,False,-0.0005452644223880032,2,grade=A,,False,single-add cardinality restoration diagnostic only
169379170,5000.0,68.59417520094799,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
165578867,4000.0,68.47198337957418,True,True,False,-0.0006661221496996328,2,grade=A,,False,single-add cardinality restoration diagnostic only
145977956,3000.0,68.37566207938511,True,True,False,-0.0004934070631105181,2,grade=A,,False,single-add cardinality restoration diagnostic only
160798911,6500.0,68.25404992101342,True,True,False,-0.0010961318644572282,2,grade=A,,False,single-add cardinality restoration diagnostic only
143399545,5000.0,68.09562599536666,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
129807928,5200.0,67.97365893247756,True,True,False,-0.0008728429833573248,2,grade=A,,False,single-add cardinality restoration diagnostic only
163629859,5225.0,67.72177736013315,True,True,False,-0.000877143451193052,2,grade=A,,False,single-add cardinality restoration diagnostic only
170748364,4000.0,67.40646916562321,True,True,False,-0.0006661221496996328,2,grade=A,,False,single-add cardinality restoration diagnostic only
136923445,4800.0,67.31800036786407,True,True,False,-0.0008040010242819084,2,grade=A,,False,single-add cardinality restoration diagnostic only
145513171,5000.0,66.93191051858811,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
145206106,5000.0,66.93191051858811,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
154692551,5200.0,66.91785671437121,True,True,False,-0.0008728429833573248,2,grade=A,,False,single-add cardinality restoration diagnostic only
156868279,3600.0,66.62211886588744,True,True,False,-0.0005970850500706115,2,grade=A,,False,single-add cardinality restoration diagnostic only
133007595,5000.0,66.6101164548524,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
148178051,3200.0,66.59277322665965,True,True,False,-0.0005279827191786435,2,grade=A,,False,single-add cardinality restoration diagnostic only
147774190,4000.0,66.5089010350234,True,True,False,-0.0006661221496996328,2,grade=A,,False,single-add cardinality restoration diagnostic only
164875488,3000.0,66.49988425124407,True,True,False,-0.0004934070631105181,2,grade=A,,False,single-add cardinality restoration diagnostic only
145156323,3500.0,66.45233736301165,True,True,False,-0.0005798155863887544,2,grade=A,,False,single-add cardinality restoration diagnostic only
153510024,6000.0,66.24296893328547,True,True,False,-0.0010103324040812156,2,grade=A,,False,single-add cardinality restoration diagnostic only
152090780,6000.0,66.24296893328547,True,True,False,-0.0010103324040812156,2,grade=A,,False,single-add cardinality restoration diagnostic only
139447470,3500.0,66.23018037609212,True,True,False,-0.0005798155863887544,2,grade=A,,False,single-add cardinality restoration diagnostic only
141873914,3500.0,66.18365116362574,True,True,False,-0.0005798155863887544,2,grade=A,,False,single-add cardinality restoration diagnostic only
141730879,3500.0,66.18365116362574,True,True,False,-0.0005798155863887544,2,grade=A,,False,single-add cardinality restoration diagnostic only
153138303,3000.0,66.12148446664277,True,True,False,-0.0004934070631105181,2,grade=A,,False,single-add cardinality restoration diagnostic only
145788202,5000.0,66.04786972664262,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
158764455,3000.0,65.87031800071871,True,True,False,-0.0004934070631105181,2,grade=A,,False,single-add cardinality restoration diagnostic only
156899870,2750.0,65.74189635588623,True,True,False,-0.00045016451000501334,2,grade=A,,False,single-add cardinality restoration diagnostic only
155875075,5700.0,65.63420381886374,True,True,False,-0.0009588042293235954,2,grade=A,,False,single-add cardinality restoration diagnostic only
156597278,4500.0,65.63328412456386,True,True,False,-0.0007523269334022142,2,grade=A,,False,single-add cardinality restoration diagnostic only
149052668,4500.0,65.53653543524574,True,True,False,-0.0007523269334022142,2,grade=A,,False,single-add cardinality restoration diagnostic only
129815833,5000.0,65.35928743507453,True,True,False,-0.0008384301174304554,2,grade=A,,False,single-add cardinality restoration diagnostic only
157511702,3000.0,65.29036045289928,True,True,False,-0.0004934070631105181,2,grade=A,,False,single-add cardinality restoration diagnostic only
135723402,4000.0,65.03423940975689,True,True,False,-0.0006661221496996328,2,grade=A,,False,single-add cardinality restoration diagnostic only
128737736,6000.0,65.01891165088757,True,True,False,-0.0010103324040812156,2,grade=A,,False,single-add cardinality restoration diagnostic only
128125144,6000.0,65.01891165088757,True,True,False,-0.0010103324040812156,2,grade=A,,False,single-add cardinality restoration diagnostic only
157156774,2800.0,64.94258185424991,True,True,False,-0.00045881506452682963,2,grade=A,,False,single-add cardinality restoration diagnostic only
136634419,4000.0,64.67900887819548,True,True,False,-0.0006661221496996328,2,grade=A,,False,single-add cardinality restoration diagnostic only
