policy_id,regime_v63,scenario_row,scenario_loss_v63,scenario_return_v63
v63_source_repair_return_guarded_repair,return_guarded_repair,27,87863.71448192313,-30670.927386434483
v63_source_repair_return_guarded_repair,return_guarded_repair,28,53053.13826747881,2103.6000796958874
v63_source_repair_return_guarded_repair,return_guarded_repair,29,77475.3348191548,-20839.576693719355
v63_source_repair_return_guarded_repair,return_guarded_repair,30,92813.26061679797,-35321.343238209614
v63_source_repair_return_guarded_repair,return_guarded_repair,31,105387.45311595444,-47580.54140040995
v63_source_repair_return_guarded_repair,return_guarded_repair,32,56856.31407353531,-1513.6312751662185
v63_source_repair_return_guarded_repair,return_guarded_repair,33,77268.16662334421,-20678.84082866573
v63_source_repair_return_guarded_repair,return_guarded_repair,34,100985.37393467984,-43221.10994288482
v63_source_repair_return_guarded_repair,return_guarded_repair,35,77128.4948263622,-20355.541715488504
v63_source_repair_return_guarded_repair,return_guarded_repair,36,50493.853380455665,4483.791205965643
v63_source_repair_return_guarded_repair,return_guarded_repair,37,56101.20502050044,-621.6551376517712
v63_source_repair_return_guarded_repair,return_guarded_repair,38,103148.78592002673,-45307.83220273304
v63_source_repair_return_guarded_repair,return_guarded_repair,39,93508.18557107476,-36126.512688291856
v63_source_repair_return_guarded_repair,return_guarded_repair,40,54676.97906638022,577.2617755254456
v63_source_repair_return_guarded_repair,return_guarded_repair,41,70140.86754715632,-13847.153251146283
v63_source_repair_return_guarded_repair,return_guarded_repair,42,92634.45861969204,-35141.86018166411
v63_source_repair_return_guarded_repair,return_guarded_repair,43,71644.17459372935,-15106.589569087691
v63_source_repair_return_guarded_repair,return_guarded_repair,44,67195.40111103903,-11214.051152680566
v63_source_repair_return_guarded_repair,return_guarded_repair,45,74349.8143146319,-17863.102113531433
v63_source_repair_return_guarded_repair,return_guarded_repair,46,97632.20240103213,-39968.50675667235
v63_source_repair_return_guarded_repair,return_guarded_repair,47,83554.77204619235,-26519.655708974115
v63_source_repair_return_guarded_repair,return_guarded_repair,48,62540.07805351998,-6868.5355366561735
v63_source_repair_return_guarded_repair,return_guarded_repair,49,64530.62849525773,-8528.05634576696
v63_source_repair_return_guarded_repair,return_guarded_repair,50,94417.96824879633,-36866.79964190136
v63_source_repair_return_guarded_repair,return_guarded_repair,51,92675.17620161957,-35297.83486023651
v63_source_repair_return_guarded_repair,return_guarded_repair,52,63479.490633347785,-7729.041354726525
v63_source_repair_return_guarded_repair,return_guarded_repair,53,61007.71679791539,-5254.499724933925
v63_source_repair_return_guarded_repair,return_guarded_repair,54,120188.22399467778,-61840.26034186098
v63_source_repair_return_guarded_repair,return_guarded_repair,55,69736.8231625295,-13332.777993256768
v63_source_repair_return_guarded_repair,return_guarded_repair,56,54407.72313027589,775.5986172688812
v63_source_repair_return_guarded_repair,return_guarded_repair,57,66473.98061789677,-10381.038782389833
v63_source_repair_return_guarded_repair,return_guarded_repair,58,97366.73926128111,-39719.945631034614
v63_source_repair_return_guarded_repair,return_guarded_repair,59,66149.90585934748,-9912.410124626938
v63_source_repair_return_guarded_repair,return_guarded_repair,60,61195.762555072324,-5559.121623957963
v63_source_repair_return_guarded_repair,return_guarded_repair,61,76206.09975972018,-19635.31692576458
v63_source_repair_return_guarded_repair,return_guarded_repair,62,89314.20704859648,-31940.84197679701
v63_source_repair_return_guarded_repair,return_guarded_repair,63,91055.77625063986,-33754.56026503313
v63_source_repair_return_guarded_repair,return_guarded_repair,64,50890.92205798866,4093.569766167004
v63_source_repair_return_guarded_repair,return_guarded_repair,65,68299.79527446869,-12122.084283523822
v63_source_repair_return_guarded_repair,return_guarded_repair,66,108494.0891042227,-50474.531453810894
v63_source_repair_return_guarded_repair,return_guarded_repair,67,85069.6919527083,-27990.452003058977
v63_source_repair_return_guarded_repair,return_guarded_repair,68,56158.66633076107,-813.9123949799327
v63_source_repair_return_guarded_repair,return_guarded_repair,69,61068.226563988595,-5244.600699317991
v63_source_repair_return_guarded_repair,return_guarded_repair,70,104849.49190000923,-46953.93596490743
v63_source_repair_return_guarded_repair,return_guarded_repair,71,61523.21797336822,-5511.759111334189
v63_source_repair_return_guarded_repair,return_guarded_repair,72,56210.774070377505,-887.8708797382952
v63_source_repair_return_guarded_repair,return_guarded_repair,73,67050.5532746785,-10903.276467044656
v63_source_repair_return_guarded_repair,return_guarded_repair,74,101088.73965862351,-43331.354239569315
v63_source_repair_return_guarded_repair,return_guarded_repair,75,79962.81784541765,-23068.956020069174
v63_source_repair_return_guarded_repair,return_guarded_repair,76,73610.7607905228,-17324.68877723847
v63_source_repair_return_guarded_repair,return_guarded_repair,77,91517.06902859881,-34330.80989448166
v63_source_repair_return_guarded_repair,return_guarded_repair,78,103859.67307764803,-45988.015248564945
v63_source_repair_return_guarded_repair,return_guarded_repair,79,82388.26936974315,-25401.333569345552
v63_source_repair_return_guarded_repair,return_guarded_repair,80,65287.45469401386,-9416.513702217486
v63_source_repair_return_guarded_repair,return_guarded_repair,81,76698.8615708531,-20121.85923557449
v63_source_repair_return_guarded_repair,return_guarded_repair,82,97383.94204029195,-39740.862591240555
v63_source_repair_return_guarded_repair,return_guarded_repair,83,86446.13295101825,-29351.041850485297
v63_source_repair_return_guarded_repair,return_guarded_repair,84,72737.65217193966,-16475.68202208768
v63_source_repair_return_guarded_repair,return_guarded_repair,85,62901.241286965516,-6980.966721073992
v63_source_repair_return_guarded_repair,return_guarded_repair,86,101292.39933367129,-43512.77256080058
v63_source_repair_return_guarded_repair,return_guarded_repair,87,81917.90344328184,-24944.964612944877
v63_source_repair_return_guarded_repair,return_guarded_repair,88,53759.7121488494,1384.5042654208662
v63_source_repair_return_guarded_repair,return_guarded_repair,89,56800.83133403844,-1322.0019027079554
v63_source_repair_return_guarded_repair,return_guarded_repair,90,110906.47402647647,-52820.80176813558
v63_source_repair_return_guarded_repair,return_guarded_repair,91,74717.18247622332,-18041.526767486463
v63_source_repair_return_guarded_repair,return_guarded_repair,92,47824.34004569874,6921.848217386079
v63_source_repair_return_guarded_repair,return_guarded_repair,93,64108.97077789265,-8152.922320261554
v63_source_repair_return_guarded_repair,return_guarded_repair,94,104057.19160596993,-46185.32080132819
v63_source_repair_return_guarded_repair,return_guarded_repair,95,92286.69814893053,-34927.29376627919
v63_source_repair_return_guarded_repair,return_guarded_repair,96,61972.79545659668,-6276.758027687802
v63_source_repair_return_guarded_repair,return_guarded_repair,97,58250.34880648385,-2599.531064949372
v63_source_repair_return_guarded_repair,return_guarded_repair,98,101072.71126948325,-43297.47262443085
v63_source_repair_return_guarded_repair,return_guarded_repair,99,95575.29663009972,-38102.91411615411
v63_source_repair_return_guarded_repair,return_guarded_repair,100,56347.59817958208,-1006.2963951205329
v63_source_repair_return_guarded_repair,return_guarded_repair,101,68982.75699325469,-12744.374063075431
v63_source_repair_return_guarded_repair,return_guarded_repair,102,100419.76861628189,-42675.779541901975
v63_source_repair_return_guarded_repair,return_guarded_repair,103,77199.48241902755,-20427.18493861147
v63_source_repair_return_guarded_repair,return_guarded_repair,104,49019.47688716557,5819.699215867523
v63_source_repair_return_guarded_repair,return_guarded_repair,105,75950.0319592113,-19393.80835574879
v63_source_repair_return_guarded_repair,return_guarded_repair,106,85453.78634653696,-28225.999156858656
v63_source_repair_return_guarded_repair,return_guarded_repair,107,82020.73605885394,-25039.81034234485
v63_source_repair_return_guarded_repair,return_guarded_repair,108,63407.73814925189,-7621.703243219141
v63_source_repair_return_guarded_repair,return_guarded_repair,109,69193.87846229282,-12951.970355622932
v63_source_repair_return_guarded_repair,return_guarded_repair,110,95142.85472634256,-37573.168893345886
v63_source_repair_return_guarded_repair,return_guarded_repair,111,67791.20466394356,-11569.018427969071
v63_source_repair_return_guarded_repair,return_guarded_repair,112,65373.19613756292,-9479.141756658624
v63_source_repair_return_guarded_repair,return_guarded_repair,113,78846.08252126147,-22146.48403102223
v63_source_repair_return_guarded_repair,return_guarded_repair,114,107827.06989509054,-49837.23030796343
v63_source_repair_return_guarded_repair,return_guarded_repair,115,67447.26907508298,-11139.01281414662
v63_source_repair_return_guarded_repair,return_guarded_repair,116,54996.7595173832,282.29009013068014
v63_source_repair_return_guarded_repair,return_guarded_repair,117,68964.68946407978,-12749.720998720959
v63_source_repair_return_guarded_repair,return_guarded_repair,118,88228.27092405404,-30917.323826619784
v63_source_repair_return_guarded_repair,return_guarded_repair,119,86224.59303195248,-29083.776515765323
v63_source_repair_return_guarded_repair,return_guarded_repair,120,63364.65029884787,-7647.293142073323
v63_source_repair_return_guarded_repair,return_guarded_repair,121,68996.28784340504,-12765.348294403198
v63_source_repair_return_guarded_repair,return_guarded_repair,122,97356.17638744885,-39706.1924100845
v63_source_repair_return_guarded_repair,return_guarded_repair,123,87180.17652688877,-30001.41701741363
v63_source_repair_return_guarded_repair,return_guarded_repair,124,56738.59519552822,-1366.2385336085065
v63_source_repair_return_guarded_repair,return_guarded_repair,125,67282.60604693498,-11150.199160291715
v63_source_repair_return_guarded_repair,return_guarded_repair,126,96019.15045129381,-38411.425433932745
v63_source_repair_return_guarded_repair,return_guarded_repair,127,78494.13307375027,-21657.80943833903
v63_source_repair_tail_balanced_repair,tail_balanced_repair,0,64308.1346764408,-3040.6485598823606
v63_source_repair_tail_balanced_repair,tail_balanced_repair,1,97905.5212835623,-34909.35044157861
v63_source_repair_tail_balanced_repair,tail_balanced_repair,2,139859.76615523532,-75371.55841516453
v63_source_repair_tail_balanced_repair,tail_balanced_repair,3,91402.2321639543,-28482.63026507934
v63_source_repair_tail_balanced_repair,tail_balanced_repair,4,94195.24109992471,-31470.418744375755
v63_source_repair_tail_balanced_repair,tail_balanced_repair,5,85533.06381677193,-23011.539911540065
v63_source_repair_tail_balanced_repair,tail_balanced_repair,6,113138.7744278425,-49383.592354841494
v63_source_repair_tail_balanced_repair,tail_balanced_repair,7,95861.72456193362,-32851.548042694645
v63_source_repair_tail_balanced_repair,tail_balanced_repair,8,77393.28961674261,-15372.86744448803
v63_source_repair_tail_balanced_repair,tail_balanced_repair,9,74969.70881567194,-12948.136526557226
v63_source_repair_tail_balanced_repair,tail_balanced_repair,10,169516.4930747988,-104418.80380582587
v63_source_repair_tail_balanced_repair,tail_balanced_repair,11,120515.2040780008,-56646.62171147421
v63_source_repair_tail_balanced_repair,tail_balanced_repair,12,70498.44363622705,-8867.560436466058
v63_source_repair_tail_balanced_repair,tail_balanced_repair,13,86591.47278689785,-24014.975888410932
v63_source_repair_tail_balanced_repair,tail_balanced_repair,14,126748.46069683,-62588.30699534182
v63_source_repair_tail_balanced_repair,tail_balanced_repair,15,95180.97110607362,-32154.39656685947
v63_source_repair_tail_balanced_repair,tail_balanced_repair,16,75525.26030967025,-13617.824353796874
v63_source_repair_tail_balanced_repair,tail_balanced_repair,17,82385.04723585502,-19980.89007847928
v63_source_repair_tail_balanced_repair,tail_balanced_repair,18,108442.13405076886,-44874.54842609376
v63_source_repair_tail_balanced_repair,tail_balanced_repair,19,111788.57236150408,-48209.80156550916
v63_source_repair_tail_balanced_repair,tail_balanced_repair,20,72246.58142134218,-10586.711608023956
v63_source_repair_tail_balanced_repair,tail_balanced_repair,21,91768.9622742484,-29027.647652535554
v63_source_repair_tail_balanced_repair,tail_balanced_repair,22,130760.30453183145,-66493.94032355875
v63_source_repair_tail_balanced_repair,tail_balanced_repair,23,113926.74375745286,-50269.575419011366
v63_source_repair_tail_balanced_repair,tail_balanced_repair,24,71217.72648453983,-9552.497312866346
v63_source_repair_tail_balanced_repair,tail_balanced_repair,25,79655.5988147305,-17412.934747578944
v63_source_repair_tail_balanced_repair,tail_balanced_repair,26,120073.13018212306,-56133.68681614984
v63_source_repair_tail_balanced_repair,tail_balanced_repair,27,115816.18527494077,-52135.87966989062
v63_source_repair_tail_balanced_repair,tail_balanced_repair,28,68165.90164933167,-6614.722597252297
v63_source_repair_tail_balanced_repair,tail_balanced_repair,29,100702.00130946733,-37603.9494242707
v63_source_repair_tail_balanced_repair,tail_balanced_repair,30,122538.71784892661,-58558.320087497144
v63_source_repair_tail_balanced_repair,tail_balanced_repair,31,136906.71086668383,-72635.92921301369
v63_source_repair_tail_balanced_repair,tail_balanced_repair,32,71137.88435954733,-9459.6770797143
v63_source_repair_tail_balanced_repair,tail_balanced_repair,33,99921.19428002814,-36895.33450149119
v63_source_repair_tail_balanced_repair,tail_balanced_repair,34,131355.22284935424,-67120.49038749636
v63_source_repair_tail_balanced_repair,tail_balanced_repair,35,101275.61327213177,-38034.96809965565
v63_source_repair_tail_balanced_repair,tail_balanced_repair,36,65655.38092658404,-4267.349670910748
v63_source_repair_tail_balanced_repair,tail_balanced_repair,37,71263.70297736042,-9436.168632964278
v63_source_repair_tail_balanced_repair,tail_balanced_repair,38,132140.7551902744,-67871.30026239554
v63_source_repair_tail_balanced_repair,tail_balanced_repair,39,117751.25960242785,-53964.6345286123
v63_source_repair_tail_balanced_repair,tail_balanced_repair,40,71362.22738827472,-9686.702242262772
v63_source_repair_tail_balanced_repair,tail_balanced_repair,41,90635.8048462846,-27908.77383799506
v63_source_repair_tail_balanced_repair,tail_balanced_repair,42,120104.6615690655,-56151.11192377543
v63_source_repair_tail_balanced_repair,tail_balanced_repair,43,91310.13146465084,-28373.320878620794
v63_source_repair_tail_balanced_repair,tail_balanced_repair,44,86905.76440843687,-24470.809202614266
v63_source_repair_tail_balanced_repair,tail_balanced_repair,45,95118.73615387791,-32208.887262003198
v63_source_repair_tail_balanced_repair,tail_balanced_repair,46,125193.48465229533,-61078.433204609755
v63_source_repair_tail_balanced_repair,tail_balanced_repair,47,106651.69384716122,-43200.16260560029
v63_source_repair_tail_balanced_repair,tail_balanced_repair,48,79861.8863028347,-17802.686842819247
v63_source_repair_tail_balanced_repair,tail_balanced_repair,49,82851.97703098037,-20443.61240585928
v63_source_repair_tail_balanced_repair,tail_balanced_repair,50,120876.36119037602,-56884.74715606469
v63_source_repair_tail_balanced_repair,tail_balanced_repair,51,118804.08419725898,-54984.95350231674
v63_source_repair_tail_balanced_repair,tail_balanced_repair,52,80601.47728085499,-18467.96179373264
v63_source_repair_tail_balanced_repair,tail_balanced_repair,53,77081.39244719592,-14975.744223853522
v63_source_repair_tail_balanced_repair,tail_balanced_repair,54,153614.4618086772,-88818.66678991882
v63_source_repair_tail_balanced_repair,tail_balanced_repair,55,88418.40755963742,-25642.489452082304
v63_source_repair_tail_balanced_repair,tail_balanced_repair,56,68729.46167927107,-7208.768822230012
v63_source_repair_tail_balanced_repair,tail_balanced_repair,57,86166.9105147496,-23644.46955351002
v63_source_repair_tail_balanced_repair,tail_balanced_repair,58,126079.23622468751,-61981.55701734248
v63_source_repair_tail_balanced_repair,tail_balanced_repair,59,84541.40228948365,-21923.223540789488
v63_source_repair_tail_balanced_repair,tail_balanced_repair,60,80052.91347243325,-17987.734344127108
v63_source_repair_tail_balanced_repair,tail_balanced_repair,61,101925.24196132291,-38846.73830120662
v63_source_repair_tail_balanced_repair,tail_balanced_repair,62,115287.35402152245,-51468.45820578649
v63_source_repair_tail_balanced_repair,tail_balanced_repair,63,114954.62924634089,-51255.87170256545
v63_source_repair_tail_balanced_repair,tail_balanced_repair,64,65235.31795194682,-3889.745689587625
v63_source_repair_tail_balanced_repair,tail_balanced_repair,65,86272.06818859505,-23711.511822713866
v63_source_repair_tail_balanced_repair,tail_balanced_repair,66,138162.00138805818,-73707.53466530639
v63_source_repair_tail_balanced_repair,tail_balanced_repair,67,106312.74816823372,-42855.63309677574
v63_source_repair_tail_balanced_repair,tail_balanced_repair,68,72639.17199727849,-10894.567606777004
v63_source_repair_tail_balanced_repair,tail_balanced_repair,69,78560.62899769715,-16332.541794318138
v63_source_repair_tail_balanced_repair,tail_balanced_repair,70,134533.48755059767,-70187.09657952086
v63_source_repair_tail_balanced_repair,tail_balanced_repair,71,79065.38345529784,-16665.88401470029
v63_source_repair_tail_balanced_repair,tail_balanced_repair,72,73159.10845918652,-11428.534902782394
v63_source_repair_tail_balanced_repair,tail_balanced_repair,73,88238.87729302855,-25629.72016303746
v63_source_repair_tail_balanced_repair,tail_balanced_repair,74,126426.58036629064,-62287.27732076143
v63_source_repair_tail_balanced_repair,tail_balanced_repair,75,103377.68276700685,-40049.79875468373
v63_source_repair_tail_balanced_repair,tail_balanced_repair,76,93583.94560218333,-30882.47667522291
v63_source_repair_tail_balanced_repair,tail_balanced_repair,77,119062.77560087151,-55385.26854950817
v63_source_repair_tail_balanced_repair,tail_balanced_repair,78,132026.17828224215,-67719.73681423288
v63_source_repair_tail_balanced_repair,tail_balanced_repair,79,107767.9930713933,-44319.698127612086
v63_source_repair_tail_balanced_repair,tail_balanced_repair,80,86975.43141152352,-24612.090245401047
v63_source_repair_tail_balanced_repair,tail_balanced_repair,81,96884.77894725707,-33908.071545232124
v63_source_repair_tail_balanced_repair,tail_balanced_repair,82,122623.10244077595,-58577.95121316777
v63_source_repair_tail_balanced_repair,tail_balanced_repair,83,107501.9575571809,-44054.639851856315
v63_source_repair_tail_balanced_repair,tail_balanced_repair,84,95150.84663336919,-32415.95247147648
v63_source_repair_tail_balanced_repair,tail_balanced_repair,85,83031.86211922395,-20646.387902626517
v63_source_repair_tail_balanced_repair,tail_balanced_repair,86,130806.48966484748,-66565.55322316352
v63_source_repair_tail_balanced_repair,tail_balanced_repair,87,105768.07824010157,-42364.02551578472
v63_source_repair_tail_balanced_repair,tail_balanced_repair,88,69390.30511945013,-7863.9925302602305
v63_source_repair_tail_balanced_repair,tail_balanced_repair,89,71551.28348298643,-9748.560867947015
v63_source_repair_tail_balanced_repair,tail_balanced_repair,90,142891.46129571836,-78338.75896356354
v63_source_repair_tail_balanced_repair,tail_balanced_repair,91,96637.20651371016,-33533.78946806147
v63_source_repair_tail_balanced_repair,tail_balanced_repair,92,61097.972049748154,9.170346282579573
v63_source_repair_tail_balanced_repair,tail_balanced_repair,93,82121.54306139222,-19770.737453079626
v63_source_repair_tail_balanced_repair,tail_balanced_repair,94,134906.89014473918,-70567.8084967123
v63_source_repair_tail_balanced_repair,tail_balanced_repair,95,120312.39391943226,-56480.32926840859
v63_source_repair_tail_balanced_repair,tail_balanced_repair,96,79890.12914262613,-17780.791607648163
v63_source_repair_tail_balanced_repair,tail_balanced_repair,97,75411.89241724326,-13356.238421597573
v63_source_repair_tail_balanced_repair,tail_balanced_repair,98,130274.96842517622,-66053.87249976699
v63_source_repair_tail_balanced_repair,tail_balanced_repair,99,124937.95018239062,-60985.36565870962
v63_source_repair_tail_balanced_repair,tail_balanced_repair,100,72086.27139949177,-10360.224578735462
v63_source_repair_tail_balanced_repair,tail_balanced_repair,101,87713.48123259572,-25083.335727469617
v63_source_repair_tail_balanced_repair,tail_balanced_repair,102,126253.72603211718,-62109.57800470416
v63_source_repair_tail_balanced_repair,tail_balanced_repair,103,101312.34397698214,-38077.02566971772
v63_source_repair_tail_balanced_repair,tail_balanced_repair,104,62516.85244345593,-1331.6745406571856
v63_source_repair_tail_balanced_repair,tail_balanced_repair,105,97289.52785345951,-34306.334866479
v63_source_repair_tail_balanced_repair,tail_balanced_repair,106,110680.71905357543,-47002.318938481956
v63_source_repair_tail_balanced_repair,tail_balanced_repair,107,107004.37241556878,-43563.34576548176
v63_source_repair_tail_balanced_repair,tail_balanced_repair,108,81601.34763318773,-19393.722918475487
v63_source_repair_tail_balanced_repair,tail_balanced_repair,109,89600.58198473023,-26925.579703550935
v63_source_repair_tail_balanced_repair,tail_balanced_repair,110,121299.9452060949,-57298.91352234318
v63_source_repair_tail_balanced_repair,tail_balanced_repair,111,84870.05398420386,-22325.9956668035
v63_source_repair_tail_balanced_repair,tail_balanced_repair,112,84928.95730534826,-22585.694796895976
v63_source_repair_tail_balanced_repair,tail_balanced_repair,113,103116.22752442813,-39952.398595491
v63_source_repair_tail_balanced_repair,tail_balanced_repair,114,137814.41510378805,-73389.80769810555
v63_source_repair_tail_balanced_repair,tail_balanced_repair,115,86590.17126072643,-23882.989423494953
v63_source_repair_tail_balanced_repair,tail_balanced_repair,116,70285.35843254786,-8620.763980466436
v63_source_repair_tail_balanced_repair,tail_balanced_repair,117,88543.448670182,-25915.88930238767
v63_source_repair_tail_balanced_repair,tail_balanced_repair,118,111815.16322163159,-48097.93137258149
v63_source_repair_tail_balanced_repair,tail_balanced_repair,119,112194.18856556389,-48596.39793227583
v63_source_repair_tail_balanced_repair,tail_balanced_repair,120,80539.92986296008,-18447.892743400622
v63_source_repair_tail_balanced_repair,tail_balanced_repair,121,89161.31219007961,-26501.336666543222
v63_source_repair_tail_balanced_repair,tail_balanced_repair,122,127745.0373923693,-63608.39745454741
v63_source_repair_tail_balanced_repair,tail_balanced_repair,123,111451.68221145683,-47834.29909730651
v63_source_repair_tail_balanced_repair,tail_balanced_repair,124,72968.8997295273,-11189.48380021509
v63_source_repair_tail_balanced_repair,tail_balanced_repair,125,85340.01130422065,-22821.97593006405
v63_source_repair_tail_balanced_repair,tail_balanced_repair,126,121075.35387715891,-57052.54546025351
v63_source_repair_tail_balanced_repair,tail_balanced_repair,127,102765.63104663746,-39470.07158747727
v63_source_repair_diversity_first_repair,diversity_first_repair,0,82278.50409542354,-12955.97498489487
v63_source_repair_diversity_first_repair,diversity_first_repair,1,123837.99787649947,-52747.09266904841
v63_source_repair_diversity_first_repair,diversity_first_repair,2,176764.31269990175,-104155.35874041556
v63_source_repair_diversity_first_repair,diversity_first_repair,3,115136.8159767919,-44163.91487530978
v63_source_repair_diversity_first_repair,diversity_first_repair,4,120325.78179121557,-49474.50939940975
v63_source_repair_diversity_first_repair,diversity_first_repair,5,108216.08479978246,-37625.93114552112
v63_source_repair_diversity_first_repair,diversity_first_repair,6,141521.90674881166,-69700.32636558222
v63_source_repair_diversity_first_repair,diversity_first_repair,7,120619.28214925874,-49560.68067943176
v63_source_repair_diversity_first_repair,diversity_first_repair,8,95972.98143258043,-25934.67817435566
v63_source_repair_diversity_first_repair,diversity_first_repair,9,93879.59130211938,-23840.399617906547
v63_source_repair_diversity_first_repair,diversity_first_repair,10,212007.36448749786,-138820.64771954025
v63_source_repair_diversity_first_repair,diversity_first_repair,11,151889.86562286448,-79917.6587532247
v63_source_repair_diversity_first_repair,diversity_first_repair,12,91038.57865019952,-21317.60703174444
v63_source_repair_diversity_first_repair,diversity_first_repair,13,109350.32674534612,-38704.59882476773
v63_source_repair_diversity_first_repair,diversity_first_repair,14,159924.36783858773,-87653.8038776349
v63_source_repair_diversity_first_repair,diversity_first_repair,15,121713.79439253225,-50581.565441739374
v63_source_repair_diversity_first_repair,diversity_first_repair,16,96037.93567296652,-26053.284072501767
v63_source_repair_diversity_first_repair,diversity_first_repair,17,102702.38713222512,-32274.760434873668
v63_source_repair_diversity_first_repair,diversity_first_repair,18,134220.7645022014,-62621.889994000456
v63_source_repair_diversity_first_repair,diversity_first_repair,19,144268.51895987196,-72545.90846347284
v63_source_repair_diversity_first_repair,diversity_first_repair,20,95631.07461054898,-25830.576188671283
v63_source_repair_diversity_first_repair,diversity_first_repair,21,118428.31738750523,-47556.46770381971
v63_source_repair_diversity_first_repair,diversity_first_repair,22,164444.22196023827,-92083.27814310536
v63_source_repair_diversity_first_repair,diversity_first_repair,23,145425.35926664685,-73647.82052974863
v63_source_repair_diversity_first_repair,diversity_first_repair,24,91591.50421822035,-21840.325047774757
v63_source_repair_diversity_first_repair,diversity_first_repair,25,100584.73221751246,-30294.34600782494
v63_source_repair_diversity_first_repair,diversity_first_repair,26,154516.12213194565,-82424.37693674
v63_source_repair_diversity_first_repair,diversity_first_repair,27,150469.58927145353,-78631.05140929905
v63_source_repair_diversity_first_repair,diversity_first_repair,28,86140.88521177278,-16546.40293540903
v63_source_repair_diversity_first_repair,diversity_first_repair,29,128575.66253537474,-57355.23963542722
v63_source_repair_diversity_first_repair,diversity_first_repair,30,158907.8410426975,-86772.84070051322
v63_source_repair_diversity_first_repair,diversity_first_repair,31,175121.7595199647,-102724.07304217595
v63_source_repair_diversity_first_repair,diversity_first_repair,32,87701.96398167915,-18043.6337651793
v63_source_repair_diversity_first_repair,diversity_first_repair,33,126690.60636472494,-55565.78537026701
v63_source_repair_diversity_first_repair,diversity_first_repair,34,168091.4915174958,-95721.67349048171
v63_source_repair_diversity_first_repair,diversity_first_repair,35,130219.49453663226,-58854.154436160774
v63_source_repair_diversity_first_repair,diversity_first_repair,36,83909.29395623776,-14464.61535447142
v63_source_repair_diversity_first_repair,diversity_first_repair,37,89736.50929521144,-19885.470040601693
v63_source_repair_diversity_first_repair,diversity_first_repair,38,167297.6788385979,-94922.60615708186
v63_source_repair_diversity_first_repair,diversity_first_repair,39,147585.3743690007,-75712.91965340584
v63_source_repair_diversity_first_repair,diversity_first_repair,40,91807.44458444876,-22049.69282320509
v63_source_repair_diversity_first_repair,diversity_first_repair,41,115426.63445483305,-44605.3006301716
v63_source_repair_diversity_first_repair,diversity_first_repair,42,153763.90909365058,-81673.83566986743
v63_source_repair_diversity_first_repair,diversity_first_repair,43,114311.16867362625,-43327.02183596296
v63_source_repair_diversity_first_repair,diversity_first_repair,44,110960.0228561143,-40411.354304718334
v63_source_repair_diversity_first_repair,diversity_first_repair,45,120869.21565570995,-49857.68165228117
v63_source_repair_diversity_first_repair,diversity_first_repair,46,159199.2271821681,-86955.36740332805
