artifact,kind,version_guess,path,exists,bytes
paper4_tail_penalty_lp_allocations.parquet,table,unversioned,paper4/tables/paper4_tail_penalty_lp_allocations.parquet,True,29122
paper4_tail_penalty_lp_search.csv,table,unversioned,paper4/tables/paper4_tail_penalty_lp_search.csv,True,2820
paper4_tail_risk_selector_results.csv,table,unversioned,paper4/tables/paper4_tail_risk_selector_results.csv,True,39615
paper4_v10_blocker_dashboard.csv,table,v10,paper4/tables/paper4_v10_blocker_dashboard.csv,True,1411
paper4_v10_causal_dossier.csv,table,v10,paper4/tables/paper4_v10_causal_dossier.csv,True,617
paper4_v10_causal_stress_tests.csv,table,v10,paper4/tables/paper4_v10_causal_stress_tests.csv,True,295
paper4_v10_claim_artifact_matrix.csv,table,v10,paper4/tables/paper4_v10_claim_artifact_matrix.csv,True,1995
paper4_v10_cvar_expanded_allocations.parquet,table,v10,paper4/tables/paper4_v10_cvar_expanded_allocations.parquet,True,908153
paper4_v10_cvar_expanded_frontier.csv,table,v10,paper4/tables/paper4_v10_cvar_expanded_frontier.csv,True,30010
paper4_v10_cvar_expanded_scenario_losses.csv,table,v10,paper4/tables/paper4_v10_cvar_expanded_scenario_losses.csv,True,19826
paper4_v10_dfl_decision_loss_allocations.parquet,table,v10,paper4/tables/paper4_v10_dfl_decision_loss_allocations.parquet,True,549719
paper4_v10_dfl_decision_loss_training.csv,table,v10,paper4/tables/paper4_v10_dfl_decision_loss_training.csv,True,73583
paper4_v10_dla_rollout_comparison.csv,table,v10,paper4/tables/paper4_v10_dla_rollout_comparison.csv,True,1048
paper4_v10_dla_rollout_decisions.parquet,table,v10,paper4/tables/paper4_v10_dla_rollout_decisions.parquet,True,1847474
paper4_v10_dla_rollout_summary.csv,table,v10,paper4/tables/paper4_v10_dla_rollout_summary.csv,True,775
paper4_v10_dla_rollout_trace.parquet,table,v10,paper4/tables/paper4_v10_dla_rollout_trace.parquet,True,154286
paper4_v10_fairness_proxy_protocol.csv,table,v10,paper4/tables/paper4_v10_fairness_proxy_protocol.csv,True,358
paper4_v10_ifrs9_data_gap_register.csv,table,v10,paper4/tables/paper4_v10_ifrs9_data_gap_register.csv,True,881
paper4_v10_ifrs9_proxy_readiness.csv,table,v10,paper4/tables/paper4_v10_ifrs9_proxy_readiness.csv,True,264
paper4_v10_mdcp_empirical_cap_allocations.parquet,table,v10,paper4/tables/paper4_v10_mdcp_empirical_cap_allocations.parquet,True,324898
paper4_v10_mdcp_empirical_cap_rationale.csv,table,v10,paper4/tables/paper4_v10_mdcp_empirical_cap_rationale.csv,True,683
paper4_v10_mdcp_empirical_cap_solver_summary.csv,table,v10,paper4/tables/paper4_v10_mdcp_empirical_cap_solver_summary.csv,True,2362
paper4_v10_online_leave_one_month.csv,table,v10,paper4/tables/paper4_v10_online_leave_one_month.csv,True,2245
paper4_v10_online_leave_one_policy.csv,table,v10,paper4/tables/paper4_v10_online_leave_one_policy.csv,True,9184
paper4_v10_online_min_support_sensitivity.csv,table,v10,paper4/tables/paper4_v10_online_min_support_sensitivity.csv,True,1076
paper4_v10_online_month_bootstrap.csv,table,v10,paper4/tables/paper4_v10_online_month_bootstrap.csv,True,7077
paper4_v10_online_robustness_summary.csv,table,v10,paper4/tables/paper4_v10_online_robustness_summary.csv,True,759
paper4_v10_sample_path_stress_ci.csv,table,v10,paper4/tables/paper4_v10_sample_path_stress_ci.csv,True,3076
paper4_v10_sample_path_stress_paths.parquet,table,v10,paper4/tables/paper4_v10_sample_path_stress_paths.parquet,True,41594
paper4_v10_selector_committee_memo.csv,table,v10,paper4/tables/paper4_v10_selector_committee_memo.csv,True,467
paper4_v10_selector_rerun_with_v9_online.csv,table,v9,paper4/tables/paper4_v10_selector_rerun_with_v9_online.csv,True,6906
paper4_v10_sicr_candidate_grid.csv,table,v10,paper4/tables/paper4_v10_sicr_candidate_grid.csv,True,2661
paper4_v11_blocker_dashboard.csv,table,v11,paper4/tables/paper4_v11_blocker_dashboard.csv,True,947
paper4_v11_claim_artifact_matrix.csv,table,v11,paper4/tables/paper4_v11_claim_artifact_matrix.csv,True,1065
paper4_v11_cvar_topk_warm_allocations.parquet,table,v11,paper4/tables/paper4_v11_cvar_topk_warm_allocations.parquet,True,464967
paper4_v11_cvar_topk_warm_frontier.csv,table,v11,paper4/tables/paper4_v11_cvar_topk_warm_frontier.csv,True,20959
paper4_v11_cvar_topk_warm_scenario_losses.csv,table,v11,paper4/tables/paper4_v11_cvar_topk_warm_scenario_losses.csv,True,6646
paper4_v11_dla_adp_comparison.csv,table,v11,paper4/tables/paper4_v11_dla_adp_comparison.csv,True,1259
paper4_v11_dla_adp_decisions.parquet,table,v11,paper4/tables/paper4_v11_dla_adp_decisions.parquet,True,2098801
paper4_v11_dla_adp_summary.csv,table,v11,paper4/tables/paper4_v11_dla_adp_summary.csv,True,774
paper4_v11_dla_adp_trace.parquet,table,v11,paper4/tables/paper4_v11_dla_adp_trace.parquet,True,112109
paper4_v11_dla_adp_value_coefficients.csv,table,v11,paper4/tables/paper4_v11_dla_adp_value_coefficients.csv,True,1107
paper4_v11_sample_path_calibrated_ci.csv,table,v11,paper4/tables/paper4_v11_sample_path_calibrated_ci.csv,True,2805
paper4_v11_sample_path_calibrated_paths.parquet,table,v11,paper4/tables/paper4_v11_sample_path_calibrated_paths.parquet,True,41402
paper4_v11_sample_path_calibration_table.csv,table,v11,paper4/tables/paper4_v11_sample_path_calibration_table.csv,True,2217
paper4_v11_sample_path_scenario_register.csv,table,v11,paper4/tables/paper4_v11_sample_path_scenario_register.csv,True,186
paper4_v11_spo_dfl_allocations.parquet,table,v11,paper4/tables/paper4_v11_spo_dfl_allocations.parquet,True,55357
paper4_v11_spo_dfl_candidate_summary.csv,table,v11,paper4/tables/paper4_v11_spo_dfl_candidate_summary.csv,True,1532
paper4_v11_spo_dfl_model_coefficients.csv,table,v11,paper4/tables/paper4_v11_spo_dfl_model_coefficients.csv,True,1180
paper4_v11_spo_dfl_training_summary.csv,table,v11,paper4/tables/paper4_v11_spo_dfl_training_summary.csv,True,252
paper4_v11_working_candidate_registry.csv,table,v11,paper4/tables/paper4_v11_working_candidate_registry.csv,True,7799
paper4_v12_artifact_audit.csv,table,unversioned,paper4/tables/paper4_v12_artifact_audit.csv,True,42981
paper4_v12_blocker_dashboard.csv,table,unversioned,paper4/tables/paper4_v12_blocker_dashboard.csv,True,1056
paper4_v12_causal_cate_dossier.csv,table,unversioned,paper4/tables/paper4_v12_causal_cate_dossier.csv,True,636
paper4_v12_claim_artifact_matrix.csv,table,unversioned,paper4/tables/paper4_v12_claim_artifact_matrix.csv,True,1698
paper4_v12_cvar_active_constraints.csv,table,unversioned,paper4/tables/paper4_v12_cvar_active_constraints.csv,True,3470
paper4_v12_cvar_column_generation_allocations.parquet,table,unversioned,paper4/tables/paper4_v12_cvar_column_generation_allocations.parquet,True,350399
paper4_v12_cvar_column_generation_frontier.csv,table,unversioned,paper4/tables/paper4_v12_cvar_column_generation_frontier.csv,True,10934
paper4_v12_cvar_column_generation_scenario_losses.csv,table,unversioned,paper4/tables/paper4_v12_cvar_column_generation_scenario_losses.csv,True,2103
paper4_v12_dla_fitted_value_coefficients.csv,table,unversioned,paper4/tables/paper4_v12_dla_fitted_value_coefficients.csv,True,750
paper4_v12_dla_fvi_comparison.csv,table,unversioned,paper4/tables/paper4_v12_dla_fvi_comparison.csv,True,1301
paper4_v12_dla_fvi_decisions.parquet,table,unversioned,paper4/tables/paper4_v12_dla_fvi_decisions.parquet,True,1829786
paper4_v12_dla_fvi_trace.parquet,table,unversioned,paper4/tables/paper4_v12_dla_fvi_trace.parquet,True,109051
paper4_v12_dla_state_schema.csv,table,unversioned,paper4/tables/paper4_v12_dla_state_schema.csv,True,764
paper4_v12_fairness_proxy_governance.csv,table,unversioned,paper4/tables/paper4_v12_fairness_proxy_governance.csv,True,469
paper4_v12_ifrs9_readiness.csv,table,unversioned,paper4/tables/paper4_v12_ifrs9_readiness.csv,True,1594
paper4_v12_ifrs9_sicr_sensitivity.csv,table,unversioned,paper4/tables/paper4_v12_ifrs9_sicr_sensitivity.csv,True,5640
paper4_v12_mdcp_source_cap_allocations.parquet,table,unversioned,paper4/tables/paper4_v12_mdcp_source_cap_allocations.parquet,True,315987
paper4_v12_mdcp_source_cap_rationale.csv,table,unversioned,paper4/tables/paper4_v12_mdcp_source_cap_rationale.csv,True,844
paper4_v12_mdcp_source_cap_solver_summary.csv,table,unversioned,paper4/tables/paper4_v12_mdcp_source_cap_solver_summary.csv,True,2399
paper4_v12_method_reference_registry.csv,table,unversioned,paper4/tables/paper4_v12_method_reference_registry.csv,True,1023
paper4_v12_sample_path_calibration_table.csv,table,unversioned,paper4/tables/paper4_v12_sample_path_calibration_table.csv,True,2825
paper4_v12_sample_path_macro_calibrated_ci.csv,table,unversioned,paper4/tables/paper4_v12_sample_path_macro_calibrated_ci.csv,True,1446
paper4_v12_sample_path_macro_calibrated_paths.parquet,table,unversioned,paper4/tables/paper4_v12_sample_path_macro_calibrated_paths.parquet,True,34663
paper4_v12_sample_path_pairwise_champion_ci.csv,table,unversioned,paper4/tables/paper4_v12_sample_path_pairwise_champion_ci.csv,True,1410
paper4_v12_sample_path_scenario_register.csv,table,unversioned,paper4/tables/paper4_v12_sample_path_scenario_register.csv,True,205
paper4_v12_spo_plus_surrogate_allocations.parquet,table,unversioned,paper4/tables/paper4_v12_spo_plus_surrogate_allocations.parquet,True,58373
paper4_v12_spo_plus_surrogate_candidates.csv,table,unversioned,paper4/tables/paper4_v12_spo_plus_surrogate_candidates.csv,True,1240
paper4_v12_spo_plus_surrogate_coefficients.csv,table,unversioned,paper4/tables/paper4_v12_spo_plus_surrogate_coefficients.csv,True,1152
paper4_v12_spo_plus_surrogate_training.csv,table,unversioned,paper4/tables/paper4_v12_spo_plus_surrogate_training.csv,True,4143
paper4_v12_working_candidate_registry.csv,table,unversioned,paper4/tables/paper4_v12_working_candidate_registry.csv,True,5248
paper4_v2_policy_loan_evidence.parquet,table,v2,paper4/tables/paper4_v2_policy_loan_evidence.parquet,True,257652
paper4_v3_causal_high_rate_balance.csv,table,v3,paper4/tables/paper4_v3_causal_high_rate_balance.csv,True,337
paper4_v3_causal_high_rate_dossier.csv,table,v3,paper4/tables/paper4_v3_causal_high_rate_dossier.csv,True,568
paper4_v3_causal_high_rate_placebo.csv,table,v3,paper4/tables/paper4_v3_causal_high_rate_placebo.csv,True,194
paper4_v3_causal_high_rate_sensitivity.csv,table,v3,paper4/tables/paper4_v3_causal_high_rate_sensitivity.csv,True,899
paper4_v3_claim_artifact_matrix.csv,table,v3,paper4/tables/paper4_v3_claim_artifact_matrix.csv,True,1281
paper4_v3_fairness_attribute_audit.csv,table,v3,paper4/tables/paper4_v3_fairness_attribute_audit.csv,True,895
paper4_v3_fairness_proxy_stress.csv,table,v3,paper4/tables/paper4_v3_fairness_proxy_stress.csv,True,53056
paper4_v3_fairness_proxy_summary.csv,table,v3,paper4/tables/paper4_v3_fairness_proxy_summary.csv,True,5403
paper4_v3_formal_cvar_lp_allocations.parquet,table,v3,paper4/tables/paper4_v3_formal_cvar_lp_allocations.parquet,True,37441
paper4_v3_formal_cvar_lp_results.csv,table,v3,paper4/tables/paper4_v3_formal_cvar_lp_results.csv,True,2870
paper4_v3_formal_cvar_lp_scenario_losses.csv,table,v3,paper4/tables/paper4_v3_formal_cvar_lp_scenario_losses.csv,True,7858
paper4_v3_full_universe_all_policy_allocations.parquet,table,v3,paper4/tables/paper4_v3_full_universe_all_policy_allocations.parquet,True,193203
paper4_v3_full_universe_all_policy_eval.csv,table,v3,paper4/tables/paper4_v3_full_universe_all_policy_eval.csv,True,11846
paper4_v3_ifrs9_cashflow_loan_month_grid.parquet,table,v3,paper4/tables/paper4_v3_ifrs9_cashflow_loan_month_grid.parquet,True,12217139
paper4_v3_ifrs9_cashflow_policy_summary.csv,table,v3,paper4/tables/paper4_v3_ifrs9_cashflow_policy_summary.csv,True,32603
paper4_v3_ifrs9_cashflow_transition_loan.parquet,table,v3,paper4/tables/paper4_v3_ifrs9_cashflow_transition_loan.parquet,True,216198
paper4_v3_ifrs9_stage_transition_matrix.csv,table,v3,paper4/tables/paper4_v3_ifrs9_stage_transition_matrix.csv,True,625
paper4_v3_multiperiod_loan_level_decisions.parquet,table,v3,paper4/tables/paper4_v3_multiperiod_loan_level_decisions.parquet,True,33010
paper4_v3_multiperiod_loan_level_state.parquet,table,v3,paper4/tables/paper4_v3_multiperiod_loan_level_state.parquet,True,15900
paper4_v3_multiperiod_loan_level_summary.csv,table,v3,paper4/tables/paper4_v3_multiperiod_loan_level_summary.csv,True,696
paper4_v3_online_conformal_intervals.parquet,table,v3,paper4/tables/paper4_v3_online_conformal_intervals.parquet,True,25950755
paper4_v3_online_conformal_method_summary.csv,table,v3,paper4/tables/paper4_v3_online_conformal_method_summary.csv,True,886
paper4_v3_online_conformal_policy_month.parquet,table,v3,paper4/tables/paper4_v3_online_conformal_policy_month.parquet,True,22624
paper4_v3_online_conformal_source_month.parquet,table,v3,paper4/tables/paper4_v3_online_conformal_source_month.parquet,True,88160
paper4_v3_selector_governance_thresholds.csv,table,v3,paper4/tables/paper4_v3_selector_governance_thresholds.csv,True,559
paper4_v3_selector_results.csv,table,v3,paper4/tables/paper4_v3_selector_results.csv,True,20012
paper4_v4_claim_artifact_matrix.csv,table,v4,paper4/tables/paper4_v4_claim_artifact_matrix.csv,True,1890
paper4_v5_causal_cate_policy_value_screen.csv,table,v5,paper4/tables/paper4_v5_causal_cate_policy_value_screen.csv,True,266
paper4_v5_causal_falsification_tests.csv,table,v5,paper4/tables/paper4_v5_causal_falsification_tests.csv,True,417
paper4_v5_causal_overlap_bins.csv,table,v5,paper4/tables/paper4_v5_causal_overlap_bins.csv,True,2098
