policy_id,sicr_rule_v36,stage2_share_v36,ecl_proxy_total_v36,ranking_delta_proxy_v36,production_ifrs9_staging_claim_allowed,claim_boundary_v36,stage2_penalty_v43,sicr_preference_score_v43,sicr_decision_v43,contractual_ifrs9_claim_allowed,claim_boundary_v43
paper1_economic_champion,absolute_pd_threshold_0p15,0.5432835820895522,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.14328358208955216,0.7650000000000001,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,absolute_pd_threshold_0p20,0.2828571428571428,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.11714285714285722,0.8087857142857142,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,relative_pd_increase_proxy,0.2404285714285713,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.15957142857142873,0.7377178571428569,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,conformal_width_weak_source_composite,0.2687142857142856,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.13128571428571445,0.7850964285714284,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,scenario_stress_composite,0.3252857142857142,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.07471428571428584,0.8798535714285712,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,absolute_pd_threshold_0p15,0.3686567164179104,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.0313432835820896,0.9525,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,absolute_pd_threshold_0p20,0.2835820895522388,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.11641791044776123,0.8099999999999999,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,relative_pd_increase_proxy,0.2410447761194029,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.15895522388059713,0.7387499999999998,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,conformal_width_weak_source_composite,0.2694029850746268,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.13059701492537323,0.7862499999999999,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,scenario_stress_composite,0.3261194029850746,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.07388059701492544,0.8812499999999999,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_fvi_bellman_rollout,absolute_pd_threshold_0p15,0.041509433962264,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.358490566037736,0.40452830188679223,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_fvi_bellman_rollout,absolute_pd_threshold_0p20,0.0319303338171262,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.36806966618287384,0.38848330914368634,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_fvi_bellman_rollout,relative_pd_increase_proxy,0.0271407837445572,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.3728592162554428,0.3804608127721333,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_fvi_bellman_rollout,conformal_width_weak_source_composite,0.0303338171262698,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.3696661828737302,0.3858091436865019,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_fvi_bellman_rollout,scenario_stress_composite,0.0367198838896951,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.3632801161103049,0.3965058055152393,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_fvi_capital_guarded,absolute_pd_threshold_0p15,0.0410919540229884,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.35890804597701165,0.40382902298850554,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_fvi_capital_guarded,absolute_pd_threshold_0p20,0.0316091954022988,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.36839080459770124,0.38794540229885044,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_fvi_capital_guarded,relative_pd_increase_proxy,0.0268678160919539,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.37313218390804614,0.38000359195402267,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_fvi_capital_guarded,conformal_width_weak_source_composite,0.0300287356321838,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.36997126436781624,0.38529813218390774,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_fvi_capital_guarded,scenario_stress_composite,0.0363505747126436,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.36364942528735644,0.395887212643678,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_fvi_return_recovery,absolute_pd_threshold_0p15,0.0499999999999999,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.35000000000000014,0.41874999999999973,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_fvi_return_recovery,absolute_pd_threshold_0p20,0.0384615384615384,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.36153846153846164,0.39942307692307677,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_fvi_return_recovery,relative_pd_increase_proxy,0.0326923076923076,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.36730769230769245,0.3897596153846151,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_fvi_return_recovery,conformal_width_weak_source_composite,0.0365384615384614,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.3634615384615386,0.3962019230769228,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_fvi_return_recovery,scenario_stress_composite,0.0442307692307691,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.35576923076923095,0.4090865384615382,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_mdcp_empirical_base,absolute_pd_threshold_0p15,0.4089887640449438,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.008988764044943753,0.9899438202247193,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_mdcp_empirical_base,absolute_pd_threshold_0p20,0.3146067415730337,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.08539325842696632,0.8619662921348314,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_mdcp_empirical_base,relative_pd_increase_proxy,0.2674157303370786,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.13258426966292142,0.7829213483146067,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_mdcp_empirical_base,conformal_width_weak_source_composite,0.298876404494382,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.101123595505618,0.8356179775280899,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_mdcp_empirical_base,scenario_stress_composite,0.3617977528089887,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.03820224719101134,0.9410112359550561,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_mdcp_empirical_return_recovery,absolute_pd_threshold_0p15,0.3416382252559727,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.05836177474402732,0.9072440273037543,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_mdcp_empirical_return_recovery,absolute_pd_threshold_0p20,0.2627986348122867,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.1372013651877133,0.7751877133105802,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_mdcp_empirical_return_recovery,relative_pd_increase_proxy,0.2233788395904437,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.17662116040955633,0.7091595563139932,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_mdcp_empirical_return_recovery,conformal_width_weak_source_composite,0.2496587030716723,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.15034129692832773,0.7531783276450511,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_mdcp_empirical_return_recovery,scenario_stress_composite,0.3022184300341297,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.09778156996587034,0.8412158703071673,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_mdcp_empirical_tight,absolute_pd_threshold_0p15,0.5372448979591837,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.1372448979591837,0.7751147959183673,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_mdcp_empirical_tight,absolute_pd_threshold_0p20,0.413265306122449,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.013265306122448972,0.982780612244898,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_mdcp_empirical_tight,relative_pd_increase_proxy,0.3512755102040816,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.048724489795918424,0.9233864795918367,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_mdcp_empirical_tight,conformal_width_weak_source_composite,0.3926020408163265,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.00739795918367353,0.9926084183673469,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_mdcp_empirical_tight,scenario_stress_composite,0.4752551020408163,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.07525510204081626,0.8789477040816328,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_spo_regret_audit_guarded,absolute_pd_threshold_0p15,0.164141414141414,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.23585858585858602,0.6099368686868685,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_spo_regret_audit_guarded,absolute_pd_threshold_0p20,0.1262626262626262,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.27373737373737383,0.5464898989898989,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_spo_regret_audit_guarded,relative_pd_increase_proxy,0.1073232323232322,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.2926767676767678,0.5147664141414139,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_spo_regret_audit_guarded,conformal_width_weak_source_composite,0.1199494949494948,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.2800505050505052,0.5359154040404037,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_spo_regret_audit_guarded,scenario_stress_composite,0.1452020202020201,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.2547979797979799,0.5782133838383836,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_spo_regret_balanced,absolute_pd_threshold_0p15,0.2059740259740259,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.19402597402597413,0.6800064935064933,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_spo_regret_balanced,absolute_pd_threshold_0p20,0.1584415584415584,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.2415584415584416,0.6003896103896103,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_spo_regret_balanced,relative_pd_increase_proxy,0.1346753246753246,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.2653246753246754,0.5605811688311687,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_spo_regret_balanced,conformal_width_weak_source_composite,0.1505194805194804,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.24948051948051964,0.5871201298701296,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_spo_regret_balanced,scenario_stress_composite,0.1822077922077921,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.21779220779220793,0.6401980519480517,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_spo_regret_return_recovery,absolute_pd_threshold_0p15,0.2665822784810126,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.1334177215189874,0.7815253164556961,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_spo_regret_return_recovery,absolute_pd_threshold_0p20,0.2050632911392405,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.19493670886075953,0.6784810126582278,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_spo_regret_return_recovery,relative_pd_increase_proxy,0.1743037974683544,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.22569620253164563,0.6269588607594936,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_spo_regret_return_recovery,conformal_width_weak_source_composite,0.1948101265822784,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.20518987341772163,0.6613069620253162,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_spo_regret_return_recovery,scenario_stress_composite,0.2358227848101265,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.16417721518987352,0.7300031645569619,reasonable_proxy_candidate,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_static_reference,absolute_pd_threshold_0p15,1.0,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.6,0.0,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_static_reference,absolute_pd_threshold_0p20,1.0,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.6,0.0,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_static_reference,relative_pd_increase_proxy,0.85,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.44999999999999996,0.2512500000000001,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_static_reference,conformal_width_weak_source_composite,0.95,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.5499999999999999,0.0837500000000001,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
v13_static_reference,scenario_stress_composite,1.0,0.0,7.5,False,SICR sensitivity only; no production IFRS9 staging claim,0.6,0.0,diagnostic_sensitivity_only,False,SICR sensitivity only; no production/contractual IFRS9 staging
