policy_id,macro_regime_v15,n_paths,final_wealth_mean,final_wealth_p05,cumulative_losses_mean,cumulative_losses_p95,defaults_mean,claim_scope
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,mild_stress_internal,32,1155476.2326977837,1121635.7456126937,58850.56158549339,80697.85476834135,89.625,path_family_sensitivity_internal_not_forecast
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,vintage_stress_internal,32,1146135.4574587545,1117621.9560419193,67466.19605031704,88848.80673365694,95.90625,path_family_sensitivity_internal_not_forecast
v13_fvi_bellman_rollout,baseline_internal,32,1099523.313370432,1090516.1478949457,23757.429535928895,32092.23138764563,73.3125,path_family_sensitivity_internal_not_forecast
v13_fvi_bellman_rollout,macro_stress_internal,32,1081672.671976997,1063524.4294024755,41399.702843608844,58125.64367305239,103.4375,path_family_sensitivity_internal_not_forecast
v13_fvi_bellman_rollout,mild_stress_internal,32,1095938.171626681,1084587.3828966944,27166.30922256946,37159.85039047326,81.125,path_family_sensitivity_internal_not_forecast
v13_fvi_bellman_rollout,vintage_stress_internal,32,1089305.6697378454,1076867.9104078047,34076.324742771605,46363.627954452364,92.1875,path_family_sensitivity_internal_not_forecast
v13_fvi_capital_guarded,baseline_internal,32,1097826.8840343105,1089306.306656462,23760.458253922825,32275.340158667408,73.8125,path_family_sensitivity_internal_not_forecast
v13_fvi_capital_guarded,macro_stress_internal,32,1079657.3642779726,1059957.181425922,41839.35068694811,59618.69685851875,104.5625,path_family_sensitivity_internal_not_forecast
v13_fvi_capital_guarded,mild_stress_internal,32,1094442.959616221,1083263.111703054,27165.667571643586,37350.65772315728,82.09375,path_family_sensitivity_internal_not_forecast
v13_fvi_capital_guarded,vintage_stress_internal,32,1087307.1201700014,1075547.9351508832,34433.11847511264,45722.69897518135,93.03125,path_family_sensitivity_internal_not_forecast
v13_fvi_return_recovery,baseline_internal,32,1105954.259236812,1096479.9787509856,25140.74244161052,34782.72206035697,74.34375,path_family_sensitivity_internal_not_forecast
v13_fvi_return_recovery,macro_stress_internal,32,1088155.4582808067,1070821.87582299,42617.27892315193,57873.20704575396,103.15625,path_family_sensitivity_internal_not_forecast
v13_fvi_return_recovery,mild_stress_internal,32,1102324.2748750732,1091159.0650144822,28527.506168040996,38843.43548117899,81.34375,path_family_sensitivity_internal_not_forecast
v13_fvi_return_recovery,vintage_stress_internal,32,1096535.8579459689,1082317.8701980603,34538.290930804804,46974.28153983635,91.125,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_base,baseline_internal,32,1110858.2106578024,1081964.9980572276,46312.78108179065,66693.0362755852,68.40625,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_base,macro_stress_internal,32,1087248.5870912543,1062095.449096312,68907.3261404011,86037.68933178858,88.90625,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_base,mild_stress_internal,32,1107368.1371451784,1083504.0589326995,50216.399866915024,68980.26909181474,73.53125,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_base,vintage_stress_internal,32,1093701.9429511994,1067649.9540895724,60699.979391983245,77405.26221803704,80.09375,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_return_recovery,baseline_internal,32,1139776.9552379702,1111760.3414711899,48428.191397630784,67536.08906429792,68.96875,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_return_recovery,macro_stress_internal,32,1114077.7684550434,1076440.4154936913,72192.00375478597,96553.65417271388,90.25,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_return_recovery,mild_stress_internal,32,1133976.5263800004,1099158.620356228,53541.7116076578,79683.65690800661,74.71875,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_return_recovery,vintage_stress_internal,32,1120111.3037775296,1093592.069044186,64033.33291606792,82936.51363869105,79.78125,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_tight,baseline_internal,32,1075120.0126903767,1047708.9141521059,37643.671269505176,56844.23755449731,61.59375,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_tight,macro_stress_internal,32,1052329.3216938055,1028505.0538119258,57731.06741015265,76490.12723112888,78.03125,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_tight,mild_stress_internal,32,1068614.3822311743,1046449.366017635,42583.78146895794,59560.664673414554,66.25,path_family_sensitivity_internal_not_forecast
v13_mdcp_empirical_tight,vintage_stress_internal,32,1058874.1678935047,1036362.2262249673,50912.61237654482,66631.89125130711,73.1875,path_family_sensitivity_internal_not_forecast
v13_spo_regret_audit_guarded,baseline_internal,32,1134208.4586016047,1113591.2208808842,44850.52176894976,62714.591002024295,71.9375,path_family_sensitivity_internal_not_forecast
v13_spo_regret_audit_guarded,macro_stress_internal,32,1097501.803215357,1061505.4383152197,77770.93013443628,108937.5643792275,101.25,path_family_sensitivity_internal_not_forecast
v13_spo_regret_audit_guarded,mild_stress_internal,32,1131997.221437063,1109109.8566936129,47427.009627574764,64179.2412300009,76.65625,path_family_sensitivity_internal_not_forecast
v13_spo_regret_audit_guarded,vintage_stress_internal,32,1119673.7802318414,1095502.902020724,58566.68542480976,80056.11006505444,85.90625,path_family_sensitivity_internal_not_forecast
v13_spo_regret_balanced,baseline_internal,32,1141958.1181722325,1117869.5744167932,46225.97131561329,67249.72302967455,72.5625,path_family_sensitivity_internal_not_forecast
v13_spo_regret_balanced,macro_stress_internal,32,1108616.1130240436,1073293.517104739,77022.2762569143,106130.62697020028,99.90625,path_family_sensitivity_internal_not_forecast
v13_spo_regret_balanced,mild_stress_internal,32,1142283.5361222357,1113588.725747532,46407.90645046278,70674.40178805595,74.21875,path_family_sensitivity_internal_not_forecast
v13_spo_regret_balanced,vintage_stress_internal,32,1126297.5510664573,1098927.2091490538,61273.82933664397,85766.49905080452,86.53125,path_family_sensitivity_internal_not_forecast
v13_spo_regret_return_recovery,baseline_internal,32,1143821.7011642442,1122146.250345027,49374.2871421382,69239.61362366882,79.5,path_family_sensitivity_internal_not_forecast
v13_spo_regret_return_recovery,macro_stress_internal,32,1109366.1882011832,1066678.8678870907,80855.07547285693,117098.27539646858,107.0625,path_family_sensitivity_internal_not_forecast
v13_spo_regret_return_recovery,mild_stress_internal,32,1142702.1373357333,1115431.9281378556,50496.22717561967,75605.59763210677,82.0625,path_family_sensitivity_internal_not_forecast
v13_spo_regret_return_recovery,vintage_stress_internal,32,1129665.7694419979,1103029.2874015588,62960.80945068406,86523.65998903831,92.59375,path_family_sensitivity_internal_not_forecast
v13_static_reference,baseline_internal,32,1105492.3423444899,998370.2502466297,233373.0799926504,291509.2473365437,26.40625,path_family_sensitivity_internal_not_forecast
v13_static_reference,macro_stress_internal,32,1003973.5039800418,915710.2798334233,314215.0994717484,366105.5050923879,29.375,path_family_sensitivity_internal_not_forecast
v13_static_reference,mild_stress_internal,32,1065557.8243434413,944569.110034236,262623.09107253846,329147.0720494691,28.125,path_family_sensitivity_internal_not_forecast
v13_static_reference,vintage_stress_internal,32,1032225.2298757362,948643.4139528736,289195.657880951,330102.6551510288,28.625,path_family_sensitivity_internal_not_forecast
