policy_id,scenario,sicr_rule,n_funded,funded_exposure,realized_return_proxy_lgd45,ecl_v2,provision_v2,weighted_pd_scenario,stage2_lifetime_share,stage3_observed_share,net_return_after_ecl_v2
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,absolute_pd_30,340,896375.0,144231.39,380575.3042563391,380575.3042563391,0.36074271624718224,0.5588235294117647,0.058823529411764705,-236343.91425633908
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,absolute_pd_30,339,878700.0,142080.2425,381253.7956210557,381253.7956210557,0.37004465577865037,0.5781710914454278,0.07079646017699115,-239173.5531210557
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,severe,absolute_pd_30,339,894425.0,144367.94,381710.9260236217,381710.9260236217,0.3636366763676409,0.56047197640118,0.06489675516224189,-237342.9860236217
crpto_rt0p170_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,absolute_pd_30,338,889025.0,143785.81,381832.27503057796,381832.27503057796,0.36605050425744007,0.5680473372781065,0.0650887573964497,-238046.46503057797
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,absolute_pd_30,341,961150.0,152421.4875,382623.3773299003,382623.3773299003,0.34185190220501405,0.5073313782991202,0.05865102639296188,-230201.8898299003
crpto_rt0p175_g0p45_u0p00_alpha0p01_conservative_proxy_rs42,severe,absolute_pd_30,336,845575.0,141146.4475,383057.4359458466,383057.4359458466,0.4153042634771818,0.6339285714285714,0.06547619047619048,-241910.9884458466
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,severe,absolute_pd_30,338,914475.0,148277.06,383086.66516797856,383086.66516797856,0.3588191665466395,0.5414201183431953,0.05621301775147929,-234809.60516797856
crpto_rt0p170_g0p50_u0p05_alpha0p01_incumbent_region_rs42,severe,absolute_pd_30,335,881300.0,147887.265,383126.21576486324,383126.21576486324,0.3833403757020643,0.5850746268656717,0.05970149253731343,-235238.95076486323
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,severe,absolute_pd_30,341,911725.0,148784.2,383146.1964263766,383146.1964263766,0.35867303482420504,0.5425219941348973,0.05865102639296188,-234361.99642637657
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,severe,absolute_pd_30,342,913825.0,147740.63,384511.1964263766,384511.1964263766,0.3605989453621797,0.5409356725146199,0.06140350877192982,-236770.56642637658
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,severe,absolute_pd_30,338,886300.0,149235.025,384648.1434176473,384648.1434176473,0.3759425205850186,0.5887573964497042,0.05621301775147929,-235413.1184176473
crpto_rt0p175_g0p55_u0p05_alpha0p01_conservative_proxy_rs42,severe,absolute_pd_30,337,883925.0,147292.48500000002,384650.0456210557,384650.0456210557,0.3766262018162953,0.5905044510385756,0.05637982195845697,-237357.5606210557
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,severe,absolute_pd_30,337,883875.0,150149.415,384799.96576486324,384799.96576486324,0.39005009150779496,0.5875370919881305,0.05934718100890208,-234650.55076486323
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,severe,absolute_pd_30,343,966250.0,156238.1825,385124.222474617,385124.222474617,0.3446033907593229,0.5102040816326531,0.05539358600583091,-228886.03997461702
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,severe,absolute_pd_30,337,888675.0,152725.515,386374.3135614548,386374.3135614548,0.39047775924104444,0.5875370919881305,0.05637982195845697,-233648.7985614548
crpto_rt0p175_g0p50_u0p05_alpha0p01_conservative_proxy_rs42,severe,absolute_pd_30,335,877925.0,146043.5875,386381.701386902,386381.701386902,0.39690539125347896,0.5880597014925373,0.06865671641791045,-240338.11388690202
crpto_rt0p175_g0p55_u0p00_alpha0p01_conservative_proxy_rs42,severe,absolute_pd_30,336,886600.0,145917.92,386388.7956210557,386388.7956210557,0.37560375779561567,0.5803571428571429,0.06547619047619048,-240470.8756210557
crpto_rt0p170_g0p55_u0p05_alpha0p01_incumbent_region_rs42,severe,absolute_pd_30,340,911150.0,149076.425,386632.7702410494,386632.7702410494,0.36482279532488393,0.5588235294117647,0.052941176470588235,-237556.34524104942
