policy_id,candidate_family,wealth_score_v44,tail_score_v44,auditability_score_v44,regret_score_v44,claim_safety_v44,full_candidate_score_v44,paper4_working_champion_candidate_v44,decision_v44,paper1_promotion_allowed_v44,claim_boundary_v44
v24_adp_rollout_tail_value::v43_depth3_reinvestment_tail,dla_adp_rollout_v43,0.7644941682067908,0.9523809523809523,0.65,0.45,True,0.7649434885572753,False,dynamic_method_lane_requires_common_path_validation,False,Paper 4 lab registry only; no final promotion
v13_spo_regret_balanced,prior_registry,0.064453125,0.998046875,0.75,0.5,True,0.59384765625,False,serious_tail_challenger,False,Paper 4 lab registry only; no final promotion
v13_fvi_return_recovery,prior_registry,0.0078125,1.0,0.8166666666666667,0.5,True,0.5906770833333334,False,serious_tail_challenger,False,Paper 4 lab registry only; no final promotion
v13_spo_regret_audit_guarded,prior_registry,0.033203125,0.998046875,0.7666666666666666,0.5,True,0.5878059895833333,False,serious_tail_challenger,False,Paper 4 lab registry only; no final promotion
v13_mdcp_empirical_tight,prior_registry,0.0,1.0,0.8,0.5,True,0.5850000000000001,False,serious_tail_challenger,False,Paper 4 lab registry only; no final promotion
v13_spo_regret_return_recovery,prior_registry,0.056640625,0.998046875,0.7166666666666668,0.5,True,0.5848372395833333,False,serious_tail_challenger,False,Paper 4 lab registry only; no final promotion
v13_mdcp_empirical_base,prior_registry,0.013671875,0.9921875,0.7833333333333334,0.5,True,0.5838151041666667,False,serious_tail_challenger,False,Paper 4 lab registry only; no final promotion
v13_cvar_mdcp_colgen_relaxed_k32000_floor125000_cap360000,cvar_oce_frontier_v41,1.0,0.0,0.5,0.55,True,0.5825,False,review_or_park,False,Paper 4 lab registry only; no final promotion
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,prior_registry,0.142578125,0.990234375,0.4523809523809524,0.5,True,0.5558082217261905,False,serious_tail_challenger,False,Paper 4 lab registry only; no final promotion
v13_mdcp_empirical_return_recovery,prior_registry,0.029296875,0.998046875,0.5285714285714286,0.5,True,0.5390150669642857,False,serious_tail_challenger,False,Paper 4 lab registry only; no final promotion
v13_cvar_mdcp_colgen_relaxed_k32000_floor80000_cap250000,cvar_oce_frontier_v41,0.0,1.0,0.5,0.55,True,0.5325,False,serious_tail_challenger,False,Paper 4 lab registry only; no final promotion
v24_adp_rollout_tail_value,prior_registry,0.0,0.0,0.6166666666666667,0.5,True,0.29833333333333334,False,review_or_park,False,Paper 4 lab registry only; no final promotion
v24_adp_rollout_reinvestment_value,prior_registry,0.0,0.0,0.6000000000000001,0.5,True,0.29500000000000004,False,review_or_park,False,Paper 4 lab registry only; no final promotion
v24_adp_rollout_return_value,prior_registry,0.0,0.0,0.5833333333333334,0.5,True,0.2916666666666667,False,review_or_park,False,Paper 4 lab registry only; no final promotion
v28_adp_depth2_reinvestment_guarded,prior_registry,0.0,0.0,0.5666666666666667,0.5,True,0.28833333333333333,False,review_or_park,False,Paper 4 lab registry only; no final promotion
v28_adp_depth2_tail_source,prior_registry,0.0,0.0,0.55,0.5,True,0.28500000000000003,False,review_or_park,False,Paper 4 lab registry only; no final promotion
v13_cvar_mdcp_colgen_r1_k32000_floor95000_cap125000,cvar_oce_frontier_v41,0.0,0.0,0.5,0.55,True,0.2825,False,review_or_park,False,Paper 4 lab registry only; no final promotion
v13_cvar_mdcp_colgen_r1_k32000_floor80000_cap105000,cvar_oce_frontier_v41,0.0,0.0,0.5,0.55,True,0.2825,False,review_or_park,False,Paper 4 lab registry only; no final promotion
v13_cvar_mdcp_colgen_r1_k32000_floor80000_cap90000,cvar_oce_frontier_v41,0.0,0.0,0.5,0.55,True,0.2825,False,review_or_park,False,Paper 4 lab registry only; no final promotion
v28_adp_depth3_balanced,prior_registry,0.0,0.0,0.5333333333333334,0.5,True,0.28166666666666673,False,review_or_park,False,Paper 4 lab registry only; no final promotion
v24_adp_rollout_source_ecl_value,prior_registry,0.0,0.0,0.5166666666666667,0.5,True,0.2783333333333333,False,review_or_park,False,Paper 4 lab registry only; no final promotion
v13_static_reference,prior_registry,0.03515625,0.0,0.4619047619047619,0.5,True,0.27792782738095234,False,review_or_park,False,Paper 4 lab registry only; no final promotion
paper1_economic_champion,prior_registry,0.0,0.0,0.419047619047619,0.5,True,0.2588095238095238,False,retain_reference,False,Paper 4 lab registry only; no final promotion
