loan_id,loan_amnt,grade,score_decile,income_band,dti_band,period,state_top20,mean_return_v345,pricing_block_ids_v345,tight_block_count_v345,return_improving_drop_rows_v345,budget_return_drop_rows_v345,grade_source_feasible_drop_rows_v345,score_decile_source_feasible_drop_rows_v345,joint_tight_source_feasible_drop_rows_v345,all_source_prefilter_drop_rows_v345,best_budget_return_drop_loan_id_v345,best_budget_return_delta_v345,best_budget_return_drop_mean_return_v345,claim_boundary_v345
165382274,40000.0,A,0,4,0,2020,WA,883.9433199290119,grade=A|score_decile=0,2,169,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
162344939,30000.0,A,0,4,0,2019,CA,697.2387743078434,grade=A|score_decile=0,2,167,1,0,0,0,0,141547639,2.686311410904409,694.552462896939,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
136514162,40000.0,A,0,4,0,2018,MN,694.4568998234604,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
155090587,40000.0,A,0,4,0,2019,NJ,684.5909039920261,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
143514276,28000.0,A,0,4,0,2018,other,673.6292306180682,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
149445142,32825.0,A,0,4,0,2019,other,673.319884311737,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
131604271,40000.0,A,0,4,4,2018,MA,671.7133354871883,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
143009280,40000.0,A,0,4,0,2018,FL,646.3778789083502,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
143477132,40000.0,A,0,4,0,2018,NC,640.0090666733452,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
126456735,40000.0,A,0,3,2,2018,CA,635.8958851975323,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
139918530,40000.0,A,0,4,0,2018,TX,619.1486601631156,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
130473332,35000.0,A,0,4,0,2018,other,614.5233450920888,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
136506262,36050.0,A,0,4,0,2018,IL,609.3565616315884,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
151301060,40000.0,A,0,4,0,2019,CA,608.4304353408585,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
137834120,35000.0,A,0,4,2,2018,AZ,588.0712730186237,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
131361542,35000.0,A,0,4,0,2018,FL,587.7491685512903,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
133849436,40000.0,A,0,4,2,2018,other,580.8809316388197,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
134190481,40000.0,A,0,4,0,2018,IL,580.8809316388197,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
136476781,32000.0,A,0,4,1,2018,other,576.4767094998782,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
128173328,40000.0,A,0,4,1,2018,CA,568.6284181589901,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
131106023,39200.0,A,0,4,1,2018,WA,565.948156857375,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
142864364,34500.0,A,0,1,4,2018,other,560.7138728995109,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
126754841,35000.0,A,0,4,1,2018,CA,556.4088995478404,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
142187586,40000.0,A,0,4,0,2018,GA,549.8648077982366,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
144762389,40000.0,A,0,4,0,2018,CA,535.4552841487049,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
130171815,40000.0,A,0,4,0,2018,NY,527.0141293862748,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
138624297,40000.0,A,0,4,1,2018,CA,525.2631742282357,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
126775973,40000.0,A,0,4,0,2018,FL,518.4032154495205,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
144885292,22000.0,A,0,4,1,2018,CO,518.2076123204159,grade=A|score_decile=0,2,166,1,0,0,0,0,131999400,40.62342292717534,477.5841893932406,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
126636088,25000.0,A,0,4,0,2018,CO,517.2279567047295,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
142172742,25000.0,A,0,4,0,2018,CO,515.8342693693211,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
165418646,40000.0,A,0,3,4,2020,OH,514.7979796453636,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
146849277,29400.0,A,0,3,1,2019,PA,511.3214883779738,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
136540082,32925.0,A,0,4,0,2018,NY,509.6367408967643,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
126151433,36000.0,A,0,3,0,2018,CA,508.20159247942956,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
147694317,30000.0,A,0,4,0,2019,other,498.8167577626754,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
144908663,23175.0,A,0,4,1,2018,MI,497.6447577837419,grade=A|score_decile=0,2,166,1,0,0,0,0,131999400,20.060568390501317,477.5841893932406,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
149805943,24000.0,A,0,4,0,2019,other,492.2978590550398,grade=A|score_decile=0,2,166,1,0,0,0,0,131999400,14.713669661799202,477.5841893932406,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
127045713,40000.0,A,0,4,0,2018,TX,483.7081417758745,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
126494478,40000.0,A,0,4,0,2018,WA,483.7081417758745,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
139226049,25000.0,A,0,4,0,2018,NY,483.3468610317574,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
138169582,25000.0,A,0,4,0,2018,NC,483.3468610317574,grade=A|score_decile=0,2,166,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
161623470,20000.0,A,0,4,0,2019,CA,479.7448774662939,grade=A|score_decile=0,2,166,8,0,0,0,0,145133997,2129.0425674469293,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
126684370,30000.0,A,0,4,0,2018,other,476.921913898149,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
127545027,30000.0,A,0,4,3,2018,IL,476.921913898149,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
157309530,40000.0,A,0,4,3,2019,other,476.50654795716235,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
138691038,25000.0,A,0,3,2,2018,other,473.07271697208705,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
137801455,25000.0,A,0,4,1,2018,other,473.07271697208705,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
139123333,25000.0,A,0,4,0,2018,other,473.07271697208705,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
146368514,40000.0,A,0,4,0,2019,IL,471.67549439180084,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
144406546,20000.0,A,0,4,0,2018,IL,471.0978293821964,grade=A|score_decile=0,2,165,7,0,0,0,0,145133997,2120.3955193628317,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
126336509,33175.0,A,0,4,2,2018,CA,466.4324909171822,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
139706230,40000.0,A,0,4,0,2018,MA,466.1029759041844,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
140192208,40000.0,A,0,4,0,2018,GA,466.1029759041844,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
139483294,40000.0,A,0,4,0,2018,CA,466.1029759041844,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
126342852,25000.0,A,0,3,1,2018,VA,465.08087779180335,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
128417752,40000.0,A,0,4,0,2018,NJ,463.95409391652146,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
165759556,40000.0,A,0,4,0,2020,NV,460.7198337957414,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
163986537,40000.0,A,0,4,0,2020,NJ,460.7198337957414,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
164460530,40000.0,A,0,4,1,2020,CA,460.7198337957414,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
155829917,40000.0,A,0,4,0,2019,CA,460.5909039920261,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
144724717,34000.0,A,0,4,2,2018,TX,455.13699152639947,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
139082760,28800.0,A,0,4,1,2018,CA,445.787035317443,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
127100448,28000.0,A,0,4,1,2018,TX,445.12711963827246,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
141955753,35000.0,A,0,4,0,2018,CA,441.33651163625785,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
148053687,40000.0,A,0,4,2,2019,MA,441.08901035023376,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
152594691,20000.0,A,0,4,0,2019,TX,435.98484433390905,grade=A|score_decile=0,2,165,7,0,0,0,0,145133997,2085.2825343145446,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
128239662,40000.0,A,0,4,0,2018,MA,435.7161571697115,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
141804011,20000.0,A,0,4,0,2018,NY,433.05152052145553,grade=A|score_decile=0,2,165,7,0,0,0,0,145133997,2082.349210502091,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
129233088,40000.0,A,0,4,0,2018,CA,429.45941100591676,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
144801122,32000.0,A,0,3,1,2018,CA,428.36422731896437,grade=A|score_decile=0,2,165,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
136153793,22500.0,A,0,3,2,2018,TX,426.8324984967431,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
168658277,40000.0,A,0,4,0,2020,CA,426.2176924630941,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
141816997,40000.0,A,0,4,1,2018,other,426.10304104291123,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
141777575,40000.0,A,0,4,3,2018,PA,426.10304104291123,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
141962978,40000.0,A,0,4,1,2018,NC,426.10304104291123,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
140658234,40000.0,A,0,4,1,2018,NY,426.10304104291123,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
139995016,40000.0,A,0,4,0,2018,NY,426.10304104291123,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
141202379,40000.0,A,0,3,2,2018,OH,426.10304104291123,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
142708555,40000.0,A,0,4,1,2018,FL,426.10304104291123,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
140308845,40000.0,A,0,4,1,2018,NY,426.10304104291123,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
140975045,40000.0,A,0,4,2,2018,MD,426.10304104291123,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
142109430,40000.0,A,0,4,0,2018,GA,426.10304104291123,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
141932502,40000.0,A,0,4,0,2018,NJ,426.10304104291123,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
155064502,18900.0,A,0,4,0,2019,IL,425.52920213623196,grade=A|score_decile=0,2,164,8,0,0,0,0,145133997,2074.8268921168674,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
129199147,30000.0,A,0,4,0,2018,other,423.4713136192422,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
138377723,40000.0,A,0,4,0,2018,CA,422.4877452861371,grade=A|score_decile=0,2,164,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
156518724,35000.0,A,0,4,0,2019,other,416.9432294625173,grade=A|score_decile=0,2,163,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
127802286,20000.0,A,0,4,0,2018,NC,415.54407794099575,grade=A|score_decile=0,2,162,4,0,0,0,0,145133997,2064.841767921631,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
151315049,20000.0,A,0,4,1,2019,MA,414.80069412271126,grade=A|score_decile=0,2,162,4,0,0,0,0,145133997,2064.0983841033467,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
148497641,20000.0,A,0,4,0,2019,FL,412.0901339820583,grade=A|score_decile=0,2,162,4,0,0,0,0,145133997,2061.387823962694,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
154331643,32000.0,A,0,4,0,2019,CA,411.80219516536164,grade=A|score_decile=0,2,162,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
152952228,21050.0,A,0,4,0,2019,IN,409.8030490016044,grade=A|score_decile=0,2,162,2,0,0,0,0,169720067,248.29428888138133,161.50876012022306,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
141169513,40000.0,A,0,4,0,2018,CA,409.77738480495816,grade=A|score_decile=0,2,162,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
141150518,25000.0,A,0,4,1,2018,MI,406.3144006518195,grade=A|score_decile=0,2,162,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
127937545,35000.0,A,0,3,2,2018,MA,405.9598321769564,grade=A|score_decile=0,2,162,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
133331218,20000.0,A,0,4,0,2018,NJ,405.5283175863542,grade=A|score_decile=0,2,162,4,0,0,0,0,145133997,2054.8260075669896,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
136782962,25000.0,A,0,4,0,2018,other,404.243805488722,grade=A|score_decile=0,2,162,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
126689519,30000.0,A,0,4,2,2018,NJ,403.7909814754919,grade=A|score_decile=0,2,162,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
130259258,40000.0,A,0,4,2,2018,other,403.1025779663404,grade=A|score_decile=0,2,162,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
139007736,22000.0,A,0,3,3,2018,IN,402.465706373397,grade=A|score_decile=0,2,162,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
139668106,20000.0,A,0,4,2,2018,CA,401.23378749484385,grade=A|score_decile=0,2,162,4,0,0,0,0,145133997,2050.5314774754793,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
145845999,34000.0,A,0,4,2,2019,OH,400.924170233031,grade=A|score_decile=0,2,162,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
148384485,19600.0,A,0,4,0,2019,WA,400.3744795616322,grade=A|score_decile=0,2,162,4,0,0,0,0,145133997,2049.6721695422675,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
148571417,19000.0,A,0,4,1,2019,CA,399.63213541443304,grade=A|score_decile=0,2,162,6,0,0,0,0,145133997,2048.9298253950683,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
127011767,25000.0,A,0,4,1,2018,TX,397.4349282484577,grade=A|score_decile=0,2,162,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
146384632,30000.0,A,0,3,4,2019,other,396.2872183598561,grade=A|score_decile=0,2,162,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
134816326,30000.0,A,0,4,1,2018,CA,395.9358228568636,grade=A|score_decile=0,2,162,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
143521432,18000.0,A,0,4,0,2018,NJ,395.191647552325,grade=A|score_decile=0,2,162,12,0,0,0,0,145133997,2044.4893375329602,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
140285106,40000.0,A,0,4,1,2018,IL,395.1486601631155,grade=A|score_decile=0,2,162,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
140660579,40000.0,A,0,4,0,2018,CA,395.1486601631155,grade=A|score_decile=0,2,162,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
140629382,40000.0,A,0,4,0,2018,TX,395.1486601631155,grade=A|score_decile=0,2,162,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
140526418,40000.0,A,0,4,0,2018,other,395.1486601631155,grade=A|score_decile=0,2,162,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
139915612,40000.0,A,0,4,1,2018,FL,395.1486601631155,grade=A|score_decile=0,2,162,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
139665622,40000.0,A,0,4,0,2018,TX,395.1486601631155,grade=A|score_decile=0,2,162,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
137322291,40000.0,A,0,4,1,2018,other,394.79008878195486,grade=A|score_decile=0,2,162,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
154339324,32000.0,A,0,4,2,2019,VA,393.36576481976056,grade=A|score_decile=0,2,162,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
162800303,30000.0,A,0,4,0,2019,NY,388.8331714457408,grade=A|score_decile=0,2,162,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
160633253,20000.0,A,0,4,3,2019,other,388.49328639560946,grade=A|score_decile=0,2,162,4,0,0,0,0,145133997,2037.7909763762448,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
136516792,24000.0,A,0,0,4,2018,TX,388.07405326917257,grade=A|score_decile=0,2,162,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
152076124,40000.0,A,0,1,4,2019,NV,384.4304353408584,grade=A|score_decile=0,2,161,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
141811954,36000.0,A,0,4,1,2018,NC,383.4927369386205,grade=A|score_decile=0,2,161,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
149586045,40000.0,A,0,4,0,2019,WA,380.4964317583995,grade=A|score_decile=0,2,160,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
149945188,40000.0,A,0,4,1,2019,TX,380.4964317583995,grade=A|score_decile=0,2,160,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
151009648,40000.0,A,0,4,0,2019,CA,380.4964317583995,grade=A|score_decile=0,2,160,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
126518289,40000.0,A,0,4,0,2018,OH,379.8958851975323,grade=A|score_decile=0,2,160,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
127842943,40000.0,A,0,4,1,2018,NY,379.8958851975323,grade=A|score_decile=0,2,160,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
120195183,40000.0,A,0,4,0,2018,MA,379.8958851975323,grade=A|score_decile=0,2,160,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
135678030,20000.0,A,0,4,0,2018,IL,379.40666533043805,grade=A|score_decile=0,2,160,3,0,0,0,0,145133997,2028.7043553110734,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
129236530,35000.0,A,0,3,2,2018,CA,377.75163752349727,grade=A|score_decile=0,2,160,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
147932942,24150.0,A,0,4,0,2019,other,376.9840204370648,grade=A|score_decile=0,2,160,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
139646464,18000.0,A,0,3,0,2018,MA,375.8168970734019,grade=A|score_decile=0,2,159,9,0,0,0,0,145133997,2025.1145870540372,-1649.2976899806354,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
163299130,31400.0,A,0,4,0,2019,other,375.8060196021896,grade=A|score_decile=0,2,159,0,0,0,0,0,,,,candidate-level v338 source-tight pricing diagnostic; not a branch-price certificate
