policy_id,source_id,pooling_rule,n_cells,n_defended_cells,n_small_cells,worst_source_coverage_v4,mean_source_coverage_v4,defended_exposure,mdcp_gate_pass_80,online_worst_source_coverage_v4
paper4_v4_local_rt0p1750_g0p450_u0p050,grade_score,native_min8,20,9,11,0.8571428571428572,0.9502926331092438,922375.0,True,0.8
paper4_v4_local_rt0p1750_g0p450_u0p075,original_grade,native_min8,7,5,2,0.8461538461538461,0.9363243162231785,992500.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p450_u0p075,period,native_min8,5,5,0,0.8863636363636364,0.9456937799043063,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p450_u0p075,term,native_min8,2,1,1,0.9424242424242424,0.9424242424242424,899925.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p450_u0p075,state_top20,native_min8,21,16,5,0.75,0.9292734040650708,923175.0,False,0.8181818181818182
paper4_v4_local_rt0p1750_g0p450_u0p075,income_band,native_min8,5,5,0,0.875,0.9201720323431761,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p450_u0p075,dti_band,native_min8,5,5,0,0.9166666666666666,0.9422208013640239,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p450_u0p075,score_decile,native_min8,5,5,0,0.8333333333333334,0.9265844757856279,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p450_u0p075,grade_period,native_min8,24,10,14,0.8571428571428572,0.9500977155465128,830775.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p450_u0p075,grade_score,native_min8,20,9,11,0.8571428571428572,0.9497827012912625,921375.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p450_u0p100,original_grade,native_min8,7,5,2,0.8461538461538461,0.9364019439207409,992500.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p450_u0p100,period,native_min8,5,5,0,0.8863636363636364,0.9458911483253589,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p450_u0p100,term,native_min8,2,1,1,0.9425981873111783,0.9425981873111783,899925.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p450_u0p100,state_top20,native_min8,21,16,5,0.75,0.9293426177970752,923175.0,False,0.8181818181818182
paper4_v4_local_rt0p1750_g0p450_u0p100,income_band,native_min8,5,5,0,0.875,0.920243699806148,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p450_u0p100,dti_band,native_min8,5,5,0,0.9166666666666666,0.9423156180517609,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p450_u0p100,score_decile,native_min8,5,5,0,0.8333333333333334,0.9266630303810717,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p450_u0p100,grade_period,native_min8,24,10,14,0.8571428571428572,0.9503498163868489,832211.0934354644,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p450_u0p100,grade_score,native_min8,20,9,11,0.8571428571428572,0.9498684351732926,921375.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p000,original_grade,native_min8,7,5,2,0.8461538461538461,0.9337526004354562,993500.0,True,0.8
paper4_v4_local_rt0p1750_g0p475_u0p000,period,native_min8,5,5,0,0.9069767441860466,0.950217191087623,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p475_u0p000,term,native_min8,2,1,1,0.9461077844311377,0.9461077844311377,899364.6958255164,True,0.8
paper4_v4_local_rt0p1750_g0p475_u0p000,state_top20,native_min8,21,15,6,0.75,0.9330271505813302,899175.0,False,0.8
paper4_v4_local_rt0p1750_g0p475_u0p000,income_band,native_min8,5,4,1,0.9032258064516129,0.9396069174514126,991175.0,True,0.8
paper4_v4_local_rt0p1750_g0p475_u0p000,dti_band,native_min8,5,5,0,0.9166666666666666,0.9452107279693488,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p475_u0p000,score_decile,native_min8,5,5,0,0.8461538461538461,0.9267169094124432,1000000.0,True,0.8
paper4_v4_local_rt0p1750_g0p475_u0p000,grade_period,native_min8,24,12,12,0.9,0.95545150908523,898314.6958255164,True,0.8
paper4_v4_local_rt0p1750_g0p475_u0p000,grade_score,native_min8,20,9,11,0.9,0.9530963952532581,922375.0,True,0.8
paper4_v4_local_rt0p1750_g0p475_u0p025,original_grade,native_min8,7,5,2,0.8461538461538461,0.9310882100355784,993500.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p025,period,native_min8,5,5,0,0.8863636363636364,0.9461320049813201,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p025,term,native_min8,2,1,1,0.9434523809523809,0.9434523809523809,899925.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p025,state_top20,native_min8,21,15,6,0.75,0.9272608872608873,899175.0,False,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p025,income_band,native_min8,5,4,1,0.8787878787878788,0.9331750067594269,991175.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p025,dti_band,native_min8,5,5,0,0.9166666666666666,0.9429206286751045,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p025,score_decile,native_min8,5,5,0,0.8461538461538461,0.9244562445276803,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p025,grade_period,native_min8,24,12,12,0.8571428571428572,0.9508662216874426,898875.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p025,grade_score,native_min8,20,9,11,0.9,0.9505842770656052,922375.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p050,original_grade,native_min8,7,5,2,0.8461538461538461,0.9386462281679673,992500.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p050,period,native_min8,5,5,0,0.8863636363636364,0.9480278819119026,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p050,term,native_min8,2,1,1,0.9457831325301205,0.9457831325301205,899925.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p050,state_top20,native_min8,21,15,6,0.75,0.9259630418666563,899175.0,False,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p050,income_band,native_min8,5,5,0,0.875,0.9217951059705275,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p050,dti_band,native_min8,5,5,0,0.9166666666666666,0.9442346061231511,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p050,score_decile,native_min8,5,5,0,0.8666666666666667,0.9340536395955358,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p050,grade_period,native_min8,24,11,13,0.8571428571428572,0.9568556233328962,869575.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p050,grade_score,native_min8,20,9,11,0.9090909090909091,0.956704475913898,921375.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p075,original_grade,native_min8,7,5,2,0.8461538461538461,0.9385573239021514,992500.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p075,period,native_min8,5,5,0,0.8863636363636364,0.9482663170163169,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p075,term,native_min8,2,1,1,0.9461077844311377,0.9461077844311377,899925.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p075,state_top20,native_min8,21,16,5,0.75,0.9307391612737999,923175.0,False,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p075,income_band,native_min8,5,5,0,0.875,0.9219216701562948,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p075,dti_band,native_min8,5,5,0,0.92,0.9449978911473057,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p075,score_decile,native_min8,5,5,0,0.875,0.9356747909199523,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p075,grade_period,native_min8,24,10,14,0.8571428571428572,0.9531530514504652,825901.8296222629,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p075,grade_score,native_min8,20,9,11,0.9154929577464789,0.95725382909483,921375.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p100,original_grade,native_min8,7,5,2,0.8461538461538461,0.9379865084410538,992500.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p100,period,native_min8,5,5,0,0.8863636363636364,0.9481756338899195,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p100,term,native_min8,2,1,1,0.9462686567164179,0.9462686567164179,899925.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p100,state_top20,native_min8,21,16,5,0.75,0.9313225508374525,923175.0,False,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p100,income_band,native_min8,5,5,0,0.875,0.9221876276031032,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p100,dti_band,native_min8,5,5,0,0.92,0.945090398085326,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p100,score_decile,native_min8,5,5,0,0.8666666666666667,0.9338608598509781,1000000.0000000001,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p100,grade_period,native_min8,24,10,14,0.8571428571428572,0.9532901365875504,830775.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p475_u0p100,grade_score,native_min8,20,9,11,0.9090909090909091,0.9557240837570351,921375.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p000,original_grade,native_min8,7,5,2,0.8461538461538461,0.9276243323639543,993500.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p000,period,native_min8,5,5,0,0.8863636363636364,0.9450830539323689,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p000,term,native_min8,2,1,1,0.9413489736070382,0.9413489736070382,911149.273837276,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p000,state_top20,native_min8,21,14,7,0.8333333333333334,0.9381666769271811,874525.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p000,income_band,native_min8,5,5,0,0.75,0.8974509531160436,1000000.0,False,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p000,dti_band,native_min8,5,5,0,0.9166666666666666,0.9417647776811696,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p000,score_decile,native_min8,5,5,0,0.8333333333333334,0.9186287387001745,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p000,grade_period,native_min8,24,12,12,0.8571428571428572,0.9481284340659341,895725.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p000,grade_score,native_min8,20,9,11,0.8888888888888888,0.9475860407340354,922375.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p025,original_grade,native_min8,7,5,2,0.8461538461538461,0.9330173865604022,993500.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p025,period,native_min8,5,5,0,0.8863636363636364,0.9466401342836986,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p025,term,native_min8,2,1,1,0.943952802359882,0.943952802359882,908861.906808232,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p025,state_top20,native_min8,21,14,7,0.8235294117647058,0.9382867249463889,874525.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p025,income_band,native_min8,5,5,0,0.75,0.8985716520650813,1000000.0,False,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p025,dti_band,native_min8,5,5,0,0.9166666666666666,0.9432300694572501,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p025,score_decile,native_min8,5,5,0,0.8181818181818181,0.9202496310673356,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p025,grade_period,native_min8,24,12,12,0.8571428571428572,0.95313259506603,895725.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p025,grade_score,native_min8,20,9,11,0.875,0.9495832637926858,922375.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p050,original_grade,native_min8,7,5,2,0.8461538461538461,0.9328061501932312,992500.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p050,period,native_min8,5,5,0,0.8863636363636364,0.9466630781499203,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p050,term,native_min8,2,1,1,0.9434523809523809,0.9434523809523809,905241.5095475824,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p050,state_top20,native_min8,21,15,6,0.8125,0.9399025477684014,898525.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p050,income_band,native_min8,5,5,0,0.7777777777777778,0.9032469976906892,1000000.0,False,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p050,dti_band,native_min8,5,5,0,0.92,0.9434799409436894,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p050,score_decile,native_min8,5,5,0,0.8461538461538461,0.925246061942836,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p050,grade_period,native_min8,24,11,13,0.8571428571428572,0.9488588018564509,866425.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p050,grade_score,native_min8,20,9,11,0.8888888888888888,0.9507561032988586,921375.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p075,original_grade,native_min8,7,5,2,0.8461538461538461,0.9393745018503239,992500.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p075,period,native_min8,5,5,0,0.8863636363636364,0.9483996788508067,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p075,term,native_min8,2,1,1,0.9465875370919882,0.9465875370919882,905577.7355674595,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p075,state_top20,native_min8,21,15,6,0.8181818181818181,0.9441359410807422,898525.0000000001,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p075,income_band,native_min8,5,5,0,0.875,0.9232003054014954,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p075,dti_band,native_min8,5,5,0,0.92,0.9451196520755708,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p075,score_decile,native_min8,5,5,0,0.8333333333333334,0.9282083919672729,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p075,grade_period,native_min8,24,11,13,0.8571428571428572,0.9571285439399401,866425.0000000001,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p075,grade_score,native_min8,20,9,11,0.875,0.9534216476310697,921375.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p100,original_grade,native_min8,7,5,2,0.8461538461538461,0.939947795609666,992500.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p100,period,native_min8,5,5,0,0.8913043478260869,0.950996867043483,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p100,term,native_min8,2,1,1,0.9494047619047619,0.9494047619047619,903575.0000002501,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p100,state_top20,native_min8,21,15,6,0.8666666666666667,0.9490095664921284,898525.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p100,income_band,native_min8,5,5,0,0.875,0.928332788893426,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p100,dti_band,native_min8,5,5,0,0.9294117647058824,0.9527863187422374,1000000.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p100,score_decile,native_min8,5,5,0,0.9,0.9412658778446215,1000000.0000000001,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p100,grade_period,native_min8,24,10,14,0.8571428571428572,0.9554199483675546,825650.0,True,0.8181818181818182
paper4_v4_local_rt0p1750_g0p500_u0p100,grade_score,native_min8,20,8,12,0.9154929577464789,0.9625086994273865,889684.7997252664,True,0.8181818181818182
paper4_v4_local_rt0p1775_g0p400_u0p000,original_grade,native_min8,6,4,2,0.8461538461538461,0.9283382249220758,981000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p000,period,native_min8,5,5,0,0.9,0.9430672305930038,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p000,term,native_min8,2,1,1,0.9387755102040817,0.9387755102040817,930925.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p000,state_top20,native_min8,21,13,8,0.8333333333333334,0.9256000441392634,857525.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p000,income_band,native_min8,5,5,0,0.8888888888888888,0.9252178649237474,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p000,dti_band,native_min8,5,5,0,0.9166666666666666,0.9399787325588542,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p000,score_decile,native_min8,5,5,0,0.8333333333333334,0.9316607276819205,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p000,grade_period,native_min8,19,11,8,0.8571428571428572,0.9496457704748908,941550.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p000,grade_score,native_min8,18,8,10,0.8571428571428572,0.9434786253141445,926875.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p025,original_grade,native_min8,6,4,2,0.8461538461538461,0.9283382249220758,981000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p025,period,native_min8,5,5,0,0.9,0.9432046636051977,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p025,term,native_min8,2,1,1,0.9387755102040817,0.9387755102040817,930925.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p025,state_top20,native_min8,21,13,8,0.8333333333333334,0.9261042234119158,857525.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p025,income_band,native_min8,5,5,0,0.8888888888888888,0.9247594997594998,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p025,dti_band,native_min8,5,5,0,0.9166666666666666,0.9395680218033158,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p025,score_decile,native_min8,5,5,0,0.8333333333333334,0.9316924121012882,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p025,grade_period,native_min8,19,11,8,0.8571428571428572,0.9496893832591968,941550.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p025,grade_score,native_min8,18,8,10,0.8571428571428572,0.9433584801291408,926875.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p050,original_grade,native_min8,6,4,2,0.8461538461538461,0.9283382249220758,981000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p050,period,native_min8,5,5,0,0.8974358974358975,0.9426918430923772,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p050,term,native_min8,2,1,1,0.9387755102040817,0.9387755102040817,930925.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p050,state_top20,native_min8,21,13,8,0.8333333333333334,0.92607617300059,857525.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p050,income_band,native_min8,5,5,0,0.8888888888888888,0.9245553834141784,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p050,dti_band,native_min8,5,5,0,0.9154929577464789,0.9394117113918273,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p050,score_decile,native_min8,5,5,0,0.8333333333333334,0.9316986635322799,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p050,grade_period,native_min8,19,11,8,0.8571428571428572,0.9496893832591968,941550.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p050,grade_score,native_min8,18,8,10,0.8571428571428572,0.9433018695219351,926875.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p075,original_grade,native_min8,6,4,2,0.8461538461538461,0.9283382249220758,981000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p075,period,native_min8,5,5,0,0.9,0.9431517628822211,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p075,term,native_min8,2,1,1,0.9387755102040817,0.9387755102040817,930925.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p075,state_top20,native_min8,21,14,7,0.8333333333333334,0.9310163103032689,881025.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p075,income_band,native_min8,5,5,0,0.8888888888888888,0.9243395493395493,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p075,dti_band,native_min8,5,5,0,0.9166666666666666,0.9391173526467643,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p075,score_decile,native_min8,5,5,0,0.8333333333333334,0.9316242218449349,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p075,grade_period,native_min8,19,11,8,0.8571428571428572,0.9495600673404073,941550.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p075,grade_score,native_min8,18,8,10,0.8571428571428572,0.9431424307464248,926875.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p100,original_grade,native_min8,6,4,2,0.8461538461538461,0.9282324383992789,981000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p100,period,native_min8,5,5,0,0.8974358974358975,0.9426389423694006,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p100,term,native_min8,2,1,1,0.9385964912280702,0.9385964912280702,930925.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p100,state_top20,native_min8,21,14,7,0.8333333333333334,0.9309840480758849,881025.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p100,income_band,native_min8,5,5,0,0.875,0.9215617715617717,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p100,dti_band,native_min8,5,5,0,0.9166666666666666,0.9389212742153917,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p100,score_decile,native_min8,5,5,0,0.8333333333333334,0.9315488133824298,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p100,grade_period,native_min8,19,11,8,0.8571428571428572,0.9495600673404073,941550.0,True,0.8
paper4_v4_local_rt0p1775_g0p400_u0p100,grade_score,native_min8,18,8,10,0.8571428571428572,0.9429762073421695,926875.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p000,original_grade,native_min8,6,5,1,0.8461538461538461,0.9439706651891525,996000.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p000,period,native_min8,5,5,0,0.9069767441860466,0.9473697078115683,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p000,term,native_min8,2,1,1,0.9418604651162791,0.9418604651162791,926149.4408968434,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p000,state_top20,native_min8,21,15,6,0.8333333333333334,0.9381961261597686,898425.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p000,income_band,native_min8,5,5,0,0.875,0.9248367346938775,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p000,dti_band,native_min8,5,5,0,0.9195402298850575,0.9417849841813833,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p000,score_decile,native_min8,5,5,0,0.8333333333333334,0.9327341595824865,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p000,grade_period,native_min8,22,11,11,0.8571428571428572,0.9517841033049556,930774.4408968433,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p000,grade_score,native_min8,19,8,11,0.8571428571428572,0.9451535382686758,916099.4408968433,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p025,original_grade,native_min8,6,5,1,0.8461538461538461,0.9439706651891525,996000.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p025,period,native_min8,5,5,0,0.9069767441860466,0.9473697078115683,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p025,term,native_min8,2,1,1,0.9418604651162791,0.9418604651162791,926149.4408968434,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p025,state_top20,native_min8,21,15,6,0.8333333333333334,0.9381961261597686,898425.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p025,income_band,native_min8,5,5,0,0.875,0.9248367346938775,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p025,dti_band,native_min8,5,5,0,0.9195402298850575,0.9417849841813833,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p025,score_decile,native_min8,5,5,0,0.8333333333333334,0.9327341595824865,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p025,grade_period,native_min8,22,11,11,0.8571428571428572,0.9517841033049556,930774.4408968433,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p025,grade_score,native_min8,19,8,11,0.8571428571428572,0.9451535382686758,916099.4408968433,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p050,original_grade,native_min8,6,5,1,0.8461538461538461,0.9439706651891525,996000.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p050,period,native_min8,5,5,0,0.9069767441860466,0.9473697078115683,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p050,term,native_min8,2,1,1,0.9418604651162791,0.9418604651162791,926149.4408968434,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p050,state_top20,native_min8,21,15,6,0.8333333333333334,0.9381961261597686,898425.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p050,income_band,native_min8,5,5,0,0.875,0.9248367346938775,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p050,dti_band,native_min8,5,5,0,0.9195402298850575,0.9417849841813833,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p050,score_decile,native_min8,5,5,0,0.8333333333333334,0.9327341595824865,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p050,grade_period,native_min8,22,11,11,0.8571428571428572,0.9517841033049556,930774.4408968433,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p050,grade_score,native_min8,19,8,11,0.8571428571428572,0.9451535382686758,916099.4408968433,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p075,original_grade,native_min8,6,5,1,0.8461538461538461,0.9439706651891525,996000.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p075,period,native_min8,5,5,0,0.9069767441860466,0.9473697078115683,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p075,term,native_min8,2,1,1,0.9418604651162791,0.9418604651162791,926149.4408968434,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p075,state_top20,native_min8,21,15,6,0.8333333333333334,0.9381961261597686,898425.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p075,income_band,native_min8,5,5,0,0.875,0.9248367346938775,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p075,dti_band,native_min8,5,5,0,0.9195402298850575,0.9417849841813833,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p075,score_decile,native_min8,5,5,0,0.8333333333333334,0.9327341595824865,1000000.0,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p075,grade_period,native_min8,22,11,11,0.8571428571428572,0.9517841033049556,930774.4408968433,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p075,grade_score,native_min8,19,8,11,0.8571428571428572,0.9451535382686758,916099.4408968433,True,0.8
paper4_v4_local_rt0p1775_g0p425_u0p100,original_grade,native_min8,6,5,1,0.8461538461538461,0.9439706651891525,996000.0,True,0.8
