candidate_rank_v286,added_loan_id_v286,drop_rank_v286,dropped_loan_id_v286,dropped_loan_amount_v286,dropped_mean_return_v286,drop_grade_v286,drop_score_decile_v286,claim_boundary_v286
31,142864364,7,148029832,10000.0,247.80404423386764,A,0,selected by exact source-relief MILP for diagnostic pricing only
32,126754841,1,138240169,35000.0,858.3018037609215,A,0,selected by exact source-relief MILP for diagnostic pricing only
33,142187586,1,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
33,142187586,2,138240169,35000.0,858.3018037609215,A,0,selected by exact source-relief MILP for diagnostic pricing only
34,144762389,1,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
34,144762389,2,138240169,35000.0,858.3018037609215,A,0,selected by exact source-relief MILP for diagnostic pricing only
35,130171815,1,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
35,130171815,2,138240169,35000.0,858.3018037609215,A,0,selected by exact source-relief MILP for diagnostic pricing only
36,138624297,1,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
36,138624297,2,138240169,35000.0,858.3018037609215,A,0,selected by exact source-relief MILP for diagnostic pricing only
37,126775973,1,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
37,126775973,2,138240169,35000.0,858.3018037609215,A,0,selected by exact source-relief MILP for diagnostic pricing only
38,144885292,1,170387634,3000.0,72.71865378192913,A,0,selected by exact source-relief MILP for diagnostic pricing only
38,144885292,2,144534751,3000.0,73.15914631115284,A,0,selected by exact source-relief MILP for diagnostic pricing only
38,144885292,3,133763576,3000.0,73.31323703811194,A,0,selected by exact source-relief MILP for diagnostic pricing only
38,144885292,4,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
38,144885292,5,158700271,8000.0,198.2323499409941,A,0,selected by exact source-relief MILP for diagnostic pricing only
39,126636088,1,170387634,3000.0,72.71865378192913,A,0,selected by exact source-relief MILP for diagnostic pricing only
39,126636088,2,144534751,3000.0,73.15914631115284,A,0,selected by exact source-relief MILP for diagnostic pricing only
39,126636088,3,133763576,3000.0,73.31323703811194,A,0,selected by exact source-relief MILP for diagnostic pricing only
39,126636088,4,138253214,6000.0,147.1374520733008,A,0,selected by exact source-relief MILP for diagnostic pricing only
39,126636088,5,148029832,10000.0,247.80404423386764,A,0,selected by exact source-relief MILP for diagnostic pricing only
40,142172742,1,170387634,3000.0,72.71865378192913,A,0,selected by exact source-relief MILP for diagnostic pricing only
40,142172742,2,144534751,3000.0,73.15914631115284,A,0,selected by exact source-relief MILP for diagnostic pricing only
40,142172742,3,133763576,3000.0,73.31323703811194,A,0,selected by exact source-relief MILP for diagnostic pricing only
40,142172742,4,138253214,6000.0,147.1374520733008,A,0,selected by exact source-relief MILP for diagnostic pricing only
40,142172742,5,148029832,10000.0,247.80404423386764,A,0,selected by exact source-relief MILP for diagnostic pricing only
41,165418646,1,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
41,165418646,2,138240169,35000.0,858.3018037609215,A,0,selected by exact source-relief MILP for diagnostic pricing only
42,146849277,1,161626478,2400.0,59.91771594001454,A,0,selected by exact source-relief MILP for diagnostic pricing only
42,146849277,2,170387634,3000.0,72.71865378192913,A,0,selected by exact source-relief MILP for diagnostic pricing only
42,146849277,3,144534751,3000.0,73.15914631115284,A,0,selected by exact source-relief MILP for diagnostic pricing only
42,146849277,4,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
42,146849277,5,138253214,6000.0,147.1374520733008,A,0,selected by exact source-relief MILP for diagnostic pricing only
42,146849277,6,148029832,10000.0,247.80404423386764,A,0,selected by exact source-relief MILP for diagnostic pricing only
43,136540082,1,159357211,1500.0,37.236996479670715,A,0,selected by exact source-relief MILP for diagnostic pricing only
43,136540082,2,161626478,2400.0,59.91771594001454,A,0,selected by exact source-relief MILP for diagnostic pricing only
43,136540082,3,170387634,3000.0,72.71865378192913,A,0,selected by exact source-relief MILP for diagnostic pricing only
43,136540082,4,144534751,3000.0,73.15914631115284,A,0,selected by exact source-relief MILP for diagnostic pricing only
43,136540082,5,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
43,136540082,6,158700271,8000.0,198.2323499409941,A,0,selected by exact source-relief MILP for diagnostic pricing only
43,136540082,7,148029832,10000.0,247.80404423386764,A,0,selected by exact source-relief MILP for diagnostic pricing only
44,126151433,1,148096150,1000.0,27.38487574759364,A,0,selected by exact source-relief MILP for diagnostic pricing only
44,126151433,2,138240169,35000.0,858.3018037609215,A,0,selected by exact source-relief MILP for diagnostic pricing only
45,147694317,1,170387634,3000.0,72.71865378192913,A,0,selected by exact source-relief MILP for diagnostic pricing only
45,147694317,2,144534751,3000.0,73.15914631115284,A,0,selected by exact source-relief MILP for diagnostic pricing only
45,147694317,3,133763576,3000.0,73.31323703811194,A,0,selected by exact source-relief MILP for diagnostic pricing only
45,147694317,4,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
45,147694317,5,138253214,6000.0,147.1374520733008,A,0,selected by exact source-relief MILP for diagnostic pricing only
45,147694317,6,148029832,10000.0,247.80404423386764,A,0,selected by exact source-relief MILP for diagnostic pricing only
46,144908663,1,159357211,1500.0,37.236996479670715,A,0,selected by exact source-relief MILP for diagnostic pricing only
46,144908663,2,137182894,1800.0,44.22659987973943,A,0,selected by exact source-relief MILP for diagnostic pricing only
46,144908663,3,170387634,3000.0,72.71865378192913,A,0,selected by exact source-relief MILP for diagnostic pricing only
46,144908663,4,144534751,3000.0,73.15914631115284,A,0,selected by exact source-relief MILP for diagnostic pricing only
46,144908663,5,133763576,3000.0,73.31323703811194,A,0,selected by exact source-relief MILP for diagnostic pricing only
46,144908663,6,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
46,144908663,7,138253214,6000.0,147.1374520733008,A,0,selected by exact source-relief MILP for diagnostic pricing only
47,149805943,1,159357211,1500.0,37.236996479670715,A,0,selected by exact source-relief MILP for diagnostic pricing only
47,149805943,2,170387634,3000.0,72.71865378192913,A,0,selected by exact source-relief MILP for diagnostic pricing only
47,149805943,3,144534751,3000.0,73.15914631115284,A,0,selected by exact source-relief MILP for diagnostic pricing only
47,149805943,4,133763576,3000.0,73.31323703811194,A,0,selected by exact source-relief MILP for diagnostic pricing only
47,149805943,5,138253214,6000.0,147.1374520733008,A,0,selected by exact source-relief MILP for diagnostic pricing only
47,149805943,6,160327845,7500.0,186.18498239835355,A,0,selected by exact source-relief MILP for diagnostic pricing only
48,126494478,1,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
48,126494478,2,138240169,35000.0,858.3018037609215,A,0,selected by exact source-relief MILP for diagnostic pricing only
49,127045713,1,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
49,127045713,2,138240169,35000.0,858.3018037609215,A,0,selected by exact source-relief MILP for diagnostic pricing only
50,139226049,1,170387634,3000.0,72.71865378192913,A,0,selected by exact source-relief MILP for diagnostic pricing only
50,139226049,2,144534751,3000.0,73.15914631115284,A,0,selected by exact source-relief MILP for diagnostic pricing only
50,139226049,3,133763576,3000.0,73.31323703811194,A,0,selected by exact source-relief MILP for diagnostic pricing only
50,139226049,4,138253214,6000.0,147.1374520733008,A,0,selected by exact source-relief MILP for diagnostic pricing only
50,139226049,5,148029832,10000.0,247.80404423386764,A,0,selected by exact source-relief MILP for diagnostic pricing only
51,138169582,1,170387634,3000.0,72.71865378192913,A,0,selected by exact source-relief MILP for diagnostic pricing only
51,138169582,2,144534751,3000.0,73.15914631115284,A,0,selected by exact source-relief MILP for diagnostic pricing only
51,138169582,3,133763576,3000.0,73.31323703811194,A,0,selected by exact source-relief MILP for diagnostic pricing only
51,138169582,4,138253214,6000.0,147.1374520733008,A,0,selected by exact source-relief MILP for diagnostic pricing only
51,138169582,5,148029832,10000.0,247.80404423386764,A,0,selected by exact source-relief MILP for diagnostic pricing only
52,161623470,1,170387634,3000.0,72.71865378192913,A,0,selected by exact source-relief MILP for diagnostic pricing only
52,161623470,2,144534751,3000.0,73.15914631115284,A,0,selected by exact source-relief MILP for diagnostic pricing only
52,161623470,3,133763576,3000.0,73.31323703811194,A,0,selected by exact source-relief MILP for diagnostic pricing only
52,161623470,4,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
52,161623470,5,138253214,6000.0,147.1374520733008,A,0,selected by exact source-relief MILP for diagnostic pricing only
53,127545027,1,170387634,3000.0,72.71865378192913,A,0,selected by exact source-relief MILP for diagnostic pricing only
53,127545027,2,144534751,3000.0,73.15914631115284,A,0,selected by exact source-relief MILP for diagnostic pricing only
53,127545027,3,133763576,3000.0,73.31323703811194,A,0,selected by exact source-relief MILP for diagnostic pricing only
53,127545027,4,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
53,127545027,5,138253214,6000.0,147.1374520733008,A,0,selected by exact source-relief MILP for diagnostic pricing only
53,127545027,6,148029832,10000.0,247.80404423386764,A,0,selected by exact source-relief MILP for diagnostic pricing only
54,126684370,1,170387634,3000.0,72.71865378192913,A,0,selected by exact source-relief MILP for diagnostic pricing only
54,126684370,2,144534751,3000.0,73.15914631115284,A,0,selected by exact source-relief MILP for diagnostic pricing only
54,126684370,3,133763576,3000.0,73.31323703811194,A,0,selected by exact source-relief MILP for diagnostic pricing only
54,126684370,4,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
54,126684370,5,138253214,6000.0,147.1374520733008,A,0,selected by exact source-relief MILP for diagnostic pricing only
54,126684370,6,148029832,10000.0,247.80404423386764,A,0,selected by exact source-relief MILP for diagnostic pricing only
55,157309530,1,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
55,157309530,2,138240169,35000.0,858.3018037609215,A,0,selected by exact source-relief MILP for diagnostic pricing only
56,137801455,1,170387634,3000.0,72.71865378192913,A,0,selected by exact source-relief MILP for diagnostic pricing only
56,137801455,2,144534751,3000.0,73.15914631115284,A,0,selected by exact source-relief MILP for diagnostic pricing only
56,137801455,3,133763576,3000.0,73.31323703811194,A,0,selected by exact source-relief MILP for diagnostic pricing only
56,137801455,4,138253214,6000.0,147.1374520733008,A,0,selected by exact source-relief MILP for diagnostic pricing only
56,137801455,5,148029832,10000.0,247.80404423386764,A,0,selected by exact source-relief MILP for diagnostic pricing only
57,139123333,1,170387634,3000.0,72.71865378192913,A,0,selected by exact source-relief MILP for diagnostic pricing only
57,139123333,2,144534751,3000.0,73.15914631115284,A,0,selected by exact source-relief MILP for diagnostic pricing only
57,139123333,3,133763576,3000.0,73.31323703811194,A,0,selected by exact source-relief MILP for diagnostic pricing only
57,139123333,4,138253214,6000.0,147.1374520733008,A,0,selected by exact source-relief MILP for diagnostic pricing only
57,139123333,5,148029832,10000.0,247.80404423386764,A,0,selected by exact source-relief MILP for diagnostic pricing only
58,138691038,1,170387634,3000.0,72.71865378192913,A,0,selected by exact source-relief MILP for diagnostic pricing only
58,138691038,2,144534751,3000.0,73.15914631115284,A,0,selected by exact source-relief MILP for diagnostic pricing only
58,138691038,3,133763576,3000.0,73.31323703811194,A,0,selected by exact source-relief MILP for diagnostic pricing only
58,138691038,4,138253214,6000.0,147.1374520733008,A,0,selected by exact source-relief MILP for diagnostic pricing only
58,138691038,5,148029832,10000.0,247.80404423386764,A,0,selected by exact source-relief MILP for diagnostic pricing only
59,146368514,1,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
59,146368514,2,138240169,35000.0,858.3018037609215,A,0,selected by exact source-relief MILP for diagnostic pricing only
60,144406546,1,170387634,3000.0,72.71865378192913,A,0,selected by exact source-relief MILP for diagnostic pricing only
60,144406546,2,144534751,3000.0,73.15914631115284,A,0,selected by exact source-relief MILP for diagnostic pricing only
60,144406546,3,133763576,3000.0,73.31323703811194,A,0,selected by exact source-relief MILP for diagnostic pricing only
60,144406546,4,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
60,144406546,5,138253214,6000.0,147.1374520733008,A,0,selected by exact source-relief MILP for diagnostic pricing only
61,126336509,1,159357211,1500.0,37.236996479670715,A,0,selected by exact source-relief MILP for diagnostic pricing only
61,126336509,2,137182894,1800.0,44.22659987973943,A,0,selected by exact source-relief MILP for diagnostic pricing only
61,126336509,3,161626478,2400.0,59.91771594001454,A,0,selected by exact source-relief MILP for diagnostic pricing only
61,126336509,4,170387634,3000.0,72.71865378192913,A,0,selected by exact source-relief MILP for diagnostic pricing only
61,126336509,5,144534751,3000.0,73.15914631115284,A,0,selected by exact source-relief MILP for diagnostic pricing only
61,126336509,6,133763576,3000.0,73.31323703811194,A,0,selected by exact source-relief MILP for diagnostic pricing only
61,126336509,7,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
61,126336509,8,138253214,6000.0,147.1374520733008,A,0,selected by exact source-relief MILP for diagnostic pricing only
61,126336509,9,160327845,7500.0,186.18498239835355,A,0,selected by exact source-relief MILP for diagnostic pricing only
62,139483294,1,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
62,139483294,2,138240169,35000.0,858.3018037609215,A,0,selected by exact source-relief MILP for diagnostic pricing only
63,139706230,1,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
63,139706230,2,138240169,35000.0,858.3018037609215,A,0,selected by exact source-relief MILP for diagnostic pricing only
64,140192208,1,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
64,140192208,2,138240169,35000.0,858.3018037609215,A,0,selected by exact source-relief MILP for diagnostic pricing only
65,126342852,1,170387634,3000.0,72.71865378192913,A,0,selected by exact source-relief MILP for diagnostic pricing only
65,126342852,2,144534751,3000.0,73.15914631115284,A,0,selected by exact source-relief MILP for diagnostic pricing only
65,126342852,3,133763576,3000.0,73.31323703811194,A,0,selected by exact source-relief MILP for diagnostic pricing only
65,126342852,4,138253214,6000.0,147.1374520733008,A,0,selected by exact source-relief MILP for diagnostic pricing only
65,126342852,5,148029832,10000.0,247.80404423386764,A,0,selected by exact source-relief MILP for diagnostic pricing only
66,128417752,1,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
66,128417752,2,138240169,35000.0,858.3018037609215,A,0,selected by exact source-relief MILP for diagnostic pricing only
67,165759556,1,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
67,165759556,2,138240169,35000.0,858.3018037609215,A,0,selected by exact source-relief MILP for diagnostic pricing only
68,164460530,1,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
68,164460530,2,138240169,35000.0,858.3018037609215,A,0,selected by exact source-relief MILP for diagnostic pricing only
69,163986537,1,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
69,163986537,2,138240169,35000.0,858.3018037609215,A,0,selected by exact source-relief MILP for diagnostic pricing only
70,155829917,1,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
70,155829917,2,138240169,35000.0,858.3018037609215,A,0,selected by exact source-relief MILP for diagnostic pricing only
71,144724717,1,170387634,3000.0,72.71865378192913,A,0,selected by exact source-relief MILP for diagnostic pricing only
71,144724717,2,144534751,3000.0,73.15914631115284,A,0,selected by exact source-relief MILP for diagnostic pricing only
71,144724717,3,133763576,3000.0,73.31323703811194,A,0,selected by exact source-relief MILP for diagnostic pricing only
71,144724717,4,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
71,144724717,5,138253214,6000.0,147.1374520733008,A,0,selected by exact source-relief MILP for diagnostic pricing only
71,144724717,6,160447435,14000.0,347.54530047692685,A,0,selected by exact source-relief MILP for diagnostic pricing only
72,139082760,1,137182894,1800.0,44.22659987973943,A,0,selected by exact source-relief MILP for diagnostic pricing only
72,139082760,2,170387634,3000.0,72.71865378192913,A,0,selected by exact source-relief MILP for diagnostic pricing only
72,139082760,3,144534751,3000.0,73.15914631115284,A,0,selected by exact source-relief MILP for diagnostic pricing only
72,139082760,4,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
72,139082760,5,138253214,6000.0,147.1374520733008,A,0,selected by exact source-relief MILP for diagnostic pricing only
72,139082760,6,148029832,10000.0,247.80404423386764,A,0,selected by exact source-relief MILP for diagnostic pricing only
73,127100448,1,170387634,3000.0,72.71865378192913,A,0,selected by exact source-relief MILP for diagnostic pricing only
73,127100448,2,144534751,3000.0,73.15914631115284,A,0,selected by exact source-relief MILP for diagnostic pricing only
73,127100448,3,133763576,3000.0,73.31323703811194,A,0,selected by exact source-relief MILP for diagnostic pricing only
73,127100448,4,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
73,127100448,5,138253214,6000.0,147.1374520733008,A,0,selected by exact source-relief MILP for diagnostic pricing only
73,127100448,6,158700271,8000.0,198.2323499409941,A,0,selected by exact source-relief MILP for diagnostic pricing only
74,141955753,1,138240169,35000.0,858.3018037609215,A,0,selected by exact source-relief MILP for diagnostic pricing only
75,148053687,1,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
75,148053687,2,138240169,35000.0,858.3018037609215,A,0,selected by exact source-relief MILP for diagnostic pricing only
76,152594691,1,170387634,3000.0,72.71865378192913,A,0,selected by exact source-relief MILP for diagnostic pricing only
76,152594691,2,144534751,3000.0,73.15914631115284,A,0,selected by exact source-relief MILP for diagnostic pricing only
76,152594691,3,133763576,3000.0,73.31323703811194,A,0,selected by exact source-relief MILP for diagnostic pricing only
76,152594691,4,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
76,152594691,5,138253214,6000.0,147.1374520733008,A,0,selected by exact source-relief MILP for diagnostic pricing only
77,128239662,1,145033022,5050.0,123.15122962377396,A,0,selected by exact source-relief MILP for diagnostic pricing only
77,128239662,2,138240169,35000.0,858.3018037609215,A,0,selected by exact source-relief MILP for diagnostic pricing only
78,141804011,1,170387634,3000.0,72.71865378192913,A,0,selected by exact source-relief MILP for diagnostic pricing only
78,141804011,2,144534751,3000.0,73.15914631115284,A,0,selected by exact source-relief MILP for diagnostic pricing only
78,141804011,3,133763576,3000.0,73.31323703811194,A,0,selected by exact source-relief MILP for diagnostic pricing only
