policy_id,sicr_rule,ecl_v2_adverse,ecl_v2_baseline,ecl_v2_severe,net_return_after_ecl_v2_adverse,net_return_after_ecl_v2_baseline,net_return_after_ecl_v2_severe,severe_minus_baseline_ecl,ecl_v2_absolute_pd_30,ecl_v2_hybrid_pd_grade,ecl_v2_relative_pd_1p5,net_return_after_ecl_v2_absolute_pd_30,net_return_after_ecl_v2_hybrid_pd_grade,net_return_after_ecl_v2_relative_pd_1p5,stage2_lifetime_share_absolute_pd_30,stage2_lifetime_share_hybrid_pd_grade,stage2_lifetime_share_relative_pd_1p5
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,relative_pd_1p5,384533.293583598,259679.76943653688,558442.3620292266,-232111.806083598,-107258.28193653689,-406020.8745292266,298762.59259268973,113177.4231455123,259679.76943653688,259679.76943653688,39244.064354487695,-107258.28193653689,-107258.28193653689,0.12609970674486803,0.9413489736070382,0.9413489736070382
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,absolute_pd_30,163246.96967079875,115267.561966341,385124.222474617,-7008.787170798751,40970.62053365899,-228886.03997461702,269856.660508276,115267.561966341,261652.685899023,261652.685899023,40970.62053365899,-105414.503399023,-105414.503399023,0.1282798833819242,0.9446064139941691,0.9446064139941691
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,hybrid_pd_grade,386890.90901239624,261652.685899023,561264.8974633769,-230652.72651239624,-105414.503399023,-405026.7149633769,299612.2115643539,115267.561966341,261652.685899023,261652.685899023,40970.62053365899,-105414.503399023,-105414.503399023,0.1282798833819242,0.9446064139941691,0.9446064139941691
crpto_rt0p155_g0p50_u0p05_alpha0p01_incumbent_region_rs42,relative_pd_1p5,386890.90901239624,261652.685899023,561264.8974633769,-230652.72651239624,-105414.503399023,-405026.7149633769,299612.2115643539,115267.561966341,261652.685899023,261652.685899023,40970.62053365899,-105414.503399023,-105414.503399023,0.1282798833819242,0.9446064139941691,0.9446064139941691
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,absolute_pd_30,180128.08893850993,130632.61894626023,377142.9901374754,-22356.985692664777,27138.484299584918,-219371.88689163027,246510.37119121518,130632.61894626023,264591.8858827888,264591.8858827888,27138.484299584918,-106820.78263694365,-106820.78263694365,0.13119533527696792,0.9416909620991254,0.9416909620991254
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,hybrid_pd_grade,384788.0800915397,264591.8858827888,550273.957053183,-227016.97684569456,-106820.78263694365,-392502.8538073378,285682.0711703942,130632.61894626023,264591.8858827888,264591.8858827888,27138.484299584918,-106820.78263694365,-106820.78263694365,0.13119533527696792,0.9416909620991254,0.9416909620991254
crpto_rt0p155_g0p50_u0p10_alpha0p01_incumbent_region_rs42,relative_pd_1p5,384788.0800915397,264591.8858827888,550273.957053183,-227016.97684569456,-106820.78263694365,-392502.8538073378,285682.0711703942,130632.61894626023,264591.8858827888,264591.8858827888,27138.484299584918,-106820.78263694365,-106820.78263694365,0.13119533527696792,0.9416909620991254,0.9416909620991254
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,absolute_pd_30,155652.43490991887,108890.34375921961,374593.2391606424,-7840.947409918881,38921.143740780375,-226781.7516606424,265702.89540142275,108890.34375921961,256583.53127765885,256583.53127765885,38921.143740780375,-108772.04377765887,-108772.04377765887,0.09144542772861357,0.9410029498525073,0.9410029498525073
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,hybrid_pd_grade,381294.8047297566,256583.53127765885,555873.4507825242,-233483.31722975662,-108772.04377765887,-408061.9632825242,299289.9195048653,108890.34375921961,256583.53127765885,256583.53127765885,38921.143740780375,-108772.04377765887,-108772.04377765887,0.09144542772861357,0.9410029498525073,0.9410029498525073
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,relative_pd_1p5,381294.8047297566,256583.53127765885,555873.4507825242,-233483.31722975662,-108772.04377765887,-408061.9632825242,299289.9195048653,108890.34375921961,256583.53127765885,256583.53127765885,38921.143740780375,-108772.04377765887,-108772.04377765887,0.09144542772861357,0.9410029498525073,0.9410029498525073
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,absolute_pd_30,154545.46297803734,108483.03031289717,359666.5794986072,-7985.032978037343,38077.39968710282,-213106.1494986072,251183.54918571003,108483.03031289717,252189.09093869152,252189.09093869152,38077.39968710282,-105628.66093869152,-105628.66093869152,0.1023391812865497,0.9473684210526315,0.9473684210526315
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,hybrid_pd_grade,374096.38893411204,252189.09093869152,545413.4717964187,-227535.95893411204,-105628.66093869152,-398853.04179641866,293224.38085772714,108483.03031289717,252189.09093869152,252189.09093869152,38077.39968710282,-105628.66093869152,-105628.66093869152,0.1023391812865497,0.9473684210526315,0.9473684210526315
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,relative_pd_1p5,374096.38893411204,252189.09093869152,545413.4717964187,-227535.95893411204,-105628.66093869152,-398853.04179641866,293224.38085772714,108483.03031289717,252189.09093869152,252189.09093869152,38077.39968710282,-105628.66093869152,-105628.66093869152,0.1023391812865497,0.9473684210526315,0.9473684210526315
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,absolute_pd_30,155608.80544261922,109050.78628971441,368853.9212821629,-6097.162942619238,40460.85621028558,-219342.2787821629,259803.1349924485,109050.78628971441,255174.8588691432,255174.8588691432,40460.85621028558,-105663.21636914322,-105663.21636914322,0.10465116279069768,0.9418604651162791,0.9418604651162791
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,hybrid_pd_grade,378853.9163278577,255174.8588691432,552175.4971470856,-229342.27382785772,-105663.21636914322,-402663.85464708565,297000.63827794243,109050.78628971441,255174.8588691432,255174.8588691432,40460.85621028558,-105663.21636914322,-105663.21636914322,0.10465116279069768,0.9418604651162791,0.9418604651162791
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,relative_pd_1p5,378853.9163278577,255174.8588691432,552175.4971470856,-229342.27382785772,-105663.21636914322,-402663.85464708565,297000.63827794243,109050.78628971441,255174.8588691432,255174.8588691432,40460.85621028558,-105663.21636914322,-105663.21636914322,0.10465116279069768,0.9418604651162791,0.9418604651162791
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,absolute_pd_30,162379.6670315027,116652.8729660745,381253.7956210557,-20299.424531502707,25427.369533925492,-239173.5531210557,264600.9226549812,116652.8729660745,246278.6188982235,246278.6188982235,25427.369533925492,-104198.37639822351,-104198.37639822351,0.18584070796460178,0.9292035398230089,0.9292035398230089
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,hybrid_pd_grade,360419.00109450816,246278.6188982235,516551.83560842485,-218338.75859450817,-104198.37639822351,-374471.59310842486,270273.21671020135,116652.8729660745,246278.6188982235,246278.6188982235,25427.369533925492,-104198.37639822351,-104198.37639822351,0.18584070796460178,0.9292035398230089,0.9292035398230089
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,relative_pd_1p5,360419.00109450816,246278.6188982235,516551.83560842485,-218338.75859450817,-104198.37639822351,-374471.59310842486,270273.21671020135,116652.8729660745,246278.6188982235,246278.6188982235,25427.369533925492,-104198.37639822351,-104198.37639822351,0.18584070796460178,0.9292035398230089,0.9292035398230089
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,absolute_pd_30,168683.21425280726,121766.58114729202,388791.8934176473,-23365.526752807258,23551.106352707982,-243474.20591764728,267025.3122703553,121766.58114729202,251742.24344187605,251742.24344187605,23551.106352707982,-106424.55594187605,-106424.55594187605,0.1863905325443787,0.9349112426035503,0.9349112426035503
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,hybrid_pd_grade,367257.1427584218,251742.24344187605,524898.6289981996,-221939.45525842177,-106424.55594187605,-379580.9414981996,273156.38555632357,121766.58114729202,251742.24344187605,251742.24344187605,23551.106352707982,-106424.55594187605,-106424.55594187605,0.1863905325443787,0.9349112426035503,0.9349112426035503
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,relative_pd_1p5,367257.1427584218,251742.24344187605,524898.6289981996,-221939.45525842177,-106424.55594187605,-379580.9414981996,273156.38555632357,121766.58114729202,251742.24344187605,251742.24344187605,23551.106352707982,-106424.55594187605,-106424.55594187605,0.1863905325443787,0.9349112426035503,0.9349112426035503
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,absolute_pd_30,165780.95330899954,119428.16943861789,384648.1434176473,-16545.928308999544,29806.855561382108,-235413.1184176473,265219.9739790294,119428.16943861789,249114.50831585366,249114.50831585366,29806.855561382108,-99879.48331585366,-99879.48331585366,0.19822485207100593,0.9437869822485208,0.9437869822485208
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,hybrid_pd_grade,363912.8599269987,249114.50831585366,520754.8789981996,-214677.83492699868,-99879.48331585366,-371519.8539981996,271640.37068234594,119428.16943861789,249114.50831585366,249114.50831585366,29806.855561382108,-99879.48331585366,-99879.48331585366,0.19822485207100593,0.9437869822485208,0.9437869822485208
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,relative_pd_1p5,363912.8599269987,249114.50831585366,520754.8789981996,-214677.83492699868,-99879.48331585366,-371519.8539981996,271640.37068234594,119428.16943861789,249114.50831585366,249114.50831585366,29806.855561382108,-99879.48331585366,-99879.48331585366,0.19822485207100593,0.9437869822485208,0.9437869822485208
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,absolute_pd_30,158277.47406235366,112892.30120444966,373210.2702410494,-14942.379062353662,30442.793795550344,-229875.1752410494,260317.96903659974,112892.30120444966,245751.903613349,245751.903613349,30442.793795550344,-102416.80861334899,-102416.80861334899,0.14836795252225518,0.9376854599406528,0.9376854599406528
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,hybrid_pd_grade,361257.422187061,245751.903613349,520436.25946840603,-217922.327187061,-102416.80861334899,-377101.164468406,274684.355855057,112892.30120444966,245751.903613349,245751.903613349,30442.793795550344,-102416.80861334899,-102416.80861334899,0.14836795252225518,0.9376854599406528,0.9376854599406528
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,relative_pd_1p5,361257.422187061,245751.903613349,520436.25946840603,-217922.327187061,-102416.80861334899,-377101.164468406,274684.355855057,112892.30120444966,245751.903613349,245751.903613349,30442.793795550344,-102416.80861334899,-102416.80861334899,0.14836795252225518,0.9376854599406528,0.9376854599406528
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,absolute_pd_30,162712.79143314916,116157.66802897037,383086.66516797856,-14435.731433149165,32119.391971029632,-234809.60516797856,266928.9971390082,116157.66802897037,251925.5040869111,251925.5040869111,32119.391971029632,-103648.4440869111,-103648.4440869111,0.14201183431952663,0.9437869822485208,0.9437869822485208
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,hybrid_pd_grade,370135.8742994475,251925.5040869111,533279.7255434615,-221858.81429944752,-103648.4440869111,-385002.6655434615,281354.2214565504,116157.66802897037,251925.5040869111,251925.5040869111,32119.391971029632,-103648.4440869111,-103648.4440869111,0.14201183431952663,0.9437869822485208,0.9437869822485208
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,relative_pd_1p5,370135.8742994475,251925.5040869111,533279.7255434615,-221858.81429944752,-103648.4440869111,-385002.6655434615,281354.2214565504,116157.66802897037,251925.5040869111,251925.5040869111,32119.391971029632,-103648.4440869111,-103648.4440869111,0.14201183431952663,0.9437869822485208,0.9437869822485208
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,absolute_pd_30,162310.6109574945,115831.42262672368,383146.1964263766,-13526.410957494489,32952.77737327633,-234361.99642637657,267314.77379965293,115831.42262672368,251576.767880171,251576.767880171,32952.77737327633,-102792.567880171,-102792.567880171,0.1495601173020528,0.9413489736070382,0.9413489736070382
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,hybrid_pd_grade,369699.33287248353,251576.767880171,532141.5380243876,-220915.13287248352,-102792.567880171,-383357.33802438754,280564.77014421654,115831.42262672368,251576.767880171,251576.767880171,32952.77737327633,-102792.567880171,-102792.567880171,0.1495601173020528,0.9413489736070382,0.9413489736070382
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,relative_pd_1p5,369699.33287248353,251576.767880171,532141.5380243876,-220915.13287248352,-102792.567880171,-383357.33802438754,280564.77014421654,115831.42262672368,251576.767880171,251576.767880171,32952.77737327633,-102792.567880171,-102792.567880171,0.1495601173020528,0.9413489736070382,0.9413489736070382
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,absolute_pd_30,156110.5838276966,109617.72305085596,378632.8049105042,-4580.70382769659,41912.156949144046,-227102.9249105042,269015.0818596482,109617.72305085596,254490.66915256786,254490.66915256786,41912.156949144046,-102960.78915256786,-102960.78915256786,0.12058823529411765,0.9470588235294117,0.9470588235294117
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,hybrid_pd_grade,377444.2514830898,254490.66915256786,548713.1447710384,-225914.3714830898,-102960.78915256786,-397183.26477103843,294222.4756184706,109617.72305085596,254490.66915256786,254490.66915256786,41912.156949144046,-102960.78915256786,-102960.78915256786,0.12058823529411765,0.9470588235294117,0.9470588235294117
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,relative_pd_1p5,377444.2514830898,254490.66915256786,548713.1447710384,-225914.3714830898,-102960.78915256786,-397183.26477103843,294222.4756184706,109617.72305085596,254490.66915256786,254490.66915256786,41912.156949144046,-102960.78915256786,-102960.78915256786,0.12058823529411765,0.9470588235294117,0.9470588235294117
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,absolute_pd_30,177567.43486337035,128518.05907834366,373537.26529636007,-20081.43885133823,28967.936933688456,-216051.26928432795,245019.2062180164,128518.05907834366,262633.1601027457,262633.1601027457,28967.936933688456,-105147.16409071357,-105147.16409071357,0.13119533527696792,0.9446064139941691,0.9446064139941691
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,hybrid_pd_grade,382465.50587287353,262633.1601027457,547647.2707962452,-224979.5098608414,-105147.16409071357,-390161.27478421305,285014.1106934995,128518.05907834366,262633.1601027457,262633.1601027457,28967.936933688456,-105147.16409071357,-105147.16409071357,0.13119533527696792,0.9446064139941691,0.9446064139941691
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,relative_pd_1p5,382465.50587287353,262633.1601027457,547647.2707962452,-224979.5098608414,-105147.16409071357,-390161.27478421305,285014.1106934995,128518.05907834366,262633.1601027457,262633.1601027457,28967.936933688456,-105147.16409071357,-105147.16409071357,0.13119533527696792,0.9446064139941691,0.9446064139941691
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,absolute_pd_30,162334.66189675702,113903.1650596955,392416.51850671106,-2397.351896757027,46034.1449403045,-232479.20850671106,278513.3534470156,113903.1650596955,265231.9951790865,265231.9951790865,46034.1449403045,-105294.68517908652,-105294.68517908652,0.11046511627906977,0.9476744186046512,0.9476744186046512
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,hybrid_pd_grade,393531.4856902711,265231.9951790865,572124.2855596589,-233594.17569027108,-105294.68517908652,-412186.9755596589,306892.2903805724,113903.1650596955,265231.9951790865,265231.9951790865,46034.1449403045,-105294.68517908652,-105294.68517908652,0.11046511627906977,0.9476744186046512,0.9476744186046512
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,relative_pd_1p5,393531.4856902711,265231.9951790865,572124.2855596589,-233594.17569027108,-105294.68517908652,-412186.9755596589,306892.2903805724,113903.1650596955,265231.9951790865,265231.9951790865,46034.1449403045,-105294.68517908652,-105294.68517908652,0.11046511627906977,0.9476744186046512,0.9476744186046512
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,absolute_pd_30,163220.39695738934,118213.41891756393,370022.90793121426,-21915.794457389333,23091.183582436075,-228718.30543121425,251809.48901365034,118213.41891756393,240857.75675269178,240857.75675269178,23091.183582436075,-99553.15425269178,-99553.15425269178,0.22054380664652568,0.9335347432024169,0.9335347432024169
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,hybrid_pd_grade,350593.69087216805,240857.75675269178,499997.36093269126,-209289.08837216804,-99553.15425269178,-358692.7584326912,259139.60417999947,118213.41891756393,240857.75675269178,240857.75675269178,23091.183582436075,-99553.15425269178,-99553.15425269178,0.22054380664652568,0.9335347432024169,0.9335347432024169
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,relative_pd_1p5,350593.69087216805,240857.75675269178,499997.36093269126,-209289.08837216804,-99553.15425269178,-358692.7584326912,259139.60417999947,118213.41891756393,240857.75675269178,240857.75675269178,23091.183582436075,-99553.15425269178,-99553.15425269178,0.22054380664652568,0.9335347432024169,0.9335347432024169
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,absolute_pd_30,171731.06458253783,124681.78772675204,384799.96576486324,-21581.649582537822,25467.62727324797,-234650.55076486323,260118.1780381112,124681.78772675204,251285.36318025613,251285.36318025613,25467.62727324797,-101135.94818025612,-101135.94818025612,0.21364985163204747,0.9406528189910979,0.9406528189910979
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,hybrid_pd_grade,365153.1937476135,251285.36318025613,520098.0057522324,-215003.7787476135,-101135.94818025612,-369948.59075223235,268812.6425719763,124681.78772675204,251285.36318025613,251285.36318025613,25467.62727324797,-101135.94818025612,-101135.94818025612,0.21364985163204747,0.9406528189910979,0.9406528189910979
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,relative_pd_1p5,365153.1937476135,251285.36318025613,520098.0057522324,-215003.7787476135,-101135.94818025612,-369948.59075223235,268812.6425719763,124681.78772675204,251285.36318025613,251285.36318025613,25467.62727324797,-101135.94818025612,-101135.94818025612,0.21364985163204747,0.9406528189910979,0.9406528189910979
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,absolute_pd_30,172988.3618038424,125666.74590796955,386374.3135614548,-20262.846803842374,27058.76909203046,-233648.7985614548,260707.56765348528,125666.74590796955,252620.23772390868,252620.23772390868,27058.76909203046,-99894.72272390866,-99894.72272390866,0.21364985163204747,0.9436201780415431,0.9436201780415431
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,hybrid_pd_grade,366945.08541152714,252620.23772390868,522481.04914200713,-214219.57041152712,-99894.72272390866,-369755.5341420071,269860.81141809846,125666.74590796955,252620.23772390868,252620.23772390868,27058.76909203046,-99894.72272390866,-99894.72272390866,0.21364985163204747,0.9436201780415431,0.9436201780415431
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,relative_pd_1p5,366945.08541152714,252620.23772390868,522481.04914200713,-214219.57041152712,-99894.72272390866,-369755.5341420071,269860.81141809846,125666.74590796955,252620.23772390868,252620.23772390868,27058.76909203046,-99894.72272390866,-99894.72272390866,0.21364985163204747,0.9436201780415431,0.9436201780415431
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,absolute_pd_30,166258.82998671418,119551.96144584927,386821.02503057796,-19814.847486714163,26892.02105415074,-240377.04253057795,267269.0635847287,119551.96144584927,251375.88433754782,251375.88433754782,26892.02105415074,-104931.9018375478,-104931.9018375478,0.18475073313782991,0.9413489736070382,0.9413489736070382
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,hybrid_pd_grade,367656.4899601425,251375.88433754782,526753.5238369917,-221212.50746014251,-104931.9018375478,-380309.5413369917,275377.63949944393,119551.96144584927,251375.88433754782,251375.88433754782,26892.02105415074,-104931.9018375478,-104931.9018375478,0.18475073313782991,0.9413489736070382,0.9413489736070382
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,relative_pd_1p5,367656.4899601425,251375.88433754782,526753.5238369917,-221212.50746014251,-104931.9018375478,-380309.5413369917,275377.63949944393,119551.96144584927,251375.88433754782,251375.88433754782,26892.02105415074,-104931.9018375478,-104931.9018375478,0.18475073313782991,0.9413489736070382,0.9413489736070382
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,absolute_pd_30,166893.58552277906,120217.18779672812,387276.18704149796,-22636.46052277906,24039.937203271882,-243019.06204149796,267058.99924476986,120217.18779672812,250874.06339018434,250874.06339018434,24039.937203271882,-106616.93839018434,-106616.93839018434,0.17804154302670624,0.9376854599406528,0.9376854599406528
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,hybrid_pd_grade,366508.2565683372,250874.06339018434,524511.5098697518,-222251.1315683372,-106616.93839018434,-380254.38486975175,273637.44647956744,120217.18779672812,250874.06339018434,250874.06339018434,24039.937203271882,-106616.93839018434,-106616.93839018434,0.17804154302670624,0.9376854599406528,0.9376854599406528
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,relative_pd_1p5,366508.2565683372,250874.06339018434,524511.5098697518,-222251.1315683372,-106616.93839018434,-380254.38486975175,273637.44647956744,120217.18779672812,250874.06339018434,250874.06339018434,24039.937203271882,-106616.93839018434,-106616.93839018434,0.17804154302670624,0.9376854599406528,0.9376854599406528
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,absolute_pd_30,192743.40645524228,141180.32058888586,394117.9923911951,-28231.606584996247,23331.479281360167,-229606.19252094906,252937.67180230923,141180.32058888586,273330.9617666576,273330.9617666576,23331.479281360167,-108819.16189641156,-108819.16189641156,0.1536231884057971,0.9449275362318841,0.9449275362318841
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,hybrid_pd_grade,394640.21936572687,273330.9617666576,560485.1143126338,-230128.41949548083,-108819.16189641156,-395973.3144423877,287154.15254597616,141180.32058888586,273330.9617666576,273330.9617666576,23331.479281360167,-108819.16189641156,-108819.16189641156,0.1536231884057971,0.9449275362318841,0.9449275362318841
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,relative_pd_1p5,394640.21936572687,273330.9617666576,560485.1143126338,-230128.41949548083,-108819.16189641156,-395973.3144423877,287154.15254597616,141180.32058888586,273330.9617666576,273330.9617666576,23331.479281360167,-108819.16189641156,-108819.16189641156,0.1536231884057971,0.9449275362318841,0.9449275362318841
