policy_id,scenario,mean_diff_vs_paper1,p05_diff_vs_paper1,p50_diff_vs_paper1,p95_diff_vs_paper1,prob_beats_paper1,n_paths
paper4_v4_local_rt0p1700_g0p425_u0p100,severe,538.7591460737274,-614.516933427639,661.8093922630651,1312.7226256653078,0.8233333333333334,300
paper4_v4_local_rt0p1700_g0p450_u0p000,adverse,6363.866469643171,244.63788494194108,6221.70719931587,13119.731120402907,0.95,300
paper4_v4_local_rt0p1700_g0p450_u0p000,baseline,3815.9985930222574,-4542.361055705718,3971.766297029246,11251.953054777005,0.81,300
paper4_v4_local_rt0p1700_g0p450_u0p000,severe,5537.07716527958,-1555.5653641074473,5961.313377744256,12389.442544203128,0.8966666666666666,300
paper4_v4_local_rt0p1700_g0p450_u0p025,adverse,6981.381767494415,670.2137310095867,7101.300205313921,13219.568883234011,0.9666666666666667,300
paper4_v4_local_rt0p1700_g0p450_u0p025,baseline,4537.440289577856,-3325.200403031928,4852.7042451967645,11538.111591605992,0.8333333333333334,300
paper4_v4_local_rt0p1700_g0p450_u0p025,severe,5843.061622739353,-149.6026506155066,5943.318612919487,11535.248260381572,0.94,300
paper4_v4_local_rt0p1700_g0p450_u0p050,adverse,7590.536480516446,2162.0173880620587,7770.28308192586,11562.672584289468,0.9966666666666667,300
paper4_v4_local_rt0p1700_g0p450_u0p050,baseline,5021.9359480206485,-2315.6315734871355,5315.50036644266,11070.476390621012,0.8766666666666667,300
paper4_v4_local_rt0p1700_g0p450_u0p050,severe,6032.3937427669825,1189.257111248719,6263.85177116713,9659.39124684296,0.9766666666666667,300
paper4_v4_local_rt0p1700_g0p450_u0p075,adverse,8160.261802601645,3291.9191755867087,8637.90606973959,11363.787667405171,0.9933333333333333,300
paper4_v4_local_rt0p1700_g0p450_u0p075,baseline,5478.84043641285,-733.0320507548107,5796.75272151127,10098.745762817887,0.9433333333333334,300
paper4_v4_local_rt0p1700_g0p450_u0p075,severe,7603.759520144374,2300.210765472577,7757.693937813805,11981.130824946076,0.9833333333333333,300
paper4_v4_local_rt0p1700_g0p450_u0p100,adverse,8750.471802584707,3877.580898642651,9023.370795244278,12417.732733949555,0.9933333333333333,300
paper4_v4_local_rt0p1700_g0p450_u0p100,baseline,5788.296279505645,190.36643827999237,6004.567644171255,11198.390155927771,0.9566666666666667,300
paper4_v4_local_rt0p1700_g0p450_u0p100,severe,7755.24472065693,1665.9654736869832,8176.306863635225,12076.874680241208,0.98,300
paper4_v4_local_rt0p1700_g0p475_u0p000,adverse,13725.483271748588,4491.500300152239,13824.893762890657,20386.60904645231,0.99,300
paper4_v4_local_rt0p1700_g0p475_u0p000,baseline,8571.72904656966,-1437.931695387499,9368.78515316868,17759.999750043968,0.9166666666666666,300
paper4_v4_local_rt0p1700_g0p475_u0p000,severe,12299.561845029666,2735.372694784891,12911.342445664668,19685.511339565506,0.96,300
paper4_v4_local_rt0p1700_g0p475_u0p025,adverse,14166.400150591402,5573.539949628657,14808.55252299457,20145.959858765447,0.99,300
paper4_v4_local_rt0p1700_g0p475_u0p025,baseline,8911.55165564462,-2113.9617110804334,9617.418715002214,17693.224839689676,0.9033333333333333,300
paper4_v4_local_rt0p1700_g0p475_u0p025,severe,12385.696541622985,2279.9350759490003,13114.290895884697,18549.85913444907,0.97,300
paper4_v4_local_rt0p1700_g0p475_u0p050,adverse,14477.528282052832,8178.650976380342,15144.821452052987,18902.08389231711,1.0,300
paper4_v4_local_rt0p1700_g0p475_u0p050,baseline,9253.39852902477,1283.224616427633,9793.355552159934,16575.796345907354,0.97,300
paper4_v4_local_rt0p1700_g0p475_u0p050,severe,13908.610448842384,6592.412839651362,14513.236226119814,19603.129680386508,0.9966666666666667,300
paper4_v4_local_rt0p1700_g0p475_u0p075,adverse,15179.235787663974,8282.40691834609,15605.846004079995,20572.77606345476,1.0,300
paper4_v4_local_rt0p1700_g0p475_u0p075,baseline,9938.682450120268,1443.1948559888567,10330.818070797774,17682.52106011734,0.98,300
paper4_v4_local_rt0p1700_g0p475_u0p075,severe,14146.770452932737,5230.378789369127,14597.102540589083,19978.0126421264,0.9933333333333333,300
paper4_v4_local_rt0p1700_g0p475_u0p100,adverse,15576.416694236093,9352.691936782121,16003.517260585097,21019.662066877823,1.0,300
paper4_v4_local_rt0p1700_g0p475_u0p100,baseline,10544.952909421185,2359.0969288506135,10841.16747260836,17583.877558528682,0.9833333333333333,300
paper4_v4_local_rt0p1700_g0p475_u0p100,severe,14318.19810394116,6985.959115569532,14701.327323438381,20508.3970702861,1.0,300
paper4_v4_local_rt0p1700_g0p500_u0p000,adverse,20510.932172743185,6495.933455073095,22012.401340768254,28298.64786086564,0.98,300
paper4_v4_local_rt0p1700_g0p500_u0p000,baseline,12931.132356103155,-2562.734602540158,15403.44885151508,24781.106308823044,0.88,300
paper4_v4_local_rt0p1700_g0p500_u0p000,severe,18519.23063873768,3163.4196996288338,19876.6420929361,26995.006809900275,0.9666666666666667,300
paper4_v4_local_rt0p1700_g0p500_u0p025,adverse,20577.035633904776,7108.744189655216,22173.728675978284,28011.93453777942,0.98,300
paper4_v4_local_rt0p1700_g0p500_u0p025,baseline,12986.979586585661,-2725.3286692648103,15459.808118683102,24969.239054803504,0.8866666666666667,300
paper4_v4_local_rt0p1700_g0p500_u0p025,severe,18621.56524621904,1633.6100697477823,20094.35966050568,27741.81443501207,0.9633333333333334,300
paper4_v4_local_rt0p1700_g0p500_u0p050,adverse,21029.11357156165,9282.636260613304,22369.41520437334,27980.205698086622,0.9933333333333333,300
paper4_v4_local_rt0p1700_g0p500_u0p050,baseline,13334.674024774307,-389.2741331446565,15012.795767261634,23724.303970014564,0.9466666666666667,300
paper4_v4_local_rt0p1700_g0p500_u0p050,severe,19985.88776415551,4987.3777514302665,20914.775856806657,28503.861228764326,0.9833333333333333,300
paper4_v4_local_rt0p1700_g0p500_u0p075,adverse,21478.346633630408,11053.452650470961,22380.104820462413,28456.755647400678,0.9933333333333333,300
paper4_v4_local_rt0p1700_g0p500_u0p075,baseline,13687.791766948672,-318.3402427870695,15061.745223026126,24491.21374863525,0.9466666666666667,300
paper4_v4_local_rt0p1700_g0p500_u0p075,severe,20127.314274903583,3936.714283796364,21335.350444067226,28763.97035096599,0.9766666666666667,300
paper4_v4_local_rt0p1700_g0p500_u0p100,adverse,22161.70824912377,11310.565673010384,22836.75007007501,29709.638792326172,1.0,300
paper4_v4_local_rt0p1700_g0p500_u0p100,baseline,14413.620157259274,561.8864732740808,15849.95318960147,25028.411793902484,0.96,300
paper4_v4_local_rt0p1700_g0p500_u0p100,severe,20284.718901700762,7333.7353846940705,21366.834365030387,28238.160499963746,0.9933333333333333,300
paper4_v4_local_rt0p1725_g0p400_u0p000,adverse,-9351.189684583404,-24292.05072288499,-10128.040963604402,8223.612890526609,0.14666666666666667,300
paper4_v4_local_rt0p1725_g0p400_u0p000,baseline,-5207.13213800184,-17029.20763177731,-6098.588334618449,11497.875976658766,0.2,300
paper4_v4_local_rt0p1725_g0p400_u0p000,severe,-11415.036819559624,-26873.32125261428,-12830.430920704908,8920.110049771334,0.19,300
paper4_v4_local_rt0p1725_g0p400_u0p025,adverse,-9351.189684583404,-24292.05072288499,-10128.040963604402,8223.612890526609,0.14666666666666667,300
paper4_v4_local_rt0p1725_g0p400_u0p025,baseline,-5207.13213800184,-17029.20763177731,-6098.588334618449,11497.875976658766,0.2,300
paper4_v4_local_rt0p1725_g0p400_u0p025,severe,-11415.036819559624,-26873.32125261428,-12830.430920704908,8920.110049771334,0.19,300
paper4_v4_local_rt0p1725_g0p400_u0p050,adverse,-9351.189684583404,-24292.05072288499,-10128.040963604402,8223.612890526609,0.14666666666666667,300
paper4_v4_local_rt0p1725_g0p400_u0p050,baseline,-5207.13213800184,-17029.20763177731,-6098.588334618449,11497.875976658766,0.2,300
paper4_v4_local_rt0p1725_g0p400_u0p050,severe,-11415.036819559624,-26873.32125261428,-12830.430920704908,8920.110049771334,0.19,300
paper4_v4_local_rt0p1725_g0p400_u0p075,adverse,-9351.189684583404,-24292.05072288499,-10128.040963604402,8223.612890526609,0.14666666666666667,300
paper4_v4_local_rt0p1725_g0p400_u0p075,baseline,-5207.13213800184,-17029.20763177731,-6098.588334618449,11497.875976658766,0.2,300
paper4_v4_local_rt0p1725_g0p400_u0p075,severe,-11415.036819559624,-26873.32125261428,-12830.430920704908,8920.110049771334,0.19,300
paper4_v4_local_rt0p1725_g0p400_u0p100,adverse,-9351.189684583404,-24292.05072288499,-10128.040963604402,8223.612890526609,0.14666666666666667,300
paper4_v4_local_rt0p1725_g0p400_u0p100,baseline,-5207.13213800184,-17029.20763177731,-6098.588334618449,11497.875976658766,0.2,300
paper4_v4_local_rt0p1725_g0p400_u0p100,severe,-11415.036819559624,-26873.32125261428,-12830.430920704908,8920.110049771334,0.19,300
paper4_v4_local_rt0p1725_g0p425_u0p000,adverse,-4190.88626859457,-7213.955822046103,-4507.648916546568,-416.8689014034871,0.03333333333333333,300
paper4_v4_local_rt0p1725_g0p425_u0p000,baseline,-2615.5320156614407,-5952.098026881639,-2719.4290342204736,1365.4801677555593,0.12333333333333334,300
paper4_v4_local_rt0p1725_g0p425_u0p000,severe,-4889.429388747262,-7733.786919209766,-5162.1781825641665,-1474.0291886849702,0.013333333333333334,300
paper4_v4_local_rt0p1725_g0p425_u0p025,adverse,-4190.88626859457,-7213.955822046103,-4507.648916546568,-416.8689014034871,0.03333333333333333,300
paper4_v4_local_rt0p1725_g0p425_u0p025,baseline,-2615.5320156614407,-5952.098026881639,-2719.4290342204736,1365.4801677555593,0.12333333333333334,300
paper4_v4_local_rt0p1725_g0p425_u0p025,severe,-4889.429388747262,-7733.786919209766,-5162.1781825641665,-1474.0291886849702,0.013333333333333334,300
paper4_v4_local_rt0p1725_g0p425_u0p050,adverse,-4190.88626859457,-7213.955822046103,-4507.648916546568,-416.8689014034871,0.03333333333333333,300
paper4_v4_local_rt0p1725_g0p425_u0p050,baseline,-2615.5320156614407,-5952.098026881639,-2719.4290342204736,1365.4801677555593,0.12333333333333334,300
paper4_v4_local_rt0p1725_g0p425_u0p050,severe,-4889.429388747262,-7733.786919209766,-5162.1781825641665,-1474.0291886849702,0.013333333333333334,300
paper4_v4_local_rt0p1725_g0p425_u0p075,adverse,-4190.88626859457,-7213.955822046103,-4507.648916546568,-416.8689014034871,0.03333333333333333,300
paper4_v4_local_rt0p1725_g0p425_u0p075,baseline,-2615.5320156614407,-5952.098026881639,-2719.4290342204736,1365.4801677555593,0.12333333333333334,300
paper4_v4_local_rt0p1725_g0p425_u0p075,severe,-4889.429388747262,-7733.786919209766,-5162.1781825641665,-1474.0291886849702,0.013333333333333334,300
paper4_v4_local_rt0p1725_g0p425_u0p100,adverse,-4190.88626859457,-7213.955822046103,-4507.648916546568,-416.8689014034871,0.03333333333333333,300
paper4_v4_local_rt0p1725_g0p425_u0p100,baseline,-2615.5320156614407,-5952.098026881639,-2719.4290342204736,1365.4801677555593,0.12333333333333334,300
paper4_v4_local_rt0p1725_g0p425_u0p100,severe,-4889.429388747262,-7733.786919209766,-5162.1781825641665,-1474.0291886849702,0.013333333333333334,300
paper4_v4_local_rt0p1725_g0p450_u0p000,adverse,2546.3934162225205,-3379.339916143643,2386.1857587631603,8720.900060239952,0.7766666666666666,300
paper4_v4_local_rt0p1725_g0p450_u0p000,baseline,1373.7054455444559,-5528.032045522906,1431.9493403710658,7439.203361964898,0.6466666666666666,300
paper4_v4_local_rt0p1725_g0p450_u0p000,severe,1762.9487221595614,-4720.662102090414,1928.92944892167,7853.357641398279,0.67,300
paper4_v4_local_rt0p1725_g0p450_u0p025,adverse,3182.379341887056,-1885.0557643099237,3101.3229197286564,8631.503173415467,0.8533333333333334,300
paper4_v4_local_rt0p1725_g0p450_u0p025,baseline,2060.3838557447575,-4078.0222892865013,2448.9471370097817,8169.951139263094,0.6933333333333334,300
paper4_v4_local_rt0p1725_g0p450_u0p025,severe,2016.0567465114598,-4029.8468804123936,2145.412942727846,7639.718639906493,0.7133333333333334,300
paper4_v4_local_rt0p1725_g0p450_u0p050,adverse,3576.660790982789,-890.6696012224492,3715.042968883081,7240.190916922399,0.93,300
paper4_v4_local_rt0p1725_g0p450_u0p050,baseline,2495.535606218555,-3995.5715431075428,2735.993120941832,7380.14571678849,0.7533333333333333,300
paper4_v4_local_rt0p1725_g0p450_u0p050,severe,2338.7139544662996,-2591.9970228608668,2674.489655420941,5500.898765275588,0.85,300
paper4_v4_local_rt0p1725_g0p450_u0p075,adverse,3859.247829880228,260.2141075981235,4290.003661116723,5726.379596691568,0.95,300
paper4_v4_local_rt0p1725_g0p450_u0p075,baseline,2665.7357743487482,-2244.675604344398,3657.6311735556737,5507.919676232187,0.7666666666666667,300
paper4_v4_local_rt0p1725_g0p450_u0p075,severe,3736.7899007475003,92.09031407588485,4119.411365438296,6078.6168511015685,0.9533333333333334,300
paper4_v4_local_rt0p1725_g0p450_u0p100,adverse,4310.752347090496,578.5311456789092,4640.698850520312,6844.13937609146,0.9633333333333334,300
paper4_v4_local_rt0p1725_g0p450_u0p100,baseline,2998.128636333044,-2151.697525195626,3492.6850379059924,6591.703813696965,0.8333333333333334,300
paper4_v4_local_rt0p1725_g0p450_u0p100,severe,3862.5047186046877,-524.6044926816306,4124.804376667671,7098.64972910419,0.9366666666666666,300
paper4_v4_local_rt0p1725_g0p475_u0p000,adverse,9962.069822262536,3204.4714981613915,10024.881719577497,16370.679498150528,0.9966666666666667,300
paper4_v4_local_rt0p1725_g0p475_u0p000,baseline,6290.967717520901,-1899.749176727759,6562.571231934556,13470.461785810165,0.88,300
paper4_v4_local_rt0p1725_g0p475_u0p000,severe,8665.633761755418,1700.6005664800086,8927.680519227652,14847.994473134493,0.97,300
paper4_v4_local_rt0p1725_g0p475_u0p025,adverse,10455.574023603107,4338.0996351532285,10740.400419247118,15489.67805228974,0.9966666666666667,300
paper4_v4_local_rt0p1725_g0p475_u0p025,baseline,6735.20358939343,-631.4102793374245,6999.155986281548,13769.893813811559,0.9233333333333333,300
paper4_v4_local_rt0p1725_g0p475_u0p025,severe,8872.163706606527,2710.4293352560476,9288.024139540852,13437.844664235783,0.9766666666666667,300
paper4_v4_local_rt0p1725_g0p475_u0p050,adverse,10773.629590322125,5407.025538482873,11339.727775883504,14272.252647609088,1.0,300
paper4_v4_local_rt0p1725_g0p475_u0p050,baseline,7069.295116809594,80.66295908409674,7532.0668089767805,12819.873883974728,0.95,300
paper4_v4_local_rt0p1725_g0p475_u0p050,severe,10394.972252282021,4657.555414503191,10689.974576856199,14820.902970386356,0.9966666666666667,300
paper4_v4_local_rt0p1725_g0p475_u0p075,adverse,11553.688719445732,6037.884300882277,11759.541481503555,16042.87898948967,1.0,300
paper4_v4_local_rt0p1725_g0p475_u0p075,baseline,7745.264953762285,622.6337465888561,8022.693526114925,13719.839343776313,0.96,300
paper4_v4_local_rt0p1725_g0p475_u0p075,severe,10569.618129667697,4074.4040673787526,10818.013808434276,15470.528205374305,0.99,300
paper4_v4_local_rt0p1725_g0p475_u0p100,adverse,11644.596454964632,6268.9327167550555,12016.581285957665,16355.851884391703,1.0,300
paper4_v4_local_rt0p1725_g0p475_u0p100,baseline,7867.064124529608,381.89741058533394,8140.835375378847,13936.929644890406,0.9533333333333334,300
paper4_v4_local_rt0p1725_g0p475_u0p100,severe,10659.208522262874,4030.193067455902,11061.701296336658,15284.425926976215,0.99,300
paper4_v4_local_rt0p1725_g0p500_u0p000,adverse,16820.772081311083,4919.83651465221,17687.944570451145,23467.04231501367,0.9766666666666667,300
paper4_v4_local_rt0p1725_g0p500_u0p000,baseline,10460.2171412862,-3062.811705734065,12212.712675559802,20757.97471015503,0.89,300
paper4_v4_local_rt0p1725_g0p500_u0p000,severe,14931.51475314459,2050.9692793108084,15772.617998457179,21968.174471162918,0.9566666666666667,300
paper4_v4_local_rt0p1725_g0p500_u0p025,adverse,16859.49116869161,7447.443538367784,17827.974896791115,23502.417148064567,0.9933333333333333,300
paper4_v4_local_rt0p1725_g0p500_u0p025,baseline,10601.759812409346,-1985.0467907740415,11936.759250719251,20197.11282215377,0.9066666666666666,300
paper4_v4_local_rt0p1725_g0p500_u0p025,severe,15018.173624794956,2708.8891787224416,15854.908040916824,21775.602473960702,0.9666666666666667,300
paper4_v4_local_rt0p1725_g0p500_u0p050,adverse,17300.658631202103,8942.228406786846,17986.896781893083,22682.081853670297,1.0,300
paper4_v4_local_rt0p1725_g0p500_u0p050,baseline,11006.841101136035,836.7823244148045,11583.51814788079,19808.586679126158,0.9666666666666667,300
paper4_v4_local_rt0p1725_g0p500_u0p050,severe,16399.83723093272,6179.218298035689,16958.67249394086,23150.85124017649,0.9866666666666667,300
paper4_v4_local_rt0p1725_g0p500_u0p075,adverse,17738.979317810798,9039.748661212758,18197.457275707497,23683.62679177732,1.0,300
paper4_v4_local_rt0p1725_g0p500_u0p075,baseline,11419.12200818216,840.0807754049977,11943.94836933278,20476.85901856835,0.97,300
paper4_v4_local_rt0p1725_g0p500_u0p075,severe,16558.43653426334,5400.848266426773,17059.466459068026,23331.673384817543,0.99,300
paper4_v4_local_rt0p1725_g0p500_u0p100,adverse,18456.808299880027,9870.784838236043,18989.73822179599,25113.049095059647,1.0,300
paper4_v4_local_rt0p1725_g0p500_u0p100,baseline,12233.710407831002,1883.065314446391,12736.73995248817,21428.35085064939,0.9833333333333333,300
paper4_v4_local_rt0p1725_g0p500_u0p100,severe,16793.87349137199,7187.8691417044865,17421.881181306744,24176.587443249322,0.9933333333333333,300
paper4_v4_local_rt0p1750_g0p400_u0p000,adverse,-11327.68885457648,-25600.05585265155,-12515.996755401698,10069.474660716412,0.12333333333333334,300
paper4_v4_local_rt0p1750_g0p400_u0p000,baseline,-6534.688575849003,-20516.58651863621,-7798.730513720615,13209.844693063204,0.19666666666666666,300
paper4_v4_local_rt0p1750_g0p400_u0p000,severe,-14711.218301132387,-32830.161516881,-16685.77805113548,9443.30985772283,0.18,300
paper4_v4_local_rt0p1750_g0p400_u0p025,adverse,-11020.572282585279,-26504.495488365475,-11913.063745614567,10021.116731272681,0.14333333333333334,300
paper4_v4_local_rt0p1750_g0p400_u0p025,baseline,-6366.778833089036,-20077.52220415579,-7380.537264769033,13677.77283373196,0.19666666666666666,300
paper4_v4_local_rt0p1750_g0p400_u0p025,severe,-14202.255368072396,-31603.760349664906,-15910.292551615596,8634.62321528265,0.19,300
paper4_v4_local_rt0p1750_g0p400_u0p050,adverse,-11001.22535075364,-26446.42369524612,-11903.241748764296,10643.50143880206,0.14,300
paper4_v4_local_rt0p1750_g0p400_u0p050,baseline,-6354.165760983314,-20152.44305152573,-7469.060639509882,13722.845301146417,0.19666666666666666,300
paper4_v4_local_rt0p1750_g0p400_u0p050,severe,-14146.207409751642,-31896.856481210303,-15892.626425590235,8211.448663427798,0.19,300
paper4_v4_local_rt0p1750_g0p400_u0p075,adverse,-10994.987112076575,-26448.34369523973,-11897.3208717987,10641.581438808451,0.14,300
paper4_v4_local_rt0p1750_g0p400_u0p075,baseline,-6352.16605241913,-20095.240845242293,-7470.138404965712,13720.925301152814,0.19666666666666666,300
paper4_v4_local_rt0p1750_g0p400_u0p075,severe,-14137.10396325095,-31842.9495576279,-15867.868580152252,8161.403183222235,0.19333333333333333,300
paper4_v4_local_rt0p1750_g0p400_u0p100,adverse,-10842.379338791097,-25830.654284652723,-12095.452815261258,10861.643313359555,0.14333333333333334,300
paper4_v4_local_rt0p1750_g0p400_u0p100,baseline,-6267.649329081851,-20103.659271757795,-7042.019367622181,14293.310711968046,0.19333333333333333,300
paper4_v4_local_rt0p1750_g0p400_u0p100,severe,-13875.966362017012,-32182.993671396955,-15970.745739473445,9590.551243300177,0.19,300
paper4_v4_local_rt0p1750_g0p425_u0p000,adverse,-6402.39890851143,-14978.773021973608,-5797.491202021447,521.5695549448948,0.08333333333333333,300
paper4_v4_local_rt0p1750_g0p425_u0p000,baseline,-3902.110463836028,-12763.777163384142,-3474.861451434919,3227.066664396412,0.19666666666666666,300
paper4_v4_local_rt0p1750_g0p425_u0p000,severe,-8451.42927270499,-18002.98317099361,-7901.115810679963,-249.1473776548746,0.04,300
paper4_v4_local_rt0p1750_g0p425_u0p025,adverse,-6402.39890851143,-14978.773021973608,-5797.491202021447,521.5695549448948,0.08333333333333333,300
paper4_v4_local_rt0p1750_g0p425_u0p025,baseline,-3902.110463836028,-12763.777163384142,-3474.861451434919,3227.066664396412,0.19666666666666666,300
paper4_v4_local_rt0p1750_g0p425_u0p025,severe,-8451.42927270499,-18002.98317099361,-7901.115810679963,-249.1473776548746,0.04,300
paper4_v4_local_rt0p1750_g0p425_u0p050,adverse,-6402.39890851143,-14978.773021973608,-5797.491202021447,521.5695549448948,0.08333333333333333,300
paper4_v4_local_rt0p1750_g0p425_u0p050,baseline,-3902.110463836028,-12763.777163384142,-3474.861451434919,3227.066664396412,0.19666666666666666,300
paper4_v4_local_rt0p1750_g0p425_u0p050,severe,-8451.42927270499,-18002.98317099361,-7901.115810679963,-249.1473776548746,0.04,300
paper4_v4_local_rt0p1750_g0p425_u0p075,adverse,-6402.39890851143,-14978.773021973608,-5797.491202021447,521.5695549448948,0.08333333333333333,300
paper4_v4_local_rt0p1750_g0p425_u0p075,baseline,-3902.110463836028,-12763.777163384142,-3474.861451434919,3227.066664396412,0.19666666666666666,300
paper4_v4_local_rt0p1750_g0p425_u0p075,severe,-8451.42927270499,-18002.98317099361,-7901.115810679963,-249.1473776548746,0.04,300
paper4_v4_local_rt0p1750_g0p425_u0p100,adverse,-6402.39890851143,-14978.773021973608,-5797.491202021447,521.5695549448948,0.08333333333333333,300
paper4_v4_local_rt0p1750_g0p425_u0p100,baseline,-3902.110463836028,-12763.777163384142,-3474.861451434919,3227.066664396412,0.19666666666666666,300
paper4_v4_local_rt0p1750_g0p425_u0p100,severe,-8451.42927270499,-18002.98317099361,-7901.115810679963,-249.1473776548746,0.04,300
paper4_v4_local_rt0p1750_g0p450_u0p000,adverse,-1491.8293692352402,-6198.227433315169,-1875.7190995104684,4125.5387123943965,0.31333333333333335,300
paper4_v4_local_rt0p1750_g0p450_u0p000,baseline,-1181.9306296399452,-6116.541821669533,-1104.095904656505,3786.603616498618,0.35,300
paper4_v4_local_rt0p1750_g0p450_u0p000,severe,-2030.5694184486908,-7682.19568481498,-1991.1407639007812,3758.4568660453597,0.29333333333333333,300
paper4_v4_local_rt0p1750_g0p450_u0p025,adverse,-1113.4687169505364,-5480.0990130743085,-1239.058043487552,4040.521555230569,0.3233333333333333,300
