month,split,oracle_value_proxy,candidate_value_proxy,decision_regret_proxy_v20,oracle_route,candidate_route,version_v24,version_v28,regret_improvement_target_v28,regret_rank_v32,version_v32,formal_spo_plus_claim_allowed,claim_boundary_v32,regret_ratio_v40,candidate_to_oracle_value_ratio_v40,temporal_split_validation_v40,formal_differentiable_spo_claim_allowed,v40_training_target,v40_decision,claim_boundary_v40
2020-03-01,test,78213.53122747983,8207.946084058789,70005.58514342105,monthly_top40_return_proxy,CatBoostRegressor_regret_surrogate,temporal_oracle_regret,temporal_oracle_regret_v2,lower oracle gap under temporal splits,,spo_oracle_regret_v3_without_differentiable_layers,False,decision-oracle/surrogate regret only; not formal differentiable SPO+,0.8950572112619949,0.10494278873800521,test,False,reduce temporal oracle gap under same constraints,surrogate_not_superior_yet,decision-oracle/surrogate regret only; not formal differentiable SPO+
2018-05-01,train,139298.69075286147,12758.83432817343,126539.85642468804,monthly_top40_return_proxy,CatBoostRegressor_regret_surrogate,temporal_oracle_regret,temporal_oracle_regret_v2,lower oracle gap under temporal splits,,spo_oracle_regret_v3_without_differentiable_layers,False,decision-oracle/surrogate regret only; not formal differentiable SPO+,0.9084066457536943,0.09159335424630571,train,False,reduce temporal oracle gap under same constraints,surrogate_not_superior_yet,decision-oracle/surrogate regret only; not formal differentiable SPO+
2018-06-01,train,136572.98953358817,11143.970826687057,125429.01870690112,monthly_top40_return_proxy,CatBoostRegressor_regret_surrogate,temporal_oracle_regret,temporal_oracle_regret_v2,lower oracle gap under temporal splits,,spo_oracle_regret_v3_without_differentiable_layers,False,decision-oracle/surrogate regret only; not formal differentiable SPO+,0.9184028198786235,0.08159718012137646,train,False,reduce temporal oracle gap under same constraints,surrogate_not_superior_yet,decision-oracle/surrogate regret only; not formal differentiable SPO+
2018-07-01,train,162290.92831873387,17165.748911791576,145125.1794069423,monthly_top40_return_proxy,CatBoostRegressor_regret_surrogate,temporal_oracle_regret,temporal_oracle_regret_v2,lower oracle gap under temporal splits,,spo_oracle_regret_v3_without_differentiable_layers,False,decision-oracle/surrogate regret only; not formal differentiable SPO+,0.8942285370499661,0.10577146295003395,train,False,reduce temporal oracle gap under same constraints,surrogate_not_superior_yet,decision-oracle/surrogate regret only; not formal differentiable SPO+
2018-08-01,train,157390.6143410207,15980.57436703911,141410.0399739816,monthly_top40_return_proxy,CatBoostRegressor_regret_surrogate,temporal_oracle_regret,temporal_oracle_regret_v2,lower oracle gap under temporal splits,,spo_oracle_regret_v3_without_differentiable_layers,False,decision-oracle/surrogate regret only; not formal differentiable SPO+,0.8984655188370143,0.10153448116298568,train,False,reduce temporal oracle gap under same constraints,surrogate_not_superior_yet,decision-oracle/surrogate regret only; not formal differentiable SPO+
2018-09-01,train,152000.65784225884,15320.803664853334,136679.8541774055,monthly_top40_return_proxy,CatBoostRegressor_regret_surrogate,temporal_oracle_regret,temporal_oracle_regret_v2,lower oracle gap under temporal splits,,spo_oracle_regret_v3_without_differentiable_layers,False,decision-oracle/surrogate regret only; not formal differentiable SPO+,0.8992056752757429,0.1007943247242571,train,False,reduce temporal oracle gap under same constraints,surrogate_not_superior_yet,decision-oracle/surrogate regret only; not formal differentiable SPO+
2018-10-01,train,161222.80244186928,20628.20565825385,140594.59678361542,monthly_top40_return_proxy,CatBoostRegressor_regret_surrogate,temporal_oracle_regret,temporal_oracle_regret_v2,lower oracle gap under temporal splits,,spo_oracle_regret_v3_without_differentiable_layers,False,decision-oracle/surrogate regret only; not formal differentiable SPO+,0.8720515625220471,0.12794843747795281,train,False,reduce temporal oracle gap under same constraints,surrogate_not_superior_yet,decision-oracle/surrogate regret only; not formal differentiable SPO+
2018-11-01,train,148519.4215146149,19306.43609393039,129212.9854206845,monthly_top40_return_proxy,CatBoostRegressor_regret_surrogate,temporal_oracle_regret,temporal_oracle_regret_v2,lower oracle gap under temporal splits,,spo_oracle_regret_v3_without_differentiable_layers,False,decision-oracle/surrogate regret only; not formal differentiable SPO+,0.8700073303744281,0.1299926696255719,train,False,reduce temporal oracle gap under same constraints,surrogate_not_superior_yet,decision-oracle/surrogate regret only; not formal differentiable SPO+
2018-12-01,train,143761.77077370146,16534.985338064864,127226.7854356366,monthly_top40_return_proxy,CatBoostRegressor_regret_surrogate,temporal_oracle_regret,temporal_oracle_regret_v2,lower oracle gap under temporal splits,,spo_oracle_regret_v3_without_differentiable_layers,False,decision-oracle/surrogate regret only; not formal differentiable SPO+,0.8849834330150751,0.11501656698492498,train,False,reduce temporal oracle gap under same constraints,surrogate_not_superior_yet,decision-oracle/surrogate regret only; not formal differentiable SPO+
2019-01-01,train,143687.95321868977,14279.84815657904,129408.10506211071,monthly_top40_return_proxy,CatBoostRegressor_regret_surrogate,temporal_oracle_regret,temporal_oracle_regret_v2,lower oracle gap under temporal splits,,spo_oracle_regret_v3_without_differentiable_layers,False,decision-oracle/surrogate regret only; not formal differentiable SPO+,0.9006190300807928,0.09938096991920707,train,False,reduce temporal oracle gap under same constraints,surrogate_not_superior_yet,decision-oracle/surrogate regret only; not formal differentiable SPO+
2019-02-01,train,144316.87925354711,14598.274163336866,129718.60509021024,monthly_top40_return_proxy,CatBoostRegressor_regret_surrogate,temporal_oracle_regret,temporal_oracle_regret_v2,lower oracle gap under temporal splits,,spo_oracle_regret_v3_without_differentiable_layers,False,decision-oracle/surrogate regret only; not formal differentiable SPO+,0.8988456912396956,0.10115430876030435,train,False,reduce temporal oracle gap under same constraints,surrogate_not_superior_yet,decision-oracle/surrogate regret only; not formal differentiable SPO+
2019-03-01,train,153936.13652512222,9299.20587394646,144636.93065117576,monthly_top40_return_proxy,CatBoostRegressor_regret_surrogate,temporal_oracle_regret,temporal_oracle_regret_v2,lower oracle gap under temporal splits,,spo_oracle_regret_v3_without_differentiable_layers,False,decision-oracle/surrogate regret only; not formal differentiable SPO+,0.9395904945787122,0.060409505421287736,train,False,reduce temporal oracle gap under same constraints,surrogate_not_superior_yet,decision-oracle/surrogate regret only; not formal differentiable SPO+
2019-04-01,train,151185.34519700822,18165.30072612658,133020.04447088164,monthly_top40_return_proxy,CatBoostRegressor_regret_surrogate,temporal_oracle_regret,temporal_oracle_regret_v2,lower oracle gap under temporal splits,,spo_oracle_regret_v3_without_differentiable_layers,False,decision-oracle/surrogate regret only; not formal differentiable SPO+,0.8798474766026062,0.12015252339739375,train,False,reduce temporal oracle gap under same constraints,surrogate_not_superior_yet,decision-oracle/surrogate regret only; not formal differentiable SPO+
2019-05-01,train,156120.83674322715,9184.775012419184,146936.06173080797,monthly_top40_return_proxy,CatBoostRegressor_regret_surrogate,temporal_oracle_regret,temporal_oracle_regret_v2,lower oracle gap under temporal splits,,spo_oracle_regret_v3_without_differentiable_layers,False,decision-oracle/surrogate regret only; not formal differentiable SPO+,0.9411688074185419,0.05883119258145815,train,False,reduce temporal oracle gap under same constraints,surrogate_not_superior_yet,decision-oracle/surrogate regret only; not formal differentiable SPO+
2019-06-01,train,145096.739454375,12912.751403424474,132183.98805095052,monthly_top40_return_proxy,CatBoostRegressor_regret_surrogate,temporal_oracle_regret,temporal_oracle_regret_v2,lower oracle gap under temporal splits,,spo_oracle_regret_v3_without_differentiable_layers,False,decision-oracle/surrogate regret only; not formal differentiable SPO+,0.9110059161082332,0.08899408389176677,train,False,reduce temporal oracle gap under same constraints,surrogate_not_superior_yet,decision-oracle/surrogate regret only; not formal differentiable SPO+
2019-07-01,train,153817.54110459716,18353.030995467547,135464.5101091296,monthly_top40_return_proxy,CatBoostRegressor_regret_surrogate,temporal_oracle_regret,temporal_oracle_regret_v2,lower oracle gap under temporal splits,,spo_oracle_regret_v3_without_differentiable_layers,False,decision-oracle/surrogate regret only; not formal differentiable SPO+,0.8806831076373315,0.11931689236266843,train,False,reduce temporal oracle gap under same constraints,surrogate_not_superior_yet,decision-oracle/surrogate regret only; not formal differentiable SPO+
2019-08-01,validation,154071.1340979858,15931.877086513963,138139.25701147184,monthly_top40_return_proxy,CatBoostRegressor_regret_surrogate,temporal_oracle_regret,temporal_oracle_regret_v2,lower oracle gap under temporal splits,,spo_oracle_regret_v3_without_differentiable_layers,False,decision-oracle/surrogate regret only; not formal differentiable SPO+,0.8965940169144101,0.10340598308558983,validation,False,reduce temporal oracle gap under same constraints,surrogate_not_superior_yet,decision-oracle/surrogate regret only; not formal differentiable SPO+
2019-09-01,validation,149967.6257550707,12267.500739566894,137700.1250155038,monthly_top40_return_proxy,CatBoostRegressor_regret_surrogate,temporal_oracle_regret,temporal_oracle_regret_v2,lower oracle gap under temporal splits,,spo_oracle_regret_v3_without_differentiable_layers,False,decision-oracle/surrogate regret only; not formal differentiable SPO+,0.9181990067669514,0.08180099323304854,validation,False,reduce temporal oracle gap under same constraints,surrogate_not_superior_yet,decision-oracle/surrogate regret only; not formal differentiable SPO+
2019-10-01,validation,148740.47415680866,8172.607295011679,140567.866861797,monthly_top40_return_proxy,CatBoostRegressor_regret_surrogate,temporal_oracle_regret,temporal_oracle_regret_v2,lower oracle gap under temporal splits,,spo_oracle_regret_v3_without_differentiable_layers,False,decision-oracle/surrogate regret only; not formal differentiable SPO+,0.9450545835533928,0.054945416446607276,validation,False,reduce temporal oracle gap under same constraints,surrogate_not_superior_yet,decision-oracle/surrogate regret only; not formal differentiable SPO+
2019-11-01,validation,133791.94588951184,9353.779996234072,124438.16589327776,monthly_top40_return_proxy,CatBoostRegressor_regret_surrogate,temporal_oracle_regret,temporal_oracle_regret_v2,lower oracle gap under temporal splits,,spo_oracle_regret_v3_without_differentiable_layers,False,decision-oracle/surrogate regret only; not formal differentiable SPO+,0.9300871219560658,0.0699128780439341,validation,False,reduce temporal oracle gap under same constraints,surrogate_not_superior_yet,decision-oracle/surrogate regret only; not formal differentiable SPO+
2019-12-01,validation,129028.9004395422,8796.87416391643,120232.02627562576,monthly_top40_return_proxy,CatBoostRegressor_regret_surrogate,temporal_oracle_regret,temporal_oracle_regret_v2,lower oracle gap under temporal splits,,spo_oracle_regret_v3_without_differentiable_layers,False,decision-oracle/surrogate regret only; not formal differentiable SPO+,0.9318224511411821,0.06817754885881783,validation,False,reduce temporal oracle gap under same constraints,surrogate_not_superior_yet,decision-oracle/surrogate regret only; not formal differentiable SPO+
2020-01-01,validation,121690.07438129044,7554.304603366506,114135.76977792395,monthly_top40_return_proxy,CatBoostRegressor_regret_surrogate,temporal_oracle_regret,temporal_oracle_regret_v2,lower oracle gap under temporal splits,,spo_oracle_regret_v3_without_differentiable_layers,False,decision-oracle/surrogate regret only; not formal differentiable SPO+,0.9379217685437791,0.06207823145622107,validation,False,reduce temporal oracle gap under same constraints,surrogate_not_superior_yet,decision-oracle/surrogate regret only; not formal differentiable SPO+
2020-02-01,validation,103986.686255062,5914.755465656993,98071.930789405,monthly_top40_return_proxy,CatBoostRegressor_regret_surrogate,temporal_oracle_regret,temporal_oracle_regret_v2,lower oracle gap under temporal splits,,spo_oracle_regret_v3_without_differentiable_layers,False,decision-oracle/surrogate regret only; not formal differentiable SPO+,0.9431200697063363,0.056879930293663596,validation,False,reduce temporal oracle gap under same constraints,surrogate_not_superior_yet,decision-oracle/surrogate regret only; not formal differentiable SPO+
