portfolio_label_v289,source_family,source_id,cap_share_v289,source_exposure_v289,source_share_v289,source_slack_v289,source_cap_violated_v289,claim_boundary_v289
next_one_swap_repair_candidate,dti_band,2,0.85,31300.0,0.037108390882954444,0.8128916091170455,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,dti_band,3,0.85,12600.0,0.014938202080678148,0.8350617979193218,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,dti_band,4,0.85,6400.0,0.007587658199709535,0.8424123418002905,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,period,2018,0.82,519325.0,0.6156969679006491,0.20430303209935086,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,period,2019,0.82,300800.0,0.3566199353863481,0.46338006461365183,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,period,2020,0.82,23350.0,0.027683096713002755,0.7923169032869972,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,AZ,0.35,9500.0,0.011262930140193842,0.3387370698598061,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,CA,0.35,105900.0,0.12555203177331872,0.22444796822668125,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,CO,0.35,21200.0,0.025134117786537836,0.32486588221346213,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,FL,0.35,45825.0,0.05432881828151397,0.295671181718486,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,GA,0.35,49650.0,0.058863629627434126,0.29113637037256584,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,IL,0.35,88525.0,0.10495272533270103,0.24504727466729895,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,IN,0.35,1000.0,0.0011855715937046148,0.34881442840629534,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,MA,0.35,25400.0,0.030113518480097218,0.31988648151990273,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,MD,0.35,5200.0,0.006164972287263997,0.343835027712736,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,MI,0.35,3400.0,0.004030943418595691,0.3459690565814043,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,MN,0.35,10300.0,0.012211387415157532,0.33778861258484244,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,NC,0.35,21200.0,0.025134117786537836,0.32486588221346213,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,NJ,0.35,13000.0,0.015412430718159993,0.33458756928183997,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,NV,0.35,5700.0,0.006757758084116304,0.34324224191588365,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,NY,0.35,84775.0,0.10050683185630872,0.24949316814369127,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,OH,0.35,21000.0,0.024897003467796913,0.3251029965322031,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,PA,0.35,37050.0,0.04392542754675598,0.306074572453244,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,TX,0.35,27350.0,0.03242538308782122,0.31757461691217875,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,VA,0.35,12200.0,0.0144639734431963,0.3355360265568037,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,WA,0.35,57475.0,0.06814072734817274,0.28185927265182725,False,exact-relief post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,other,0.35,197825.0,0.23453570052461542,0.11546429947538456,False,exact-relief post-swap source diagnostic only
