policy_id,regime_v71,constraint_index_v71,lhs_v71,rhs_v71,slack_v71,marginal_v71,binding_v71,claim_boundary_v71,constraint_type_v71,source_family,source_id,cap_share_v71,cap_mode_v71,path_id
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,0,841620.75,850000.0,8379.25,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,budget_upper,,,,,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,22,-503904.865,0.0,503904.865,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,dti_band,4,0.62,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,23,-64063.96614121205,0.0,64063.96614121205,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,period,2018,0.6827747236507655,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,24,-479687.2838587882,0.0,479687.2838587882,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,period,2019,0.6827747236507655,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,25,-338540.125,0.0,338540.125,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,period,2020,0.6827747236507655,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,26,-197421.39500000002,0.0,197421.39500000002,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,state_top20,AZ,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,27,-99671.395,0.0,99671.395,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,state_top20,CA,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,28,-167921.39500000002,0.0,167921.39500000002,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,state_top20,CO,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,29,-178571.39500000002,0.0,178571.39500000002,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,state_top20,FL,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,30,-207696.39500000002,0.0,207696.39500000002,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,state_top20,GA,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,31,-192171.39500000002,0.0,192171.39500000002,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,state_top20,IL,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,32,-206721.30385878804,0.0,206721.30385878804,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,state_top20,IN,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,33,-213821.39500000002,0.0,213821.39500000002,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,state_top20,MA,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,34,-187846.39500000002,0.0,187846.39500000002,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,state_top20,MD,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,35,-201571.39500000002,0.0,201571.39500000002,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,state_top20,MI,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,36,-187321.39500000002,0.0,187321.39500000002,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,state_top20,MN,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,37,-167271.395,0.0,167271.395,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,state_top20,NC,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,38,-181496.39500000002,0.0,181496.39500000002,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,state_top20,NJ,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,39,-209471.39500000002,0.0,209471.39500000002,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,state_top20,NV,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,40,-170546.39500000002,0.0,170546.39500000002,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,state_top20,NY,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,41,-206021.39500000002,0.0,206021.39500000002,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,state_top20,OH,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,42,-182221.39500000002,0.0,182221.39500000002,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,state_top20,PA,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,43,-143574.14499999987,0.0,143574.14499999987,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,state_top20,TX,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,44,-191321.39500000002,0.0,191321.39500000002,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,state_top20,VA,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,45,-198421.39500000002,0.0,198421.39500000002,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,state_top20,WA,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,46,-62547.98614121208,0.0,62547.98614121208,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,source_share,state_top20,other,0.26,incumbent_cvar_relaxed_source_lp,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,47,176794.89536064517,176794.89536064517,0.0,-0.4824284226724367,True,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_cap,,,,,
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,48,-86381.89463203154,0.0,86381.89463203154,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,0.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,49,-48346.08596606772,0.0,48346.08596606772,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,1.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,50,5.820766091346741e-11,0.0,-5.820766091346741e-11,-0.03768972052128412,True,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,2.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,51,-57758.55741150073,0.0,57758.55741150073,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,3.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,52,-49367.090116999934,0.0,49367.090116999934,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,4.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,53,-62792.36794061911,0.0,62792.36794061911,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,5.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,54,-34032.219757419385,0.0,34032.219757419385,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,6.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,55,-55394.38959408131,0.0,55394.38959408131,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,7.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,56,-77892.6899668239,0.0,77892.6899668239,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,8.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,57,-80365.59143109474,0.0,80365.59143109474,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,9.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,58,0.0,0.0,0.0,-0.03768972052128412,True,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,10.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,59,-20567.33289765437,0.0,20567.33289765437,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,11.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,60,-75203.17889959928,0.0,75203.17889959928,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,12.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,61,-62274.62395360666,0.0,62274.62395360666,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,13.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,62,-10096.056674986801,0.0,10096.056674986801,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,14.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,63,-42286.13781127808,0.0,42286.13781127808,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,15.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,64,-72428.2914697763,0.0,72428.2914697763,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,16.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,65,-72465.04211464146,0.0,72465.04211464146,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,17.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,66,-44418.93203828009,0.0,44418.93203828009,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,18.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,67,-20956.7478543303,0.0,20956.7478543303,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,19.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,68,-67312.38885582243,0.0,67312.38885582243,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,20.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,69,-49201.376570808905,0.0,49201.376570808905,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,21.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,70,-5477.92499069123,0.0,5477.92499069123,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,22.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,71,-22553.952110259183,0.0,22553.952110259183,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,23.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,72,-78618.31403818553,0.0,78618.31403818553,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,24.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,73,-71550.56249980241,0.0,71550.56249980241,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,25.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,74,-9832.585700552852,0.0,9832.585700552852,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,26.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,75,-12053.975464360672,0.0,12053.975464360672,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,27.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,76,-82256.51287682902,0.0,82256.51287682902,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,28.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,77,-39655.53965728861,0.0,39655.53965728861,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,29.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,78,-2024.8765882912703,0.0,2024.8765882912703,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,30.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,79,-2.9103830456733704e-11,0.0,2.9103830456733704e-11,-0.03768972052128412,True,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,31.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,80,-88070.0153867486,0.0,88070.0153867486,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,32.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,81,-43112.14671199216,0.0,43112.14671199216,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,33.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,82,5.820766091346741e-11,0.0,-5.820766091346741e-11,-0.03768972052128412,True,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,34.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,83,-35172.48045918274,0.0,35172.48045918274,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,35.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,84,-82637.46168043988,0.0,82637.46168043988,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,36.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,85,-83579.5188309117,0.0,83579.5188309117,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,37.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,86,-84.08567350551311,0.0,84.08567350551311,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,38.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,87,-26010.588819312863,0.0,26010.588819312863,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,39.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,88,-76614.47801567928,0.0,76614.47801567928,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,40.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,89,-55493.43740038527,0.0,55493.43740038527,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,41.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,90,-13472.625480369301,0.0,13472.625480369301,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,42.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,91,-56737.36736279334,0.0,56737.36736279334,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,43.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,92,-56226.171216168594,0.0,56226.171216168594,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,44.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,93,-51962.81555291213,0.0,51962.81555291213,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,45.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,94,-8834.462904084416,0.0,8834.462904084416,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,46.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,95,-37237.936427753026,0.0,37237.936427753026,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,47.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,96,-73692.8971438173,0.0,73692.8971438173,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,48.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,97,-65760.72833660389,0.0,65760.72833660389,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,49.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,98,-18007.604104991275,0.0,18007.604104991275,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,50.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,99,-21932.187268767957,0.0,21932.187268767957,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,51.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,100,-73350.40438257049,0.0,73350.40438257049,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,52.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,101,-79269.12768557332,0.0,79269.12768557332,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,53.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,102,-1.1641532182693481e-10,0.0,1.1641532182693481e-10,-0.03768972052128412,True,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,54.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,103,-64290.083746181685,0.0,64290.083746181685,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,55.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,104,-88003.56817127488,0.0,88003.56817127488,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,56.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,105,-59113.47093217688,0.0,59113.47093217688,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,57.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,106,-6975.173851262705,0.0,6975.173851262705,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,58.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,107,-66713.78294713754,0.0,66713.78294713754,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,59.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,108,-65266.9730410972,0.0,65266.9730410972,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,60.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,109,-27414.169304095733,0.0,27414.169304095733,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,61.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,110,-22755.065685213354,0.0,22755.065685213354,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,62.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,111,-32496.438793086723,0.0,32496.438793086723,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,63.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,112,-88400.08019752766,0.0,88400.08019752766,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,64.0
v63_source_repair_diversity_first_repair,incumbent_cvar_relaxed_source_lp,113,-68011.13045422707,0.0,68011.13045422707,-0.0,False,HiGHS marginal from v70 restricted-master LP; not full-universe certificate,cvar_path_excess,,,,,65.0
