policy_id,scenario,ifrs9_stage,stage_exposure,stage_ecl,total_exposure,total_ecl,stage_exposure_share,stage_ecl_share
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,baseline,Stage 3 observed,36175.0,4326.293308582258,958125.0,90435.91862513978,0.03775603392041748,0.04783821930880034
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,severe,Stage 2 proxy,921950.0,136434.97599400787,958125.0,143068.5792301537,0.9622439660795825,0.9536334024434926
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,severe,Stage 3 observed,36175.0,6633.603236145841,958125.0,143068.5792301537,0.03775603392041748,0.046366597556507474
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,Stage 2 proxy,839025.0,110828.3449188214,878700.0,118382.40462069197,0.9548480710139979,0.9361893372070412
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,Stage 3 observed,39675.0,7554.05970187057,878700.0,118382.40462069197,0.04515192898600205,0.06381066279295869
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,Stage 2 proxy,839025.0,88662.67593505712,878700.0,94706.27533654001,0.9548480710139979,0.9361858611796644
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,Stage 3 observed,39675.0,6043.599401482896,878700.0,94706.27533654001,0.04515192898600205,0.06381413882033565
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,Stage 2 proxy,839025.0,137492.33173079073,878700.0,146321.20756471503,0.9548480710139979,0.9396609966465765
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,Stage 3 observed,39675.0,8828.875833924301,878700.0,146321.20756471503,0.04515192898600205,0.0603390033534234
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,adverse,Stage 2 proxy,853300.0,114361.22406625145,892675.0,121655.39968490621,0.9558910017643599,0.9400423192267088
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,adverse,Stage 3 observed,39375.0,7294.1756186547545,892675.0,121655.39968490621,0.04410899823564007,0.05995768077329117
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,baseline,Stage 2 proxy,853300.0,91488.97925300116,892675.0,97324.31974792496,0.9558910017643599,0.9400423192267088
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,baseline,Stage 3 observed,39375.0,5835.340494923804,892675.0,97324.31974792496,0.04410899823564007,0.05995768077329118
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,severe,Stage 2 proxy,853300.0,142824.7666656847,892675.0,151516.6735279438,0.9558910017643599,0.9426339909669671
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,severe,Stage 3 observed,39375.0,8691.906862259111,892675.0,151516.6735279438,0.04410899823564007,0.05736600903303283
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,adverse,Stage 2 proxy,853425.0,114935.04611868548,886300.0,120420.9231060281,0.9629075933656775,0.9544441543392553
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,adverse,Stage 3 observed,32875.0,5485.876987342621,886300.0,120420.9231060281,0.037092406634322464,0.04555584566074469
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,baseline,Stage 2 proxy,853425.0,91948.03689494838,886300.0,96336.73848482248,0.9629075933656775,0.9544441543392553
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,baseline,Stage 3 observed,32875.0,4388.7015898740965,886300.0,96336.73848482248,0.037092406634322464,0.04555584566074469
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,severe,Stage 2 proxy,853425.0,143283.07683135878,886300.0,149939.03519752587,0.9629075933656775,0.9556089022621848
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,severe,Stage 3 observed,32875.0,6655.958366167092,886300.0,149939.03519752587,0.037092406634322464,0.04439109773781525
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,Stage 2 proxy,853900.0,108216.07372844314,890500.0,115136.62743935794,0.9588994946659181,0.9398926834593985
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,Stage 3 observed,36600.0,6920.553710914799,890500.0,115136.62743935794,0.04110050533408198,0.060107316540601564
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,Stage 2 proxy,853900.0,86572.85898275451,890500.0,92109.30195148634,0.9588994946659181,0.9398926834593985
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,Stage 3 observed,36600.0,5536.442968731839,890500.0,92109.30195148634,0.04110050533408198,0.060107316540601564
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,Stage 2 proxy,853900.0,135859.90526474168,890500.0,144180.27612740756,0.9588994946659181,0.9422918925795826
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,Stage 3 observed,36600.0,8320.370862665875,890500.0,144180.27612740756,0.04110050533408198,0.05770810742041738
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,adverse,Stage 2 proxy,879600.0,112365.27407253245,914475.0,117846.22289960661,0.9618633642253752,0.9534906703650283
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,adverse,Stage 3 observed,34875.0,5480.948827074151,914475.0,117846.22289960661,0.03813663577462478,0.046509329634971674
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,baseline,Stage 2 proxy,879600.0,89892.21925802597,914475.0,94276.9783196853,0.9618633642253752,0.9534906703650283
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,baseline,Stage 3 observed,34875.0,4384.759061659322,914475.0,94276.9783196853,0.03813663577462478,0.046509329634971674
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,severe,Stage 2 proxy,879600.0,140990.14496355786,914475.0,147659.02079748217,0.9618633642253752,0.9548359741388857
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,severe,Stage 3 observed,34875.0,6668.875833924301,914475.0,147659.02079748217,0.03813663577462478,0.045164025861114315
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,adverse,Stage 2 proxy,875850.0,111294.67013448307,911725.0,117105.71836030966,0.9606515122432752,0.9503777585997362
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,adverse,Stage 3 observed,35875.0,5811.0482258265965,911725.0,117105.71836030966,0.03934848775672489,0.04962224140026385
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,baseline,Stage 2 proxy,875850.0,89035.73610758646,911725.0,93684.57468824774,0.9606515122432752,0.9503777585997362
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,baseline,Stage 3 observed,35875.0,4648.838580661277,911725.0,93684.57468824774,0.03934848775672489,0.04962224140026384
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,severe,Stage 2 proxy,875850.0,140036.15186986997,911725.0,147155.02770379427,0.9606515122432752,0.951623291809956
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,severe,Stage 3 observed,35875.0,7118.875833924301,911725.0,147155.02770379427,0.03934848775672489,0.048376708190044033
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,Stage 2 proxy,911300.0,109619.93723907707,944425.0,114285.73505754388,0.9649257484712921,0.959174276508634
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,Stage 3 observed,33125.0,4665.797818466809,944425.0,114285.73505754388,0.035074251528707946,0.04082572349136608
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,Stage 2 proxy,911300.0,87695.94979126166,944425.0,91428.58804603512,0.9649257484712921,0.9591742765086338
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,Stage 3 observed,33125.0,3732.6382547734474,944425.0,91428.58804603512,0.035074251528707946,0.040825723491366074
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,Stage 2 proxy,911300.0,138010.71409902215,944425.0,143890.12096128127,0.9649257484712921,0.9591396072017955
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,Stage 3 observed,33125.0,5879.406862259111,944425.0,143890.12096128127,0.035074251528707946,0.0408603927982045
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,adverse,Stage 2 proxy,939750.0,112716.88763785387,973625.0,117781.2660386685,0.965207343689819,0.9570018342377814
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,adverse,Stage 3 observed,33875.0,5064.378400814626,973625.0,117781.2660386685,0.034792656310181025,0.04299816576221851
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,baseline,Stage 2 proxy,939750.0,90173.5101102831,973625.0,94225.0128309348,0.965207343689819,0.9570018342377815
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,baseline,Stage 3 observed,33875.0,4051.5027206517007,973625.0,94225.0128309348,0.034792656310181025,0.042998165762218515
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,severe,Stage 2 proxy,939750.0,142707.33527714765,973625.0,148926.21111107196,0.965207343689819,0.9582418985380206
crpto_rt0p160_g0p55_u0p05_alpha0p01_incumbent_region_rs42,severe,Stage 3 observed,33875.0,6218.875833924301,973625.0,148926.21111107196,0.034792656310181025,0.04175810146197936
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,adverse,Stage 2 proxy,952850.0,114362.43486323745,985225.0,118807.0782619984,0.967139485904235,0.9625894057510662
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,adverse,Stage 3 observed,32375.0,4444.643398760948,985225.0,118807.0782619984,0.032860514095764924,0.03741059424893382
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,baseline,Stage 2 proxy,952850.0,91489.94789058996,985225.0,95045.66260959872,0.967139485904235,0.9625894057510662
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,baseline,Stage 3 observed,32375.0,3555.7147190087585,985225.0,95045.66260959872,0.032860514095764924,0.03741059424893382
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,severe,Stage 2 proxy,952850.0,144558.78202597762,985225.0,150102.65785990193,0.967139485904235,0.9630661048047618
crpto_rt0p160_g0p55_u0p10_alpha0p01_incumbent_region_rs42,severe,Stage 3 observed,32375.0,5543.875833924301,985225.0,150102.65785990193,0.032860514095764924,0.036933895195238105
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,Stage 2 proxy,813550.0,112148.00477458248,849100.0,119540.35989359337,0.9581321399128488,0.9381601734711937
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,Stage 3 observed,35550.0,7392.355119010888,849100.0,119540.35989359337,0.0418678600871511,0.061839826528806305
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,Stage 2 proxy,813550.0,89718.403819666,849100.0,95632.2879148747,0.9581321399128488,0.9381601734711937
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,Stage 3 observed,35550.0,5913.884095208711,849100.0,95632.2879148747,0.0418678600871511,0.061839826528806305
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,Stage 2 proxy,813550.0,138699.48121009753,849100.0,147444.3031368422,0.9581321399128488,0.9406906761353223
crpto_rt0p165_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,Stage 3 observed,35550.0,8744.821926744695,849100.0,147444.3031368422,0.0418678600871511,0.05930932386467774
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,adverse,Stage 2 proxy,851200.0,118917.5412085671,883875.0,125230.02097092212,0.9630321029557347,0.949592919386153
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,adverse,Stage 3 observed,32675.0,6312.479762355031,883875.0,125230.02097092212,0.036967897044265306,0.05040708061384708
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,baseline,Stage 2 proxy,851200.0,95134.03296685367,883875.0,100184.0167767377,0.9630321029557347,0.9495929193861529
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,baseline,Stage 3 observed,32675.0,5049.9838098840255,883875.0,100184.0167767377,0.036967897044265306,0.05040708061384708
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,severe,Stage 2 proxy,851200.0,147686.94518574365,883875.0,155139.98608415353,0.9630321029557347,0.9519592525013695
crpto_rt0p165_g0p45_u0p05_alpha0p01_incumbent_region_rs42,severe,Stage 3 observed,32675.0,7453.040898409884,883875.0,155139.98608415353,0.036967897044265306,0.0480407474986306
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,adverse,Stage 2 proxy,857800.0,119950.856590841,888675.0,125505.31180437304,0.9652572650293977,0.9557432658930815
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,adverse,Stage 3 observed,30875.0,5554.455213532045,888675.0,125505.31180437304,0.034742734970602304,0.044256734106918556
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,baseline,Stage 2 proxy,857800.0,95960.6852726728,888675.0,100404.24944349843,0.9652572650293977,0.9557432658930815
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,baseline,Stage 3 observed,30875.0,4443.564170825636,888675.0,100404.24944349843,0.034742734970602304,0.04425673410691856
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,severe,Stage 2 proxy,857800.0,149510.47931368096,888675.0,156153.52021209084,0.9652572650293977,0.9574582699808037
crpto_rt0p165_g0p45_u0p10_alpha0p01_incumbent_region_rs42,severe,Stage 3 observed,30875.0,6643.040898409884,888675.0,156153.52021209084,0.034742734970602304,0.04254173001919632
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,Stage 2 proxy,859825.0,113835.96748158973,896700.0,120087.82581963058,0.958876993420319,0.9479392828093082
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,adverse,Stage 3 observed,36875.0,6251.858338040859,896700.0,120087.82581963058,0.04112300657968105,0.05206071719069192
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,Stage 2 proxy,859825.0,91068.7739852718,896700.0,96070.26065570448,0.958876993420319,0.9479392828093081
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,baseline,Stage 3 observed,36875.0,5001.486670432688,896700.0,96070.26065570448,0.04112300657968105,0.05206071719069192
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,Stage 2 proxy,859825.0,142095.11012844785,896700.0,149663.98596237216,0.958876993420319,0.9494275407322958
crpto_rt0p165_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,severe,Stage 3 observed,36875.0,7568.875833924301,896700.0,149663.98596237216,0.04112300657968105,0.05057245926770408
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,adverse,Stage 2 proxy,852750.0,112373.37729645339,892675.0,119825.92132206804,0.9552748760747193,0.9378052432780073
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,adverse,Stage 3 observed,39925.0,7452.544025614657,892675.0,119825.92132206804,0.04472512392528076,0.06219475672199268
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,baseline,Stage 2 proxy,852750.0,89898.7018371627,892675.0,95860.73705765443,0.9552748760747193,0.9378052432780073
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,baseline,Stage 3 observed,39925.0,5962.035220491725,892675.0,95860.73705765443,0.04472512392528076,0.06219475672199267
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,severe,Stage 2 proxy,852750.0,141071.2353321561,892675.0,150012.6111660804,0.9552748760747193,0.940395838960331
crpto_rt0p165_g0p50_u0p05_alpha0p01_incumbent_region_rs42,severe,Stage 3 observed,39925.0,8941.375833924301,892675.0,150012.6111660804,0.04472512392528076,0.05960416103966898
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,adverse,Stage 2 proxy,880600.0,116570.36149152869,917475.0,122813.14385069993,0.9598081691599226,0.9491684508397539
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,adverse,Stage 3 observed,36875.0,6242.782359171241,917475.0,122813.14385069993,0.04019183084007739,0.050831549160246195
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,baseline,Stage 2 proxy,880600.0,93256.28919322295,917475.0,98250.51508055994,0.9598081691599226,0.9491684508397539
crpto_rt0p165_g0p50_u0p10_alpha0p01_incumbent_region_rs42,baseline,Stage 3 observed,36875.0,4994.225887336994,917475.0,98250.51508055994,0.04019183084007739,0.0508315491602462
