policy_id,scenario,mean_diff_vs_paper1,p05_diff_vs_paper1,p50_diff_vs_paper1,p95_diff_vs_paper1,prob_beats_paper1,cvar90_simulated_loss,n_paths
paper4_v4_local_rt0p1750_g0p425_u0p050,adverse,-5657.029235409529,-61716.67089932732,-6507.975743356936,48141.85410316663,0.448,312315.25127515255,250
paper4_v4_local_rt0p1750_g0p425_u0p050,baseline,-2022.7987116991749,-58474.37760862704,-349.50002818141365,50922.03759356278,0.5,221313.88490021962,250
paper4_v4_local_rt0p1750_g0p425_u0p050,severe,-3973.843193626112,-64297.61606937607,-2509.7496321587805,53303.68723094793,0.464,383717.19784460927,250
paper4_v4_local_rt0p1750_g0p425_u0p075,adverse,-5985.069587129789,-66990.61493381794,-2630.9982019576883,47277.04970725668,0.464,316543.9418847847,250
paper4_v4_local_rt0p1750_g0p425_u0p075,baseline,-1658.4875230963382,-61487.41186867797,-983.2825416145533,54405.33598538719,0.492,224396.72599903896,250
paper4_v4_local_rt0p1750_g0p425_u0p075,severe,-3528.354816290027,-58563.87865176102,-3706.29569509513,58490.2648275558,0.46,383396.54337918945,250
paper4_v4_local_rt0p1750_g0p425_u0p100,adverse,-7108.988159345571,-60906.22947563792,-6938.667667803889,47642.35141102884,0.404,307314.734773732,250
paper4_v4_local_rt0p1750_g0p425_u0p100,baseline,-2411.6613897613975,-64088.36226416597,874.617343799177,49305.17297296888,0.504,225190.65569784035,250
paper4_v4_local_rt0p1750_g0p425_u0p100,severe,-3628.8909062004795,-64905.05862012142,-1938.9415737035524,45638.527803542216,0.476,380332.4232740354,250
paper4_v4_local_rt0p1750_g0p450_u0p000,adverse,1029.671586454235,-53473.270295653594,-1092.7592189080442,52147.588748601105,0.48,303569.4020564021,250
paper4_v4_local_rt0p1750_g0p450_u0p000,baseline,-836.1141963315213,-53444.29237804765,-2161.645843519227,48787.69292171153,0.476,221659.55725299913,250
paper4_v4_local_rt0p1750_g0p450_u0p000,severe,-2247.1024685164784,-67608.00813976597,-1988.441188460427,60210.12439245739,0.484,378154.81652827875,250
paper4_v4_local_rt0p1750_g0p450_u0p025,adverse,434.26372502995736,-50242.622306621015,-1947.2726080036591,60017.4273326627,0.452,304183.58600895485,250
paper4_v4_local_rt0p1750_g0p450_u0p025,baseline,781.2120138630993,-53304.05627079908,295.5986907370461,54621.933474119534,0.504,222580.10833152907,250
paper4_v4_local_rt0p1750_g0p450_u0p025,severe,670.1701689609579,-61831.31890476777,256.2334562881306,65536.57691447168,0.5,370620.222383497,250
paper4_v4_local_rt0p1750_g0p450_u0p050,adverse,-298.4379025659695,-55651.061407357585,1069.201240810682,60022.32148092662,0.508,301140.8089247871,250
paper4_v4_local_rt0p1750_g0p450_u0p050,baseline,566.5268812720301,-57273.25433271454,342.21356569411364,52627.94113558392,0.5,220807.90987398318,250
paper4_v4_local_rt0p1750_g0p450_u0p050,severe,1586.660658079529,-57856.317723213426,2387.2357278728596,55984.092657608984,0.528,373006.1018708609,250
paper4_v4_local_rt0p1750_g0p450_u0p075,adverse,-257.60361242012556,-59182.45904659804,-2241.1560378207905,53761.284674719886,0.48,304163.73763295915,250
paper4_v4_local_rt0p1750_g0p450_u0p075,baseline,1152.9280864217008,-53939.37972414415,355.64628079682893,59293.082474197516,0.508,215577.92537311872,250
paper4_v4_local_rt0p1750_g0p450_u0p075,severe,1689.643677374084,-56827.73208060139,-685.1622267505736,56561.64194773177,0.488,369383.4750964286,250
paper4_v4_local_rt0p1750_g0p450_u0p100,adverse,1841.285756571466,-49342.10624960825,848.3555877356266,62275.296117821956,0.516,300868.1266644633,250
paper4_v4_local_rt0p1750_g0p450_u0p100,baseline,3795.379152887235,-49220.31865204636,2805.3912657953533,59370.92180946366,0.556,211531.01672560882,250
paper4_v4_local_rt0p1750_g0p450_u0p100,severe,1933.994772540409,-55349.10619506014,3417.6199066775953,58583.491521564174,0.536,373240.8744884135,250
paper4_v4_local_rt0p1750_g0p475_u0p000,adverse,6753.164797300547,-51005.99598653698,7342.447467716105,58690.13421497051,0.568,298838.2726691367,250
paper4_v4_local_rt0p1750_g0p475_u0p000,baseline,6677.342677833274,-47323.73653047563,6735.783385790129,59249.247605361445,0.588,210083.00753346016,250
paper4_v4_local_rt0p1750_g0p475_u0p000,severe,7002.814139829634,-54226.515177446236,5486.863924316549,74367.871869184,0.576,372449.9081993963,250
paper4_v4_local_rt0p1750_g0p475_u0p025,adverse,5859.392062577966,-46316.107261110956,2652.679266379925,62769.822770478575,0.532,297652.1362308906,250
paper4_v4_local_rt0p1750_g0p475_u0p025,baseline,3850.3175683446675,-52714.029058514716,3906.9541472030814,60813.141177836056,0.548,215939.97635654744,250
paper4_v4_local_rt0p1750_g0p475_u0p025,severe,6817.77470860546,-52187.705337531734,5785.326808159516,65372.52279880251,0.568,375595.5444655329,250
paper4_v4_local_rt0p1750_g0p475_u0p050,adverse,4109.320863342876,-54942.056009791755,3666.0900312144877,62987.34223970346,0.556,300726.4410764818,250
paper4_v4_local_rt0p1750_g0p475_u0p050,baseline,6512.336192923588,-50029.38069829302,8365.445587385519,67511.93170037912,0.608,213343.0248573591,250
paper4_v4_local_rt0p1750_g0p475_u0p050,severe,5159.383085219446,-48324.44604107653,6074.957371826624,59229.823102824565,0.544,370859.96376869676,250
paper4_v4_local_rt0p1750_g0p475_u0p075,adverse,4710.864562528858,-52238.228055103646,2494.075202934566,62078.40831654285,0.536,293901.8671529122,250
paper4_v4_local_rt0p1750_g0p475_u0p075,baseline,4746.018825127669,-53094.76830513291,4274.3211290735,52959.45972559626,0.568,204982.27738953612,250
paper4_v4_local_rt0p1750_g0p475_u0p075,severe,5625.052627205376,-53234.93807303138,6461.134292105928,62904.60017316569,0.564,374445.2328190657,250
paper4_v4_local_rt0p1750_g0p475_u0p100,adverse,3862.637225452312,-51108.40432831892,3587.589122518628,63060.68159104217,0.524,296571.96870064014,250
paper4_v4_local_rt0p1750_g0p475_u0p100,baseline,9295.309408257639,-50661.69910022065,7462.099299580629,58879.40748400291,0.632,216160.12274022875,250
paper4_v4_local_rt0p1750_g0p475_u0p100,severe,4789.292459799549,-43843.80714169037,4333.843965208385,57867.72693714632,0.552,374413.2135381636,250
paper4_v4_local_rt0p1750_g0p500_u0p000,adverse,10045.125624220098,-46774.93304273975,8489.80840378959,69350.0164082944,0.596,295816.915845725,250
paper4_v4_local_rt0p1750_g0p500_u0p000,baseline,8801.327559060717,-39187.3123062498,8395.386450152542,61792.598943501245,0.612,207607.02085231754,250
paper4_v4_local_rt0p1750_g0p500_u0p000,severe,6471.929793478832,-53886.27372398818,9249.094616407077,61267.93580410955,0.58,363500.6719716586,250
paper4_v4_local_rt0p1750_g0p500_u0p025,adverse,10424.28960378925,-44946.940783940314,9658.127230247854,70016.64485376234,0.6,292272.4560404682,250
paper4_v4_local_rt0p1750_g0p500_u0p025,baseline,9236.357926303768,-47804.20932460363,9605.856559913957,61719.210886502085,0.6,201293.1597160601,250
paper4_v4_local_rt0p1750_g0p500_u0p025,severe,10668.646591999937,-50073.32552720551,11577.900895755873,63573.20553280294,0.668,369492.68567368493,250
paper4_v4_local_rt0p1750_g0p500_u0p050,adverse,9648.907073331673,-44587.10071278324,7652.4425231831665,66157.71337840329,0.608,296636.9616027754,250
paper4_v4_local_rt0p1750_g0p500_u0p050,baseline,10337.48032517469,-43936.50479414791,10795.283874064828,64395.848850033166,0.616,206127.9912867851,250
paper4_v4_local_rt0p1750_g0p500_u0p050,severe,12506.669245704768,-50233.421752091,13247.99850533445,72193.3744509333,0.664,361302.3515162915,250
paper4_v4_local_rt0p1750_g0p500_u0p075,adverse,10562.008380200401,-42131.40844637505,7544.3740428309175,73198.32172765362,0.572,287637.9733219071,250
paper4_v4_local_rt0p1750_g0p500_u0p075,baseline,9647.775342135106,-48035.237202118544,10271.728791923684,64445.068622176914,0.608,206185.8361313258,250
paper4_v4_local_rt0p1750_g0p500_u0p075,severe,9995.900341276492,-43967.65854126903,10898.685401339557,65062.811117441335,0.624,363711.89520016545,250
paper4_v4_local_rt0p1750_g0p500_u0p100,adverse,11200.327256432636,-41025.57322414596,8902.258476593193,70497.6943360698,0.604,296021.104426764,250
paper4_v4_local_rt0p1750_g0p500_u0p100,baseline,8920.056675933094,-49232.89295618695,8328.278092862107,65654.74535539528,0.608,208227.9635299817,250
paper4_v4_local_rt0p1750_g0p500_u0p100,severe,12517.92340394248,-41863.71542681283,11936.094897949148,71561.78859494923,0.624,362553.18278743693,250
paper4_v4_local_rt0p1775_g0p400_u0p000,adverse,-7702.33355723433,-69307.1875742394,-9741.884500082268,45828.74314395247,0.412,316164.92677793844,250
paper4_v4_local_rt0p1775_g0p400_u0p000,baseline,-1939.8189349532836,-59161.80709149568,-2857.789683714058,58901.57622488782,0.46,222871.4366219213,250
paper4_v4_local_rt0p1775_g0p400_u0p000,severe,-11638.267407374415,-75218.47001664716,-10247.506059487783,41836.90064268707,0.38,389989.925671794,250
paper4_v4_local_rt0p1775_g0p400_u0p025,adverse,-9192.173537994191,-63798.546732201314,-9157.943502143673,51302.505546668115,0.352,314540.0597949312,250
paper4_v4_local_rt0p1775_g0p400_u0p025,baseline,-2741.5754464822003,-58624.363631700675,-3674.7954320395293,51384.12320485467,0.456,226650.16265311145,250
paper4_v4_local_rt0p1775_g0p400_u0p025,severe,-8627.795755608782,-64470.675275865004,-8696.06291899897,50528.09718183478,0.412,387359.84803134255,250
paper4_v4_local_rt0p1775_g0p400_u0p050,adverse,-10024.230878562132,-69977.40880356389,-9183.935842519508,43914.654354783146,0.396,316602.65454510396,250
paper4_v4_local_rt0p1775_g0p400_u0p050,baseline,-3639.3944208668263,-58727.72147287756,-3778.507027503749,50528.15576959159,0.444,226812.81692313871,250
paper4_v4_local_rt0p1775_g0p400_u0p050,severe,-11468.442486559252,-69087.40521500811,-12073.972730850262,52945.388790373436,0.328,386521.204492049,250
paper4_v4_local_rt0p1775_g0p400_u0p075,adverse,-11113.341552359121,-68786.63475907156,-11731.870883644588,42540.160365561664,0.404,324154.06931322836,250
paper4_v4_local_rt0p1775_g0p400_u0p075,baseline,-5644.089242552856,-57085.93918556965,-4637.019917228761,48452.06950260015,0.44,227901.3877898049,250
paper4_v4_local_rt0p1775_g0p400_u0p075,severe,-10854.19779566365,-72457.94534414967,-11513.684460241522,46597.048685762864,0.412,388340.450313681,250
paper4_v4_local_rt0p1775_g0p400_u0p100,adverse,-7424.282259737691,-59329.544752433736,-7054.840417293715,51340.89943966722,0.408,316345.438873141,250
paper4_v4_local_rt0p1775_g0p400_u0p100,baseline,-5214.335758702008,-61900.90009571481,-4722.281269356436,45983.08228478566,0.456,222820.14587780528,250
paper4_v4_local_rt0p1775_g0p400_u0p100,severe,-8292.283230444424,-62245.356158276154,-8132.2698765451205,49515.424612111645,0.38,388414.6428606347,250
paper4_v4_local_rt0p1775_g0p425_u0p000,adverse,-8369.964055511866,-64689.66773816934,-8791.090526018881,44681.77134237036,0.412,314391.5378361953,250
paper4_v4_local_rt0p1775_g0p425_u0p000,baseline,-988.6438988371661,-58610.10317695595,2140.1034498826302,50023.13215514654,0.544,220636.55249431898,250
paper4_v4_local_rt0p1775_g0p425_u0p000,severe,-10389.51737783983,-75755.7347582871,-9318.719657588292,47149.37724978515,0.384,391480.0109086465,250
paper4_v4_local_rt0p1775_g0p425_u0p025,adverse,-9831.454470084676,-66815.88502363222,-11211.948625000885,45442.67227092291,0.396,317778.0721854925,250
paper4_v4_local_rt0p1775_g0p425_u0p025,baseline,-2358.6483569232946,-51897.812105866346,-3206.950303035348,54941.50781135515,0.44,225486.98429459147,250
paper4_v4_local_rt0p1775_g0p425_u0p025,severe,-6239.530880560543,-68792.50317524292,-3575.2209673410107,46341.62862012925,0.472,383486.44108009187,250
paper4_v4_local_rt0p1775_g0p425_u0p050,adverse,-8293.759327115697,-58229.684030355114,-9952.989488845862,42604.40231593454,0.392,317312.4804943334,250
paper4_v4_local_rt0p1775_g0p425_u0p050,baseline,-622.4740755111732,-50667.47502752085,242.44387889078462,45473.51132795971,0.508,219957.2628639406,250
paper4_v4_local_rt0p1775_g0p425_u0p050,severe,-9180.358093603043,-70646.41486841695,-9475.025820580573,46117.68490691218,0.396,387940.94459606573,250
paper4_v4_local_rt0p1775_g0p425_u0p075,adverse,-5456.7452121568085,-57283.95802760061,-5444.287846074984,50349.004964990745,0.452,313378.9258197886,250
paper4_v4_local_rt0p1775_g0p425_u0p075,baseline,-2530.9367866122543,-60987.763688743544,-643.0216928286845,52586.21170073035,0.484,225263.6740481852,250
paper4_v4_local_rt0p1775_g0p425_u0p075,severe,-7339.731200713701,-63715.075076746165,-7864.034466469437,45505.07032846465,0.4,381781.472060558,250
paper4_v4_local_rt0p1775_g0p425_u0p100,adverse,-7649.842201055605,-63106.94404129551,-7417.08072169964,50261.48166340904,0.416,318524.50811157434,250
paper4_v4_local_rt0p1775_g0p425_u0p100,baseline,-1400.1185626270371,-54064.7723876966,1769.06882138746,51774.74144637964,0.52,219095.11142394916,250
paper4_v4_local_rt0p1775_g0p425_u0p100,severe,-7654.700714257768,-72191.83630638022,-7849.525235049165,53496.251380525435,0.424,386365.35556832975,250
paper4_v4_local_rt0p1775_g0p450_u0p000,adverse,-4969.295482571033,-59866.570887503636,-2529.774823528345,56060.598661976095,0.456,301449.2888377754,250
paper4_v4_local_rt0p1775_g0p450_u0p000,baseline,1855.7445983678856,-54962.242681879216,44.0589970750043,58411.61145628672,0.5,220255.76624151476,250
paper4_v4_local_rt0p1775_g0p450_u0p000,severe,-4368.245220921801,-69969.48128529153,-1211.7528366841798,52629.1214655785,0.476,375512.13576634263,250
paper4_v4_local_rt0p1775_g0p450_u0p025,adverse,-4941.100490490968,-58104.36885802166,-5895.89888849853,51725.58639627785,0.448,311012.49335014535,250
paper4_v4_local_rt0p1775_g0p450_u0p025,baseline,-2299.0614133844992,-54617.58751331673,-1654.8313514887886,48935.6652084733,0.476,220907.57431030684,250
paper4_v4_local_rt0p1775_g0p450_u0p025,severe,-2137.3015010019217,-61397.07763293182,-1780.7866503965906,58848.82153414562,0.476,375083.407177374,250
paper4_v4_local_rt0p1775_g0p450_u0p050,adverse,-3646.5418315477614,-56940.868093868834,-2002.688693139302,51481.88267048912,0.484,304292.11420369125,250
paper4_v4_local_rt0p1775_g0p450_u0p050,baseline,-254.25735917997005,-47956.26946767477,-1554.0823155819335,57289.795825543704,0.48,220781.04797040272,250
paper4_v4_local_rt0p1775_g0p450_u0p050,severe,-967.2407856600933,-59223.765951284106,-802.9174962939142,50959.296151664836,0.496,374224.489715916,250
paper4_v4_local_rt0p1775_g0p450_u0p075,adverse,-3904.2551824126995,-55997.3704839167,-4664.926188496163,49462.26637406935,0.428,306147.464201555,250
paper4_v4_local_rt0p1775_g0p450_u0p075,baseline,-789.1182692314512,-51264.0454727038,-2204.982682029182,52595.46198169937,0.472,227902.92466827837,250
paper4_v4_local_rt0p1775_g0p450_u0p075,severe,-2014.3316864631963,-60023.53986609965,-2216.5824979652443,50240.19647239661,0.484,373792.3600523939,250
paper4_v4_local_rt0p1775_g0p450_u0p100,adverse,-5533.814155147782,-58940.16356005103,-4934.964219993984,53370.049928185705,0.448,309366.3888755662,250
paper4_v4_local_rt0p1775_g0p450_u0p100,baseline,1170.4748321910656,-55233.91619250975,1367.471066599539,52091.82943711022,0.512,220767.8958537982,250
paper4_v4_local_rt0p1775_g0p450_u0p100,severe,-603.4210557331535,-61429.68853648181,-199.75957966305396,57824.23130543069,0.5,369719.4386882987,250
paper4_v4_local_rt0p1775_g0p475_u0p000,adverse,2040.8879148515582,-53437.0102145705,3753.127511232249,55228.8683954445,0.536,295029.0234388015,250
paper4_v4_local_rt0p1775_g0p475_u0p000,baseline,3773.4335628211643,-53931.947786432924,4938.095031392346,61048.02204560124,0.544,211302.97017627396,250
paper4_v4_local_rt0p1775_g0p475_u0p000,severe,7269.20722931581,-44936.12423852871,7555.707528946645,66494.20205250013,0.564,364498.8710265029,250
paper4_v4_local_rt0p1775_g0p475_u0p025,adverse,2053.550635780904,-51035.7545142727,1143.8286888548828,56579.924529589145,0.52,301998.9172382233,250
paper4_v4_local_rt0p1775_g0p475_u0p025,baseline,3609.034649925354,-57316.05160855377,2858.855967242438,64918.980183581625,0.552,218028.13332981712,250
paper4_v4_local_rt0p1775_g0p475_u0p025,severe,3034.0093609752507,-51913.11660376372,4399.696596119291,61473.93632425059,0.54,369083.64660497085,250
paper4_v4_local_rt0p1775_g0p475_u0p050,adverse,250.70987922602197,-52585.77492900439,2609.246419638366,56668.00189764746,0.524,305207.6855396829,250
paper4_v4_local_rt0p1775_g0p475_u0p050,baseline,3985.193233071291,-48908.07919261919,2914.570858028283,59603.07494797915,0.528,214015.7999255414,250
paper4_v4_local_rt0p1775_g0p475_u0p050,severe,3487.374577982488,-45146.23140144012,3260.3319467050005,57743.914169208685,0.536,371116.664749155,250
paper4_v4_local_rt0p1775_g0p475_u0p075,adverse,2362.771098332985,-49454.152151673334,3172.9379357400903,59321.1476987344,0.536,299301.1234806348,250
paper4_v4_local_rt0p1775_g0p475_u0p075,baseline,5297.29685561529,-44914.59126777099,5094.95148010869,63616.257391291125,0.552,209345.06951363574,250
paper4_v4_local_rt0p1775_g0p475_u0p075,severe,4128.007409499376,-55029.508055789105,4712.484684602976,65056.251257346084,0.572,376058.6770422354,250
paper4_v4_local_rt0p1775_g0p475_u0p100,adverse,1681.2834652562758,-59683.67120175711,1962.2785346009332,63337.58526822556,0.512,300649.29126512836,250
paper4_v4_local_rt0p1775_g0p475_u0p100,baseline,2479.4536283132247,-51761.04739527228,2776.4189351732393,59368.96012739461,0.536,214973.58987227108,250
paper4_v4_local_rt0p1775_g0p475_u0p100,severe,3219.714414860744,-52195.48109582039,1454.117107027676,56701.32390590981,0.504,373550.230688892,250
paper4_v4_local_rt0p1775_g0p500_u0p000,adverse,8373.150753600501,-46600.560263534324,9270.624820835415,64317.58745550462,0.6,294885.6167940588,250
paper4_v4_local_rt0p1775_g0p500_u0p000,baseline,6686.922022784245,-47767.17590550782,7891.289292640552,59095.470720234705,0.584,212593.83067354106,250
paper4_v4_local_rt0p1775_g0p500_u0p000,severe,8311.341687780721,-52856.26282252118,7091.929209395999,66598.28191439112,0.6,366552.3930280358,250
paper4_v4_local_rt0p1775_g0p500_u0p025,adverse,5241.798605078728,-56213.66763396999,3113.652464798446,62650.25313045065,0.528,305069.78876541165,250
paper4_v4_local_rt0p1775_g0p500_u0p025,baseline,4429.591509419153,-47971.782046526634,2807.0382379516923,55171.12310431397,0.524,210785.15708912592,250
paper4_v4_local_rt0p1775_g0p500_u0p025,severe,7851.128802807652,-42346.50834972186,5531.083453799258,66587.93348916464,0.58,368245.432666175,250
paper4_v4_local_rt0p1775_g0p500_u0p050,adverse,6683.186306616823,-44165.17487454136,7192.605060500893,60021.1803772732,0.58,297978.4275163595,250
paper4_v4_local_rt0p1775_g0p500_u0p050,baseline,7511.983792907355,-44108.24066582356,5628.968905939999,68879.66680040523,0.572,208298.2051476657,250
paper4_v4_local_rt0p1775_g0p500_u0p050,severe,6809.180766698674,-47984.62455234414,3451.0950481738982,70632.42280636376,0.556,366509.2591824919,250
paper4_v4_local_rt0p1775_g0p500_u0p075,adverse,7356.169150504994,-51180.71804177888,8533.890442691329,70823.56240472975,0.584,299885.438674392,250
paper4_v4_local_rt0p1775_g0p500_u0p075,baseline,8131.879111657079,-46640.97726747167,7368.3378981363385,64410.422065297076,0.584,204202.19806529637,250
paper4_v4_local_rt0p1775_g0p500_u0p075,severe,9888.595416026603,-50277.945531650184,9835.20998264351,68259.18090674288,0.596,369317.87108058104,250
paper4_v4_local_rt0p1775_g0p500_u0p100,adverse,9607.348711934304,-43334.88430154417,9663.324533087263,69602.5107987009,0.6,298441.09089557995,250
paper4_v4_local_rt0p1775_g0p500_u0p100,baseline,8472.764456007373,-48287.52684283501,10031.906995346217,63972.39204618896,0.608,210403.61798090837,250
paper4_v4_local_rt0p1775_g0p500_u0p100,severe,6165.99150480541,-49121.967718487875,6570.850909677436,67210.88567213666,0.568,365510.3281207106,250
