policy_id,scenario,sicr_rule_v6,contractual_ecl_v6,discounted_ead_v6,stage1_share_v6,stage2_share_v6,stage3_share_v6,realized_return_proxy_lgd45,funded_exposure,net_return_after_contractual_ecl_v6
paper4_v4_local_rt0p1700_g0p450_u0p025,optimistic,relative_2x,232767.2671277619,19538080.555555556,0.3749189364461738,0.6236219195849546,0.0014591439688715954,174998.4336112657,1000000.0,-57768.833516496205
paper4_v4_local_rt0p1700_g0p450_u0p050,optimistic,relative_2x,229164.6763395107,19535851.592908315,0.37715447154471543,0.6213821138211382,0.0014634146341463415,175478.2518754841,1000000.0,-53686.42446402661
paper4_v4_local_rt0p1700_g0p450_u0p075,optimistic,relative_2x,232150.58120838928,19542302.777777776,0.3814416177429876,0.6170906718851924,0.0014677103718199608,175657.95308946315,1000000.0,-56492.628118926135
paper4_v4_local_rt0p1700_g0p450_u0p100,optimistic,relative_2x,231724.84871768983,19544761.89223151,0.38406504065040653,0.6144715447154472,0.0014634146341463415,176079.0568910174,1000000.0,-55645.791826672445
paper4_v4_local_rt0p1700_g0p475_u0p000,optimistic,relative_2x,161314.54332170353,19448720.833333332,0.3748796920115496,0.6235964068014116,0.0015239011870388194,171759.67280928156,1000000.0,10445.12948757803
paper4_v4_local_rt0p1700_g0p475_u0p025,optimistic,relative_2x,151059.1653945983,19364780.37992853,0.37687759667625437,0.6215244487056567,0.0015979546180888463,171111.06526498214,1000000.0,20051.899870383844
paper4_v4_local_rt0p1700_g0p475_u0p050,optimistic,relative_2x,183668.51044644864,19431229.003716018,0.3820724215971549,0.6163110248949241,0.0016165535079211122,171238.3244154223,1000000.0,-12430.18603102633
paper4_v4_local_rt0p1700_g0p475_u0p075,optimistic,relative_2x,182580.85876969516,19446566.39561484,0.3853965183752418,0.6130722114764668,0.0015312701482914249,173262.65358311104,1000000.0,-9318.20518658412
paper4_v4_local_rt0p1700_g0p475_u0p100,optimistic,relative_2x,200857.05852659844,19494785.355222862,0.38853863562883934,0.6100872938894277,0.0013740704817329454,174431.6433553046,1000000.0,-26425.415171293833
paper4_v4_local_rt0p1700_g0p500_u0p000,optimistic,relative_2x,94107.76022982594,19406266.52494403,0.378525641025641,0.6198717948717949,0.0016025641025641025,169603.66556130192,1000000.0,75495.90533147598
paper4_v4_local_rt0p1700_g0p500_u0p025,optimistic,relative_2x,93981.28313700632,19397827.07750952,0.3797010607521697,0.6187720990035358,0.001526840244294439,169886.8565354871,1000000.0,75905.57339848079
paper4_v4_local_rt0p1700_g0p500_u0p050,optimistic,relative_2x,112962.57349740715,19418087.499997,0.3820179659929419,0.6163779274943856,0.0016041065126724415,169315.7324273321,1000000.0,56353.15892992496
paper4_v4_local_rt0p1700_g0p500_u0p075,optimistic,relative_2x,110577.09579610344,19398441.666662347,0.38444976076555026,0.6139553429027114,0.001594896331738437,170021.31140035062,1000000.0,59444.215604247176
paper4_v4_local_rt0p1700_g0p500_u0p100,optimistic,relative_2x,124223.05553837537,19336330.185969695,0.38933776932826364,0.6091571609632446,0.0015050697084917617,171334.7083294575,1000000.0,47111.65279108213
paper4_v4_local_rt0p1725_g0p400_u0p000,optimistic,relative_2x,241419.54066517143,19193793.055552557,0.3809977756593581,0.6174928503336511,0.0015093740069907849,175696.21562526395,1000000.0,-65723.32503990748
paper4_v4_local_rt0p1725_g0p400_u0p025,optimistic,relative_2x,241419.54066517143,19193793.055552557,0.3809977756593581,0.6174928503336511,0.0015093740069907849,175696.21562526395,1000000.0,-65723.32503990748
paper4_v4_local_rt0p1725_g0p400_u0p050,optimistic,relative_2x,241419.54066517143,19193793.055552557,0.3809977756593581,0.6174928503336511,0.0015093740069907849,175696.21562526395,1000000.0,-65723.32503990748
paper4_v4_local_rt0p1725_g0p400_u0p075,optimistic,relative_2x,241419.54066517143,19193793.055552557,0.3809977756593581,0.6174928503336511,0.0015093740069907849,175696.21562526395,1000000.0,-65723.32503990748
paper4_v4_local_rt0p1725_g0p400_u0p100,optimistic,relative_2x,241419.54066517143,19193793.055552557,0.3809977756593581,0.6174928503336511,0.0015093740069907849,175696.21562526395,1000000.0,-65723.32503990748
paper4_v4_local_rt0p1725_g0p425_u0p000,optimistic,relative_2x,240021.8652399409,19508525.0,0.3719332679097154,0.6265129211645404,0.0015538109257441936,174291.23238256914,1000000.0,-65730.63285737176
paper4_v4_local_rt0p1725_g0p425_u0p025,optimistic,relative_2x,240021.8652399409,19508525.0,0.3719332679097154,0.6265129211645404,0.0015538109257441936,174291.23238256914,1000000.0,-65730.63285737176
paper4_v4_local_rt0p1725_g0p425_u0p050,optimistic,relative_2x,240021.8652399409,19508525.0,0.3719332679097154,0.6265129211645404,0.0015538109257441936,174291.23238256914,1000000.0,-65730.63285737176
paper4_v4_local_rt0p1725_g0p425_u0p075,optimistic,relative_2x,240021.8652399409,19508525.0,0.3719332679097154,0.6265129211645404,0.0015538109257441936,174291.23238256914,1000000.0,-65730.63285737176
paper4_v4_local_rt0p1725_g0p425_u0p100,optimistic,relative_2x,240021.8652399409,19508525.0,0.3719332679097154,0.6265129211645404,0.0015538109257441936,174291.23238256914,1000000.0,-65730.63285737176
paper4_v4_local_rt0p1725_g0p450_u0p000,optimistic,relative_2x,236097.13946591114,19551106.65933721,0.370253164556962,0.628286270691334,0.0014605647517039922,176164.69889836514,1000000.0,-59932.440567546
paper4_v4_local_rt0p1725_g0p450_u0p025,optimistic,relative_2x,235517.30273293305,19538476.388888888,0.37333333333333335,0.6252032520325204,0.0014634146341463415,176280.75429098553,1000000.0,-59236.548441947525
paper4_v4_local_rt0p1725_g0p450_u0p050,optimistic,relative_2x,235133.67774793794,19542302.777777776,0.37426614481409004,0.62426614481409,0.0014677103718199608,176702.59108533437,1000000.0,-58431.08666260357
paper4_v4_local_rt0p1725_g0p450_u0p075,optimistic,relative_2x,235321.38298752904,19542302.777777776,0.3792116454039908,0.6193163231926726,0.0014720314033366045,176822.00543080448,1000000.0,-58499.37755672456
paper4_v4_local_rt0p1725_g0p450_u0p100,optimistic,relative_2x,234904.4228186995,19542302.777777776,0.3801112201504743,0.6184167484461891,0.0014720314033366045,176892.4809693785,1000000.0,-58011.94184932101
paper4_v4_local_rt0p1725_g0p475_u0p000,optimistic,relative_2x,204857.70883597067,19475047.521192748,0.3756447453255964,0.6228239845261122,0.0015312701482914249,172955.25591293114,1000000.0,-31902.452923039527
paper4_v4_local_rt0p1725_g0p475_u0p025,optimistic,relative_2x,194676.6379119272,19467616.80812186,0.37701482914248874,0.6214539007092199,0.0015312701482914249,174336.04133148165,1000000.0,-20340.596580445534
paper4_v4_local_rt0p1725_g0p475_u0p050,optimistic,relative_2x,227287.94791288825,19535846.0766307,0.3822570123939987,0.6161937377690803,0.0015492498369210697,174654.63169441232,1000000.0,-52633.31621847593
paper4_v4_local_rt0p1725_g0p475_u0p075,optimistic,relative_2x,226187.3630144112,19539463.331418544,0.385609756097561,0.6129268292682927,0.0014634146341463415,175419.62596103313,1000000.0,-50767.73705337808
paper4_v4_local_rt0p1725_g0p475_u0p100,optimistic,relative_2x,229597.23716307958,19547580.555555556,0.386348897535668,0.6122730220492867,0.0013780804150453957,175568.70111044557,1000000.0,-54028.53605263401
paper4_v4_local_rt0p1725_g0p500_u0p000,optimistic,relative_2x,120470.67470230181,19329587.5,0.37607040913415796,0.6223437995559784,0.001585791309863622,170271.60980569513,1000000.0,49800.93510339332
paper4_v4_local_rt0p1725_g0p500_u0p025,optimistic,relative_2x,133759.9933986595,19337639.325948585,0.37794773741236454,0.6204588910133844,0.0015933715742511153,170912.128330817,1000000.0,37152.134932157496
paper4_v4_local_rt0p1725_g0p500_u0p050,optimistic,relative_2x,154944.68342607433,19376729.926411033,0.38269230769230766,0.6157051282051282,0.0016025641025641025,170470.1542228465,1000000.0,15525.470796772162
paper4_v4_local_rt0p1725_g0p500_u0p075,optimistic,relative_2x,152577.73048194437,19377049.380837854,0.3851869606903164,0.6132150846915948,0.0015979546180888463,171175.733195865,1000000.0,18598.002713920636
paper4_v4_local_rt0p1725_g0p500_u0p100,optimistic,relative_2x,166936.47902101846,19429680.555552557,0.38942462230793956,0.6092092574734812,0.001366120218579235,173680.69742503014,1000000.0,6744.2184040116845
paper4_v4_local_rt0p1750_g0p400_u0p000,optimistic,relative_2x,241982.29365174135,19095226.388888888,0.3852171136653895,0.6131066411238825,0.0016762452107279694,172888.5824999986,1000000.0,-69093.71115174275
paper4_v4_local_rt0p1750_g0p400_u0p025,optimistic,relative_2x,241876.8521856721,19095226.388888888,0.3848978288633461,0.6134259259259259,0.0016762452107279694,172778.2125000008,1000000.0,-69098.63968567128
paper4_v4_local_rt0p1750_g0p400_u0p050,optimistic,relative_2x,241867.36418985506,19095226.388888888,0.3847381864623244,0.6135855683269477,0.0016762452107279694,172767.23249999774,1000000.0,-69100.13168985731
paper4_v4_local_rt0p1750_g0p400_u0p075,optimistic,relative_2x,241865.5906248463,19095226.388888888,0.384418901660281,0.613904853128991,0.0016762452107279694,172765.31250000416,1000000.0,-69100.27812484215
paper4_v4_local_rt0p1750_g0p400_u0p100,optimistic,relative_2x,241817.2583831989,19095226.388888888,0.3840858149215498,0.6142331091898815,0.0016810758885686839,172708.2425000014,1000000.0,-69109.01588319751
paper4_v4_local_rt0p1750_g0p425_u0p000,optimistic,relative_2x,241079.76301381897,19610558.333330333,0.3753694581280788,0.6231527093596059,0.001477832512315271,176420.17324300256,1000000.0,-64659.58977081641
paper4_v4_local_rt0p1750_g0p425_u0p025,optimistic,relative_2x,241079.76301381897,19610558.333330333,0.3753694581280788,0.6231527093596059,0.001477832512315271,176420.17324300256,1000000.0,-64659.58977081641
paper4_v4_local_rt0p1750_g0p425_u0p050,optimistic,relative_2x,241079.76301381897,19610558.333330333,0.3753694581280788,0.6231527093596059,0.001477832512315271,176420.17324300256,1000000.0,-64659.58977081641
paper4_v4_local_rt0p1750_g0p425_u0p075,optimistic,relative_2x,241079.76301381897,19610558.333330333,0.3753694581280788,0.6231527093596059,0.001477832512315271,176420.17324300256,1000000.0,-64659.58977081641
paper4_v4_local_rt0p1750_g0p425_u0p100,optimistic,relative_2x,241079.76301381897,19610558.333330333,0.3753694581280788,0.6231527093596059,0.001477832512315271,176420.17324300256,1000000.0,-64659.58977081641
paper4_v4_local_rt0p1750_g0p450_u0p000,optimistic,relative_2x,238532.06247272223,19523698.611111112,0.37021589793915605,0.6282302911350998,0.0015538109257441936,175192.49000000002,1000000.0,-63339.57247272221
paper4_v4_local_rt0p1750_g0p450_u0p025,optimistic,relative_2x,238294.28359616338,19536268.27914225,0.3711154726856395,0.6274124959110239,0.0014720314033366045,176839.42939458,1000000.0,-61454.854201583395
paper4_v4_local_rt0p1750_g0p450_u0p050,optimistic,relative_2x,238049.58708893092,19536658.558736403,0.3722764227642276,0.6261788617886179,0.0015447154471544715,177101.25091726784,1000000.0,-60948.336171663075
paper4_v4_local_rt0p1750_g0p450_u0p075,optimistic,relative_2x,237659.68235765156,19510759.823973726,0.377970297029703,0.6204620462046204,0.0015676567656765677,173629.03530901,1000000.0,-64030.64704864155
paper4_v4_local_rt0p1750_g0p450_u0p100,optimistic,relative_2x,237604.55258312283,19512292.840201717,0.3782494241526818,0.620187561697927,0.0015630141493912471,173856.52646047238,1000000.0,-63748.02612265045
paper4_v4_local_rt0p1750_g0p475_u0p000,optimistic,relative_2x,233315.24667389094,19545200.038982693,0.3742291463810451,0.6243102888672509,0.0014605647517039922,175285.03901658076,1000000.0,-58030.20765731018
paper4_v4_local_rt0p1750_g0p475_u0p025,optimistic,relative_2x,232864.65990322584,19541771.57121342,0.3762970168612192,0.622162775616083,0.001540207522697795,175671.0205473588,1000000.0,-57193.639355867024
paper4_v4_local_rt0p1750_g0p475_u0p050,optimistic,relative_2x,233062.67973690396,19542302.777777776,0.380741469816273,0.6177821522309711,0.0014763779527559055,175855.84284349377,1000000.0,-57206.83689341019
paper4_v4_local_rt0p1750_g0p475_u0p075,optimistic,relative_2x,232716.35233220467,19542302.777777776,0.38078930202217876,0.6177429876060013,0.0014677103718199608,175922.94500093377,1000000.0,-56793.40733127089
paper4_v4_local_rt0p1750_g0p475_u0p100,optimistic,relative_2x,232285.84070781167,19542302.777777776,0.3832520325203252,0.6152845528455284,0.0014634146341463415,176000.83712850034,1000000.0,-56285.003579311335
paper4_v4_local_rt0p1750_g0p500_u0p000,optimistic,relative_2x,162544.33197252144,19386896.213952687,0.37687759667625437,0.6215244487056567,0.0015979546180888463,171426.03160120954,1000000.0,8881.699628688104
paper4_v4_local_rt0p1750_g0p500_u0p025,optimistic,relative_2x,175866.89905314246,19428858.507188786,0.3780938604950177,0.6203792992606879,0.001526840244294439,173158.2176263314,1000000.0,-2708.681426811061
paper4_v4_local_rt0p1750_g0p500_u0p050,optimistic,relative_2x,197054.98735841023,19471028.64059587,0.3829442282749676,0.6155155642023347,0.001540207522697795,173047.1409540687,1000000.0,-24007.846404341544
paper4_v4_local_rt0p1750_g0p500_u0p075,optimistic,relative_2x,194696.28423739425,19478824.11763361,0.3854671839637892,0.6130779178790818,0.001454898157129001,174556.0224913794,1000000.0,-20140.261746014847
paper4_v4_local_rt0p1750_g0p500_u0p100,optimistic,relative_2x,206051.05587575326,19503780.555552557,0.38861867704280156,0.6100032425421531,0.0013780804150453957,174757.92155780335,1000000.0,-31293.13431794991
paper4_v4_local_rt0p1775_g0p400_u0p000,optimistic,relative_2x,241982.29365174135,19095226.388888888,0.3852171136653895,0.6131066411238825,0.0016762452107279694,172888.5824999986,1000000.0,-69093.71115174275
paper4_v4_local_rt0p1775_g0p400_u0p025,optimistic,relative_2x,241876.8521856721,19095226.388888888,0.3848978288633461,0.6134259259259259,0.0016762452107279694,172778.2125000008,1000000.0,-69098.63968567128
paper4_v4_local_rt0p1775_g0p400_u0p050,optimistic,relative_2x,241867.36418985506,19095226.388888888,0.3847381864623244,0.6135855683269477,0.0016762452107279694,172767.23249999774,1000000.0,-69100.13168985731
paper4_v4_local_rt0p1775_g0p400_u0p075,optimistic,relative_2x,241865.5906248463,19095226.388888888,0.384418901660281,0.613904853128991,0.0016762452107279694,172765.31250000416,1000000.0,-69100.27812484215
paper4_v4_local_rt0p1775_g0p400_u0p100,optimistic,relative_2x,241817.2583831989,19095226.388888888,0.3840858149215498,0.6142331091898815,0.0016810758885686839,172708.2425000014,1000000.0,-69109.01588319751
paper4_v4_local_rt0p1775_g0p425_u0p000,optimistic,relative_2x,241459.69029833336,19179980.493394747,0.38165399239543724,0.6167617237008872,0.0015842839036755386,175282.58472726814,1000000.0,-66177.10557106521
paper4_v4_local_rt0p1775_g0p425_u0p025,optimistic,relative_2x,241459.69029833336,19179980.493394747,0.38165399239543724,0.6167617237008872,0.0015842839036755386,175282.58472726814,1000000.0,-66177.10557106521
paper4_v4_local_rt0p1775_g0p425_u0p050,optimistic,relative_2x,241459.69029833336,19179980.493394747,0.38165399239543724,0.6167617237008872,0.0015842839036755386,175282.58472726814,1000000.0,-66177.10557106521
paper4_v4_local_rt0p1775_g0p425_u0p075,optimistic,relative_2x,241459.69029833336,19179980.493394747,0.38165399239543724,0.6167617237008872,0.0015842839036755386,175282.58472726814,1000000.0,-66177.10557106521
paper4_v4_local_rt0p1775_g0p425_u0p100,optimistic,relative_2x,241459.69029833336,19179980.493394747,0.38165399239543724,0.6167617237008872,0.0015842839036755386,175282.58472726814,1000000.0,-66177.10557106521
paper4_v4_local_rt0p1775_g0p450_u0p000,optimistic,relative_2x,240099.7921410186,19508525.0,0.3721292650918635,0.6263123359580053,0.0015583989501312336,174441.0154594637,1000000.0,-65658.77668155491
paper4_v4_local_rt0p1775_g0p450_u0p025,optimistic,relative_2x,240099.7921410186,19508525.0,0.3721292650918635,0.6263123359580053,0.0015583989501312336,174441.0154594637,1000000.0,-65658.77668155491
paper4_v4_local_rt0p1775_g0p450_u0p050,optimistic,relative_2x,240099.7921410186,19508525.0,0.3721292650918635,0.6263123359580053,0.0015583989501312336,174441.0154594637,1000000.0,-65658.77668155491
paper4_v4_local_rt0p1775_g0p450_u0p075,optimistic,relative_2x,240099.7921410186,19508525.0,0.3721292650918635,0.6263123359580053,0.0015583989501312336,174441.0154594637,1000000.0,-65658.77668155491
paper4_v4_local_rt0p1775_g0p450_u0p100,optimistic,relative_2x,240099.7921410186,19508525.0,0.3721292650918635,0.6263123359580053,0.0015583989501312336,174441.0154594637,1000000.0,-65658.77668155491
paper4_v4_local_rt0p1775_g0p475_u0p000,optimistic,relative_2x,235966.89106531075,19544205.421923764,0.372520325203252,0.6260162601626016,0.0014634146341463415,177096.20973510825,1000000.0,-58870.6813302025
paper4_v4_local_rt0p1775_g0p475_u0p025,optimistic,relative_2x,235653.75055960842,19542302.777777776,0.37426614481409004,0.62426614481409,0.0014677103718199608,176893.28255546675,1000000.0,-58760.46800414167
paper4_v4_local_rt0p1775_g0p475_u0p050,optimistic,relative_2x,235821.55544384016,19542302.777777776,0.37893700787401574,0.6195866141732284,0.0014763779527559055,177028.73463921357,1000000.0,-58792.82080462659
paper4_v4_local_rt0p1775_g0p475_u0p075,optimistic,relative_2x,235643.97843684052,19542302.777777776,0.3797023225384364,0.618825646058227,0.0014720314033366045,177061.79107749838,1000000.0,-58582.18735934215
paper4_v4_local_rt0p1775_g0p475_u0p100,optimistic,relative_2x,235452.5923677984,19542302.777777776,0.3801112201504743,0.6184167484461891,0.0014720314033366045,177097.5721843643,1000000.0,-58355.0201834341
paper4_v4_local_rt0p1775_g0p500_u0p000,optimistic,relative_2x,204651.67443079056,19478511.228526223,0.37706110572259943,0.6214031684448755,0.0015357258325250566,173714.6533967239,1000000.0,-30937.021034066653
paper4_v4_local_rt0p1775_g0p500_u0p025,optimistic,relative_2x,217963.0302142309,19510313.7995401,0.378242542153048,0.6202172503242542,0.001540207522697795,174355.1719218458,1000000.0,-43607.85829238512
paper4_v4_local_rt0p1775_g0p500_u0p050,optimistic,relative_2x,230731.77309151183,19534852.90612384,0.3822570123939987,0.6161937377690803,0.0015492498369210697,174204.37268367442,1000000.0,-56527.40040783741
paper4_v4_local_rt0p1775_g0p500_u0p075,optimistic,relative_2x,230339.52909958805,19546656.944443125,0.3847967479674797,0.613739837398374,0.0014634146341463415,175710.54583156915,1000000.0,-54628.9832680189
paper4_v4_local_rt0p1775_g0p500_u0p100,optimistic,relative_2x,230166.60095753605,19547580.555555556,0.386348897535668,0.6122730220492867,0.0013780804150453957,175874.51929404915,1000000.0,-54292.0816634869
paper4_v4_local_rt0p1700_g0p400_u0p000,optimistic,absolute_pd25,222853.09666135345,19566439.405667428,0.7306810740013098,0.2678454485920105,0.0014734774066797642,176309.76764157554,1000000.0,-46543.32901977791
paper4_v4_local_rt0p1700_g0p400_u0p025,optimistic,absolute_pd25,222853.09666135345,19566439.405667428,0.7306810740013098,0.2678454485920105,0.0014734774066797642,176309.76764157554,1000000.0,-46543.32901977791
paper4_v4_local_rt0p1700_g0p400_u0p050,optimistic,absolute_pd25,222853.09666135345,19566439.405667428,0.7306810740013098,0.2678454485920105,0.0014734774066797642,176309.76764157554,1000000.0,-46543.32901977791
paper4_v4_local_rt0p1700_g0p400_u0p075,optimistic,absolute_pd25,222853.09666135345,19566439.405667428,0.7306810740013098,0.2678454485920105,0.0014734774066797642,176309.76764157554,1000000.0,-46543.32901977791
paper4_v4_local_rt0p1700_g0p400_u0p100,optimistic,absolute_pd25,222853.09666135345,19566439.405667428,0.7306810740013098,0.2678454485920105,0.0014734774066797642,176309.76764157554,1000000.0,-46543.32901977791
paper4_v4_local_rt0p1700_g0p425_u0p000,optimistic,absolute_pd25,220425.74602107913,19519661.7010839,0.742639842983317,0.25580634609093883,0.0015538109257441936,174567.57189288645,1000000.0,-45858.17412819268
paper4_v4_local_rt0p1700_g0p425_u0p025,optimistic,absolute_pd25,219897.71303979773,19540587.5,0.7428245270711024,0.2556262230919765,0.0015492498369210697,177295.43,1000000.0,-42602.28303979774
paper4_v4_local_rt0p1700_g0p425_u0p050,optimistic,absolute_pd25,219678.03206524832,19545795.823897824,0.7429060665362035,0.2556262230919765,0.0014677103718199608,178048.10260725138,1000000.0,-41629.92945799694
paper4_v4_local_rt0p1700_g0p425_u0p075,optimistic,absolute_pd25,219272.58508092375,19508525.0,0.7535373478117802,0.24489963803882855,0.0015630141493912471,173075.48672666072,1000000.0,-46197.09835426303
paper4_v4_local_rt0p1700_g0p425_u0p100,optimistic,absolute_pd25,219009.94013073895,19517518.774905328,0.7534550839091807,0.2449819019414281,0.0015630141493912471,174404.72097666154,1000000.0,-44605.21915407741
paper4_v4_local_rt0p1700_g0p450_u0p000,optimistic,absolute_pd25,215029.46997524283,19527920.833333332,0.755269130998703,0.24319066147859922,0.001540207522697795,173790.71071864534,1000000.0,-41238.75925659749
paper4_v4_local_rt0p1700_g0p450_u0p025,optimistic,absolute_pd25,214333.6986614231,19538080.555555556,0.7553501945525292,0.24319066147859922,0.0014591439688715954,174998.4336112657,1000000.0,-39335.26505015741
paper4_v4_local_rt0p1700_g0p450_u0p050,optimistic,absolute_pd25,210630.1829053698,19535851.592908315,0.7568292682926829,0.24170731707317072,0.0014634146341463415,175478.2518754841,1000000.0,-35151.93102988569
paper4_v4_local_rt0p1700_g0p450_u0p075,optimistic,absolute_pd25,213527.28918151135,19542302.777777776,0.7628016960208741,0.23573059360730594,0.0014677103718199608,175657.95308946315,1000000.0,-37869.33609204821
paper4_v4_local_rt0p1700_g0p450_u0p100,optimistic,absolute_pd25,213054.3582699462,19544761.89223151,0.7639837398373984,0.2345528455284553,0.0014634146341463415,176079.0568910174,1000000.0,-36975.30137892882
paper4_v4_local_rt0p1700_g0p475_u0p000,optimistic,absolute_pd25,142594.47886475368,19448720.833333332,0.7605871029836381,0.23788899582932307,0.0015239011870388194,171759.67280928156,1000000.0,29165.193944527884
paper4_v4_local_rt0p1700_g0p475_u0p025,optimistic,absolute_pd25,132301.45517958398,19364780.37992853,0.7608660914030042,0.237535953978907,0.0015979546180888463,171111.06526498214,1000000.0,38809.61008539816
paper4_v4_local_rt0p1700_g0p475_u0p050,optimistic,absolute_pd25,164853.40686096536,19431229.003716018,0.7713385063045587,0.2270449401875202,0.0016165535079211122,171238.3244154223,1000000.0,6384.917554456944
paper4_v4_local_rt0p1700_g0p475_u0p075,optimistic,absolute_pd25,163674.59231842708,19446566.39561484,0.7714377820760799,0.22703094777562863,0.0015312701482914249,173262.65358311104,1000000.0,9588.061264683958
paper4_v4_local_rt0p1700_g0p475_u0p100,optimistic,absolute_pd25,181864.24073757892,19494785.355222862,0.7751374070481732,0.22348852247009376,0.0013740704817329454,174431.6433553046,1000000.0,-7432.597382274311
paper4_v4_local_rt0p1700_g0p500_u0p000,optimistic,absolute_pd25,74993.12353146778,19406266.52494403,0.7675480769230769,0.230849358974359,0.0016025641025641025,169603.66556130192,1000000.0,94610.54202983415
paper4_v4_local_rt0p1700_g0p500_u0p025,optimistic,absolute_pd25,74843.6285476373,19397827.07750952,0.7696078431372549,0.22886531661845066,0.001526840244294439,169886.8565354871,1000000.0,95043.22798784981
paper4_v4_local_rt0p1700_g0p500_u0p050,optimistic,absolute_pd25,93785.92917010642,19418087.499997,0.7719762592236125,0.2264196342637151,0.0016041065126724415,169315.7324273321,1000000.0,75529.80325722569
paper4_v4_local_rt0p1700_g0p500_u0p075,optimistic,absolute_pd25,91368.32190942405,19398441.666662347,0.7737639553429028,0.22464114832535886,0.001594896331738437,170021.31140035062,1000000.0,78652.98949092657
paper4_v4_local_rt0p1700_g0p500_u0p100,optimistic,absolute_pd25,104940.12059519661,19336330.185969695,0.7790716096324461,0.21942332065906212,0.0015050697084917617,171334.7083294575,1000000.0,66394.58773426089
paper4_v4_local_rt0p1725_g0p400_u0p000,optimistic,absolute_pd25,223746.3276724547,19193793.055552557,0.7356212265649825,0.2628693994280267,0.0015093740069907849,175696.21562526395,1000000.0,-48050.11204719075
paper4_v4_local_rt0p1725_g0p400_u0p025,optimistic,absolute_pd25,223746.3276724547,19193793.055552557,0.7356212265649825,0.2628693994280267,0.0015093740069907849,175696.21562526395,1000000.0,-48050.11204719075
paper4_v4_local_rt0p1725_g0p400_u0p050,optimistic,absolute_pd25,223746.3276724547,19193793.055552557,0.7356212265649825,0.2628693994280267,0.0015093740069907849,175696.21562526395,1000000.0,-48050.11204719075
paper4_v4_local_rt0p1725_g0p400_u0p075,optimistic,absolute_pd25,223746.3276724547,19193793.055552557,0.7356212265649825,0.2628693994280267,0.0015093740069907849,175696.21562526395,1000000.0,-48050.11204719075
paper4_v4_local_rt0p1725_g0p400_u0p100,optimistic,absolute_pd25,223746.3276724547,19193793.055552557,0.7356212265649825,0.2628693994280267,0.0015093740069907849,175696.21562526395,1000000.0,-48050.11204719075
paper4_v4_local_rt0p1725_g0p425_u0p000,optimistic,absolute_pd25,221977.38192300434,19508525.0,0.7387144259077527,0.2597317631665031,0.0015538109257441936,174291.23238256914,1000000.0,-47686.1495404352
paper4_v4_local_rt0p1725_g0p425_u0p025,optimistic,absolute_pd25,221977.38192300434,19508525.0,0.7387144259077527,0.2597317631665031,0.0015538109257441936,174291.23238256914,1000000.0,-47686.1495404352
paper4_v4_local_rt0p1725_g0p425_u0p050,optimistic,absolute_pd25,221977.38192300434,19508525.0,0.7387144259077527,0.2597317631665031,0.0015538109257441936,174291.23238256914,1000000.0,-47686.1495404352
