tier_id_v355,action_v355,loan_id,loan_amnt,grade,score_decile,income_band,dti_band,period,state_top20,mean_return_v355,observed_v47_proxy_v355,claim_boundary_v355
coverage_only_v353_cvar,add_observed_candidate,126342852,25000.0,A,0,3,1,2018,VA,465.08087779180335,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,126705892,7000.0,A,0,3,1,2018,other,111.28177990956812,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,152876464,5000.0,A,0,2,1,2019,MA,110.20247411107124,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,145786395,4500.0,A,0,3,0,2019,other,102.56349311907768,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,126604130,10500.0,A,0,3,1,2018,MI,99.72266986435214,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,126689392,7000.0,A,0,2,1,2018,other,98.8169763154446,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127949036,8150.0,A,0,2,0,2018,NY,98.55553388683443,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,126798208,7000.0,A,0,3,1,2018,WA,97.42642590382461,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127189673,4500.0,A,0,3,0,2018,MD,96.48727370060247,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127771779,10000.0,A,0,2,3,2018,other,94.97397129938308,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,126850226,10000.0,A,0,2,0,2018,NY,94.97397129938308,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,126300668,10000.0,A,0,3,1,2018,NV,94.97397129938308,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127700799,9975.0,A,0,3,0,2018,other,94.7365363711346,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127498274,8500.0,A,0,3,0,2018,other,80.72787560447556,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127415218,9000.0,A,0,3,1,2018,other,80.69650941880607,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,145227653,6000.0,A,0,3,3,2018,WA,80.31829262230576,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127187117,12000.0,A,0,1,0,2018,other,79.92096463485623,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,126454941,5000.0,A,0,1,0,2018,CA,79.48698564969153,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,126489506,4000.0,A,0,1,0,2018,other,78.77081417758748,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127804707,11500.0,A,0,2,0,2018,CA,76.59092444173713,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,126816357,8000.0,A,0,2,1,2018,PA,75.97917703950645,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127649439,15000.0,A,0,3,0,2018,TX,75.8429093575642,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,150115144,3500.0,A,0,3,0,2019,OH,71.79343777886,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127848014,5000.0,A,0,3,0,2018,IN,70.58355451103182,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,145977956,3000.0,A,0,3,0,2019,other,68.37566207938511,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127026685,3300.0,A,0,3,0,2018,CA,63.81952421117741,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,152699627,3000.0,A,0,1,0,2019,other,60.363414836548586,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,126577410,9000.0,A,0,1,3,2018,OH,59.94072347614216,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,126755962,7000.0,A,0,3,3,2018,NY,58.23723067264791,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127683415,6000.0,A,0,1,0,2018,CA,56.98438277962979,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,125731035,6000.0,A,0,3,1,2018,NY,56.98438277962979,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127766386,8400.0,A,0,2,0,2018,AZ,55.944675244399406,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127006267,3500.0,A,0,3,1,2018,WA,55.64088995478406,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,147190807,2500.0,A,0,1,0,2019,IL,55.06806314688965,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,156733538,3625.0,A,0,3,3,2019,GA,52.8712566558987,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,125866564,5500.0,A,0,2,3,2018,OH,52.23568421466068,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127555806,8000.0,A,0,3,0,2018,NJ,52.13368721765098,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,151566947,2500.0,A,0,3,3,2019,other,51.85008676533891,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,145951923,4300.0,A,0,3,0,2019,TX,50.70511564711861,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127317411,3700.0,A,0,1,0,2018,CA,49.80088771531073,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,150410988,2500.0,A,0,1,0,2019,MD,48.674329081629566,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127545936,3000.0,A,0,3,1,2018,TX,47.69219138981491,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,126680067,3000.0,A,0,1,1,2018,VA,47.69219138981491,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,126625065,5000.0,A,0,2,0,2018,OH,47.48698564969154,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,130895207,3000.0,A,0,1,0,2018,other,43.6249148175189,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,151599432,4200.0,A,0,2,0,2019,CA,40.365195710790154,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,131848660,2000.0,A,0,3,0,2018,TX,36.599201666225746,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127149727,3000.0,A,0,2,0,2018,other,36.2781106331906,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127372896,3000.0,A,0,2,0,2018,FL,36.2781106331906,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,126730159,3600.0,A,0,3,1,2018,other,34.1906296677779,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,126617741,3600.0,A,0,3,1,2018,MN,34.1906296677779,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127775485,3500.0,A,0,2,1,2018,NJ,33.24088995478408,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,126055358,15000.0,A,0,3,0,2018,MN,28.460956949074735,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,130352606,2800.0,A,0,1,0,2018,MN,27.881867607367095,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,125226659,14125.0,A,0,3,0,2018,CO,26.800734460378635,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127936075,4000.0,A,0,3,0,2018,MA,26.06684360882549,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,126486951,4000.0,A,0,2,2,2018,FL,25.91546491553739,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127027127,12000.0,A,0,3,0,2018,CA,22.768765559259723,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127209625,12000.0,A,0,3,0,2018,CO,22.768765559259723,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127281023,12000.0,A,0,3,1,2018,TX,22.768765559259723,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,126719662,12000.0,A,0,2,1,2018,FL,22.768765559259723,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127579301,10000.0,A,0,3,0,2018,other,18.97397129938302,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127546232,8000.0,A,0,3,0,2018,GA,15.179177039506483,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,147793534,1000.0,A,0,3,0,2019,MD,12.28040442338676,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,126756544,6000.0,A,0,1,0,2018,CA,11.384382779629862,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,125909527,4000.0,A,0,1,0,2018,NY,7.589588519753241,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,126421366,4000.0,A,0,0,0,2018,other,7.589588519753241,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,158269673,1000.0,B,0,0,0,2019,IN,-140.27221683294624,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,154899738,1000.0,B,1,0,0,2019,other,-171.01136866654105,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,165985906,1200.0,C,1,3,4,2020,VA,-203.72482836822385,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,146676176,1000.0,B,1,2,1,2019,CA,-206.47372838293077,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,169887690,1000.0,B,1,0,3,2020,other,-221.11264407259083,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,148583349,1000.0,B,1,0,4,2019,WA,-223.59089640959343,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,160980415,1000.0,B,1,1,1,2019,NJ,-224.46488408918128,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,158896943,1000.0,B,1,0,1,2019,CA,-225.19611870886018,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,157196298,1000.0,B,1,1,0,2019,CA,-226.64426813457987,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,148498970,1000.0,B,1,2,0,2019,other,-228.01646472212607,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,148048847,1000.0,B,1,2,1,2019,MI,-230.39089640959347,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,155655239,1000.0,B,1,2,0,2019,CA,-230.93585369561032,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,146080899,1000.0,B,1,3,3,2019,other,-232.5323140999045,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,157242249,1000.0,B,1,1,0,2019,other,-233.44426813457997,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,153751307,1000.0,B,2,3,2,2019,PA,-241.11027091215954,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,150817002,1200.0,B,1,3,1,2019,NC,-258.02770077512446,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127281432,2000.0,B,0,4,0,2018,other,-271.1059581396894,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,161302636,1650.0,B,1,2,0,2019,other,-277.5585798885046,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,150243139,1500.0,B,1,1,1,2019,PA,-312.1846259689057,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,146684897,1500.0,B,1,1,1,2019,TX,-318.5605925743964,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,157993408,1700.0,B,1,0,0,2019,PA,-332.6337811308783,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,142821489,2000.0,B,1,3,1,2018,VA,-340.8025547680644,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,152461524,1650.0,B,1,2,1,2019,TX,-341.3666111208842,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,169005860,2000.0,B,1,3,1,2020,FL,-393.55925260534593,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,160555059,2000.0,B,1,4,0,2019,CA,-398.49055492630055,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127640797,3025.0,B,0,4,1,2018,GA,-428.2397634899199,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,167137941,3000.0,B,0,2,0,2020,CA,-445.1753118629482,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,126737687,3300.0,B,0,3,0,2018,VA,-479.6648309304875,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,157932341,2500.0,B,1,0,0,2019,TX,-490.87667566232636,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,145660957,3500.0,B,0,3,1,2019,GA,-493.7653873554998,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,153217168,2200.0,B,1,2,3,2019,TX,-513.1905578254058,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,126460804,3025.0,C,1,4,2,2018,GA,-520.000020546674,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,158856991,3500.0,B,1,4,0,2019,VA,-543.670267909789,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,169067464,3000.0,B,1,3,0,2020,TX,-553.1709191067239,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,127117300,3000.0,C,1,4,1,2018,CO,-578.434456758295,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,148318806,3000.0,B,1,2,3,2019,NC,-603.7884506163707,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,169325286,3000.0,B,1,3,0,2020,CA,-608.1964652293624,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,157715053,4000.0,B,1,2,0,2019,PA,-703.7374490397593,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,139337519,3600.0,B,1,1,1,2018,NC,-709.1857289492854,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,126661897,5000.0,B,0,2,3,2018,CA,-786.3343198180502,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,146078112,5000.0,B,1,2,0,2019,NJ,-937.0293449689796,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,add_observed_candidate,138515920,9000.0,B,0,3,1,2018,IL,-1293.8643301873196,True,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,158731315,40000.0,A,0,4,0,2019,IL,1311.2947211609844,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,141325525,31225.0,A,0,4,0,2018,NY,928.5205467087208,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,136478763,30000.0,A,0,4,0,2018,FL,852.4434508915475,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,141171035,27000.0,A,0,4,0,2018,other,774.1112617445256,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,141547639,24000.0,A,0,4,0,2018,CA,694.552462896939,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,131999400,18000.0,A,0,4,1,2018,PA,477.5841893932406,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,148120026,14000.0,A,0,4,0,2019,MA,426.95689183230627,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,142250025,15000.0,A,0,4,1,2018,IL,419.2886403910918,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,133210481,15000.0,A,0,4,0,2018,other,415.62011151472046,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,140978659,15000.0,A,0,4,0,2018,other,384.9253406211325,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,168704687,12000.0,A,0,4,1,2020,CA,381.9798498940071,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,142060548,12800.0,A,0,4,0,2018,CA,376.16523012949494,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,134336861,14725.0,A,0,4,0,2018,IL,375.32228872326954,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,147052511,12000.0,A,0,4,0,2019,TX,374.03640915602875,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,160354766,12000.0,A,0,4,0,2019,other,373.4959718373656,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,142092329,13200.0,A,0,4,1,2018,CA,346.28049422700116,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,136261417,12000.0,A,0,4,0,2018,NY,329.84127612417365,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,142188033,12600.0,A,0,4,0,2018,CA,329.59315377813067,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,153285548,12000.0,A,0,4,0,2019,NY,328.79090660034547,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,136481134,10000.0,A,0,4,0,2018,other,286.1468387059778,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,139314912,10000.0,A,0,4,0,2018,FL,283.3143656765678,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,142456116,8000.0,A,0,4,0,2018,WA,275.78693032392573,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,131972743,10000.0,A,0,4,0,2018,WA,263.8715829832928,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,150478430,10000.0,A,0,4,1,2019,WA,262.6107577363349,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,138540566,9000.0,A,0,4,0,2018,other,250.66173930395374,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,160498962,7900.0,A,0,4,0,2019,other,242.53954524263642,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,140461526,8000.0,A,0,4,0,2018,MA,238.11637862476724,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,158881178,7325.0,A,0,4,0,2019,WA,235.56933497022843,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,149534921,8750.0,A,0,4,1,2019,WA,229.784413019293,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,140114659,8000.0,A,0,4,0,2018,other,227.74880109777808,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,150479470,8000.0,A,0,4,1,2019,OH,210.72027764908444,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,157187970,7000.0,A,0,4,1,2019,WA,201.55645463562485,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,143198756,7000.0,A,0,3,0,2018,NJ,201.22172139486955,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,138581670,7000.0,A,0,4,0,2018,VA,199.88174872172044,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,136831698,7000.0,A,0,3,0,2018,TX,198.30305515360354,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,140080773,6600.0,A,0,3,0,2018,other,195.33626529424293,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,141357489,6400.0,A,0,3,1,2018,NC,188.08261506474747,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,160327845,7500.0,A,0,4,0,2019,other,186.18498239835355,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,169720067,14975.0,A,1,4,1,2020,GA,161.50876012022306,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,136347269,4500.0,A,0,4,1,2018,NV,153.06651763373216,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,143523791,6000.0,A,0,4,0,2018,NC,150.35668183625262,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,143219999,6000.0,A,0,3,0,2018,OH,150.35668183625262,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,138253214,6000.0,A,0,4,0,2018,CO,147.1374520733008,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,126477382,5000.0,A,0,4,1,2018,NY,144.11652816116026,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,127214737,5000.0,A,0,4,0,2018,NY,141.98698564969146,False,v355 coverage-only incumbent action list; not a repair recommendation
coverage_only_v353_cvar,drop_v353_selected,132176075,5000.0,A,0,4,0,2018,CA,133.67326170656943,False,v355 coverage-only incumbent action list; not a repair recommendation
