source_family,source_id,issue_month,n_loans,coverage,avg_width,n_policies,parent_n,parent_coverage,direct_cell_scope_v45
state_top20,PA,2019-07,2,1.0,0.9389154271487462,100,26,0.9461570945945946,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,PA,2019-11,3,0.6666666666666666,0.9616687160507286,100,13,0.8845798707294552,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,TX,2018-02,1,1.0,0.9823074009522972,100,8,0.9374163319946452,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,TX,2018-05,1,1.0,0.9857575533143713,100,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,TX,2018-07,5,1.0,0.9617839629491087,100,19,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,TX,2018-08,2,1.0,0.9155301156504071,44,20,0.9972707423580786,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,TX,2018-11,2,1.0,0.9592342758534798,100,29,0.9898042414355628,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,TX,2019-01,2,1.0,0.9108260565516827,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,TX,2019-02,4,1.0,0.9684312631019818,100,16,0.981536189069424,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,TX,2019-03,2,1.0,0.9929936025723598,100,20,0.9838909541511772,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,TX,2019-04,2,1.0,0.9458198782483533,100,24,0.9148418491484185,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,TX,2019-07,1,0.75,0.9816480430640655,100,26,0.9461570945945946,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,TX,2019-11,2,0.8407643312101911,0.9981225073941938,100,13,0.8845798707294552,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,TX,2019-12,2,1.0,0.9437414668083257,100,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,TX,2020-01,2,1.0,0.9194731379867765,100,8,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,TX,2020-02,1,1.0,0.9347201173454623,10,5,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,TX,2020-04,1,1.0,0.8833053994095599,100,3,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,TX,2020-06,1,1.0,0.8647689772803158,100,1,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,VA,2018-02,1,1.0,0.9772531455619722,100,8,0.9374163319946452,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,VA,2018-05,1,1.0,0.9081375618328007,20,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,VA,2018-06,2,1.0,0.9862993885898557,100,14,0.9041411042944786,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,VA,2018-07,2,1.0,0.9219381712810973,100,19,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,VA,2018-08,1,1.0,0.9262728534849713,15,20,0.9972707423580786,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,VA,2018-09,1,1.0,0.9055001302798736,100,17,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,VA,2018-11,1,0.75,0.9868412238653399,100,29,0.9898042414355628,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,VA,2018-12,1,1.0,0.9823074009522972,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,VA,2019-01,2,1.0,0.9792638886504819,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,VA,2019-02,2,1.0,0.9334455951109922,100,16,0.981536189069424,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,VA,2019-03,1,1.0,0.9868412238653399,100,20,0.9838909541511772,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,VA,2019-04,2,1.0,0.9109779233040417,100,24,0.9148418491484185,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,VA,2019-07,2,1.0,0.9089622508140566,100,26,0.9461570945945946,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,VA,2019-10,1,1.0,0.8720999744023203,90,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,VA,2020-02,1,1.0,0.8980305006880048,100,5,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,VA,2020-07,1,1.0,0.8959195078971658,100,3,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,WA,2018-07,1,1.0,0.9894447605346738,100,19,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,WA,2018-08,1,1.0,0.9816480430640655,100,20,0.9972707423580786,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,WA,2018-11,2,1.0,0.9759482988438526,100,29,0.9898042414355628,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,WA,2018-12,1,1.0,0.9868412238653399,68,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,WA,2019-02,1,1.0,0.9868412238653399,100,16,0.981536189069424,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,WA,2019-04,2,0.8704663212435233,0.9949619069274319,100,24,0.9148418491484185,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,WA,2019-05,1,1.0,0.9702485546236399,100,19,0.9853760445682451,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,WA,2019-11,1,1.0,0.9081375618328008,100,13,0.8845798707294552,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,WA,2020-01,1,1.0,0.9081375618328008,100,8,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,WA,2020-08,1,1.0,0.9097201173454623,100,3,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2018-01,4,1.0,0.6400525031443575,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2018-02,2,0.875,0.9772091335253288,100,8,0.9374163319946452,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2018-03,1,1.0,0.9823074009522972,100,5,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2018-04,2,1.0,0.9313151466519123,100,3,0.7254901960784313,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2018-06,2,1.0,0.9448928024484331,100,14,0.9041411042944786,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2018-07,3,1.0,0.9258109119763462,100,19,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2018-08,3,1.0,0.9063792741308493,100,20,0.9972707423580786,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2018-09,6,1.0,0.9609356772522784,100,17,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2018-10,2,1.0,0.8693858983360886,100,15,0.9856115107913669,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2018-11,8,1.0,0.9367679119048393,100,29,0.9898042414355628,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2018-12,9,1.0,0.9411323639504451,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2019-01,4,1.0,0.9462048747302891,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2019-02,1,1.0,0.9868412238653399,100,16,0.981536189069424,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2019-03,2,0.44680851063829785,0.8636430153376994,36,20,0.9838909541511772,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2019-04,1,1.0,0.9047985326313668,76,24,0.9148418491484185,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2019-05,5,1.0,0.9414168391575856,100,19,0.9853760445682451,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2019-06,6,0.8281786941580757,0.9729417894444595,100,16,0.9325236167341431,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2019-07,11,0.9975247524752475,0.9628046004490264,100,26,0.9461570945945946,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2019-08,7,1.0,0.9546791733714901,100,18,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2019-09,4,1.0,0.9836589483361868,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2019-10,2,1.0,0.9309957975486175,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2019-11,4,1.0,0.9599232216847204,100,13,0.8845798707294552,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2019-12,2,1.0,0.9478883053249085,100,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2020-01,2,1.0,0.9372222759047752,100,8,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2020-02,1,1.0,0.8932820763442385,100,5,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2020-03,1,1.0,0.9182820763442386,20,1,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2020-04,1,1.0,0.8959195078971658,100,3,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
state_top20,other_state,2020-08,1,1.0,0.9813845241969225,100,3,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q1,2018-01,2,1.0,0.6627602769833193,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q1,2018-06,1,0.75,0.9857575533143713,100,14,0.9041411042944786,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q1,2018-07,2,1.0,0.9446058080605484,100,19,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q1,2018-08,1,1.0,0.8467013122060465,4,20,0.9972707423580786,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q1,2018-11,1,1.0,0.9014323932628885,2,29,0.9898042414355628,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q1,2018-12,1,1.0,0.9923439401907374,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q1,2019-02,1,1.0,0.9952954565473363,71,16,0.981536189069424,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q1,2019-04,1,1.0,0.9023703922557569,100,24,0.9148418491484185,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q1,2019-05,1,0.0,0.8636430153376994,21,19,0.9853760445682451,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q1,2019-06,1,1.0,1.0,100,16,0.9325236167341431,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q2,2018-02,1,0.75,0.9857575533143715,87,8,0.9374163319946452,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q2,2018-04,1,0.0,0.8636430153376995,70,3,0.7254901960784313,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q2,2018-07,1,1.0,0.9671173044591491,100,19,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q2,2018-08,3,1.0,0.9441184112161997,100,20,0.9972707423580786,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q2,2018-09,4,1.0,0.9530180622222294,100,17,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q2,2018-10,1,1.0,0.9023703922557569,100,15,0.9856115107913669,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q2,2018-11,5,1.0,0.9585698604496593,100,29,0.9898042414355628,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q2,2018-12,1,1.0,0.9816480430640655,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q2,2019-01,3,1.0,0.9501915753266513,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q2,2019-02,1,1.0,0.9727702239865921,100,16,0.981536189069424,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q2,2019-03,3,1.0,0.9289254370410219,100,20,0.9838909541511772,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q2,2019-04,2,1.0,0.9931819812773782,100,24,0.9148418491484185,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q2,2019-05,2,1.0,0.9498973965645116,100,19,0.9853760445682451,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q2,2019-06,2,1.0,0.9473617668376646,100,16,0.9325236167341431,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q2,2019-07,1,1.0,0.9305001302798737,100,26,0.9461570945945946,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q2,2019-08,3,1.0,0.9394358871706815,100,18,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q2,2019-11,1,0.0,0.9047985326313669,100,13,0.8845798707294552,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q2,2020-02,1,1.0,0.8932820763442385,100,5,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q2,2020-03,1,1.0,0.9182820763442386,20,1,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q3,2018-01,2,1.0,0.6277903052713181,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q3,2018-02,1,1.0,0.9823074009522972,100,8,0.9374163319946452,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q3,2018-05,2,1.0,0.9488612829891181,100,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q3,2018-06,1,1.0,0.9857575533143714,4,14,0.9041411042944786,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q3,2018-07,4,1.0,0.9698619715206099,100,19,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q3,2018-08,5,1.0,0.9690724980918746,100,20,0.9972707423580786,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q3,2018-10,5,1.0,0.9488164420050529,100,15,0.9856115107913669,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q3,2018-11,5,1.0,0.9109021785425812,100,29,0.9898042414355628,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q3,2018-12,4,1.0,0.9432855127628229,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q3,2019-02,2,1.0,0.9615005231856212,100,16,0.981536189069424,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q3,2019-03,4,1.0,0.9541594635588432,100,20,0.9838909541511772,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q3,2019-04,2,1.0,0.9012024371547215,100,24,0.9148418491484185,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q3,2019-05,4,1.0,0.9207769061300096,100,19,0.9853760445682451,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q3,2019-06,3,0.6666666666666666,0.9255020794059616,100,16,0.9325236167341431,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q3,2019-07,4,0.9919354838709677,0.9342405758776899,100,26,0.9461570945945946,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q3,2019-08,1,1.0,0.9868412238653399,100,18,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q3,2019-09,2,1.0,0.9542901272186343,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q3,2019-11,4,0.9375,0.9694967497266178,100,13,0.8845798707294552,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q3,2019-12,2,1.0,0.993664408489414,100,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q3,2020-01,1,1.0,0.9772531455619722,100,8,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2018-01,1,1.0,0.6014305869074492,80,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2018-03,2,1.0,0.9819777220081813,100,5,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2018-04,1,1.0,0.9816480430640655,100,3,0.7254901960784313,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2018-05,6,1.0,0.9430662633320481,100,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2018-06,5,1.0,0.9864696627497771,100,14,0.9041411042944786,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2018-07,4,1.0,0.9415110108532195,100,19,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2018-08,2,0.8928571428571429,0.9375717475706669,22,20,0.9972707423580786,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2018-09,4,1.0,0.9799346142608187,100,17,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2018-11,10,1.0,0.9450364050131764,100,29,0.9898042414355628,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2018-12,8,1.0,0.9332512806087035,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2019-01,5,1.0,0.9280186230877314,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2019-02,4,0.9246987951807228,0.9814432732247952,100,16,0.981536189069424,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2019-03,6,1.0,0.9772742913642957,100,20,0.9838909541511772,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2019-04,6,0.9423963133640553,0.9415643327075695,100,24,0.9148418491484185,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2019-05,5,1.0,0.9661288673912269,100,19,0.9853760445682451,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2019-06,2,1.0,0.9814706137803674,82,16,0.9325236167341431,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2019-07,9,0.9722222222222222,0.9664631935517786,100,26,0.9461570945945946,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2019-08,6,1.0,0.945538162343122,100,18,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2019-09,3,1.0,0.9829594133434586,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2019-10,2,1.0,0.9845743124088187,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2019-11,4,1.0,0.9592016260654983,100,13,0.8845798707294552,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2019-12,2,1.0,0.9908075527228457,100,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2020-01,1,1.0,0.995710724774776,100,8,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2020-02,3,1.0,0.9228764547373935,100,5,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2020-04,2,1.0,0.8896124536533628,100,3,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2020-05,1,1.0,0.8901523383201217,100,1,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2020-06,1,1.0,0.8647689772803158,100,1,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2020-07,1,1.0,0.8959195078971658,100,3,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2020-08,1,1.0,0.9813845241969225,100,3,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q4,2020-09,1,1.0,0.9390547995493362,100,1,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2018-01,4,1.0,0.677524632963658,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2018-02,6,0.9553571428571429,0.9676112572150262,100,8,0.9374163319946452,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2018-03,3,1.0,0.8714498925041164,100,5,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2018-04,1,1.0,0.8720999744023203,85,3,0.7254901960784313,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2018-05,2,1.0,0.9589556468434873,100,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2018-06,7,0.8571428571428571,0.9550355199851548,100,14,0.9041411042944786,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2018-07,8,1.0,0.9170078172579433,100,19,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2018-08,9,1.0,0.9256747419145271,100,20,0.9972707423580786,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2018-09,9,1.0,0.9459562752968469,100,17,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2018-10,9,0.9746835443037974,0.9300350379570773,100,15,0.9856115107913669,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2018-11,8,0.9642857142857143,0.9569396536281954,100,29,0.9898042414355628,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2018-12,6,1.0,0.931556889016013,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2019-01,12,1.0,0.9403654802850977,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2019-02,8,1.0,0.9458642296059359,100,16,0.981536189069424,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2019-03,7,0.9584664536741214,0.9379039317172215,100,20,0.9838909541511772,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2019-04,13,0.8741610738255033,0.9431481136502331,100,24,0.9148418491484185,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2019-05,7,1.0,0.9331655291412102,100,19,0.9853760445682451,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2019-06,8,1.0,0.9531389483260391,100,16,0.9325236167341431,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2019-07,12,0.9054820415879017,0.9704588626209675,100,26,0.9461570945945946,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2019-08,8,1.0,0.9480534872326545,100,18,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2019-09,4,1.0,0.9855935106250232,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2019-10,7,1.0,0.9355030023668249,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2019-11,4,1.0,0.9958522590216791,100,13,0.8845798707294552,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2019-12,6,1.0,0.8988611783412545,100,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2020-01,6,1.0,0.9388916789262838,100,8,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2020-02,1,1.0,0.9347201173454623,10,5,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2020-04,1,1.0,0.9140547995493362,100,3,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2020-07,2,1.0,0.918036566854406,100,3,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
income_band,inc_q5,2020-08,2,1.0,0.9028198126213139,100,3,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2018-01,1,1.0,0.5906473941368078,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2018-02,2,1.0,0.9823074009522972,100,8,0.9374163319946452,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2018-03,1,1.0,0.9014323932628886,24,5,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2018-04,3,0.7254901960784313,0.912738483153893,100,3,0.7254901960784313,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2018-05,5,1.0,0.8942075914572224,100,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2018-06,2,0.875,0.9857575533143713,100,14,0.9041411042944786,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2018-07,4,1.0,0.9260823655947491,100,19,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2018-08,8,1.0,0.9312627085066738,100,20,0.9972707423580786,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2018-09,10,1.0,0.9479611759524347,100,17,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2018-10,7,1.0,0.9263735702814668,100,15,0.9856115107913669,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2018-11,12,1.0,0.9243552138824316,100,29,0.9898042414355628,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2018-12,8,1.0,0.918650209194418,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2019-01,10,1.0,0.9239926391043762,100,20,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2019-02,5,1.0,0.9441566265810737,100,16,0.981536189069424,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2019-03,6,0.9136212624584718,0.915647049017633,100,20,0.9838909541511772,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2019-04,12,0.9063670411985019,0.9139832070874961,100,24,0.9148418491484185,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2019-05,9,0.9622302158273381,0.9081141960350995,100,19,0.9853760445682451,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2019-06,4,0.75,0.9124875202183013,100,16,0.9325236167341431,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2019-07,5,1.0,0.9494572857187457,100,26,0.9461570945945946,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2019-08,7,1.0,0.9450821696795169,100,18,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2019-09,1,1.0,0.9262728534849713,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2019-10,5,1.0,0.924184743134059,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2019-11,5,0.7549019607843137,0.9466262625519614,100,13,0.8845798707294552,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2019-12,2,1.0,0.8868969680833517,100,10,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2020-01,2,1.0,0.9969969230522228,100,8,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2020-02,1,1.0,0.8892143393272535,100,5,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2020-04,1,1.0,0.9140547995493362,100,3,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2020-06,1,1.0,0.8647689772803158,100,1,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2020-07,2,1.0,0.8721318003188622,100,3,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q1,2020-08,1,1.0,0.8959195078971658,100,3,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q2,2018-01,4,1.0,0.6428818763918636,100,9,1.0,source-month loan-level coverage cell using historical accepted-loan evidence
dti_band,dti_q2,2018-02,3,0.8107287449392713,0.9547140841993589,100,8,0.9374163319946452,source-month loan-level coverage cell using historical accepted-loan evidence
