policy_id,risk_tolerance,gamma,policy_mode,uncertainty_aversion,solver_status,solve_scope,candidate_pool_n,min_budget_utilization_used,solve_seconds,n_funded,funded_exposure,realized_return_proxy_lgd45,ecl_baseline_lgd45,weighted_pd_point,weighted_pd_high,weighted_effective_pd,coverage_alpha01,default_rate_observed,delta_vs_paper1_frozen_full_exact,delta_vs_v3_gross_challenger_full_exact,paper4_local_rank_return,grid_family,net_return_after_contractual_ecl_v4,contractual_ecl_v4,adverse_net_return_v4,online_mean_v4,online_min_v4,online_width_v4,mdcp_worst_v4,mdcp_pass_share_v4,max_proxy_gap_v4,mean_proxy_gap_v4,proxy_sources_pass_35,prob_beats_paper1,p05_diff_vs_paper1,gate_return_positive,gate_ifrs9_baseline_positive,gate_online_worst_cell,gate_online_global_method,gate_mdcp,gate_fairness_proxy,gate_sample_path,selector_v4_score,paper4_v4_decision,selector_v4_rank
paper4_v4_local_rt0p1700_g0p425_u0p075,0.17,0.425,blended_uncertainty,0.075,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.7460323220002474,335,1000000.0,173075.4867266607,124588.50277484737,0.0910140534135899,0.2768633394996607,0.17000000000017,0.9432835820895522,0.0567164179104477,-254.17668918441632,-697.4678514242987,75,uncertainty_aversion_local_search,80645.74138587993,92429.74534078079,-139160.33771860672,0.9905649038461538,0.9,0.9910716902074265,0.75,0.8888888888888888,0.2746261433083581,0.0999434387466215,1.0,0.44666666666666666,-2306.1329379861854,True,True,True,False,False,True,False,0.586177677989022,park_for_more_tests,80
paper4_v4_local_rt0p1775_g0p425_u0p000,0.1775,0.425,blended_uncertainty,0.0,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.843069597000067,348,1000000.0,175282.58472726814,129909.13762128084,0.0953183246803305,0.2886869724917351,0.1775000000001775,0.942528735632184,0.057471264367816,1952.921311423037,1509.6301491831546,42,uncertainty_aversion_local_search,79402.76146137052,95879.82326589762,-148802.72353751137,0.9892021867021867,0.9047619047619048,0.9891169443855182,0.8333333333333334,1.0,0.2614521669092603,0.10156718415719053,1.0,0.2,-17581.68099225565,True,True,True,False,True,True,False,0.5774915923885687,review_candidate,81
paper4_v4_local_rt0p1775_g0p425_u0p025,0.1775,0.425,blended_uncertainty,0.025,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.0868692040003225,348,1000000.0,175282.58472726814,129909.13762128084,0.0953183246803305,0.2886869724917351,0.1775000000001775,0.942528735632184,0.057471264367816,1952.921311423037,1509.6301491831546,43,uncertainty_aversion_local_search,79402.76146137052,95879.82326589762,-148802.72353751137,0.9892021867021867,0.9047619047619048,0.9891169443855182,0.8333333333333334,1.0,0.2614521669092603,0.10156718415719053,1.0,0.2,-17581.68099225565,True,True,True,False,True,True,False,0.5774915923885687,review_candidate,82
paper4_v4_local_rt0p1775_g0p425_u0p050,0.1775,0.425,blended_uncertainty,0.05,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.087502026000948,348,1000000.0,175282.58472726814,129909.13762128084,0.0953183246803305,0.2886869724917351,0.1775000000001775,0.942528735632184,0.057471264367816,1952.921311423037,1509.6301491831546,44,uncertainty_aversion_local_search,79402.76146137052,95879.82326589762,-148802.72353751137,0.9892021867021867,0.9047619047619048,0.9891169443855182,0.8333333333333334,1.0,0.2614521669092603,0.10156718415719053,1.0,0.2,-17581.68099225565,True,True,True,False,True,True,False,0.5774915923885687,review_candidate,83
paper4_v4_local_rt0p1775_g0p425_u0p075,0.1775,0.425,blended_uncertainty,0.075,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.880282927000735,348,1000000.0,175282.58472726814,129909.13762128084,0.0953183246803305,0.2886869724917351,0.1775000000001775,0.942528735632184,0.057471264367816,1952.921311423037,1509.6301491831546,45,uncertainty_aversion_local_search,79402.76146137052,95879.82326589762,-148802.72353751137,0.9892021867021867,0.9047619047619048,0.9891169443855182,0.8333333333333334,1.0,0.2614521669092603,0.10156718415719053,1.0,0.2,-17581.68099225565,True,True,True,False,True,True,False,0.5774915923885687,review_candidate,84
paper4_v4_local_rt0p1775_g0p425_u0p100,0.1775,0.425,blended_uncertainty,0.1,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.039509440999609,348,1000000.0,175282.58472726814,129909.13762128084,0.0953183246803305,0.2886869724917351,0.1775000000001775,0.942528735632184,0.057471264367816,1952.921311423037,1509.6301491831546,46,uncertainty_aversion_local_search,79402.76146137052,95879.82326589762,-148802.72353751137,0.9892021867021867,0.9047619047619048,0.9891169443855182,0.8333333333333334,1.0,0.2614521669092603,0.10156718415719053,1.0,0.2,-17581.68099225565,True,True,True,False,True,True,False,0.5774915923885687,review_candidate,85
paper4_v4_local_rt0p1725_g0p425_u0p000,0.1725,0.425,blended_uncertainty,0.0,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.862320014999568,337,1000000.0,174291.23238256914,126807.48648965094,0.0917171719496656,0.2817944144214465,0.1725000000001725,0.9436201780415432,0.0563798219584569,961.5689667240368,518.2778044841543,62,uncertainty_aversion_local_search,80556.72825655008,93734.50412601906,-141731.41481104188,0.9906169871794872,0.9,0.9910581709690275,0.75,0.8888888888888888,0.2718093666574878,0.10055004416967979,1.0,0.12333333333333334,-5952.098026881639,True,True,True,False,False,True,False,0.5749646195399,park_for_more_tests,86
paper4_v4_local_rt0p1725_g0p425_u0p025,0.1725,0.425,blended_uncertainty,0.025,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.206472768999447,337,1000000.0,174291.23238256914,126807.48648965094,0.0917171719496656,0.2817944144214465,0.1725000000001725,0.9436201780415432,0.0563798219584569,961.5689667240368,518.2778044841543,63,uncertainty_aversion_local_search,80556.72825655008,93734.50412601906,-141731.41481104188,0.9906169871794872,0.9,0.9910581709690275,0.75,0.8888888888888888,0.2718093666574878,0.10055004416967979,1.0,0.12333333333333334,-5952.098026881639,True,True,True,False,False,True,False,0.5749646195399,park_for_more_tests,87
paper4_v4_local_rt0p1725_g0p425_u0p050,0.1725,0.425,blended_uncertainty,0.05,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.068147032001434,337,1000000.0,174291.23238256914,126807.48648965094,0.0917171719496656,0.2817944144214465,0.1725000000001725,0.9436201780415432,0.0563798219584569,961.5689667240368,518.2778044841543,64,uncertainty_aversion_local_search,80556.72825655008,93734.50412601906,-141731.41481104188,0.9906169871794872,0.9,0.9910581709690275,0.75,0.8888888888888888,0.2718093666574878,0.10055004416967979,1.0,0.12333333333333334,-5952.098026881639,True,True,True,False,False,True,False,0.5749646195399,park_for_more_tests,88
paper4_v4_local_rt0p1725_g0p425_u0p075,0.1725,0.425,blended_uncertainty,0.075,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.250007606999134,337,1000000.0,174291.23238256914,126807.48648965094,0.0917171719496656,0.2817944144214465,0.1725000000001725,0.9436201780415432,0.0563798219584569,961.5689667240368,518.2778044841543,65,uncertainty_aversion_local_search,80556.72825655008,93734.50412601906,-141731.41481104188,0.9906169871794872,0.9,0.9910581709690275,0.75,0.8888888888888888,0.2718093666574878,0.10055004416967979,1.0,0.12333333333333334,-5952.098026881639,True,True,True,False,False,True,False,0.5749646195399,park_for_more_tests,89
paper4_v4_local_rt0p1725_g0p425_u0p100,0.1725,0.425,blended_uncertainty,0.1,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.919204368999999,337,1000000.0,174291.23238256914,126807.48648965094,0.0917171719496656,0.2817944144214465,0.1725000000001725,0.9436201780415432,0.0563798219584569,961.5689667240368,518.2778044841543,66,uncertainty_aversion_local_search,80556.72825655008,93734.50412601906,-141731.41481104188,0.9906169871794872,0.9,0.9910581709690275,0.75,0.8888888888888888,0.2718093666574878,0.10055004416967979,1.0,0.12333333333333334,-5952.098026881639,True,True,True,False,False,True,False,0.5749646195399,park_for_more_tests,90
paper4_v4_local_rt0p1750_g0p400_u0p000,0.175,0.4,blended_uncertainty,0.0,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.091577531999064,346,1000000.0,172888.58249999856,131094.05465054087,0.0967192473494625,0.2913201214456464,0.174559596987936,0.9393063583815028,0.0606936416184971,-441.08091584654176,-884.3720780864242,78,uncertainty_aversion_local_search,76348.44136264252,96540.14113735607,-153678.370149451,0.9882492507492507,0.8846153846153846,0.9892351109136739,0.8333333333333334,1.0,0.2614521669092603,0.10068805008243918,1.0,0.19666666666666666,-20516.58651863621,True,True,True,False,True,True,False,0.4335728636848838,review_candidate,91
paper4_v4_local_rt0p1775_g0p400_u0p000,0.1775,0.4,blended_uncertainty,0.0,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.249335193999286,346,1000000.0,172888.58249999856,131094.05465054087,0.0967192473494625,0.2913201214456464,0.174559596987936,0.9393063583815028,0.0606936416184971,-441.08091584654176,-884.3720780864242,79,uncertainty_aversion_local_search,76348.44136264252,96540.14113735607,-153678.370149451,0.9882492507492507,0.8846153846153846,0.9892351109136739,0.8333333333333334,1.0,0.2614521669092603,0.10068805008243918,1.0,0.19666666666666666,-20516.58651863621,True,True,True,False,True,True,False,0.4335728636848838,review_candidate,92
paper4_v4_local_rt0p1750_g0p400_u0p025,0.175,0.4,blended_uncertainty,0.025,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.8647923199987417,346,1000000.0,172778.21250000078,130891.15777366528,0.0964758303610142,0.2908692394970339,0.1742331940154221,0.9393063583815028,0.0606936416184971,-551.4509158443252,-994.7420780842076,80,uncertainty_aversion_local_search,76337.14445881256,96441.06804118825,-153416.3979739543,0.9883140389022742,0.8846153846153846,0.9892012361770091,0.8333333333333334,1.0,0.2614521669092603,0.10104006018248184,1.0,0.19666666666666666,-20077.52220415579,True,True,True,False,True,True,False,0.43124753297862145,review_candidate,93
paper4_v4_local_rt0p1775_g0p400_u0p025,0.1775,0.4,blended_uncertainty,0.025,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.28469547900022,346,1000000.0,172778.21250000078,130891.15777366528,0.0964758303610142,0.2908692394970339,0.1742331940154221,0.9393063583815028,0.0606936416184971,-551.4509158443252,-994.7420780842076,81,uncertainty_aversion_local_search,76337.14445881256,96441.06804118825,-153416.3979739543,0.9883140389022742,0.8846153846153846,0.9892012361770091,0.8333333333333334,1.0,0.2614521669092603,0.10104006018248184,1.0,0.19666666666666666,-20077.52220415579,True,True,True,False,True,True,False,0.43124753297862145,review_candidate,94
paper4_v4_local_rt0p1750_g0p400_u0p050,0.175,0.4,blended_uncertainty,0.05,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,3.920055706999847,346,1000000.0,172767.23249999774,130871.26424580562,0.0964520571148653,0.2908250316573458,0.1742012469318574,0.9393063583815028,0.0606936416184971,-562.4309158473625,-1005.7220780872448,82,uncertainty_aversion_local_search,76335.87832641114,96431.3541735866,-153390.8707612511,0.9881475387357741,0.8846153846153846,0.9891213219226742,0.8333333333333334,1.0,0.2614521669092603,0.10107390552243713,1.0,0.19666666666666666,-20152.44305152573,True,True,True,False,True,True,False,0.43101163640864515,review_candidate,95
paper4_v4_local_rt0p1775_g0p400_u0p050,0.1775,0.4,blended_uncertainty,0.05,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.332077543998821,346,1000000.0,172767.23249999774,130871.26424580562,0.0964520571148653,0.2908250316573458,0.1742012469318574,0.9393063583815028,0.0606936416184971,-562.4309158473625,-1005.7220780872448,83,uncertainty_aversion_local_search,76335.87832641114,96431.3541735866,-153390.8707612511,0.9881475387357741,0.8846153846153846,0.9891213219226742,0.8333333333333334,1.0,0.2614521669092603,0.10107390552243713,1.0,0.19666666666666666,-20152.44305152573,True,True,True,False,True,True,False,0.43101163640864515,review_candidate,96
paper4_v4_local_rt0p1750_g0p400_u0p075,0.175,0.4,blended_uncertainty,0.075,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.129113003000384,346,1000000.0,172765.31250000416,130867.81363784298,0.0964479941489476,0.290817363639651,0.174195741945229,0.9393063583815028,0.0606936416184971,-564.3509158409433,-1007.6420780808256,84,uncertainty_aversion_local_search,76335.64323364623,96429.66926635793,-153386.45844654684,0.9880361305361305,0.8846153846153846,0.9891460138416365,0.8333333333333334,1.0,0.2614521669092603,0.10138127317084523,1.0,0.19666666666666666,-20095.240845242293,True,True,True,False,True,True,False,0.4309699474603696,review_candidate,97
paper4_v4_local_rt0p1775_g0p400_u0p075,0.1775,0.4,blended_uncertainty,0.075,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.160087637999823,346,1000000.0,172765.31250000416,130867.81363784298,0.0964479941489476,0.290817363639651,0.174195741945229,0.9393063583815028,0.0606936416184971,-564.3509158409433,-1007.6420780808256,85,uncertainty_aversion_local_search,76335.64323364623,96429.66926635793,-153386.45844654684,0.9880361305361305,0.8846153846153846,0.9891460138416365,0.8333333333333334,1.0,0.2614521669092603,0.10138127317084523,1.0,0.19666666666666666,-20095.240845242293,True,True,True,False,True,True,False,0.4309699474603696,review_candidate,98
paper4_v4_local_rt0p1750_g0p400_u0p100,0.175,0.4,blended_uncertainty,0.1,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.136670764000883,345,1000000.0,172708.2425000014,130767.88397867666,0.0963314206373908,0.2905952977303925,0.1740369714745915,0.9391304347826088,0.0608695652173913,-621.4209158437152,-1064.7120780835976,86,uncertainty_aversion_local_search,76327.36817265413,96380.87432734726,-153260.14451643015,0.9880361305361305,0.8846153846153846,0.9891460138416365,0.8333333333333334,1.0,0.2614521669092603,0.10146984795561027,1.0,0.19333333333333333,-20103.659271757795,True,True,True,False,True,True,False,0.4293561593909359,review_candidate,99
paper4_v4_local_rt0p1775_g0p400_u0p100,0.1775,0.4,blended_uncertainty,0.1,TerminationCondition.optimal,paper4_v4_local_candidate_pool_exact_lp,12000,0.95,4.50512200599951,345,1000000.0,172708.2425000014,130767.88397867666,0.0963314206373908,0.2905952977303925,0.1740369714745915,0.9391304347826088,0.0608695652173913,-621.4209158437152,-1064.7120780835976,87,uncertainty_aversion_local_search,76327.36817265413,96380.87432734726,-153260.14451643015,0.9880361305361305,0.8846153846153846,0.9891460138416365,0.8333333333333334,1.0,0.2614521669092603,0.10146984795561027,1.0,0.19333333333333333,-20103.659271757795,True,True,True,False,True,True,False,0.4293561593909359,review_candidate,100
