policy_id,pd_cap_v10,width_weight,source_weight,ecl_weight,funded_exposure,n_funded,objective_return,realized_return_proxy_lgd45,weighted_pd_high,weighted_qhat,weighted_weak_source_proxy,share_grade_dplus,share_dti_high,share_score_low_monitored,ecl_proxy_v10,auditability_score_v10,decision_loss_proxy_v10,constraint_pd_pass,constraint_mdcp_proxy_pass,training_status_v10,dfl_cap_scope_v10
v10_dfl_constrained_p0p175_w0p06_s0p08_e0p50,0.175,0.06,0.08,0.5,986150.0,478,111617.03639751044,110454.7925,0.1553827500132646,0.7842159407720737,0.3439575622369822,0.15897682908279673,0.04712771890686001,0.9793134918622928,68953.8145165114,0.5399254312256758,43724.33833931532,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p06_s0p08_e0p50,0.19,0.06,0.08,0.5,986150.0,478,111617.03639751044,110454.7925,0.1553827500132646,0.7842159407720737,0.3439575622369822,0.15897682908279673,0.04712771890686001,0.9793134918622928,68953.8145165114,0.5399254312256758,43724.33833931532,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p06_s0p08_e0p50,0.205,0.06,0.08,0.5,986150.0,478,111617.03639751044,110454.7925,0.1553827500132646,0.7842159407720737,0.3439575622369822,0.15897682908279673,0.04712771890686001,0.9793134918622928,68953.8145165114,0.5399254312256758,43724.33833931532,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p06_s0p12_e0p25,0.19,0.06,0.12,0.25,982325.0,430,110422.7416726237,106719.42499999999,0.16337469392456688,0.7831613661721659,0.31949074898836943,0.12498409385895706,0.03613875244954572,0.9889038760084493,72219.1707942526,0.5496657415921099,44508.368580101494,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p03_s0p16_e0p25,0.205,0.03,0.16,0.25,981275.0,214,108780.47271807348,101983.705,0.18047182608403511,0.7990733065284017,0.29263585641130163,0.12705408779394156,0.01803775699982166,0.9463962701587221,79691.6210132752,0.5531875858217767,46240.882052355686,False,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p10_s0p04_e0p50,0.19,0.1,0.04,0.5,980525.0,636,108681.25319512171,105640.1125,0.1656561926583229,0.7772631868854906,0.38586471533107264,0.18383009102266643,0.1325565385890212,0.975727288952347,73093.51723783593,0.5269208696822864,47789.1258092832,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p10_s0p04_e0p50,0.205,0.1,0.04,0.5,980525.0,636,108681.25319512171,105640.1125,0.1656561926583229,0.7772631868854906,0.38586471533107264,0.18383009102266643,0.1325565385890212,0.975727288952347,73093.51723783593,0.5269208696822864,47789.1258092832,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p03_s0p16_e0p25,0.19,0.03,0.16,0.25,981475.0,212,106896.356228359,99445.815,0.17357089374518403,0.7989228226490775,0.2904620596551109,0.11123564023536005,0.01803408135714104,0.956595939784508,76659.97182234954,0.5540768318184452,47888.21975863821,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p06_s0p12_e0p25,0.175,0.06,0.12,0.25,981225.0,443,105694.20075315518,98348.04249999998,0.1550230789914117,0.7753777679139006,0.31010981171494817,0.094397309485592,0.033325689826492394,0.9927641468572448,68450.63430750658,0.5564996090244815,48645.550047154364,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p03_s0p16_e0p25,0.175,0.03,0.16,0.25,980100.0,217,105447.0167111572,97928.17749999999,0.16763630084711129,0.7980044028000398,0.2921576879910213,0.10937659422507907,0.01499846954392409,0.9687786960514233,73935.15230711421,0.5538182293873952,49198.23362770507,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p10_s0p04_e0p50,0.175,0.1,0.04,0.5,980500.0,632,106915.92711088309,103898.8425,0.16197357935027618,0.7729953372423333,0.3820945945945946,0.171392146863845,0.12990821009688935,0.9767465578786334,71466.7925488256,0.5301460124122741,49289.544220928896,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p03_s0p16_e0p50,0.19,0.03,0.16,0.5,983000.0,441,104622.18243362376,102097.495,0.1428631747468341,0.8110227554044553,0.28622838250254323,0.09753306205493388,0.01281790437436419,0.9747711088504578,63195.52534926207,0.5506036573791624,49470.71730292338,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p03_s0p16_e0p50,0.205,0.03,0.16,0.5,983000.0,441,104622.18243362376,102097.495,0.1428631747468341,0.8110227554044553,0.28622838250254323,0.09753306205493388,0.01281790437436419,0.9747711088504578,63195.52534926207,0.5506036573791624,49470.71730292338,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p03_s0p16_e0p50,0.175,0.03,0.16,0.5,981450.0,448,104092.62418048669,101384.0,0.14223360411785,0.810479855174977,0.2867950481430536,0.0976870956238219,0.012838147638697846,0.9747312649651027,62817.82684265875,0.5506163425321494,49981.44141690589,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p06_s0p16_e0p25,0.205,0.06,0.16,0.25,980975.0,581,104160.5038155643,103149.8125,0.16263476570098997,0.7904772646230923,0.2945411452891256,0.0944723361961314,0.028033334182828308,0.9912332118555519,71793.2876775879,0.5560739136484335,50277.94913349584,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p03_s0p12_e0p25,0.205,0.03,0.12,0.25,985925.0,105,105669.17088610335,101158.175,0.18929626060123783,0.804142514189087,0.3216776123944519,0.12011562745644953,0.04112888911428354,0.9226107462535182,83984.36207997394,0.5400226513306918,50397.99622981567,False,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p10_s0p08_e0p25,0.205,0.1,0.08,0.25,981250.0,618,104885.66292505564,105047.20999999999,0.16221683389217545,0.7670211155229145,0.3494904458598726,0.13668789808917198,0.09513375796178344,0.9926624203821656,71628.87071551374,0.5450447620536243,50439.497536174764,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p03_s0p12_e0p50,0.19,0.03,0.12,0.5,982300.0,226,103977.36005763897,104721.645,0.12603311022390506,0.818943571366591,0.3193398147205538,0.12824493535579762,0.017560826631375342,0.9923648579863585,55711.04587782388,0.5346945704322212,50603.71997117258,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p03_s0p12_e0p50,0.205,0.03,0.12,0.5,982300.0,226,103977.36005763897,104721.645,0.12603311022390506,0.818943571366591,0.3193398147205538,0.12824493535579762,0.017560826631375342,0.9923648579863585,55711.04587782388,0.5346945704322212,50603.71997117258,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p06_s0p12_e0p50,0.19,0.06,0.12,0.5,980825.0,622,103808.41255897873,107235.28,0.1507601286507165,0.7942374353825012,0.3092804526801417,0.1326689266688757,0.03629597532689317,0.9778757678484948,66541.18643272757,0.5488937051208956,50736.34076644353,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p06_s0p12_e0p50,0.205,0.06,0.12,0.5,980825.0,622,103808.41255897873,107235.28,0.1507601286507165,0.7942374353825012,0.3092804526801417,0.1326689266688757,0.03629597532689317,0.9778757678484948,66541.18643272757,0.5488937051208956,50736.34076644353,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p10_s0p08_e0p25,0.19,0.1,0.08,0.25,981750.0,616,104427.73950122921,103646.70999999999,0.1590143313582139,0.7673339354861056,0.3491851285968933,0.13407181054239878,0.09152024446142093,0.9977591036414566,70250.54391491693,0.5450293982290162,50813.024496991326,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p06_s0p04_e0p80,0.175,0.06,0.04,0.8,980750.0,472,104191.49314294729,107316.4425,0.11857417797040377,0.788600440104427,0.3819525873056334,0.15302064746367575,0.07066020902370634,1.0,52331.231270013086,0.5236458319799999,51143.32818871856,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p06_s0p04_e0p80,0.19,0.06,0.04,0.8,980750.0,472,104191.49314294729,107316.4425,0.11857417797040377,0.788600440104427,0.3819525873056334,0.15302064746367575,0.07066020902370634,1.0,52331.231270013086,0.5236458319799999,51143.32818871856,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p06_s0p04_e0p80,0.205,0.06,0.04,0.8,980750.0,472,104191.49314294729,107316.4425,0.11857417797040377,0.788600440104427,0.3819525873056334,0.15302064746367575,0.07066020902370634,1.0,52331.231270013086,0.5236458319799999,51143.32818871856,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p03_s0p12_e0p50,0.175,0.03,0.12,0.5,980800.0,231,102882.78840674483,103361.375,0.1250062778733905,0.8180425168218121,0.3156734298531811,0.1202844616639478,0.01758768352365416,0.9923531810766721,55172.770802199644,0.5364662395906301,51561.782898906284,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p06_s0p16_e0p25,0.19,0.06,0.16,0.25,982275.0,583,102299.69665126721,99661.5425,0.15676218446936505,0.788857107227657,0.29005370186556717,0.08559212033290066,0.02494209869944771,0.9945025578376727,69292.6086373405,0.5584596082554686,51851.85408009484,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p06_s0p04_e0p25,0.19,0.06,0.04,0.25,995900.0,65,106195.25457282914,83817.60750000001,0.172120076382832,0.7526581455296194,0.46690807309970883,0.1226277738728788,0.11316397228637413,0.9559192690029119,77136.47283134809,0.5064585110996705,52019.85160922808,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p06_s0p04_e0p25,0.205,0.06,0.04,0.25,995900.0,65,106195.25457282914,83817.60750000001,0.172120076382832,0.7526581455296194,0.46690807309970883,0.1226277738728788,0.11316397228637413,0.9559192690029119,77136.47283134809,0.5064585110996705,52019.85160922808,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p03_s0p12_e0p25,0.19,0.03,0.12,0.25,980825.0,105,103344.44025936085,98083.865,0.18081150579529953,0.8047110802129251,0.3144036907705248,0.10544694517370581,0.026049499146126986,0.9375015930466699,79805.00032725361,0.542547943817772,52307.6252208498,False,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p06_s0p12_e0p50,0.175,0.06,0.12,0.5,980200.0,626,101738.12583259938,103065.50499999999,0.14900963182375812,0.792596798335298,0.304714599061416,0.1220159151193634,0.034278718628851255,0.9809222607631096,65726.65850114147,0.5513177970558368,52618.64386322863,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p10_s0p08_e0p25,0.175,0.1,0.08,0.25,981400.0,618,102356.38572758503,101783.48000000001,0.15509479135999374,0.7652782795501557,0.3470297534134909,0.12535663338088446,0.08747707356837171,1.0,68494.51270831405,0.5467118162918081,52690.285586990576,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p14_s0p04_e0p25,0.205,0.14,0.04,0.25,981425.0,685,103336.48208057003,98712.73749999999,0.16935923664111635,0.7741717414873555,0.38191277988638966,0.14331202078610183,0.15255877932598008,0.9841047456504572,74796.02496922843,0.5297210122184827,53085.55491987961,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p06_s0p04_e0p25,0.175,0.06,0.04,0.25,990900.0,64,104623.94350026172,74943.60749999998,0.16885104309557367,0.748804333334989,0.463713543243516,0.1182006256938137,0.11373498839438893,0.9607427591078818,75291.52437153176,0.5092910335667685,53334.428438154544,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p14_s0p04_e0p25,0.19,0.14,0.04,0.25,980425.0,684,102812.5232055264,97510.73749999999,0.1672414701843833,0.7741387590716007,0.38102736058342046,0.13988831374148966,0.15271438406813373,0.9851084988652881,73785.4732824858,0.530071324168228,53527.036946963824,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p03_s0p12_e0p25,0.175,0.03,0.12,0.25,985225.0,105,100923.98346271443,94692.96500000001,0.1687468971948804,0.8015453038301551,0.3076200867822071,0.08761957928391992,0.017305691593290873,0.955137151412114,74814.14780497174,0.5464553394140962,54208.84039554982,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p10_s0p08_e0p50,0.205,0.1,0.08,0.5,981025.0,730,101123.12483599017,95910.50499999999,0.15980193745414586,0.7923570454460475,0.34182997375194313,0.14138273744298055,0.11164343416324762,0.9768609362656405,70546.36306092906,0.5373146508869217,54409.28057399125,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p10_s0p08_e0p50,0.19,0.1,0.08,0.5,982225.0,729,100891.48280387229,95628.54499999998,0.1586035439307868,0.7915660352282669,0.34171778360355315,0.13917381455369188,0.11150703759321948,0.9789253989666319,70102.96467183768,0.5376895074347777,54597.38795528223,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p14_s0p04_e0p50,0.205,0.14,0.04,0.5,980525.0,773,100695.6573159339,95656.5925,0.168313614534653,0.7906538924934419,0.37761658295300987,0.15629382218709365,0.18303969812090462,0.9748094133244946,74266.06810121579,0.5244310636306106,55888.15226414342,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p06_s0p16_e0p25,0.175,0.06,0.16,0.25,981875.0,605,97832.51595731471,92930.235,0.14969150563069705,0.7884934359115509,0.2847103755569701,0.06462126034373011,0.025970719287078295,0.9955187778485042,66140.25619101331,0.5606428142055,55995.10771217146,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p14_s0p04_e0p50,0.19,0.14,0.04,0.5,980525.0,773,100450.44938432796,96125.6925,0.1674478963081355,0.7907055188168332,0.37736161750082864,0.15527396037836874,0.18303969812090462,0.9748094133244946,73884.08183739056,0.5245062674466152,56105.251122888534,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p10_s0p08_e0p50,0.175,0.1,0.08,0.5,980450.0,732,99235.72012887214,93703.945,0.15686071256444742,0.7901356910851858,0.33909174358712835,0.12731398847468,0.1106889693508083,0.9809271252996073,69207.3385352156,0.5392881471811133,56110.6419071154,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p14_s0p04_e0p25,0.175,0.14,0.04,0.25,981075.0,697,99782.0408389441,94955.055,0.16132415417128146,0.7752159961288895,0.3780037204087353,0.12736029355553857,0.15434599801238438,0.9912341054455571,71221.9925491155,0.530767867870547,56350.53337238267,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p10_s0p12_e0p25,0.205,0.1,0.12,0.25,980750.0,712,98451.96427777415,96512.3275,0.16588532411307644,0.785469086541823,0.31326790721386694,0.10466479734896762,0.0825898547030334,0.9836859546265613,73211.41423075485,0.5510611789111649,56430.871345206935,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p10_s0p12_e0p25,0.19,0.1,0.12,0.25,981350.0,710,97870.44618527408,95118.06749999999,0.16337909306083884,0.785044369087355,0.31124216640342384,0.09889438019055383,0.07927854486167014,0.9838997299638254,72149.43283886439,0.5520093417500098,56892.407860562525,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p06_s0p16_e0p50,0.205,0.06,0.16,0.5,980600.0,702,96429.48421325875,95489.56,0.14981359328893312,0.8045653124077903,0.2823845094839894,0.08759942892106873,0.025290638384662452,0.9790944319804201,66108.24431060752,0.5547764551848122,57629.69173458386,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p06_s0p16_e0p50,0.19,0.06,0.16,0.5,980800.0,702,96264.25366734285,95301.22,0.14928194911466705,0.8046249006766247,0.2823779057911909,0.08656199021207178,0.02528548123980424,0.9801182707993474,65887.08106124945,0.5547539375151651,57782.566585750115,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p14_s0p04_e0p50,0.175,0.14,0.04,0.5,980525.0,777,98063.34546376881,92050.295,0.16253000803678808,0.7911970219732933,0.3714464190102241,0.13362739348818234,0.18120394686519978,0.9788888605593942,71714.13125862223,0.5265476115473318,58229.040301763365,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p10_s0p16_e0p25,0.205,0.1,0.16,0.25,981050.0,739,96536.38121561446,95324.9975,0.16820749025205997,0.7924011914772207,0.3017175475256103,0.09609601957086794,0.07298302838795169,0.9797156108251364,74258.98124030256,0.5525388315198354,58256.8776842585,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p14_s0p08_e0p25,0.205,0.14,0.08,0.25,980775.0,760,97432.78824049045,95133.9175,0.16792559016880507,0.7861649674515689,0.3468812928551401,0.1201090973974663,0.14167367642935433,0.9756315158930438,74113.74931401442,0.5379958223853878,58323.43459925219,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p06_s0p16_e0p50,0.175,0.06,0.16,0.5,980700.0,701,95444.06144522659,92091.91,0.14758806196310126,0.804533045989954,0.28187136739063934,0.08249209748139084,0.02528805954930152,0.9821556031406139,65132.82556524605,0.5549850010757763,58543.69317213287,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p10_s0p16_e0p25,0.19,0.1,0.16,0.25,980575.0,735,95977.31358707193,94714.9975,0.16616248849752607,0.7922580985942218,0.2999579328455243,0.09104352038344848,0.07097876246080106,0.9807255946765928,73320.65197130773,0.5532675841091276,58714.8391324453,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p14_s0p08_e0p25,0.19,0.14,0.08,0.25,981675.0,761,96751.94605335675,94240.7075,0.16468754376888156,0.7860515794491729,0.3461558051289887,0.11439631242519163,0.13899712226551558,0.9792191916876767,72751.34003819257,0.5383191306823316,58903.07954036583,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p10_s0p12_e0p25,0.175,0.1,0.12,0.25,982450.0,712,95567.0097409164,93108.0775,0.15872739863521326,0.7831770670581623,0.3066695506132628,0.08056389638149525,0.07267545422158889,0.9900249376558603,70173.77975512439,0.554531202602532,58933.95090440647,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p190_w0p10_s0p12_e0p50,0.19,0.1,0.12,0.5,981875.0,780,95415.57229978073,92623.98999999999,0.15733820877783677,0.7999775135018906,0.3173901973265436,0.10492679821769574,0.10584341183959262,0.9768809675366009,69518.9041846823,0.5434011693451194,59605.79936842146,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p10_s0p12_e0p50,0.205,0.1,0.12,0.5,981875.0,780,95415.57229978073,92623.98999999999,0.15733820877783677,0.7999775135018906,0.3173901973265436,0.10492679821769574,0.10584341183959262,0.9768809675366009,69518.9041846823,0.5434011693451194,59605.79936842146,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p205_w0p03_s0p08_e0p25,0.205,0.03,0.08,0.25,992375.0,45,97014.4597914439,78763.21,0.16915097092959303,0.7892008685158429,0.3838770626023429,0.07749086786748961,0.06721249527648318,0.9618087920392997,75537.53764931469,0.5226623514344557,59769.73504150658,True,True,relaxed_pd_cap_candidate_for_review_not_promotion,grade_dplus_and_dti_hard_caps_score_decile_monitored
v10_dfl_constrained_p0p175_w0p10_s0p16_e0p25,0.175,0.1,0.16,0.25,980975.0,728,94484.97593815862,92392.2475,0.16267795255264358,0.7916104359859496,0.29766941053543666,0.08295318433191468,0.06891103239124341,0.9817528479319045,71812.35202739829,0.5544092408824352,60050.09632233303,True,True,official_constraint_candidate,grade_dplus_and_dti_hard_caps_score_decile_monitored
