n,activity_id,post_url,capture_status,post_text_path,html_path,document_count,image_count,error
22,7410227928887783424,https://www.linkedin.com/feed/update/urn:li:activity:7410227928887783424/,captured_http_200_text/html,attachments/raw/7410227928887783424/post_text.txt,attachments/raw/7410227928887783424/post.html,1,1,
23,7407691340332834816,https://www.linkedin.com/feed/update/urn:li:activity:7407691340332834816/,captured_http_200_text/html,attachments/raw/7407691340332834816/post_text.txt,attachments/raw/7407691340332834816/post.html,1,1,
24,7404429791552270336,https://www.linkedin.com/feed/update/urn:li:activity:7404429791552270336/,captured_http_200_text/html,attachments/raw/7404429791552270336/post_text.txt,attachments/raw/7404429791552270336/post.html,0,1,
25,7401530693182427137,https://www.linkedin.com/feed/update/urn:li:activity:7401530693182427137/,captured_http_200_text/html,attachments/raw/7401530693182427137/post_text.txt,attachments/raw/7401530693182427137/post.html,0,0,
26,7400081067224743936,https://www.linkedin.com/feed/update/urn:li:activity:7400081067224743936/,captured_http_200_text/html,attachments/raw/7400081067224743936/post_text.txt,attachments/raw/7400081067224743936/post.html,1,1,
27,7397906690391601154,https://www.linkedin.com/feed/update/urn:li:activity:7397906690391601154/,captured_http_200_text/html,attachments/raw/7397906690391601154/post_text.txt,attachments/raw/7397906690391601154/post.html,1,1,
28,7396457171279970304,https://www.linkedin.com/feed/update/urn:li:activity:7396457171279970304/,captured_http_200_text/html,attachments/raw/7396457171279970304/post_text.txt,attachments/raw/7396457171279970304/post.html,0,2,
29,7394653161082314752,https://www.linkedin.com/feed/update/urn:li:activity:7394653161082314752/,captured_http_200_text/html,attachments/raw/7394653161082314752/post_text.txt,attachments/raw/7394653161082314752/post.html,0,0,
30,7392833273737138176,https://www.linkedin.com/feed/update/urn:li:activity:7392833273737138176/,captured_http_200_text/html,attachments/raw/7392833273737138176/post_text.txt,attachments/raw/7392833273737138176/post.html,1,1,
31,7391383804583645184,https://www.linkedin.com/feed/update/urn:li:activity:7391383804583645184/,captured_http_200_text/html,attachments/raw/7391383804583645184/post_text.txt,attachments/raw/7391383804583645184/post.html,1,1,
32,7389209473522999296,https://www.linkedin.com/feed/update/urn:li:activity:7389209473522999296/,captured_http_200_text/html,attachments/raw/7389209473522999296/post_text.txt,attachments/raw/7389209473522999296/post.html,1,1,
33,7387020037041119234,https://www.linkedin.com/feed/update/urn:li:activity:7387020037041119234/,captured_http_200_text/html,attachments/raw/7387020037041119234/post_text.txt,attachments/raw/7387020037041119234/post.html,0,0,
34,7384120953489854464,https://www.linkedin.com/feed/update/urn:li:activity:7384120953489854464/,captured_http_200_text/html,attachments/raw/7384120953489854464/post_text.txt,attachments/raw/7384120953489854464/post.html,1,1,
35,7363453428431224832,https://www.linkedin.com/feed/update/urn:li:activity:7363453428431224832/,captured_http_200_text/html,attachments/raw/7363453428431224832/post_text.txt,attachments/raw/7363453428431224832/post.html,1,1,
36,7361290473417633792,https://www.linkedin.com/feed/update/urn:li:activity:7361290473417633792/,captured_http_200_text/html,attachments/raw/7361290473417633792/post_text.txt,attachments/raw/7361290473417633792/post.html,0,0,
37,7358383766534316032,https://www.linkedin.com/feed/update/urn:li:activity:7358383766534316032/,captured_http_200_text/html,attachments/raw/7358383766534316032/post_text.txt,attachments/raw/7358383766534316032/post.html,0,2,
38,7356587000176533504,https://www.linkedin.com/feed/update/urn:li:activity:7356587000176533504/,captured_http_200_text/html,attachments/raw/7356587000176533504/post_text.txt,attachments/raw/7356587000176533504/post.html,0,3,
39,7353684060264632320,https://www.linkedin.com/feed/update/urn:li:activity:7353684060264632320/,captured_http_200_text/html,attachments/raw/7353684060264632320/post_text.txt,attachments/raw/7353684060264632320/post.html,1,1,
40,7351513545626312704,https://www.linkedin.com/feed/update/urn:li:activity:7351513545626312704/,captured_http_200_text/html,attachments/raw/7351513545626312704/post_text.txt,attachments/raw/7351513545626312704/post.html,1,1,
41,7350773655057960960,https://www.linkedin.com/feed/update/urn:li:activity:7350773655057960960/,captured_http_200_text/html,attachments/raw/7350773655057960960/post_text.txt,attachments/raw/7350773655057960960/post.html,0,2,
42,7348984398186229761,https://www.linkedin.com/feed/update/urn:li:activity:7348984398186229761/,captured_http_200_text/html,attachments/raw/7348984398186229761/post_text.txt,attachments/raw/7348984398186229761/post.html,1,1,
43,7346840312377421826,https://www.linkedin.com/feed/update/urn:li:activity:7346840312377421826/,captured_http_200_text/html,attachments/raw/7346840312377421826/post_text.txt,attachments/raw/7346840312377421826/post.html,0,1,
44,7302591232625541122,https://www.linkedin.com/feed/update/urn:li:activity:7302591232625541122/,captured_http_200_text/html,attachments/raw/7302591232625541122/post_text.txt,attachments/raw/7302591232625541122/post.html,1,1,
45,7297638535648481280,https://www.linkedin.com/feed/update/urn:li:activity:7297638535648481280/,captured_http_200_text/html,attachments/raw/7297638535648481280/post_text.txt,attachments/raw/7297638535648481280/post.html,1,1,
46,7290400805109526529,https://www.linkedin.com/feed/update/urn:li:activity:7290400805109526529/,captured_http_200_text/html,attachments/raw/7290400805109526529/post_text.txt,attachments/raw/7290400805109526529/post.html,1,1,
47,7287502960530518016,https://www.linkedin.com/feed/update/urn:li:activity:7287502960530518016/,captured_http_200_text/html,attachments/raw/7287502960530518016/post_text.txt,attachments/raw/7287502960530518016/post.html,0,3,
48,7282429540482568193,https://www.linkedin.com/feed/update/urn:li:activity:7282429540482568193/,captured_http_200_text/html,attachments/raw/7282429540482568193/post_text.txt,attachments/raw/7282429540482568193/post.html,1,1,
49,7272626194091552768,https://www.linkedin.com/feed/update/urn:li:activity:7272626194091552768/,captured_http_200_text/html,attachments/raw/7272626194091552768/post_text.txt,attachments/raw/7272626194091552768/post.html,0,2,
50,7259829440568836097,https://www.linkedin.com/feed/update/urn:li:activity:7259829440568836097/,captured_http_200_text/html,attachments/raw/7259829440568836097/post_text.txt,attachments/raw/7259829440568836097/post.html,0,2,
51,7254740864336285696,https://www.linkedin.com/feed/update/urn:li:activity:7254740864336285696/,captured_http_200_text/html,attachments/raw/7254740864336285696/post_text.txt,attachments/raw/7254740864336285696/post.html,0,3,
52,7252204203853443072,https://www.linkedin.com/feed/update/urn:li:activity:7252204203853443072/,captured_http_200_text/html,attachments/raw/7252204203853443072/post_text.txt,attachments/raw/7252204203853443072/post.html,1,1,
53,7247130806010187776,https://www.linkedin.com/feed/update/urn:li:activity:7247130806010187776/,captured_http_200_text/html,attachments/raw/7247130806010187776/post_text.txt,attachments/raw/7247130806010187776/post.html,1,1,
54,7242057402705993728,https://www.linkedin.com/feed/update/urn:li:activity:7242057402705993728/,captured_http_200_text/html,attachments/raw/7242057402705993728/post_text.txt,attachments/raw/7242057402705993728/post.html,1,1,
55,7239520617035640833,https://www.linkedin.com/feed/update/urn:li:activity:7239520617035640833/,captured_http_200_text/html,attachments/raw/7239520617035640833/post_text.txt,attachments/raw/7239520617035640833/post.html,1,1,
56,7234084801039790080,https://www.linkedin.com/feed/update/urn:li:activity:7234084801039790080/,captured_http_200_text/html,attachments/raw/7234084801039790080/post_text.txt,attachments/raw/7234084801039790080/post.html,0,3,
57,7229369908193579009,https://www.linkedin.com/feed/update/urn:li:activity:7229369908193579009/,captured_http_200_text/html,attachments/raw/7229369908193579009/post_text.txt,attachments/raw/7229369908193579009/post.html,0,0,
58,7226833197983006722,https://www.linkedin.com/feed/update/urn:li:activity:7226833197983006722/,captured_http_200_text/html,attachments/raw/7226833197983006722/post_text.txt,attachments/raw/7226833197983006722/post.html,1,1,
59,7224433718059274241,https://www.linkedin.com/feed/update/urn:li:activity:7224433718059274241/,captured_http_200_text/html,attachments/raw/7224433718059274241/post_text.txt,attachments/raw/7224433718059274241/post.html,1,1,
