link_asset_id,parent_activity_id,parent_post_number,source_url,canonical_url,http_status,source_type,access_status,title,local_html_path,local_text_path,local_binary_path,checksum,handling_decision,claim_use_rule,stop_condition,error
7455503720936693760_external_11,7455503720936693760,1,https://lnkd.in/dZTdymZa,https://github.com/andrija-djurovic/adsfcr/blob/main/mrm/lgd_ead_dp_somersd_and_binning.pdf,200,github,reachable,,,,external_sources/raw/7455503720936693760_external_11/7455503720936693760_external_11.pdf,64a50106b02a1330e4379d57a460015fcce1badf986a68746e20a234cfa51bc3,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7455503720936693760_external_12,7455503720936693760,1,https://leanpub.com/crmwn,https://leanpub.com/crmwn,200,external_web,reachable,Credit Risk Modeling Working Notes,external_sources/raw/7455503720936693760_external_12/source.html,external_sources/raw/7455503720936693760_external_12/source_text.txt,,19e49d34c0a3a460af4a1c8ae62453109dee310b9692cacca4da9a9ccbbc749e,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7443560044412968960_external_01,7443560044412968960,2,https://lnkd.in/dm2p5UNv,https://github.com/andrija-djurovic/adsfcr,200,github,reachable,GitHub - andrija-djurovic/adsfcr: Applied Data Science for Credit Risk,external_sources/raw/7443560044412968960_external_01/source.html,external_sources/raw/7443560044412968960_external_01/source_text.txt,,141f7dd998a390a7e1c7f231aa72ef726bb046f049140c550182ba06a5ba0b7c,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7443560044412968960_external_02,7443560044412968960,2,https://lnkd.in/drTegZXJ,https://github.com/andrija-djurovic/adsfcr/blob/main/model_dev_and_vld/smi_r/smi_r_manual.pdf,200,github,reachable,,,,external_sources/raw/7443560044412968960_external_02/7443560044412968960_external_02.pdf,663acf9ecfc2bc3acc3dce8307590bff2e8156011f55e1c5b9cc5a4dc83905c1,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7443560044412968960_external_03,7443560044412968960,2,https://lnkd.in/djtuMbjY,https://github.com/andrija-djurovic/adsfcr/blob/main/risk_quantification/pd_moc_c_egim_para_327.pdf,200,github,reachable,,,,external_sources/raw/7443560044412968960_external_03/7443560044412968960_external_03.pdf,906929532ff9e5f28df7b82d5f294e990307742673fb12bcccfac96bdf64e681,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7443560044412968960_external_04,7443560044412968960,2,https://lnkd.in/ddr-yi5Q,https://github.com/andrija-djurovic/adsfcr/blob/main/mrm/lgd_ccf_dp_somersd_dxy_dyx.pdf,200,github,reachable,,,,external_sources/raw/7443560044412968960_external_04/7443560044412968960_external_04.pdf,48366869cf01b19ace7d6453281c6d37a7d460eb53f35f802543824c9801d822,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7443560044412968960_external_05,7443560044412968960,2,https://lnkd.in/d_CcHWXx,https://github.com/andrija-djurovic/adsfcr/blob/main/risk_quantification/pd_drs_calibration.pdf,200,github,target_resolution_only_fetch_blocked,,,,external_sources/raw/7443560044412968960_external_05/7443560044412968960_external_05.pdf,5db90f890cd3ab92c6a4056029847f72ac40e646d2aca2a3361f86363f63b2de,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",HTTPError: HTTP Error 429: Too Many Requests
7443560044412968960_external_06,7443560044412968960,2,https://lnkd.in/dZTdymZa,https://github.com/andrija-djurovic/adsfcr/blob/main/mrm/lgd_ead_dp_somersd_and_binning.pdf,200,github,target_resolution_only_fetch_blocked,,,,external_sources/raw/7443560044412968960_external_06/7443560044412968960_external_06.pdf,34c854662e1bdbb6179bdc7b154ff73092b6e23cedab610e54237102acdca8b4,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",HTTPError: HTTP Error 429: Too Many Requests
7443560044412968960_external_07,7443560044412968960,2,https://lnkd.in/dVPPmZ7j,https://github.com/andrija-djurovic/adsfcr/blob/main/risk_quantification/model_based_pd_calibration_intercept.pdf,200,github,reachable,,,,external_sources/raw/7443560044412968960_external_07/7443560044412968960_external_07.pdf,d2c2ec393db41f30d72e0ecd88cd19b1c2b70e38c71a4c26fc57e6b808884dbf,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7443560044412968960_external_08,7443560044412968960,2,https://lnkd.in/dp27pt2d,https://github.com/andrija-djurovic/adsfcr/blob/main/ols/ols_and_rf_encoding.pdf,200,github,reachable,,,,external_sources/raw/7443560044412968960_external_08/7443560044412968960_external_08.pdf,20f3f8bdea6103b988d5b54c86a00035666cb683244ebb5e7ee1788faeb64186,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7443560044412968960_external_09,7443560044412968960,2,https://lnkd.in/d3YZnh6C,https://github.com/andrija-djurovic/adsfcr/blob/main/risk_quantification/2_sided_exact_binomial_test.pdf,200,github,target_resolution_only_fetch_blocked,,,,external_sources/raw/7443560044412968960_external_09/7443560044412968960_external_09.pdf,20a1325a7ca4970ce22737b77afe15811de6ab0a55fc22d26b975d28455467ab,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",HTTPError: HTTP Error 429: Too Many Requests
7443560044412968960_external_10,7443560044412968960,2,https://lnkd.in/dv4yCu2k,https://github.com/andrija-djurovic/adsfcr/blob/main/mrm/heterogeneity.pdf,200,github,reachable,,,,external_sources/raw/7443560044412968960_external_10/7443560044412968960_external_10.pdf,2c720ba1558f83e799e6e63472198127e94f3ef78a07da117a50adb411d892ae,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7451153797881618432_external_01,7451153797881618432,6,https://lnkd.in/dm2p5UNv,https://github.com/andrija-djurovic/adsfcr,200,github,reachable,GitHub - andrija-djurovic/adsfcr: Applied Data Science for Credit Risk,external_sources/raw/7451153797881618432_external_01/source.html,external_sources/raw/7451153797881618432_external_01/source_text.txt,,141f7dd998a390a7e1c7f231aa72ef726bb046f049140c550182ba06a5ba0b7c,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7448618361606873088_external_01,7448618361606873088,7,https://github.com/andrija-djurovic/adsfcr,https://github.com/andrija-djurovic/adsfcr,200,github,reachable,GitHub - andrija-djurovic/adsfcr: Applied Data Science for Credit Risk,external_sources/raw/7448618361606873088_external_01/source.html,external_sources/raw/7448618361606873088_external_01/source_text.txt,,141f7dd998a390a7e1c7f231aa72ef726bb046f049140c550182ba06a5ba0b7c,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
6965364290866282496_external_01,6965364290866282496,12,https://lnkd.in/dWhtAm-G,https://cran.r-project.org/web/packages/monobin/index.html,200,external_web,reachable,monobin: Monotonic Binning for Credit Rating Models,external_sources/raw/6965364290866282496_external_01/source.html,external_sources/raw/6965364290866282496_external_01/source_text.txt,,6bf5391011fdce01bbe4ff8ddda5f4912b791abd9c1797677560c3c587dc1960,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
6965364290866282496_external_02,6965364290866282496,12,https://lnkd.in/dEMNCqBN,https://github.com/andrija-djurovic/monobinpy,200,github,reachable,GitHub - andrija-djurovic/monobinpy: Monotonic Binning for Credit Rating Models,external_sources/raw/6965364290866282496_external_02/source.html,external_sources/raw/6965364290866282496_external_02/source_text.txt,,afde7708198de1785c42f599645546e40bc96709450c2b32c474d9f3c779fd9b,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7392821942728273920_external_01,7392821942728273920,13,https://lnkd.in/dQFr6D98,https://github.com/andrija-djurovic/adsfcr/blob/main/model_dev_and_vld/pca.pdf,200,github,target_resolution_only_fetch_blocked,,,,external_sources/raw/7392821942728273920_external_01/7392821942728273920_external_01.pdf,c4b9c91f742d9566676ec8af55c620c05a457f979ebf828023368acd63da54ec,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",HTTPError: HTTP Error 429: Too Many Requests
7392821942728273920_external_02,7392821942728273920,13,https://lnkd.in/dhufwehR,https://github.com/andrija-djurovic/adsfcr/blob/main/model_dev_and_vld/fli_smi.pdf,200,github,reachable,,,,external_sources/raw/7392821942728273920_external_02/7392821942728273920_external_02.pdf,d05f7c068d72f7d8a72dec54c147c3cc167455c753e5bd2ed87148f536dac1de,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7392821942728273920_external_03,7392821942728273920,13,https://lnkd.in/d6sd3d2y,https://github.com/andrija-djurovic/adsfcr/blob/main/model_dev_and_vld/adf_power.pdf,200,github,reachable,,,,external_sources/raw/7392821942728273920_external_03/7392821942728273920_external_03.pdf,aed315b9d9e9feee167c6f54f7efe97ac74eab6729d96845d8fdf5088613305c,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7392821942728273920_external_04,7392821942728273920,13,https://lnkd.in/dPbKQNcr,https://github.com/andrija-djurovic/adsfcr/blob/main/model_dev_and_vld/ols_predictor_importance.pdf,200,github,reachable,,,,external_sources/raw/7392821942728273920_external_04/7392821942728273920_external_04.pdf,6781b64715ed00939904d538807728dd833dd7f1c54fb3a0f5a2bbd130f07330,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7392821942728273920_external_05,7392821942728273920,13,https://lnkd.in/deapKsbW,https://github.com/andrija-djurovic/adsfcr/blob/main/model_dev_and_vld/fli_ols.pdf,200,github,reachable,,,,external_sources/raw/7392821942728273920_external_05/7392821942728273920_external_05.pdf,e88eed3c1a5ee2febb4e4fbb15110668e96fc94268a09a3c2476784cdb17e66c,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7392821942728273920_external_06,7392821942728273920,13,https://lnkd.in/dc24n3Tg,https://github.com/andrija-djurovic/adsfcr/blob/main/model_dev_and_vld/fli_dynamic_regression_models.pdf,200,github,reachable,,,,external_sources/raw/7392821942728273920_external_06/7392821942728273920_external_06.pdf,81ae2ddad68f66ed8c0a716d2dd0871f36036b0f45f4485b793af5b20f36dfae,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7392821942728273920_external_07,7392821942728273920,13,https://lnkd.in/dugumWyH,https://github.com/andrija-djurovic/adsfcr/blob/main/model_dev_and_vld/fli_recursive_reg.pdf,200,github,target_resolution_only_fetch_blocked,,,,external_sources/raw/7392821942728273920_external_07/7392821942728273920_external_07.pdf,8f1412a029bc378aa959f9ede088711eef39e63a50a22e858f0c29cfd5ce965c,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",HTTPError: HTTP Error 429: Too Many Requests
7392821942728273920_external_08,7392821942728273920,13,https://lnkd.in/dGXxqTqk,https://github.com/andrija-djurovic/adsfcr/blob/main/vasicek_distribution/tr_and_z_factor.pdf,200,github,reachable,,,,external_sources/raw/7392821942728273920_external_08/7392821942728273920_external_08.pdf,ee753b6ea70c44d5d00ea766171ed569e140b2b23aff348cde817779c4658ecf,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7392821942728273920_external_09,7392821942728273920,13,https://lnkd.in/dF-cxgMY,https://github.com/andrija-djurovic/adsfcr/blob/main/lgd/lgd_as_a_function_of_dr.pdf,200,github,reachable,,,,external_sources/raw/7392821942728273920_external_09/7392821942728273920_external_09.pdf,5bdecbe7ad585c35c6b868b0211ecec3df35e6bae61239194eaea45d82ba7617,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7392821942728273920_external_10,7392821942728273920,13,https://lnkd.in/dz8xuNAP,https://github.com/andrija-djurovic/adsfcr/blob/main/lgd/vasicek_lgd.pdf,200,github,reachable,,,,external_sources/raw/7392821942728273920_external_10/7392821942728273920_external_10.pdf,f7411af3c42e690e0e7d5f35855060f03fa642163c4ef2813073f526b916d4ef,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7330472362141761538_external_01,7330472362141761538,15,https://lnkd.in/dm2p5UNv,https://github.com/andrija-djurovic/adsfcr,200,github,reachable,GitHub - andrija-djurovic/adsfcr: Applied Data Science for Credit Risk,external_sources/raw/7330472362141761538_external_01/source.html,external_sources/raw/7330472362141761538_external_01/source_text.txt,,141f7dd998a390a7e1c7f231aa72ef726bb046f049140c550182ba06a5ba0b7c,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7112329977517215745_external_01,7112329977517215745,16,https://leanpub.com/pdrmwr,https://leanpub.com/pdrmwr,200,external_web,reachable,Probability of Default Rating Modeling with R,external_sources/raw/7112329977517215745_external_01/source.html,external_sources/raw/7112329977517215745_external_01/source_text.txt,,6ef346bdb12f5e5f2df6150a6336cf02fbad6a97fb036eb511fb4878a9c10e83,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7420725800745754625_external_01,7420725800745754625,17,https://lnkd.in/dm2p5UNv,https://github.com/andrija-djurovic/adsfcr,200,github,reachable,GitHub - andrija-djurovic/adsfcr: Applied Data Science for Credit Risk,external_sources/raw/7420725800745754625_external_01/source.html,external_sources/raw/7420725800745754625_external_01/source_text.txt,,141f7dd998a390a7e1c7f231aa72ef726bb046f049140c550182ba06a5ba0b7c,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7420725800745754625_external_02,7420725800745754625,17,https://lnkd.in/dc24n3Tg,https://github.com/andrija-djurovic/adsfcr/blob/main/model_dev_and_vld/fli_dynamic_regression_models.pdf,200,github,reachable,,,,external_sources/raw/7420725800745754625_external_02/7420725800745754625_external_02.pdf,6d966f06e7a1fe46e61c15bb50ac88e9d906a0d235b0e8aab2db423de44f4aba,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7420725800745754625_external_03,7420725800745754625,17,https://lnkd.in/dHe9Kiwy,https://github.com/andrija-djurovic/adsfcr/blob/main/bgrd/constrained_threshold_lr.pdf,200,github,reachable,,,,external_sources/raw/7420725800745754625_external_03/7420725800745754625_external_03.pdf,921ade33f913a7a9d8928a8b3d2ecbd6d74c4cd20cc6ccc223e6ceb1ff568c77,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7420725800745754625_external_04,7420725800745754625,17,https://lnkd.in/d_MtDxgh,https://github.com/andrija-djurovic/adsfcr/blob/main/mrm/heterogeneity_and_p_value.pdf,200,github,reachable,,,,external_sources/raw/7420725800745754625_external_04/7420725800745754625_external_04.pdf,26bebf4f009447b257afc1c477be9bc64e0f465e6bd0b9f4982a5f333d64e423,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7420725800745754625_external_05,7420725800745754625,17,https://lnkd.in/ddciAAZz,https://github.com/andrija-djurovic/adsfcr/blob/main/model_dev_and_vld/woe_level_importance.pdf,200,github,target_resolution_only_fetch_blocked,,,,external_sources/raw/7420725800745754625_external_05/7420725800745754625_external_05.pdf,98bb67ca1e8383746bcfe85f54a89db860a1fee9bec7935852d46647e884bb84,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",HTTPError: HTTP Error 429: Too Many Requests
7420725800745754625_external_06,7420725800745754625,17,https://lnkd.in/d9Wq5Ybh,https://github.com/andrija-djurovic/adsfcr/blob/main/lgd/lgd_survival.pdf,200,github,target_resolution_only_fetch_blocked,,,,external_sources/raw/7420725800745754625_external_06/7420725800745754625_external_06.pdf,6710fb73995c655bda79e70ae3904b93e27173baec80175f34c9d9b90f60d14b,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",HTTPError: HTTP Error 429: Too Many Requests
7420725800745754625_external_07,7420725800745754625,17,https://lnkd.in/dugumWyH,https://github.com/andrija-djurovic/adsfcr/blob/main/model_dev_and_vld/fli_recursive_reg.pdf,200,github,reachable,,,,external_sources/raw/7420725800745754625_external_07/7420725800745754625_external_07.pdf,900cdae21e0e3e567ab1b46ae55ca2a2230e19dc00d6be9129ecbef233604271,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7420725800745754625_external_08,7420725800745754625,17,https://lnkd.in/drRgYki8,https://github.com/andrija-djurovic/adsfcr/blob/main/model_dev_and_vld/woe_reg_intercept.pdf,200,github,reachable,,,,external_sources/raw/7420725800745754625_external_08/7420725800745754625_external_08.pdf,fb1415d57d4eed0238d6dd3b75562a5e1d42d333ec575ebe1c37323c8e9ecde9,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7420725800745754625_external_09,7420725800745754625,17,https://lnkd.in/d6_pWf4q,https://github.com/andrija-djurovic/adsfcr/blob/main/mrm/heterogeneity_and_monotonicity.pdf,200,github,target_resolution_only_fetch_blocked,,,,external_sources/raw/7420725800745754625_external_09/7420725800745754625_external_09.pdf,98ab4cf73a904e1d9730ad31885772b220723cd102628af6e07de7e8577a3497,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",HTTPError: HTTP Error 429: Too Many Requests
7420725800745754625_external_10,7420725800745754625,17,https://lnkd.in/d4C2hRdz,https://github.com/andrija-djurovic/adsfcr/blob/main/lgd/PoC_calibration.pdf,200,github,reachable,,,,external_sources/raw/7420725800745754625_external_10/7420725800745754625_external_10.pdf,c3e6e70ea870048952cd6d5a0509bd9ba7a4f25a1202307d5bfd702e1e1fc2ff,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
7420725800745754625_external_11,7420725800745754625,17,https://leanpub.com/crmwn,https://leanpub.com/crmwn,200,external_web,reachable,Credit Risk Modeling Working Notes,external_sources/raw/7420725800745754625_external_11/source.html,external_sources/raw/7420725800745754625_external_11/source_text.txt,,19e49d34c0a3a460af4a1c8ae62453109dee310b9692cacca4da9a9ccbbc749e,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
6886388764965392384_external_01,6886388764965392384,18,https://lnkd.in/deVTA595,https://github.com/andrija-djurovic/PDtoolkit,200,github,reachable,GitHub - andrija-djurovic/PDtoolkit: Collection of Tools for PD Rating Model Development and Validation,external_sources/raw/6886388764965392384_external_01/source.html,external_sources/raw/6886388764965392384_external_01/source_text.txt,,1997981097fc7503a04cfe70db2a34ad8d869f65c55b071b43d96d7407603092,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
6886388764965392384_external_02,6886388764965392384,18,https://lnkd.in/dMmMfEJB,https://cran.r-project.org/web/packages/PDtoolkit/index.html,200,external_web,reachable,PDtoolkit: Collection of Tools for PD Rating Model Development and Validation,external_sources/raw/6886388764965392384_external_02/source.html,external_sources/raw/6886388764965392384_external_02/source_text.txt,,6de50bc380587ee97346000cd6f864a1f5e2ea14ea821f02b24004b50c7d835e,read_or_triage_as_non_peer_reviewed_context,Use only as implementation/context unless it links to canonical academic or official material.,"Stop when resolved links are either attached to parent post, expanded as child sources, or archived as low-evidence context.",
7163079427961090049_external_01,7163079427961090049,19,https://github.com/andrija-djurovic/adsfcr,https://github.com/andrija-djurovic/adsfcr,200,github,reachable,GitHub - andrija-djurovic/adsfcr: Applied Data Science for Credit Risk,external_sources/raw/7163079427961090049_external_01/source.html,external_sources/raw/7163079427961090049_external_01/source_text.txt,,141f7dd998a390a7e1c7f231aa72ef726bb046f049140c550182ba06a5ba0b7c,read_as_potential_evidence,"Read before promotion; may support appendix, implementation, or related work depending on content.","Stop when local snapshot exists, source status is labeled, and parent post decision is updated.",
